date,annualCurrentDeferredRevenue,trailingCostOfRevenue,annualDilutedAverageShares,annualOtherCurrentAssets,quarterlyNetIncomeCommonStockholders,annualCostOfRevenue,annualTotalRevenue,annualEndCashPosition,trailingOperatingIncome,annualCurrentDebt,annualOperatingIncome,trailingTotalRevenue,annualNetOtherFinancingCharges,quarterlyEndCashPosition,quarterlyStockBasedCompensation,annualFreeCashFlow,annualCommonStockIssuance,quarterlyInvestingCashFlow,quarterlyCashDividendsPaid,annualOtherShortTermInvestments,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyOtherNonCashItems,trailingEndCashPosition,annualAccountsPayable,quarterlyDepreciationAndAmortization,quarterlyPurchaseOfInvestment,trailingTaxProvision,quarterlyEbitda,quarterlyOperatingIncome,trailingNetIncomeContinuousOperations,quarterlyOtherShortTermInvestments,annualNetIncomeContinuousOperations,quarterlyFreeCashFlow,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyDilutedEPS,annualChangeInWorkingCapital,quarterlyDeferredIncomeTax,annualInvestmentsAndAdvances,annualRepurchaseOfCapitalStock,quarterlyChangeInWorkingCapital,quarterlyRetainedEarnings,quarterlyNonCurrentDeferredRevenue,quarterlyGrossPPE,trailingFreeCashFlow,quarterlyIncomeTaxPayable,trailingNetIncome,annualOperatingExpense,annualGainsLossesNotAffectingRetainedEarnings,quarterlyCurrentLiabilities,quarterlyCurrentAssets,trailingPretaxIncome,annualTotalLiabilitiesNetMinorityInterest,quarterlyTotalRevenue,annualDilutedEPS,annualCashAndCashEquivalents,annualNetOtherInvestingChanges,annualLongTermDebt,annualCashDividendsPaid,annualBeginningCashPosition,quarterlyOtherNonCurrentLiabilities,annualAccountsReceivable,annualCurrentAssets,quarterlyLongTermDebt,annualBasicAverageShares,quarterlyChangeInInventory,annualNetIncome,quarterlyOtherCurrentAssets,annualOtherNonCurrentAssets,quarterlyAccountsReceivable,quarterlyCurrentAccruedExpenses,annualSaleOfInvestment,quarterlyCostOfRevenue,annualNetIncomeCommonStockholders,annualSellingGeneralAndAdministration,annualStockholdersEquity,quarterlyInvestmentsAndAdvances,annualOtherNonCashItems,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyGrossProfit,annualCurrentAccruedExpenses,annualRetainedEarnings,trailingCommonStockIssuance,quarterlyGoodwill,quarterlyOtherIncomeExpense,quarterlyNetOtherInvestingChanges,annualTotalAssets,annualTaxProvision,trailingNetIncomeCommonStockholders,annualDepreciationAndAmortization,quarterlyNetIncomeContinuousOperations,quarterlyStockholdersEquity,quarterlyNetIncome,quarterlySellingGeneralAndAdministration,quarterlyAccumulatedDepreciation,trailingOperatingCashFlow,quarterlyRepaymentOfDebt,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCurrentDeferredRevenue,annualCapitalStock,quarterlyInventory,quarterlyTaxProvision,quarterlyOperatingExpense,trailingOtherIncomeExpense,quarterlyNetPPE,annualOtherIntangibleAssets,annualGrossProfit,annualStockBasedCompensation,annualTotalNonCurrentAssets,annualCurrentLiabilities,quarterlyOtherIntangibleAssets,annualOtherIncomeExpense,annualNetPPE,quarterlyBasicEPS,annualOperatingCashFlow,quarterlyCurrentDebt,quarterlyInterestExpense,trailingCashFlowFromContinuingFinancingActivities,trailingDepreciationAndAmortization,annualInventory,quarterlyBasicAverageShares,trailingOtherNonCashItems,annualPurchaseOfBusiness,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOtherNonCurrentAssets,quarterlyCommonStockIssuance,annualEbitda,annualNonCurrentDeferredTaxesLiabilities,annualOtherNonCurrentLiabilities,quarterlyNetOtherFinancingCharges,annualChangeInInventory,quarterlyPretaxIncome,quarterlyPurchaseOfBusiness,annualCashCashEquivalentsAndMarketableSecurities,quarterlyCapitalExpenditure,quarterlyOperatingCashFlow,quarterlyOtherCurrentLiabilities,annualInterestExpense,trailingInterestExpense,annualPretaxIncome,annualPurchaseOfInvestment,trailingCashDividendsPaid,annualNonCurrentDeferredRevenue,trailingCapitalExpenditure,quarterlyTotalAssets,trailingBeginningCashPosition,annualChangesInAccountReceivables,quarterlyRepurchaseOfCapitalStock,quarterlyTotalNonCurrentAssets,trailingOperatingExpense,annualGoodwill,quarterlyChangesInAccountReceivables,trailingChangeInCashSupplementalAsReported,annualIncomeTaxPayable,trailingInvestingCashFlow,annualGrossPPE,quarterlySaleOfInvestment,annualAccumulatedDepreciation,annualDeferredIncomeTax,quarterlyChangeInCashSupplementalAsReported,annualRepaymentOfDebt,quarterlyBeginningCashPosition,quarterlyCapitalStock,trailingChangeInWorkingCapital,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,annualChangeInCashSupplementalAsReported,trailingGrossProfit,quarterlyDilutedAverageShares,trailingStockBasedCompensation,annualCashFlowFromContinuingFinancingActivities,trailingDeferredIncomeTax,trailingNetOtherFinancingCharges,annualCapitalExpenditure,annualOtherCurrentLiabilities,annualInvestingCashFlow,annualBasicEPS,trailingChangeInAccountPayable,trailingBasicAverageShares,quarterlyResearchAndDevelopment,trailingPurchaseOfBusiness,trailingResearchAndDevelopment,quarterlyChangeInAccountPayable,trailingSellingGeneralAndAdministration,annualChangeInAccountPayable,trailingSaleOfInvestment,trailingDilutedEPS,trailingNetOtherInvestingChanges,trailingRepaymentOfDebt,trailingChangesInAccountReceivables,trailingPurchaseOfInvestment,annualResearchAndDevelopment,trailingDilutedAverageShares,trailingRepurchaseOfCapitalStock,trailingChangeInInventory,trailingBasicEPS
2012-11-30,,,,,220000000.0,,,,,,,,,0.0,1000000.0,,,-206000000.0,-83000000.0,,,-53000000.0,,,209000000.0,,,594000000.0,393000000.0,,,,-183000000.0,8202000000.0,0.49,,30000000.0,,,-98000000.0,1131000000.0,,,,113000000.0,,,,1485000000.0,721000000.0,,,1319000000.0,,,,,,,251000000.0,,,4714000000.0,,,,72000000.0,,550000000.0,,,718000000.0,,,,13000000.0,,6717000000.0,601000000.0,,,,715000000.0,-7000000.0,3000000.0,,,,,235000000.0,3902000000.0,224000000.0,,,,-700000000.0,0.0,0.0,1110000000.0,172000000.0,,99000000.0,68000000.0,208000000.0,,3197000000.0,,,,,,7400000000.0,,,0.5,,380000000.0,82000000.0,,,,444000000.0,,,-250000000.0,337000000.0,7000000.0,,,,-4000000.0,,303000000.0,,,-212000000.0,29000000.0,0.0,,,,,,,,12392000000.0,,,,11671000000.0,,,,,,,,,,,-427000000.0,,427000000.0,2786000000.0,,800000000.0,-92000000.0,,,445000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-02-28,,,,,170000000.0,,,,,,,,,116000000.0,1000000.0,,,23000000.0,-83000000.0,,,-30000000.0,,,212000000.0,-66000000.0,,534000000.0,327000000.0,,,,232000000.0,8259000000.0,0.38,,16000000.0,,,48000000.0,1186000000.0,,,,84000000.0,,,,1805000000.0,1216000000.0,,,1251000000.0,,,,,,,243000000.0,,,4465000000.0,,,,79000000.0,,515000000.0,,,713000000.0,,,,78000000.0,,6454000000.0,538000000.0,,,,634000000.0,-4000000.0,-9000000.0,,,,,182000000.0,4014000000.0,172000000.0,,,,-370000000.0,116000000.0,116000000.0,1051000000.0,166000000.0,,107000000.0,63000000.0,211000000.0,,3126000000.0,,,,,,7168000000.0,,,0.38,,350000000.0,77000000.0,,,,446000000.0,,,-341000000.0,340000000.0,25000000.0,,,,-3000000.0,,245000000.0,,,-202000000.0,434000000.0,328000000.0,,,,,,,,12568000000.0,,,,11352000000.0,,,,,,,,,,,116000000.0,,0.0,2844000000.0,,856000000.0,-91000000.0,,,448000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-05-31,,,,,235000000.0,,,,,,,,,290000000.0,1000000.0,,,-164000000.0,-83000000.0,,,-3000000.0,,,213000000.0,-3000000.0,,631000000.0,373000000.0,,,,131000000.0,8237000000.0,0.52,,31000000.0,,,-27000000.0,1287000000.0,,,,140000000.0,,,,1549000000.0,1112000000.0,,,1326000000.0,,,,,,,233000000.0,,,4466000000.0,,,,79000000.0,,523000000.0,,,741000000.0,,,,69000000.0,,6688000000.0,585000000.0,,,,698000000.0,46000000.0,-7000000.0,,,,,250000000.0,4167000000.0,239000000.0,224000000.0,,,-1000000.0,290000000.0,290000000.0,1098000000.0,175000000.0,,110000000.0,93000000.0,212000000.0,,3292000000.0,,,,,,7166000000.0,,,0.52,,395000000.0,75000000.0,,,,449000000.0,,,-73000000.0,320000000.0,16000000.0,,,,-5000000.0,,343000000.0,-222000000.0,,-280000000.0,411000000.0,15000000.0,,,,,,,,12658000000.0,,,,11546000000.0,,,,,,,,0.0,,,174000000.0,,116000000.0,2897000000.0,,800000000.0,-90000000.0,,,451000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-08-31,172000000.0,,450000000.0,72000000.0,108000000.0,2922000000.0,5142000000.0,422000000.0,,998000000.0,1366000000.0,,-18000000.0,422000000.0,1000000.0,366000000.0,69000000.0,-295000000.0,-83000000.0,,6114000000.0,21000000.0,,859000000.0,224000000.0,0.0,,475000000.0,273000000.0,,,784000000.0,186000000.0,8319000000.0,0.24,-11000000.0,44000000.0,10000000.0,,66000000.0,1242000000.0,,6526000000.0,,136000000.0,,854000000.0,-87000000.0,2205000000.0,1195000000.0,,8319000000.0,1246000000.0,1.63,422000000.0,1000000.0,3868000000.0,-332000000.0,427000000.0,223000000.0,486000000.0,1195000000.0,3868000000.0,448000000.0,,746000000.0,72000000.0,306000000.0,486000000.0,765000000.0,0.0,750000000.0,733000000.0,900000000.0,4182000000.0,10000000.0,-65000000.0,6114000000.0,496000000.0,765000000.0,1242000000.0,,698000000.0,-21000000.0,14000000.0,12732000000.0,283000000.0,,858000000.0,117000000.0,4182000000.0,111000000.0,235000000.0,-3156000000.0,,0.0,422000000.0,422000000.0,1142000000.0,172000000.0,2955000000.0,96000000.0,59000000.0,223000000.0,,3370000000.0,7153000000.0,2220000000.0,4000000.0,11537000000.0,2205000000.0,7153000000.0,14000000.0,3370000000.0,0.24,1369000000.0,998000000.0,75000000.0,,,96000000.0,451000000.0,,-222000000.0,-68000000.0,306000000.0,21000000.0,2234000000.0,1142000000.0,223000000.0,-6000000.0,,176000000.0,0.0,422000000.0,-309000000.0,495000000.0,14000000.0,309000000.0,,1067000000.0,-69000000.0,,,,12732000000.0,,,,11537000000.0,,698000000.0,,,136000000.0,,6526000000.0,0.0,-3156000000.0,121000000.0,132000000.0,-1041000000.0,290000000.0,2955000000.0,,859000000.0,-87000000.0,-5000000.0,,453000000.0,,-732000000.0,,,-1003000000.0,14000000.0,-642000000.0,1.64,,,,,,,,,,,,,,,,,,,
2013-11-30,,,,,232000000.0,,,,,,,,,57000000.0,1000000.0,,,-346000000.0,-84000000.0,,,-35000000.0,,,195000000.0,,,608000000.0,414000000.0,,,,93000000.0,8039000000.0,0.51,,-12000000.0,,,28000000.0,1358000000.0,,,,199000000.0,,,,1946000000.0,947000000.0,,,1362000000.0,,,,,,,211000000.0,,,3869000000.0,,,,79000000.0,,565000000.0,,,754000000.0,,,,10000000.0,,6093000000.0,608000000.0,,,,698000000.0,-1000000.0,-29000000.0,,,,,245000000.0,4344000000.0,236000000.0,,,,-350000000.0,57000000.0,57000000.0,1130000000.0,175000000.0,,125000000.0,95000000.0,194000000.0,,3458000000.0,,,,,,7182000000.0,,,0.51,,648000000.0,73000000.0,,,,454000000.0,,,-429000000.0,323000000.0,10000000.0,,,,-5000000.0,,340000000.0,,,-317000000.0,410000000.0,15000000.0,,,,,,,,12618000000.0,,,,11671000000.0,,,,,,,,,,,-365000000.0,,422000000.0,3001000000.0,,881000000.0,-87000000.0,,,456000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-02-28,,,,,212000000.0,,,,,,,,,441000000.0,1000000.0,,,-118000000.0,-86000000.0,,,-15000000.0,,,203000000.0,-10000000.0,,564000000.0,326000000.0,,,,167000000.0,8166000000.0,0.46,,-9000000.0,,,54000000.0,1444000000.0,,,,199000000.0,,,,1272000000.0,1155000000.0,,,1274000000.0,,,,,,,205000000.0,,,4687000000.0,,,,77000000.0,,494000000.0,,,746000000.0,,,,19000000.0,,6894000000.0,528000000.0,,,,698000000.0,44000000.0,-3000000.0,,,,,222000000.0,4485000000.0,215000000.0,225000000.0,,,-667000000.0,441000000.0,441000000.0,1121000000.0,175000000.0,,128000000.0,71000000.0,202000000.0,,3509000000.0,,,,,,7192000000.0,,,0.46,,0.0,68000000.0,,,,456000000.0,,,91000000.0,315000000.0,20000000.0,,,,-16000000.0,,293000000.0,,,-244000000.0,411000000.0,0.0,,,,,,,,12888000000.0,,,,11733000000.0,,,,,,,,,,,384000000.0,,57000000.0,3059000000.0,,870000000.0,-87000000.0,,,458000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-05-31,,,,,215000000.0,,,,,,,,,496000000.0,0.0,,,-269000000.0,-91000000.0,,,-9000000.0,,,184000000.0,-38000000.0,,543000000.0,365000000.0,,,,134000000.0,8180000000.0,0.47,,-20000000.0,,,5000000.0,1533000000.0,,,,270000000.0,,,,1316000000.0,1248000000.0,,,1342000000.0,,,,,,,199000000.0,,,4688000000.0,,,,78000000.0,,544000000.0,,,794000000.0,,,,56000000.0,,6864000000.0,548000000.0,,,,698000000.0,-5000000.0,10000000.0,,,,,228000000.0,4635000000.0,219000000.0,741000000.0,,,0.0,496000000.0,496000000.0,1100000000.0,181000000.0,,118000000.0,69000000.0,183000000.0,,3534000000.0,,,,,,7217000000.0,,,0.47,,0.0,62000000.0,,,,458000000.0,,,-74000000.0,299000000.0,26000000.0,,,,-9000000.0,,297000000.0,0.0,,-264000000.0,398000000.0,0.0,,,,,,,,13052000000.0,,,,11804000000.0,,,,,,,,,,,55000000.0,,441000000.0,3127000000.0,,807000000.0,-90000000.0,,,461000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-08-31,183000000.0,,459000000.0,73000000.0,184000000.0,2979000000.0,5241000000.0,637000000.0,,0.0,1497000000.0,,-37000000.0,637000000.0,1000000.0,624000000.0,70000000.0,-296000000.0,-91000000.0,,6917000000.0,13000000.0,,828000000.0,186000000.0,-4000000.0,,514000000.0,339000000.0,,,887000000.0,230000000.0,8313000000.0,0.4,216000000.0,-5000000.0,60000000.0,,129000000.0,1589000000.0,,6995000000.0,,341000000.0,,765000000.0,-133000000.0,1396000000.0,1333000000.0,,8313000000.0,1263000000.0,1.84,637000000.0,-23000000.0,4690000000.0,-352000000.0,422000000.0,251000000.0,493000000.0,1333000000.0,4690000000.0,457000000.0,,857000000.0,73000000.0,283000000.0,493000000.0,761000000.0,,738000000.0,843000000.0,2979000000.0,4702000000.0,60000000.0,-46000000.0,6917000000.0,525000000.0,761000000.0,1589000000.0,,698000000.0,-11000000.0,-1000000.0,13250000000.0,308000000.0,,768000000.0,192000000.0,4702000000.0,187000000.0,738000000.0,-3343000000.0,,0.0,637000000.0,637000000.0,1105000000.0,183000000.0,3182000000.0,119000000.0,73000000.0,186000000.0,,3652000000.0,7198000000.0,2262000000.0,3000000.0,11917000000.0,1396000000.0,7198000000.0,-25000000.0,3652000000.0,0.4,1740000000.0,0.0,63000000.0,,,119000000.0,461000000.0,,0.0,-84000000.0,283000000.0,14000000.0,2229000000.0,1105000000.0,251000000.0,-7000000.0,,265000000.0,0.0,637000000.0,-291000000.0,521000000.0,0.0,266000000.0,,1195000000.0,-52000000.0,,,,13250000000.0,,,,11917000000.0,,698000000.0,,,341000000.0,,6995000000.0,,-3343000000.0,-46000000.0,141000000.0,-1017000000.0,496000000.0,3182000000.0,,828000000.0,-133000000.0,215000000.0,,464000000.0,,-496000000.0,,,-1116000000.0,0.0,-1029000000.0,1.84,,,,,,,,,,,,,,,,,,,
2014-11-30,,,,,215000000.0,,,,,,,,,24000000.0,1000000.0,,,-1169000000.0,-92000000.0,,,-26000000.0,,,221000000.0,-30000000.0,,583000000.0,386000000.0,,,,-45000000.0,9081000000.0,0.46,,-24000000.0,,,-174000000.0,1676000000.0,,,,218000000.0,,,,1280000000.0,779000000.0,,,1389000000.0,,,,,,,232000000.0,,,5541000000.0,,,,92000000.0,,552000000.0,,,783000000.0,,,,74000000.0,,7801000000.0,606000000.0,,,,1404000000.0,-23000000.0,17000000.0,,,,,227000000.0,4883000000.0,219000000.0,234000000.0,,,-2000000.0,24000000.0,24000000.0,1161000000.0,186000000.0,,102000000.0,66000000.0,220000000.0,,3996000000.0,,,,,,7640000000.0,,,0.46,,7000000.0,69000000.0,,,,463000000.0,,,338000000.0,281000000.0,29000000.0,,,,-8000000.0,,293000000.0,-893000000.0,,-263000000.0,218000000.0,0.0,,,,,,,,14199000000.0,,,,13420000000.0,,,,,,,,,,,-613000000.0,,637000000.0,3255000000.0,,827000000.0,-108000000.0,,,466000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-28,,,,,160000000.0,,,,,,,,,136000000.0,1000000.0,,,-246000000.0,-92000000.0,,,-7000000.0,,,228000000.0,-51000000.0,,525000000.0,292000000.0,,,,196000000.0,9185000000.0,0.34,,-22000000.0,,,81000000.0,1697000000.0,,,,190000000.0,,,,1647000000.0,839000000.0,,,1337000000.0,,,,,,,274000000.0,,,5266000000.0,,,,87000000.0,,522000000.0,,,818000000.0,,,,108000000.0,,7538000000.0,519000000.0,,,,1469000000.0,6000000.0,22000000.0,,,,,168000000.0,5033000000.0,163000000.0,780000000.0,,,-52000000.0,136000000.0,136000000.0,1135000000.0,190000000.0,,80000000.0,57000000.0,227000000.0,,4061000000.0,,,,,,7676000000.0,,,0.34,,307000000.0,72000000.0,,,,466000000.0,,,-85000000.0,275000000.0,66000000.0,,,,-7000000.0,,225000000.0,0.0,,-246000000.0,442000000.0,0.0,,,,,,,,14453000000.0,,,,13614000000.0,,,,,,,,,,,112000000.0,,24000000.0,3373000000.0,,899000000.0,-86000000.0,,,469000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-31,,,,,198000000.0,,,,,,,,,282000000.0,1000000.0,,,-263000000.0,-98000000.0,,,-1000000.0,,,223000000.0,-29000000.0,,559000000.0,409000000.0,,,,195000000.0,9145000000.0,0.42,,-19000000.0,,,-62000000.0,1754000000.0,,,,186000000.0,,,,1926000000.0,1011000000.0,,,1419000000.0,,,,,,,238000000.0,,,5010000000.0,,,,82000000.0,,560000000.0,,,788000000.0,,,,123000000.0,,7219000000.0,631000000.0,,,,1450000000.0,-72000000.0,4000000.0,,,,,209000000.0,5183000000.0,202000000.0,776000000.0,,,-452000000.0,282000000.0,282000000.0,1116000000.0,192000000.0,,76000000.0,57000000.0,222000000.0,,4060000000.0,,,,,,7639000000.0,,,0.42,,607000000.0,70000000.0,,,,471000000.0,,,-28000000.0,265000000.0,29000000.0,,,,-17000000.0,,266000000.0,0.0,,-243000000.0,438000000.0,0.0,,,,,,,,14565000000.0,,,-95000000.0,13554000000.0,,,,,,,,,,,146000000.0,,136000000.0,3452000000.0,,884000000.0,-68000000.0,,,473000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-31,196000000.0,,471000000.0,78000000.0,269000000.0,3161000000.0,5488000000.0,398000000.0,,608000000.0,1432000000.0,,-36000000.0,398000000.0,1000000.0,450000000.0,129000000.0,-226000000.0,-100000000.0,,6980000000.0,18000000.0,,887000000.0,227000000.0,-15000000.0,,689000000.0,345000000.0,,,880000000.0,104000000.0,8918000000.0,,-97000000.0,3000000.0,97000000.0,,58000000.0,1883000000.0,,7808000000.0,,195000000.0,,895000000.0,-19000000.0,1938000000.0,1009000000.0,,8918000000.0,1343000000.0,1.79,398000000.0,59000000.0,5061000000.0,-382000000.0,637000000.0,186000000.0,468000000.0,1009000000.0,5061000000.0,468000000.0,,856000000.0,78000000.0,259000000.0,468000000.0,784000000.0,,772000000.0,842000000.0,3109000000.0,5409000000.0,97000000.0,-16000000.0,6980000000.0,571000000.0,784000000.0,1883000000.0,,1506000000.0,118000000.0,16000000.0,14564000000.0,294000000.0,,899000000.0,276000000.0,5409000000.0,272000000.0,770000000.0,-3588000000.0,,-2000000.0,398000000.0,398000000.0,1135000000.0,196000000.0,3500000000.0,60000000.0,114000000.0,226000000.0,,4220000000.0,7459000000.0,2327000000.0,4000000.0,13555000000.0,1938000000.0,7459000000.0,29000000.0,4220000000.0,,1540000000.0,608000000.0,72000000.0,,,60000000.0,,,-902000000.0,-101000000.0,259000000.0,5000000.0,2356000000.0,1135000000.0,186000000.0,-4000000.0,,390000000.0,-9000000.0,398000000.0,-338000000.0,442000000.0,0.0,283000000.0,,1174000000.0,-125000000.0,,,,14564000000.0,,,,13555000000.0,,1506000000.0,,,195000000.0,,7808000000.0,,-3588000000.0,-62000000.0,116000000.0,-508000000.0,282000000.0,3500000000.0,,887000000.0,-19000000.0,-239000000.0,,,,124000000.0,,,-1090000000.0,0.0,-1904000000.0,1.8,,,,,,,,,,,,,,,,,,,
2015-11-30,,,,,206000000.0,,,,,,,,,283000000.0,1000000.0,,,-324000000.0,-98000000.0,,,-29000000.0,,,231000000.0,-11000000.0,,604000000.0,396000000.0,,,,-15000000.0,8784000000.0,0.43,,-10000000.0,,,-102000000.0,1947000000.0,,,,142000000.0,,,,1846000000.0,953000000.0,,,1419000000.0,,,,,,,142000000.0,,,5075000000.0,,,,93000000.0,,517000000.0,,,793000000.0,,,,88000000.0,,6938000000.0,626000000.0,,,,1518000000.0,-22000000.0,2000000.0,,,,,218000000.0,5544000000.0,209000000.0,247000000.0,,,-2000000.0,283000000.0,283000000.0,1129000000.0,196000000.0,,60000000.0,82000000.0,230000000.0,,4240000000.0,,,,,,7489000000.0,,,0.43,,608000000.0,73000000.0,,,,480000000.0,,,-95000000.0,272000000.0,6000000.0,,,,-1000000.0,,300000000.0,-2000000.0,,-319000000.0,304000000.0,0.0,,,,,,,,14574000000.0,,,,13621000000.0,,,,,,,,,,,-115000000.0,,398000000.0,3553000000.0,,851000000.0,-1000000.0,,,481000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-29,,,,,156000000.0,,,,,,,,,357000000.0,0.0,,,-535000000.0,-98000000.0,,,2000000.0,,,231000000.0,-32000000.0,,468000000.0,271000000.0,,,,210000000.0,9139000000.0,0.32,,-14000000.0,,,114000000.0,1959000000.0,,,,84000000.0,,,,1792000000.0,3371000000.0,,,1151000000.0,,,,,,,112000000.0,,,5656000000.0,,,,62000000.0,,242000000.0,,,649000000.0,,,,102000000.0,,7347000000.0,502000000.0,,,,1154000000.0,-33000000.0,2000000.0,,,,,116000000.0,5601000000.0,156000000.0,649000000.0,,,-327000000.0,357000000.0,357000000.0,1002000000.0,199000000.0,,59000000.0,44000000.0,231000000.0,,4188000000.0,,,,,,5908000000.0,,,0.32,,303000000.0,77000000.0,,,,477000000.0,,,172000000.0,263000000.0,6000000.0,,,,-6000000.0,,160000000.0,-223000000.0,,-267000000.0,477000000.0,421000000.0,,,,,,,,14993000000.0,,,,11622000000.0,,,,,,,,,,,115000000.0,,283000000.0,3607000000.0,,750000000.0,-9000000.0,,,478000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-31,,,,,697000000.0,,,,,,,,,324000000.0,1000000.0,,,-65000000.0,-100000000.0,,,-24000000.0,,,252000000.0,-12000000.0,,406000000.0,283000000.0,,,,126000000.0,8823000000.0,1.44,,1000000.0,,,22000000.0,2507000000.0,,,,160000000.0,,,,1657000000.0,799000000.0,,,1283000000.0,,,,,,,133000000.0,,,5193000000.0,,,,137000000.0,,259000000.0,,,750000000.0,,,,860000000.0,,7166000000.0,533000000.0,,,,1195000000.0,-128000000.0,4000000.0,,,,,58000000.0,6250000000.0,700000000.0,728000000.0,,,-1628000000.0,324000000.0,324000000.0,1220000000.0,212000000.0,,79000000.0,17000000.0,250000000.0,,4486000000.0,,,,,,7452000000.0,,,1.44,,407000000.0,79000000.0,,,,482000000.0,,,-423000000.0,274000000.0,10000000.0,,,,-5000000.0,,75000000.0,-1552000000.0,,-301000000.0,427000000.0,0.0,,,,,,,,15074000000.0,,,,14275000000.0,,,,,,,,,,,-74000000.0,,357000000.0,3733000000.0,,827000000.0,-33000000.0,,,483000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-08-31,215000000.0,,481000000.0,138000000.0,151000000.0,2793000000.0,4884000000.0,405000000.0,,412000000.0,1134000000.0,,-11000000.0,405000000.0,1000000.0,465000000.0,38000000.0,-316000000.0,-97000000.0,,7125000000.0,-17000000.0,,944000000.0,254000000.0,-15000000.0,,529000000.0,295000000.0,,,456000000.0,151000000.0,8944000000.0,0.31,72000000.0,-24000000.0,853000000.0,,100000000.0,2505000000.0,,8329000000.0,,215000000.0,,957000000.0,-52000000.0,1819000000.0,876000000.0,,8944000000.0,1306000000.0,2.51,405000000.0,19000000.0,5200000000.0,-393000000.0,398000000.0,135000000.0,268000000.0,876000000.0,5200000000.0,480000000.0,,1220000000.0,138000000.0,275000000.0,268000000.0,810000000.0,,758000000.0,1207000000.0,2770000000.0,6294000000.0,853000000.0,-65000000.0,7125000000.0,548000000.0,810000000.0,2505000000.0,,1172000000.0,-19000000.0,13000000.0,15239000000.0,171000000.0,,962000000.0,144000000.0,6294000000.0,154000000.0,757000000.0,-3722000000.0,,-3000000.0,405000000.0,405000000.0,1174000000.0,215000000.0,3799000000.0,65000000.0,58000000.0,253000000.0,,4607000000.0,7450000000.0,2091000000.0,3000000.0,14363000000.0,1819000000.0,7450000000.0,-201000000.0,4607000000.0,0.31,1663000000.0,412000000.0,73000000.0,,,65000000.0,485000000.0,,-1778000000.0,-72000000.0,275000000.0,16000000.0,1890000000.0,1174000000.0,135000000.0,0.0,,202000000.0,0.0,405000000.0,-318000000.0,469000000.0,0.0,301000000.0,,627000000.0,-71000000.0,,,,15239000000.0,,,,14363000000.0,,1172000000.0,,,215000000.0,,8329000000.0,,-3722000000.0,-76000000.0,81000000.0,-1961000000.0,324000000.0,3799000000.0,,944000000.0,-52000000.0,7000000.0,,486000000.0,,-417000000.0,,,-1198000000.0,0.0,-1227000000.0,2.51,,,,,,,,,,,,,,,,,,,
2016-11-30,,,,,87000000.0,,,,,,,,,289000000.0,1000000.0,,,-301000000.0,-98000000.0,,,-5000000.0,,,256000000.0,-9000000.0,,446000000.0,272000000.0,,,,-27000000.0,9657000000.0,0.18,,-11000000.0,,,-151000000.0,1849000000.0,,,,126000000.0,,,,1769000000.0,769000000.0,,,1313000000.0,,,,,,,117000000.0,,,5247000000.0,,,,153000000.0,,259000000.0,,,786000000.0,,,,888000000.0,,7888000000.0,527000000.0,,,,1338000000.0,-81000000.0,-2000000.0,,,,,89000000.0,5733000000.0,89000000.0,774000000.0,,,-3000000.0,289000000.0,289000000.0,1913000000.0,210000000.0,,68000000.0,28000000.0,255000000.0,,4643000000.0,,,,,,7466000000.0,,,0.18,,412000000.0,73000000.0,,,,487000000.0,,,-78000000.0,281000000.0,3000000.0,,,,0.0,,117000000.0,0.0,,-290000000.0,263000000.0,0.0,,,,,,,,15391000000.0,,,,14622000000.0,,,,,,,,,,,-116000000.0,,405000000.0,3853000000.0,,873000000.0,-11000000.0,,,488000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
