,quarterlyNetOtherInvestingChanges,annualChangeInCashSupplementalAsReported,annualNetIncomeCommonStockholders,annualOtherCurrentLiabilities,annualGrossPPE,trailingNetIncomeCommonStockholders,trailingChangeInCashSupplementalAsReported,annualOtherNonCurrentLiabilities,annualDilutedAverageShares,quarterlyChangeInInventory,annualDilutedEPS,annualBeginningCashPosition,trailingChangesInAccountReceivables,quarterlyChangesInAccountReceivables,annualInterestExpense,quarterlyOtherIntangibleAssets,quarterlyGainsLossesNotAffectingRetainedEarnings,annualSellingGeneralAndAdministration,quarterlyGrossProfit,quarterlyOperatingExpense,quarterlySaleOfInvestment,trailingDeferredIncomeTax,trailingRepaymentOfDebt,annualCapitalExpenditure,quarterlyCapitalStock,trailingCapitalExpenditure,annualOtherIncomeExpense,annualTotalNonCurrentAssets,quarterlyCashAndCashEquivalents,quarterlyCurrentDeferredRevenue,trailingGrossProfit,annualRepaymentOfDebt,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyStockholdersEquity,quarterlyBeginningCashPosition,quarterlyDilutedEPS,quarterlyAccountsPayable,trailingInterestExpense,quarterlyOtherCurrentAssets,annualBasicAverageShares,annualCashFlowFromContinuingFinancingActivities,quarterlyRepaymentOfDebt,annualStockBasedCompensation,quarterlyNetPPE,annualNetOtherFinancingCharges,annualChangeInInventory,annualInventory,quarterlyTaxProvision,quarterlyEbitda,trailingTaxProvision,trailingNetOtherFinancingCharges,quarterlyCommonStockIssuance,quarterlyStockBasedCompensation,quarterlyAccumulatedDepreciation,annualNetIncomeContinuousOperations,annualPurchaseOfBusiness,trailingDepreciationAndAmortization,annualCurrentDeferredRevenue,annualCostOfRevenue,annualTotalRevenue,trailingOtherNonCashItems,annualCapitalStock,annualCurrentDebt,annualOperatingExpense,quarterlyPurchaseOfBusiness,quarterlyCurrentAssets,annualAccumulatedDepreciation,quarterlyPretaxIncome,quarterlyGrossPPE,annualGrossProfit,trailingFreeCashFlow,trailingOperatingExpense,quarterlyRepurchaseOfCapitalStock,annualDeferredIncomeTax,quarterlyRetainedEarnings,quarterlyOperatingCashFlow,quarterlyOtherNonCashItems,trailingSellingGeneralAndAdministration,quarterlyOperatingIncome,quarterlyOtherCurrentLiabilities,quarterlyBasicAverageShares,quarterlyCashFlowFromContinuingFinancingActivities,annualChangeInWorkingCapital,trailingNetIncomeContinuousOperations,quarterlyCapitalExpenditure,trailingCostOfRevenue,annualChangesInAccountReceivables,quarterlyTotalRevenue,trailingCashDividendsPaid,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,trailingBeginningCashPosition,annualTotalLiabilitiesNetMinorityInterest,trailingPurchaseOfBusiness,quarterlyCurrentLiabilities,trailingNetIncome,annualNonCurrentDeferredTaxesLiabilities,quarterlyTotalNonCurrentAssets,annualRetainedEarnings,quarterlyAccountsReceivable,quarterlyGoodwill,trailingPretaxIncome,annualNetOtherInvestingChanges,quarterlyBasicEPS,quarterlyLongTermDebt,quarterlyOtherShortTermInvestments,trailingNetOtherInvestingChanges,quarterlyOtherNonCurrentLiabilities,annualPurchaseOfInvestment,annualAccountsReceivable,annualCashDividendsPaid,quarterlyChangeInCashSupplementalAsReported,quarterlyFreeCashFlow,trailingChangeInWorkingCapital,annualNetIncome,quarterlyCurrentAccruedExpenses,quarterlyTotalAssets,annualPretaxIncome,quarterlyCostOfRevenue,annualFreeCashFlow,annualCommonStockIssuance,annualGoodwill,annualInvestingCashFlow,quarterlyNetIncome,quarterlyDepreciationAndAmortization,annualOperatingIncome,quarterlyNetIncomeContinuousOperations,annualAccountsPayable,trailingInvestingCashFlow,trailingTotalRevenue,annualOtherNonCashItems,quarterlySellingGeneralAndAdministration,annualStockholdersEquity,annualOtherCurrentAssets,trailingPurchaseOfInvestment,annualLongTermDebt,annualEndCashPosition,annualDepreciationAndAmortization,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,trailingStockBasedCompensation,annualTaxProvision,annualTotalAssets,quarterlyInventory,quarterlyEndCashPosition,quarterlyOtherIncomeExpense,annualCurrentAccruedExpenses,quarterlyDilutedAverageShares,trailingEndCashPosition,trailingCashFlowFromContinuingFinancingActivities,quarterlyPurchaseOfInvestment,annualCurrentLiabilities,quarterlyCurrentDebt,annualCashAndCashEquivalents,annualBasicEPS,quarterlyNonCurrentDeferredTaxesLiabilities,trailingOperatingCashFlow,quarterlyInterestExpense,quarterlyNetOtherFinancingCharges,quarterlyInvestmentsAndAdvances,trailingOtherIncomeExpense,trailingOperatingIncome,annualSaleOfInvestment,quarterlyCashDividendsPaid,quarterlyNetIncomeCommonStockholders,quarterlyInvestingCashFlow,annualInvestmentsAndAdvances,annualOtherShortTermInvestments,annualCashCashEquivalentsAndMarketableSecurities,annualOtherIntangibleAssets,annualRepurchaseOfCapitalStock,quarterlyTotalLiabilitiesNetMinorityInterest,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualGainsLossesNotAffectingRetainedEarnings,annualNetPPE,quarterlyOtherNonCurrentAssets,annualOtherNonCurrentAssets,annualOperatingCashFlow,annualEbitda,annualCurrentAssets,trailingChangeInAccountPayable,quarterlyIncomeTaxPayable,trailingBasicAverageShares,quarterlyResearchAndDevelopment,annualNonCurrentDeferredRevenue,annualIncomeTaxPayable,trailingResearchAndDevelopment,quarterlyChangeInAccountPayable,annualChangeInAccountPayable,trailingSaleOfInvestment,trailingDilutedEPS,annualResearchAndDevelopment,trailingDilutedAverageShares,trailingCommonStockIssuance,quarterlyNonCurrentDeferredRevenue,trailingRepurchaseOfCapitalStock,trailingChangeInInventory,trailingBasicEPS
757296000,-58700000.0,-53000000.0,-87000000.0,74300000.0,1722600000.0,,,0.0,134816313.0,,-0.645323,213400000.0,,,,2485500000.0,,,,,,,,-158400000.0,,,,4171700000.0,160400000.0,,,,160400000.0,-870500000.0,0.0,,255500000.0,,544000000.0,134816313.0,437200000.0,,,1021000000.0,-9800000.0,,,,418400000.0,,,2000000.0,,-701600000.0,-75300000.0,,,,,1375300000.0,,,264800000.0,,,776600000.0,-701600000.0,,1722600000.0,,,,,500000.0,-1717900000.0,106900000.0,200000.0,,337600000.0,74300000.0,,237400000.0,11500000.0,,-58600000.0,,,337600000.0,,28400000.0,-6100000.0,,5818800000.0,,594600000.0,,1061300000.0,4171700000.0,-1717900000.0,,,,-292800000.0,,4162900000.0,,,0.0,-384900000.0,,-20700000.0,8400000.0,48300000.0,,-87000000.0,,4948300000.0,,,187500000.0,6700000.0,,-836100000.0,-39900000.0,80800000.0,1375300000.0,-22200000.0,255500000.0,,,100000.0,,-870500000.0,544000000.0,,4162900000.0,0.0,341500000.0,5224200000.0,,,4948300000.0,,0.0,,,,,,-218600000.0,594600000.0,264800000.0,160400000.0,-0.645323,1061300000.0,,,-2200000.0,,,,,-5200000.0,-39900000.0,-335900000.0,,,160400000.0,2485500000.0,,5818800000.0,5224200000.0,,1021000000.0,665200000.0,665200000.0,345900000.0,1716800000.0,776600000.0,,,,,,,,,,,,,,,,,,
765072000,-16200000.0,,,,,,,,,,,,,,,,,,227800000.0,163500000.0,340000000.0,,,,,,,,330400000.0,,,,330400000.0,-701900000.0,160400000.0,-0.023345,248500000.0,,202500000.0,,,,,991700000.0,,,,-700000.0,141500000.0,,,1100000.0,,-1450600000.0,,,,,,,,,,,,603500000.0,,-16500000.0,2442300000.0,,,,,,813900000.0,62200000.0,17500000.0,,64300000.0,69100000.0,1173698865.0,-200600000.0,,,-29400000.0,,,328700000.0,,-18300000.0,1600000.0,,,,464900000.0,,,4159700000.0,,,,,,-0.023345,3918400000.0,,,100000.0,,,,170000000.0,32800000.0,,,,4763200000.0,,100900000.0,,,,,-27400000.0,77200000.0,,-15800000.0,,,,,86300000.0,,,,,,,5000200000.0,,,,,0.0,8300000.0,,1173698865.0,,,-14200000.0,,147300000.0,,,1081700000.0,,79400000.0,-1600000.0,,,,,-6000000.0,-27400000.0,308400000.0,,,,,,5465100000.0,,,,3168000000.0,,,,,,,,,,,,,,,,,,,,,,
772934400,-17000000.0,,,,,,,,,,,,,,,,,,240000000.0,174700000.0,-311800000.0,,,,,,,,100500000.0,,,,100500000.0,-720600000.0,0.0,-0.010005,257400000.0,,239600000.0,,,,,1007600000.0,,,,1000000.0,148600000.0,,,1100000.0,,-1523000000.0,,,,,,,,,,,,419400000.0,,-11800000.0,2530600000.0,,,,,,815000000.0,85400000.0,21400000.0,,65300000.0,63600000.0,1289355322.0,-177400000.0,,,-63300000.0,,,340600000.0,,-7700000.0,1100000.0,,,,451200000.0,,,4202300000.0,,,,,,-0.010005,3774900000.0,,,0.0,,,,-229900000.0,22100000.0,,,,4621700000.0,,100600000.0,,,,,-12900000.0,83300000.0,,-12800000.0,,,,,91500000.0,,,,,,,4891100000.0,,,,,0.0,5200000.0,,1289355322.0,,,-24000000.0,,130200000.0,,,1116200000.0,,73400000.0,500000.0,,,,,-5600000.0,-12900000.0,-137900000.0,,,,,,5342300000.0,,,,3194700000.0,,,,,,,,,,,,,,,,,,,,,,
780883200,-10900000.0,,,,,,,,,,,,,,,,,,242600000.0,179200000.0,0.0,,,,,,,,339400000.0,,,,339400000.0,-636600000.0,0.0,-0.01334,279100000.0,,227800000.0,,,,,1040800000.0,,,,-1000000.0,146200000.0,,,210400000.0,,-1594000000.0,,,,,,,,,,,,660000000.0,,-18300000.0,2634800000.0,,,,,,875300000.0,107500000.0,25000000.0,,63400000.0,69600000.0,1296851574.0,229700000.0,,,-78500000.0,,,345800000.0,,11200000.0,5800000.0,,,,485400000.0,,,4304100000.0,,,,,,-0.01334,3821000000.0,,,0.0,,,,238900000.0,29000000.0,,,,4964100000.0,,103200000.0,,,,,-17300000.0,82800000.0,,-17300000.0,,,,,96400000.0,,,,,,,4757500000.0,,,,,0.0,5000000.0,,1296851574.0,,,-23400000.0,,136700000.0,,,936500000.0,,75700000.0,-14000000.0,,,,,-5500000.0,-17300000.0,-98300000.0,,,,,,5242900000.0,,,,3263300000.0,,,,,,,,,,,,,,,,,,,,,,
788832000,-1259600000.0,174900000.0,-87000000.0,74800000.0,2081300000.0,,,200000.0,1372997712.0,,-0.063365,160400000.0,,,,4099700000.0,,,,,361100000.0,,,-269900000.0,,,,6154500000.0,335300000.0,,,,335300000.0,-726800000.0,0.0,,402900000.0,,165000000.0,1372997712.0,1115200000.0,,,1257700000.0,233500000.0,,,,1275600000.0,,,-300000.0,,-823600000.0,-75300000.0,,,,,1375300000.0,,,182900000.0,,,608500000.0,-823600000.0,,2081300000.0,,,,,4300000.0,-1827600000.0,113900000.0,,,1182400000.0,74800000.0,,1263500000.0,15000000.0,,-98700000.0,,,360200000.0,,29800000.0,-4200000.0,,6862100000.0,,660600000.0,,1390800000.0,6154500000.0,-1827600000.0,,,,-1303700000.0,,4810500000.0,,,200000.0,-125000000.0,,-22700000.0,-4100000.0,15200000.0,,-87000000.0,,6763000000.0,,,99100000.0,212300000.0,,-1309300000.0,-29500000.0,93200000.0,1375300000.0,-29500000.0,402900000.0,,,,,-726800000.0,165000000.0,,4810500000.0,0.0,336500000.0,6201500000.0,,,6763000000.0,,0.0,,,,,,-63400000.0,660600000.0,182900000.0,335300000.0,-0.063365,1390800000.0,,,248600000.0,,,,389300000.0,-5600000.0,-29500000.0,-1381500000.0,,,335300000.0,4099700000.0,,6862100000.0,6201500000.0,,1257700000.0,797100000.0,797100000.0,369000000.0,1711800000.0,608500000.0,,,,,,,,,,,,,,,,,,
796608000,-1129600000.0,,,,,,,,,-15300000.0,,,,,,,,,,,104800000.0,,,,,,,,415900000.0,,,,415900000.0,-726200000.0,335300000.0,,602400000.0,,105600000.0,,,,,1298100000.0,,,,,907100000.0,,,600000.0,,-822500000.0,,,,,,,,,,,,1000500000.0,,,2120600000.0,,,,,,-1833900000.0,72800000.0,-100000.0,,663600000.0,91800000.0,,1279400000.0,,,-109600000.0,,,663600000.0,,-55700000.0,-3200000.0,,,,956400000.0,,,7459600000.0,,,,,,,6025800000.0,,,0.0,,,,80600000.0,-36800000.0,,,,8460100000.0,,,,,,,-600000.0,243500000.0,,-600000.0,,,,,,,,,,,,7426300000.0,,,,193700000.0,0.0,,,,,,-137300000.0,,262200000.0,,,1400500000.0,,,8700000.0,,,,,-5600000.0,-600000.0,-1271700000.0,,,,,,8382700000.0,,,,6161500000.0,,,,,,,,,,,,,,,,,,,,,,
804470400,-496900000.0,,,,,,,,,4400000.0,,,,,,,,,,,-56500000.0,,,,,,,,447900000.0,,,,447900000.0,-754100000.0,0.0,-0.02001,707300000.0,,336600000.0,,,,,1474800000.0,,,,,967100000.0,,,800000.0,,-863900000.0,,,,,,,,,,,,1282900000.0,,,2338700000.0,,,,,,-1868700000.0,134000000.0,0.0,,823600000.0,94600000.0,1464267866.0,543500000.0,,,-229400000.0,,,823600000.0,,2500000.0,-18100000.0,,,,1133900000.0,,,7724100000.0,,,,,,-0.02001,6399500000.0,,,0.0,,,,32000000.0,-95400000.0,,,,9007000000.0,,,,,,,-29300000.0,143500000.0,,-29300000.0,,,,,,,,,,,,7916500000.0,,,,196800000.0,0.0,,,1464267866.0,,,,,332000000.0,,,1517000000.0,,,-600000.0,,,,,-5600000.0,-29300000.0,-645500000.0,,,,,,9050400000.0,,,,6249300000.0,,,,,,,,,,,,,,,,,,,,,,
812419200,173000000.0,,,,,,,,,-27100000.0,,,,,,,,,426600000.0,310200000.0,,,,,,,,,616500000.0,,,,616500000.0,-752300000.0,0.0,-0.00667,801300000.0,,314500000.0,,,,,1554100000.0,,,,18400000.0,264100000.0,,,1300000.0,,-892900000.0,,,,,,,,,,,,1491500000.0,,16400000.0,2447000000.0,,,,,,-1881700000.0,164900000.0,200000.0,,116400000.0,95700000.0,1109445277.0,98500000.0,,,-137600000.0,,,870200000.0,,28900000.0,-13300000.0,,,,1146100000.0,,,7745900000.0,,,,,,-0.00667,6619500000.0,,,0.0,,,,168600000.0,27300000.0,,,,9237400000.0,,443600000.0,,,,,-7400000.0,147700000.0,,-2000000.0,,,,,162600000.0,,,,,,,8139700000.0,,,,223900000.0,0.0,37800000.0,,1109445277.0,,,,,249100000.0,,,1520200000.0,,137800000.0,-23600000.0,,,,,-5600000.0,-7400000.0,-94700000.0,,,,,,9285800000.0,,,,6191800000.0,,,,,,,,,,,,,,,,,,,,,,
820368000,-35400000.0,203700000.0,-43900000.0,72700000.0,2575600000.0,,,-100000.0,1462602032.0,-19500000.0,-0.030015,335300000.0,,,,5376700000.0,,,,,,,,-623000000.0,,,,7926600000.0,539100000.0,,,,539100000.0,-775500000.0,0.0,,964000000.0,,480500000.0,1462602032.0,2035700000.0,,,1643600000.0,-50000000.0,-57500000.0,243400000.0,,3307400000.0,,,3900000.0,,-932000000.0,-37800000.0,,,,,3362900000.0,,,85400000.0,,,1653700000.0,-932000000.0,,2575600000.0,,,,,-65400000.0,-1914300000.0,149000000.0,,,3153000000.0,72700000.0,,114300000.0,-17000000.0,,-146400000.0,,,1005500000.0,,7300000.0,-30800000.0,,9583800000.0,,1122100000.0,,1518000000.0,7926600000.0,-1914300000.0,,,,-1488900000.0,,6943800000.0,,,-100000.0,-240800000.0,,-22400000.0,-77500000.0,2600000.0,,-43900000.0,,9580300000.0,,,-102300000.0,6600000.0,,-2352700000.0,-6600000.0,154400000.0,3362900000.0,-5900000.0,964000000.0,,,,,-775500000.0,480500000.0,,6943800000.0,0.0,689100000.0,8461700000.0,,,9580300000.0,243400000.0,0.0,,,,,,-159000000.0,1122100000.0,85400000.0,539100000.0,-0.030015,1518000000.0,,,-34500000.0,,,,,-5600000.0,-6600000.0,-340800000.0,,,539100000.0,5376700000.0,-7100000.0,9583800000.0,8461700000.0,,1643600000.0,906300000.0,906300000.0,520700000.0,4052000000.0,1653700000.0,,,,,,,,,,,,,,,,,,
828230400,-188100000.0,,,,,,,,,2700000.0,,,,,,,,,,,171400000.0,,,,,,,,510200000.0,,,,510200000.0,-821900000.0,539100000.0,-0.023345,854000000.0,,307500000.0,,,,,1856800000.0,,,,,1107600000.0,,,,,-982200000.0,,,,,,,,,,,,1426300000.0,,,2839000000.0,,,,-38200000.0,,-1997100000.0,128100000.0,16100000.0,,950700000.0,89400000.0,1482116085.0,-28900000.0,,,-111400000.0,,,950700000.0,,-20600000.0,-9100000.0,,,,1009600000.0,,,8231600000.0,,,,,,-0.023345,7101000000.0,,,0.0,,,,-28900000.0,16700000.0,,,,9657900000.0,,,,,,,-34600000.0,156900000.0,,-34600000.0,,,,,,,,,,,,8620200000.0,,,,240800000.0,0.0,,,1482116085.0,,,,,66200000.0,,,1519200000.0,,,-8900000.0,,,,,-5600000.0,-34600000.0,-128100000.0,,,,,,9629800000.0,,,,6374800000.0,,,,,,,,,,,,,,,,,,,,,,
836092800,-147900000.0,,,,,,,,,-2400000.0,,,,,,,,,,,65700000.0,,,,,,,,407700000.0,,,,407700000.0,-885700000.0,0.0,0.01334,817000000.0,,252300000.0,,,,,1957600000.0,,,,,1113000000.0,,,,,-1031700000.0,,,,,,,,,,,,1243100000.0,,,2989300000.0,,,,-68800000.0,,-2030600000.0,161100000.0,16100000.0,,945600000.0,78700000.0,1266866567.0,-13900000.0,,,-167500000.0,,,945600000.0,,-16500000.0,21300000.0,,,,1039100000.0,,,8380500000.0,,,,,,0.01334,7120300000.0,,,100000.0,,,,-102500000.0,-6400000.0,,,,9623600000.0,,,,,,,16900000.0,167400000.0,,17900000.0,,,,,,,,,,,,8635900000.0,,,,243100000.0,0.0,,,1266866567.0,,,,,143400000.0,,,1515500000.0,,,4100000.0,,,,,-5500000.0,16900000.0,-249700000.0,,,,,,9675000000.0,,,,6422900000.0,,,,,,,,,,,,,,,,,,,,,,
844041600,-105200000.0,,,,,,,,,-12100000.0,,,,,,,,,,,33400000.0,,,,31900000.0,,,,426200000.0,,,,426200000.0,-938700000.0,0.0,-0.00667,891100000.0,,224100000.0,,,,,2051600000.0,,,,,1141300000.0,,,,,-1091600000.0,,,,,,,,,,,,1257300000.0,,,3143200000.0,,,,-62700000.0,,-2089400000.0,238100000.0,15700000.0,,974600000.0,99300000.0,1499250375.0,23600000.0,,,-171300000.0,,,974600000.0,,68600000.0,-7700000.0,,,,1141000000.0,,,8572000000.0,,,,,,-0.00667,7233700000.0,,,69600000.0,,,,18600000.0,66800000.0,,,,9829300000.0,,,,,,,-10000000.0,166700000.0,,-10000000.0,,,,,,,,,,,,8805100000.0,,,,256300000.0,0.0,,,1499250375.0,,,,,150600000.0,,,1501800000.0,,,600000.0,,,,,-7800000.0,-10000000.0,-243100000.0,,,,,,9946100000.0,,,,6520400000.0,,,,,,,,,,,,,,,,,,,,,,
851990400,370100000.0,-207800000.0,-53500000.0,91100000.0,3600100000.0,,,69600000.0,1458361728.0,6000000.0,-0.036685,539100000.0,,,540800000.0,6966300000.0,,771600000.0,,,107200000.0,,,-730800000.0,31900000.0,,15800000.0,10682800000.0,331300000.0,,,,331300000.0,551600000.0,0.0,,1044300000.0,,376800000.0,1458361728.0,-81200000.0,,,2538800000.0,16400000.0,-5800000.0,258400000.0,,-2154700000.0,,,,,-1061300000.0,-52500000.0,,,,2059600000.0,4038400000.0,,31900000.0,229500000.0,1469900000.0,,1405800000.0,-1061300000.0,,3600100000.0,1978800000.0,,,-6200000.0,14000000.0,551600000.0,272300000.0,,,-2362000000.0,91100000.0,,-62000000.0,90600000.0,,-280600000.0,,,1167500000.0,,59100000.0,9500000.0,,10677700000.0,,1364900000.0,,2140500000.0,10682800000.0,551600000.0,,,,-71100000.0,,7102700000.0,,,69600000.0,-502000000.0,,-26800000.0,-95000000.0,-8300000.0,,-53500000.0,,12088600000.0,31900000.0,,68800000.0,,,-926200000.0,-25800000.0,207300000.0,508900000.0,-25800000.0,1044300000.0,,,,,551600000.0,376800000.0,,7102700000.0,0.0,698300000.0,9312800000.0,,84400000.0,12088600000.0,258400000.0,0.0,,,,,,,1364900000.0,229500000.0,331300000.0,-0.036685,2140500000.0,,,20600000.0,,,,377700000.0,-7900000.0,-25800000.0,-305300000.0,,,331300000.0,6966300000.0,-175900000.0,10677700000.0,9312800000.0,,2538800000.0,1177700000.0,1177700000.0,799600000.0,1207200000.0,1405800000.0,,,,,,,,,,,,,,,,,,
859766400,-102600000.0,,,,,,,,,-30200000.0,,,,,,7208400000.0,,,,,123600000.0,,,,31900000.0,,,,454900000.0,,,,454900000.0,532400000.0,331300000.0,-0.03335,1065800000.0,,235700000.0,,,,,2614300000.0,,,,,1343200000.0,,,,,-1136900000.0,,,,,,,,,,,,1402800000.0,,,3751200000.0,,,,-7000000.0,,-2206500000.0,197400000.0,16100000.0,,1130800000.0,90200000.0,1940029985.0,85200000.0,,,-180000000.0,,,1130800000.0,,-3600000.0,-7700000.0,,,,1248900000.0,,,10930700000.0,,,,,,-0.03335,7371300000.0,,,0.0,,,,123600000.0,17400000.0,,,,12333500000.0,,,,,,,-64700000.0,212400000.0,,-64700000.0,,,,,,,,,,,,9491200000.0,,,,288600000.0,0.0,,,1940029985.0,,,,,92900000.0,,,2119900000.0,,,-1800000.0,,,,,-7900000.0,-64700000.0,-159000000.0,,,,,,10740100000.0,,,,1108000000.0,,,,,,,,,,,,,,,,,,,,,,
867628800,-5300000.0,,,,,,,,,-16700000.0,,,,,,7176900000.0,,,,,3600000.0,,,,531900000.0,,,,1264600000.0,,,,1264600000.0,1447100000.0,0.0,-0.023345,1069300000.0,,299100000.0,,,,,2668100000.0,,,,,1434500000.0,,,,,-1237500000.0,,,,,,,,,,,,2285800000.0,,,3905600000.0,,,,-26600000.0,,-2262600000.0,239000000.0,10700000.0,,1184500000.0,107200000.0,1602056115.0,839500000.0,,,-267100000.0,,,1184500000.0,,21700000.0,-5100000.0,,,,1802800000.0,,,10911200000.0,,,,,,-0.023345,6786700000.0,,,31400000.0,,,,809700000.0,-28100000.0,,,,13197000000.0,,,,,,,-37400000.0,250000000.0,,-14600000.0,,,,,,,,,,,,8896200000.0,,,,305300000.0,0.0,,,1602056115.0,,,,,626300000.0,,,2078100000.0,,,-39600000.0,,,,,-8600000.0,-37400000.0,-268800000.0,,,,,,10699000000.0,,,,1066200000.0,,,,,,,,,,,,,,,,,,,,,,
875577600,-57600000.0,,,,,,,,,-33900000.0,,,,,,7089300000.0,,,,,-124800000.0,,,,538500000.0,,,,573600000.0,,,,573600000.0,1477400000.0,0.0,-0.03335,1115600000.0,,364000000.0,,,,,2771400000.0,,,,,1445500000.0,,,1000000.0,,-1317400000.0,,,,,,,,,,,,1682400000.0,,,4088800000.0,,,,0.0,,-2326100000.0,305700000.0,12600000.0,,1204200000.0,167800000.0,1655172414.0,-579400000.0,,,-234900000.0,,,1204200000.0,,82500000.0,-9600000.0,,,,1445800000.0,,,11107500000.0,,,,,,-0.03335,6699500000.0,,,31400000.0,,,,-691000000.0,70800000.0,,,,12789900000.0,,,,,,,-55200000.0,241300000.0,,-52100000.0,,,,,,,,,,,,8848100000.0,,,,339200000.0,0.0,,,1655172414.0,,,,,162400000.0,,,2117200000.0,,,-3900000.0,,,,,-8700000.0,-55200000.0,-417300000.0,,,,,,10293900000.0,,,,1246800000.0,,,,,,,,,,,,,,,,,,,,,,
883526400,-143800000.0,82400000.0,-238700000.0,89600000.0,4285400000.0,,,31400000.0,1883531918.0,15200000.0,-0.12673,331300000.0,,,,7083500000.0,,,,,43200000.0,,,-925500000.0,31900000.0,,,11244700000.0,413700000.0,,,,413700000.0,1646500000.0,0.0,,1195500000.0,,323000000.0,1883531918.0,355600000.0,,,2896900000.0,-44800000.0,-65600000.0,324000000.0,,1625800000.0,,,-29300000.0,,-1388500000.0,-208500000.0,,,,,4912600000.0,,31900000.0,132700000.0,,,1559500000.0,-1388500000.0,,4285400000.0,,,,,-56600000.0,-2415900000.0,173900000.0,,,1393100000.0,89600000.0,,10300000.0,28200000.0,,-243500000.0,,,1393100000.0,,-72400000.0,-34200000.0,,10120000000.0,,1417800000.0,,2112200000.0,11244700000.0,-2415900000.0,,,,-309300000.0,,6558600000.0,,,31400000.0,,,-34000000.0,-159900000.0,-69600000.0,,-238700000.0,,12804200000.0,,,-9500000.0,970200000.0,,-1189200000.0,-81400000.0,232700000.0,4912600000.0,-77100000.0,1195500000.0,,,,,1646500000.0,323000000.0,,6558600000.0,0.0,936400000.0,8702200000.0,,,12804200000.0,324000000.0,0.0,,,,,,,1417800000.0,132700000.0,413700000.0,-0.12673,2112200000.0,,,500000.0,,,,45600000.0,-8800000.0,-81400000.0,-344100000.0,,,413700000.0,7083500000.0,,10120000000.0,8702200000.0,,2896900000.0,1264300000.0,1264300000.0,916000000.0,5849000000.0,1559500000.0,,,,,,,,,,,,,,,,,,
891302400,-77400000.0,,,,,,,,,27200000.0,,,,,,7324100000.0,,,,,152700000.0,,,,31900000.0,,,,671100000.0,,,,671100000.0,1996000000.0,413700000.0,-0.04002,1248800000.0,,210400000.0,,,,,3170100000.0,,,,,1627100000.0,,,5800000.0,,-1540900000.0,,,,,,,,,,,,1663700000.0,,,4711000000.0,,,,,,-2503300000.0,303100000.0,,,1359800000.0,129400000.0,1971514243.0,215000000.0,,,-336000000.0,,,1359800000.0,,78600000.0,-47100000.0,,,,1534800000.0,,,11691400000.0,,,,,,-0.04002,6626900000.0,,,31400000.0,,,,257400000.0,-32900000.0,,,,13355100000.0,,,,,,,-78900000.0,267300000.0,,-78900000.0,,,,,,,,,,,,8773300000.0,,,,297100000.0,0.0,,,1971514243.0,,,,,156600000.0,,,2115000000.0,,,-300000.0,,,,,-8900000.0,-78900000.0,-260700000.0,,,,,,10308100000.0,,,,1197200000.0,,,,,,,,,,,,,,,,,,,,,,
899164800,37900000.0,,,,,,,,,,,,,,,,,,,,-16600000.0,,,,558700000.0,,,,516600000.0,,,,516600000.0,2023200000.0,0.0,-0.043355,1262900000.0,,221500000.0,,,,,3177800000.0,,,,,1580800000.0,,,8100000.0,,-1564900000.0,,,,,,,,,,,,1537100000.0,,,4742700000.0,,,,,,-2596700000.0,135000000.0,,,1321700000.0,90800000.0,1955945104.0,-7800000.0,,,-303000000.0,,,1321700000.0,,-119100000.0,-29300000.0,,,,1457600000.0,,,11752600000.0,,,,,,-0.043355,6658900000.0,,,0.0,,,,-154500000.0,-168000000.0,,,,13289700000.0,,,,,,,-84800000.0,259100000.0,,-84800000.0,,,,,,,,,,,,8787900000.0,,,,314000000.0,0.0,,,1955945104.0,,,,,103900000.0,,,2129000000.0,,,-2000000.0,,,,,-9000000.0,-84800000.0,-281700000.0,,,,,,10245500000.0,,,,8574800000.0,,,,,,,,,,,,,,,,,,,,,,
907113600,-63000000.0,,,,,,,,,,,,,,,,,,,,-10900000.0,,,,565600000.0,,,,435000000.0,,,,435000000.0,2762600000.0,0.0,0.290145,1418500000.0,,1893600000.0,,,,,3308700000.0,,,,,1625900000.0,,,21300000.0,,-1664400000.0,,,,,,,,,,,,3199500000.0,,,4973100000.0,,,,,,-1898700000.0,380500000.0,24800000.0,,1354900000.0,152600000.0,2253610037.0,-73000000.0,,,-315200000.0,,,1354900000.0,,,268300000.0,,,,1677500000.0,,,11166100000.0,,,,,,0.316825,6597400000.0,,,0.0,,,,-81600000.0,65300000.0,,,,14365600000.0,,,,,,,714000000.0,271000000.0,,717000000.0,,,,,,,,,,,,8899000000.0,,,,368200000.0,0.0,,,2460838546.0,,,,,106400000.0,,,2301600000.0,,,2100000.0,,,,,-9200000.0,714000000.0,-389100000.0,,,,,,10576500000.0,,,,7857400000.0,,,,,,,,,,,,,,,,,,,,,,
