,trailingCashDividendsPaid,annualPretaxIncome,annualNetIncome,quarterlyTotalAssets,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherNonCurrentLiabilities,annualCashDividendsPaid,annualPurchaseOfInvestment,annualAccountsReceivable,annualLongTermDebt,quarterlyLongTermDebt,quarterlyOtherCurrentLiabilities,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,trailingInvestingCashFlow,quarterlyTotalNonCurrentAssets,annualGoodwill,annualSaleOfInvestment,quarterlyBasicAverageShares,quarterlyAccountsReceivable,annualIncomeTaxPayable,trailingChangeInWorkingCapital,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyInvestmentsAndAdvances,annualStockholdersEquity,annualOtherNonCashItems,annualOperatingIncome,quarterlyGoodwill,quarterlyNetIncomeContinuousOperations,annualInvestingCashFlow,quarterlyNetIncome,annualRetainedEarnings,trailingSaleOfInvestment,annualTotalAssets,quarterlySellingGeneralAndAdministration,trailingCommonStockIssuance,annualDepreciationAndAmortization,annualCashFlowFromContinuingFinancingActivities,annualEndCashPosition,quarterlyNetIncomeCommonStockholders,quarterlyCashCashEquivalentsAndMarketableSecurities,trailingOperatingCashFlow,trailingTotalRevenue,quarterlyOtherIncomeExpense,quarterlyNonCurrentDeferredTaxesLiabilities,trailingChangeInAccountPayable,quarterlyInventory,quarterlyCashAndCashEquivalents,quarterlyCurrentDeferredRevenue,quarterlyPurchaseOfInvestment,quarterlyCashDividendsPaid,annualNetPPE,quarterlyOperatingExpense,annualOperatingCashFlow,annualTotalNonCurrentLiabilitiesNetMinorityInterest,trailingOtherIncomeExpense,trailingOperatingIncome,annualAccountsPayable,annualChangeInAccountPayable,annualCurrentLiabilities,quarterlyCurrentDebt,trailingCashFlowFromContinuingFinancingActivities,quarterlyOtherIntangibleAssets,annualOtherShortTermInvestments,quarterlyInterestExpense,annualOtherIntangibleAssets,quarterlyEndCashPosition,quarterlyInvestingCashFlow,annualCommonStockIssuance,quarterlyDepreciationAndAmortization,trailingEndCashPosition,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNetOtherFinancingCharges,quarterlyOtherNonCurrentAssets,annualRepurchaseOfCapitalStock,annualInvestmentsAndAdvances,quarterlyDilutedEPS,annualOtherNonCurrentLiabilities,annualEbitda,annualOtherNonCurrentAssets,trailingNetOtherInvestingChanges,annualGainsLossesNotAffectingRetainedEarnings,quarterlyFreeCashFlow,annualNetOtherInvestingChanges,annualCashAndCashEquivalents,annualCashCashEquivalentsAndMarketableSecurities,trailingPretaxIncome,trailingBeginningCashPosition,quarterlyChangeInInventory,trailingChangesInAccountReceivables,annualInterestExpense,annualChangesInAccountReceivables,quarterlyOtherCurrentAssets,annualBasicAverageShares,annualBeginningCashPosition,trailingCapitalExpenditure,annualCurrentAssets,trailingChangeInCashSupplementalAsReported,annualGrossPPE,quarterlySaleOfInvestment,annualDeferredIncomeTax,annualNetIncomeCommonStockholders,quarterlyRepurchaseOfCapitalStock,annualSellingGeneralAndAdministration,annualAccumulatedDepreciation,quarterlyChangesInAccountReceivables,trailingRepaymentOfDebt,quarterlyCapitalStock,quarterlyAccountsPayable,trailingRepurchaseOfCapitalStock,quarterlyChangeInAccountPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,annualRepaymentOfDebt,quarterlyGrossProfit,quarterlyBeginningCashPosition,annualOtherIncomeExpense,annualOtherCurrentLiabilities,trailingNetOtherFinancingCharges,trailingGrossProfit,trailingDeferredIncomeTax,quarterlyDilutedAverageShares,trailingNetIncomeCommonStockholders,annualChangeInCashSupplementalAsReported,annualCapitalExpenditure,annualCurrentAccruedExpenses,quarterlyStockholdersEquity,quarterlyNetOtherInvestingChanges,trailingInterestExpense,annualTaxProvision,annualBasicEPS,quarterlyRepaymentOfDebt,annualCurrentDebt,annualDilutedAverageShares,annualInventory,trailingCostOfRevenue,quarterlyAccumulatedDepreciation,quarterlyNetPPE,trailingResearchAndDevelopment,quarterlyOtherNonCashItems,annualCapitalStock,quarterlyTaxProvision,annualCostOfRevenue,annualOtherCurrentAssets,annualTotalRevenue,trailingChangeInInventory,annualTotalNonCurrentAssets,annualResearchAndDevelopment,quarterlyEbitda,quarterlyStockBasedCompensation,annualGrossProfit,annualFreeCashFlow,trailingTaxProvision,trailingDepreciationAndAmortization,annualStockBasedCompensation,quarterlyBasicEPS,annualNetOtherFinancingCharges,quarterlyChangeInWorkingCapital,trailingOtherNonCashItems,quarterlyDeferredIncomeTax,trailingPurchaseOfBusiness,quarterlyCashFlowFromContinuingFinancingActivities,annualPurchaseOfBusiness,annualOperatingExpense,annualChangeInWorkingCapital,quarterlyCommonStockIssuance,quarterlyOtherShortTermInvestments,annualNetIncomeContinuousOperations,quarterlyRetainedEarnings,trailingNetIncomeContinuousOperations,trailingSellingGeneralAndAdministration,quarterlyResearchAndDevelopment,quarterlyIncomeTaxPayable,quarterlyOperatingCashFlow,trailingOperatingExpense,quarterlyPretaxIncome,quarterlyCapitalExpenditure,annualDilutedEPS,trailingNetIncome,quarterlyPurchaseOfBusiness,quarterlyCurrentAssets,annualNonCurrentDeferredTaxesLiabilities,quarterlyCurrentLiabilities,trailingFreeCashFlow,annualTotalLiabilitiesNetMinorityInterest,quarterlyTotalRevenue,quarterlyGrossPPE,quarterlyOperatingIncome,annualChangeInInventory,annualCurrentDeferredRevenue,quarterlyNonCurrentDeferredRevenue,trailingStockBasedCompensation,annualNonCurrentDeferredRevenue,trailingBasicAverageShares,trailingBasicEPS,trailingPurchaseOfInvestment,trailingDilutedEPS,trailingDilutedAverageShares
599529600,,,,,,,,,,,,,,,,,,,107850000.0,,,,,,,,,,22800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107850000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,480100000.0,,,,,,,0.0525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,480100000.0,,480100000.0,,,,,,,,,,
607305600,,,,,,,,,,,,,,,,,,,100534000.0,,,,,,,,,,29000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100534000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,540900000.0,,,,,,,0.0675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,540900000.0,,540900000.0,,,,,,,,,,
615168000,,,,,,,,,,,,,,,,,,,100316000.0,,,,,,,,,,9600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100316000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,470500000.0,,,,,,,0.0225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,470500000.0,,470500000.0,,,,,,,,,,
623116800,,4400000.0,-6500000.0,1417400000.0,,82000000.0,-30000000.0,,,386500000.0,386500000.0,18800000.0,,,,930600000.0,,,,,,,567700000.0,,489200000.0,24600000.0,127400000.0,,-67900000.0,-53800000.0,,701000000.0,,1417400000.0,,,97800000.0,-39500000.0,0.0,,16200000.0,,,,99200000.0,,177900000.0,16200000.0,,,,743200000.0,,47600000.0,567700000.0,,,273800000.0,,360500000.0,67900000.0,,16800000.0,,,16800000.0,,,75300000.0,,,928200000.0,,170600000.0,-103800000.0,,,82000000.0,225200000.0,170600000.0,,,,0.0,16200000.0,16200000.0,,,,,42200000.0,,11200000.0,98614000.0,65500000.0,,486800000.0,,1324800000.0,,-35800000.0,-6500000.0,,235600000.0,-581600000.0,,,75200000.0,273800000.0,,,,,,,-80900000.0,18800000.0,,,,,,-49300000.0,-233000000.0,,489200000.0,,,10900000.0,-0.025,,67900000.0,98614000.0,177900000.0,,-581600000.0,743200000.0,,,75200000.0,,1476100000.0,11200000.0,1936900000.0,,930600000.0,,-1364100000.0,,460800000.0,-185400000.0,,,,,-9100000.0,,,,,,,333400000.0,-62300000.0,,,-6500000.0,701000000.0,,,,,,,,,-0.025,,,486800000.0,99200000.0,360500000.0,,928200000.0,445400000.0,1324800000.0,-1364100000.0,-26900000.0,,,,,,,,,
631065600,,,,1496000000.0,-3800000.0,82800000.0,,,,,394400000.0,10600000.0,,292600000.0,,975300000.0,,,98478000.0,,,,578200000.0,,,,,,18400000.0,,18400000.0,,,,56100000.0,,,,,17400000.0,12400000.0,,,3400000.0,101000000.0,,219200000.0,12400000.0,,-500000.0,-7400000.0,,75500000.0,,,,,,,,134000000.0,,16700000.0,,11000000.0,,0.0,7600000.0,,19400000.0,,981300000.0,100000.0,191300000.0,,,0.045,,,,,,-95900000.0,,,,,,-34900000.0,,,,10600000.0,,,,,,,,,,-1200000.0,,,,,75100000.0,258500000.0,,,,,114000000.0,16200000.0,,,,,,98478000.0,,,,,514700000.0,0.0,,,,,,,,,-607900000.0,767300000.0,,,,12600000.0,,,,,,,57900000.0,,,,,,,0.045,,-105000000.0,,1300000.0,,57300000.0,,,,,,,712100000.0,,,,,-67100000.0,,31000000.0,-28800000.0,,,,520700000.0,,403100000.0,,,406600000.0,1375200000.0,38500000.0,,,,,,,,,,
638841600,,,,1605300000.0,110800000.0,117200000.0,,,,,478200000.0,7100000.0,,312800000.0,,973600000.0,,,98402000.0,,,,696700000.0,,,,,,26300000.0,,26300000.0,,,,71400000.0,,,,,25300000.0,123200000.0,,,17100000.0,101300000.0,,216800000.0,123200000.0,,-100000.0,-7300000.0,,90600000.0,,,,,,,,83900000.0,,16200000.0,,13600000.0,,0.0,-22300000.0,,18900000.0,,1053400000.0,-100000.0,182600000.0,,,0.065,,,,,,12800000.0,,,,,,1400000.0,,,,7600000.0,,,,,,,,,,-1100000.0,,,,,74700000.0,265700000.0,,,,,132300000.0,0.0,,,,,,98402000.0,,,,,533200000.0,0.0,,,,,,,,,-610400000.0,774800000.0,,,,19000000.0,,,,,,,60900000.0,,,,,,,0.065,,39500000.0,,3800000.0,,82400000.0,,,,,,,731000000.0,,,,,47900000.0,,45300000.0,-35100000.0,,,,631700000.0,,356700000.0,,,445100000.0,1385200000.0,41700000.0,,,,,,,,,,
646704000,,,,1662700000.0,-85200000.0,109000000.0,,,,,483400000.0,5000000.0,,291300000.0,,1107300000.0,,,98154000.0,,,,702100000.0,,,,,,16300000.0,,16300000.0,,,,68800000.0,,,,,15300000.0,38000000.0,,,3400000.0,109700000.0,,220600000.0,38000000.0,,-124600000.0,-7500000.0,,89800000.0,,,,,,,,107200000.0,,103600000.0,,13400000.0,,0.0,-166600000.0,,21300000.0,,1094400000.0,100000.0,184000000.0,,,0.04,,,,,,22200000.0,,,,,,13500000.0,,,,8400000.0,,,,,,,,,,-1900000.0,,,,,74700000.0,280100000.0,,,,,129700000.0,0.0,,,,,,98154000.0,,,,,549400000.0,0.0,,,,,,,,,-630600000.0,819700000.0,,,,13600000.0,,,,,,,61200000.0,,,,,,,0.04,,20500000.0,,6800000.0,,15200000.0,,,,-1100000.0,,,739700000.0,,,,,66000000.0,,29900000.0,-43800000.0,,,,555400000.0,,392300000.0,,,421000000.0,1450300000.0,39900000.0,,,,,,,,,,
654652800,,120800000.0,71000000.0,1731900000.0,10200000.0,104200000.0,-29700000.0,,,480800000.0,480800000.0,2800000.0,,276300000.0,,1152400000.0,,,,,,,699000000.0,,570600000.0,,161100000.0,,10100000.0,-249200000.0,10100000.0,742400000.0,,1731900000.0,56700000.0,,85500000.0,150000000.0,0.0,9200000.0,48300000.0,,,-13100000.0,114000000.0,,212200000.0,48300000.0,,,-7500000.0,878700000.0,82600000.0,128300000.0,699000000.0,,,321900000.0,,443700000.0,119000000.0,,104500000.0,,13200000.0,104500000.0,0.0,-67900000.0,55700000.0,25900000.0,,1142700000.0,0.0,169200000.0,-7500000.0,,,104200000.0,246600000.0,169200000.0,,,-109100000.0,0.0,48300000.0,48300000.0,,,13400000.0,,51100000.0,,33800000.0,135550000.0,16200000.0,,579500000.0,,1533900000.0,,6800000.0,67200000.0,-3300000.0,253000000.0,-655200000.0,,,74600000.0,321900000.0,,,,,123600000.0,0.0,10800000.0,2800000.0,,,,,,32000000.0,-298300000.0,,570600000.0,125200000.0,,49800000.0,0.17,,119000000.0,135550000.0,212200000.0,,-655200000.0,878700000.0,,,74600000.0,4600000.0,1173000000.0,33800000.0,1672600000.0,,1152400000.0,,66900000.0,,499600000.0,-170000000.0,,,,,100000.0,53800000.0,,-5100000.0,,-4900000.0,,338500000.0,8800000.0,0.0,,71000000.0,742400000.0,,,,,81500000.0,,14700000.0,-190600000.0,0.17,,,579500000.0,114000000.0,443700000.0,,1142700000.0,399900000.0,1533900000.0,41000000.0,-6600000.0,,,,,,,,,
662601600,,,,1836600000.0,-20000000.0,105100000.0,,,,,497800000.0,600000.0,,304800000.0,,1218600000.0,,,97700000.0,,,,720200000.0,,,,,,19300000.0,,19300000.0,,,,71100000.0,,,,,18400000.0,28300000.0,,,-400000.0,117300000.0,,258700000.0,28300000.0,,,-7500000.0,,96700000.0,,,,,,,,171300000.0,,104900000.0,,12800000.0,,0.0,-74600000.0,,25600000.0,,1220300000.0,0.0,182500000.0,,,0.0475,,,,,,-88100000.0,,,,,,-42800000.0,,,,33300000.0,,,,,,,,,,,,,,,74200000.0,328200000.0,,,,,143500000.0,48300000.0,,,,,,97700000.0,,,,,595700000.0,-100000.0,,,,,,,,,-682900000.0,931200000.0,,,,14400000.0,,,,,,,72400000.0,,,,,,,0.0475,,-52800000.0,,1400000.0,,63000000.0,,,,3600000.0,,,754200000.0,,,,,-7200000.0,,33700000.0,-80900000.0,,,,618000000.0,,500100000.0,,,448300000.0,1614100000.0,46800000.0,,,,,,,,,,
670377600,,,,1456700000.0,-8600000.0,98300000.0,,,,,398400000.0,30000000.0,,280500000.0,,912400000.0,,,72744000.0,,,,541000000.0,,,,,,15500000.0,,19500000.0,,,,62100000.0,,,,,18600000.0,19700000.0,,,-3200000.0,44300000.0,,225500000.0,19700000.0,,,-7500000.0,,88700000.0,,,,,,,,164200000.0,,101300000.0,,9700000.0,,0.0,-40400000.0,,26600000.0,,1027400000.0,0.0,192100000.0,,,0.0525,,,,,,17300000.0,,,,,,21300000.0,,,,35700000.0,,,,,,,,,,,,,,,74200000.0,292200000.0,,,,,130300000.0,0.0,,,,,,72744000.0,,,,,429300000.0,-9700000.0,,,,,,,,,-448300000.0,619000000.0,,,,13000000.0,,,,,,,68200000.0,,,,,,,0.0525,,-6500000.0,,7400000.0,,-21600000.0,,,,-500000.0,,,841000000.0,,,,,49900000.0,,28500000.0,-32600000.0,,,,544300000.0,,486400000.0,,,410800000.0,1067300000.0,41600000.0,,,,,,,,,,
678240000,,,,1415500000.0,5500000.0,98000000.0,,,,,397300000.0,20700000.0,,247600000.0,,917000000.0,,,72676000.0,,,,538100000.0,,,,,,6400000.0,,6400000.0,,,,59500000.0,,,,,5500000.0,25100000.0,,,-2000000.0,42800000.0,,198900000.0,25100000.0,,-1200000.0,-5600000.0,,77800000.0,,,,,,,,169000000.0,,97300000.0,,8800000.0,,0.0,-46800000.0,,18300000.0,,1004400000.0,0.0,187700000.0,,,0.02,,,,,,5700000.0,,,,,,22700000.0,,,,27900000.0,,,,,,,,,,,,,,,74100000.0,276600000.0,,,,,99600000.0,0.0,,,,,,72676000.0,,,,,411100000.0,0.0,,,,,,,,,-452400000.0,632000000.0,,0.0,,4500000.0,,,,,,,40100000.0,,,,,,,0.02,,26900000.0,,700000.0,,2300000.0,,,,-600000.0,,,841800000.0,,,,,51800000.0,,10900000.0,-46100000.0,,,,498500000.0,,466300000.0,,,347200000.0,1084400000.0,21800000.0,,,,,,,,,,
686188800,,70900000.0,49300000.0,1462400000.0,13900000.0,91000000.0,-26300000.0,,,369600000.0,369600000.0,1000000.0,,236100000.0,,968300000.0,,,,,,,534500000.0,,426800000.0,3600000.0,107200000.0,,4100000.0,-199300000.0,4100000.0,833900000.0,,1462400000.0,58400000.0,,89200000.0,44900000.0,0.0,3200000.0,39000000.0,,,6300000.0,73900000.0,,190400000.0,39000000.0,,,-5700000.0,670400000.0,77100000.0,147200000.0,534500000.0,,,290400000.0,,501100000.0,209700000.0,,97600000.0,,9700000.0,97600000.0,0.0,-37500000.0,2200000.0,18700000.0,,1035600000.0,0.0,200300000.0,,,,91000000.0,196400000.0,200300000.0,,,14300000.0,-14600000.0,39000000.0,39000000.0,,,13800000.0,,38700000.0,,27100000.0,72804000.0,48300000.0,,494100000.0,,1136800000.0,,11600000.0,45600000.0,,242300000.0,-466400000.0,,,72900000.0,290400000.0,,,,,87600000.0,0.0,2300000.0,1000000.0,,,,,,-9200000.0,-198000000.0,,426800000.0,-3600000.0,,31100000.0,0.1375,,209700000.0,72804000.0,190400000.0,,-466400000.0,670400000.0,,-80700000.0,72900000.0,3300000.0,1043400000.0,27100000.0,1482100000.0,,968300000.0,,29200000.0,,438700000.0,-50800000.0,,,,,0.0,27600000.0,,2100000.0,,1200000.0,,331500000.0,-4800000.0,-300000.0,,39800000.0,833900000.0,,,,,52700000.0,,7400000.0,-38400000.0,0.1375,,,494100000.0,73900000.0,501100000.0,,1035600000.0,323700000.0,1136800000.0,10500000.0,15000000.0,,,,,,,,,
694137600,,,,1570700000.0,-7500000.0,87500000.0,,,,,383600000.0,7300000.0,,268900000.0,,1003900000.0,,,72912000.0,,,,548400000.0,,,,,,16600000.0,,16600000.0,,,,57400000.0,,,,,15700000.0,31500000.0,,,1000000.0,77300000.0,,222600000.0,31500000.0,,-7700000.0,-5700000.0,,75900000.0,,,,,,,,239400000.0,,96500000.0,,8500000.0,,0.0,-11400000.0,,18500000.0,,1097000000.0,0.0,204200000.0,,,0.0525,,,,,,-49000000.0,,,,,,-24200000.0,,,,35700000.0,,,,,,,,,,,,,,,72900000.0,301900000.0,,,,,115900000.0,39000000.0,,,,,,72912000.0,,,,,466200000.0,0.0,,,,,,,,,-515900000.0,703200000.0,,200000.0,,15900000.0,,,,,,,58500000.0,,,,,,,0.055,,-69400000.0,,4600000.0,,32800000.0,,,,800000.0,,,844900000.0,,,,,-31700000.0,,32500000.0,-17300000.0,,,,566800000.0,,548600000.0,,,384800000.0,1219100000.0,40000000.0,,,,,,,,,,
702000000,,,,1550600000.0,3200000.0,87900000.0,,,,,375100000.0,13000000.0,,283200000.0,,987300000.0,,,72104000.0,,,,540500000.0,,,,,,22000000.0,,22000000.0,,,,59900000.0,,,,,21100000.0,34700000.0,,,-3900000.0,77500000.0,,213400000.0,34700000.0,,-6800000.0,-5600000.0,,79800000.0,,,,,,,,229000000.0,,92600000.0,,9800000.0,,0.0,-22700000.0,,19900000.0,,1088900000.0,0.0,213200000.0,,,0.0725,,,,,,30800000.0,,,,,,3800000.0,,,,34500000.0,,,,,,,,,,,,,,,72800000.0,306400000.0,,,,,134700000.0,0.0,,,,,,72104000.0,,,,,453300000.0,-100000.0,,,,,,,,,-516500000.0,681500000.0,,,,19100000.0,,,,,,,74800000.0,,,,,,,0.0725,,5200000.0,,2400000.0,,-17200000.0,,,,700000.0,,,861200000.0,,,,,48700000.0,,41100000.0,-17900000.0,,,,563300000.0,,548400000.0,,,417900000.0,1198000000.0,54900000.0,,,,,,,,,,
709862400,,,,1568700000.0,-8000000.0,91200000.0,,,,,377400000.0,20600000.0,,247300000.0,,1002800000.0,,,73062000.0,,,,547800000.0,,,,,,16400000.0,,16400000.0,,,,61000000.0,,,,,15500000.0,26700000.0,,,2300000.0,79200000.0,,229700000.0,26700000.0,,2400000.0,-5700000.0,,83200000.0,,,,,,,,215300000.0,,90200000.0,,11300000.0,,0.0,-9400000.0,,22200000.0,,1066500000.0,0.0,212300000.0,,,0.0525,,,,,,5600000.0,,,,,,-10200000.0,,,,28700000.0,,,,,,,,,,,,,,,72700000.0,282800000.0,,,,,123700000.0,0.0,,,,,,73062000.0,,,,,492900000.0,100000.0,,,,,,,,,-548700000.0,700300000.0,,,,15100000.0,,,,,,,62700000.0,,,,,,,0.0525,,-15400000.0,,1300000.0,,-21700000.0,,,,500000.0,,,872000000.0,,,,,23600000.0,,31500000.0,-18000000.0,,,,565900000.0,,518700000.0,,,371000000.0,1249000000.0,40500000.0,,,,,,,,,,
717811200,,116700000.0,62200000.0,1554500000.0,3900000.0,91400000.0,-22700000.0,,,479900000.0,479900000.0,0.0,,267400000.0,,999700000.0,,,,,,,691200000.0,,492900000.0,5500000.0,158300000.0,,7100000.0,-65800000.0,7100000.0,873400000.0,,1554500000.0,69400000.0,,84100000.0,-39300000.0,0.0,6200000.0,30700000.0,,,900000.0,119900000.0,,226200000.0,30700000.0,,,-5700000.0,703200000.0,92900000.0,103300000.0,691200000.0,,,276400000.0,,360600000.0,84200000.0,,87400000.0,,12200000.0,87400000.0,0.0,-22300000.0,3200000.0,23500000.0,,1051800000.0,-100000.0,209100000.0,,,,91400000.0,242400000.0,209100000.0,,,37800000.0,-13700000.0,30700000.0,30700000.0,,,3400000.0,,41700000.0,,32400000.0,74248000.0,39000000.0,,554800000.0,,1274600000.0,,22900000.0,58500000.0,,247700000.0,-571400000.0,,,72600000.0,276400000.0,,,,,115900000.0,0.0,200000.0,0.0,,,,,,-8400000.0,-78100000.0,,492900000.0,-1600000.0,,54500000.0,0.2,,84200000.0,74248000.0,226200000.0,,-571400000.0,703200000.0,,5600000.0,72600000.0,4300000.0,1066900000.0,32400000.0,1557000000.0,,999700000.0,,46500000.0,,490100000.0,25200000.0,,,,,-100000.0,15400000.0,,14600000.0,,-33200000.0,,331800000.0,-64200000.0,1200000.0,,62200000.0,873400000.0,,,,,62700000.0,,11400000.0,-24900000.0,0.1875,,,554800000.0,119900000.0,360600000.0,,1051800000.0,383300000.0,1274600000.0,23000000.0,-27200000.0,,,,,,,,,
725760000,,,,1490300000.0,-7600000.0,83800000.0,,,,,479100000.0,0.0,,279200000.0,,948700000.0,,,74124000.0,,,,679300000.0,,,,,,11900000.0,,11900000.0,,,,60700000.0,,,,,11000000.0,23100000.0,,,-3100000.0,116400000.0,,230400000.0,23100000.0,,,-5700000.0,,81900000.0,,,,,,,,93500000.0,,84900000.0,,11000000.0,,0.0,-22000000.0,,21200000.0,,1024000000.0,-100000.0,209000000.0,,,0.0375,,,,,,-21100000.0,,,,,,-15100000.0,,,,31700000.0,,,,,,,,,,,,,,,72600000.0,251200000.0,,,,,116900000.0,30700000.0,,,,,,74124000.0,,,,,457700000.0,-10600000.0,,,,,,,,,-558000000.0,654800000.0,,,,9100000.0,,,,,,,56200000.0,,,,,,,0.0375,,-40800000.0,,1400000.0,,16000000.0,,,,6300000.0,,,879600000.0,,,,,-6600000.0,,21000000.0,-14500000.0,,,,541600000.0,,344700000.0,,,396100000.0,1212800000.0,35000000.0,,,,,,,,,,
733536000,,,,1494800000.0,7000000.0,81100000.0,,,,,480000000.0,6400000.0,,285100000.0,,941700000.0,,,74152000.0,,,,677200000.0,,,,,,14000000.0,,14000000.0,,,,60600000.0,,,,,13100000.0,30100000.0,,,-6100000.0,116100000.0,,218100000.0,30100000.0,,,-5700000.0,,81500000.0,,,,,,,,59900000.0,,83300000.0,,11500000.0,,0.0,-20500000.0,,20900000.0,,1013500000.0,100000.0,205300000.0,,,0.0425,,,,,,58100000.0,,,,,,14900000.0,,,,31700000.0,,,,,,,,,,,,,,,72500000.0,270000000.0,,,,,122500000.0,0.0,,,,,,74152000.0,,,,,472400000.0,-5700000.0,,,,,,,,,-576600000.0,653100000.0,,,,9400000.0,,,,,,,61900000.0,,,,,,,0.045,,38600000.0,,-300000.0,,-38200000.0,,,,100000.0,,,887900000.0,,,,,73000000.0,,23400000.0,-14900000.0,,,,553100000.0,,336300000.0,,,407600000.0,1229700000.0,41000000.0,,,,,,,,,,
741398400,,,,1480900000.0,-7900000.0,73700000.0,,,,,480800000.0,11300000.0,,290600000.0,,940700000.0,,,74210000.0,,,,674900000.0,,,,,,18400000.0,,18400000.0,,,,62800000.0,,,,,17500000.0,22200000.0,,,-2100000.0,120400000.0,,207000000.0,22200000.0,,,-5800000.0,,83800000.0,,,,,,,,57000000.0,,90100000.0,,11200000.0,,0.0,-40000000.0,,21000000.0,,1008000000.0,100000.0,210100000.0,,,0.055,,,,,,21200000.0,,,,,,5900000.0,,,,33100000.0,,,,,,,,,,,,,,,72400000.0,264800000.0,,,,,128200000.0,0.0,,,,,,74210000.0,,,,,472900000.0,-24100000.0,,,,,,,,,-584300000.0,640500000.0,,2700000.0,,12600000.0,,,,,,,65400000.0,,,,,,,0.06,,-8800000.0,,1500000.0,,-3100000.0,,,,1200000.0,,,900600000.0,,,,,37000000.0,,31000000.0,-15800000.0,,,,540200000.0,,333100000.0,,,418800000.0,1224800000.0,44400000.0,,,,,,,,,,
749347200,,68100000.0,11300000.0,1489500000.0,18100000.0,147500000.0,-22900000.0,,,459300000.0,459300000.0,26300000.0,,272400000.0,,945300000.0,,,,,,,693000000.0,,442300000.0,11100000.0,152100000.0,,-6900000.0,-102400000.0,-33000000.0,861800000.0,,1489500000.0,66400000.0,,84500000.0,-74800000.0,0.0,-33800000.0,40300000.0,,,-28700000.0,86200000.0,,195400000.0,40300000.0,,,-5700000.0,646500000.0,87800000.0,189100000.0,693000000.0,,,297200000.0,,354200000.0,30700000.0,,78900000.0,,10300000.0,78900000.0,0.0,-19900000.0,12600000.0,21400000.0,,1047200000.0,-100000.0,219900000.0,,,,147500000.0,236600000.0,219900000.0,,,65900000.0,-40900000.0,40300000.0,40300000.0,,,11700000.0,,44000000.0,,50400000.0,73316000.0,30700000.0,,544200000.0,,1250200000.0,,11100000.0,7700000.0,,250500000.0,-603700000.0,,,72300000.0,297200000.0,,,,,119400000.0,0.0,-40100000.0,26300000.0,,,,,,9600000.0,-65000000.0,,442300000.0,-500000.0,,30700000.0,0.025,,30700000.0,73316000.0,195400000.0,,-603700000.0,646500000.0,,9200000.0,72300000.0,-400000.0,1127200000.0,50400000.0,1614300000.0,,945300000.0,,53000000.0,,487100000.0,124100000.0,,,,,0.0,49700000.0,,8500000.0,,-49500000.0,,335000000.0,38700000.0,5000000.0,,37400000.0,861800000.0,,,,,85700000.0,,-7300000.0,-19800000.0,0.025,,,544200000.0,86200000.0,354200000.0,,1047200000.0,391800000.0,1250200000.0,31600000.0,17400000.0,,,,,,,,,
757296000,,,,1465000000.0,-6900000.0,143400000.0,,,,,307900000.0,18900000.0,,275800000.0,,922800000.0,,,75124000.0,,,,539400000.0,,,,,,16000000.0,,16000000.0,,,,62800000.0,,,,,15100000.0,33300000.0,,,-2400000.0,88100000.0,,210600000.0,33300000.0,,,-5800000.0,,83800000.0,,,,,,,,226000000.0,,78300000.0,,10300000.0,,0.0,-13200000.0,,21000000.0,,1018800000.0,100000.0,213100000.0,,,0.0475,,,,,,-48000000.0,,,,,,-16900000.0,,,,53200000.0,,,,,,,,,,,,,,,72000000.0,234500000.0,,,,,122700000.0,40300000.0,,,,,,75124000.0,,,,,446200000.0,0.0,,,,,,,,,-610700000.0,631400000.0,,-10100000.0,,10400000.0,,,,,,,59900000.0,,,,,,,0.05,,-69300000.0,,,,41200000.0,,,,2100000.0,,,872000000.0,,,,,-34800000.0,,26400000.0,-13200000.0,,,,542200000.0,,479400000.0,,,398500000.0,1242100000.0,38900000.0,,,,,,,,,,
