,trailingCashDividendsPaid,annualPretaxIncome,annualNetIncome,quarterlyTotalAssets,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherNonCurrentLiabilities,annualCashDividendsPaid,annualPurchaseOfInvestment,annualAccountsReceivable,annualLongTermDebt,quarterlyLongTermDebt,quarterlyOtherCurrentLiabilities,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,trailingInvestingCashFlow,quarterlyTotalNonCurrentAssets,annualGoodwill,annualSaleOfInvestment,quarterlyBasicAverageShares,quarterlyAccountsReceivable,annualIncomeTaxPayable,trailingChangeInWorkingCapital,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyInvestmentsAndAdvances,annualStockholdersEquity,annualOtherNonCashItems,annualOperatingIncome,quarterlyGoodwill,quarterlyNetIncomeContinuousOperations,annualInvestingCashFlow,quarterlyNetIncome,annualRetainedEarnings,trailingSaleOfInvestment,annualTotalAssets,quarterlySellingGeneralAndAdministration,trailingCommonStockIssuance,annualDepreciationAndAmortization,annualCashFlowFromContinuingFinancingActivities,annualEndCashPosition,quarterlyNetIncomeCommonStockholders,quarterlyCashCashEquivalentsAndMarketableSecurities,trailingOperatingCashFlow,trailingTotalRevenue,quarterlyOtherIncomeExpense,quarterlyNonCurrentDeferredTaxesLiabilities,trailingChangeInAccountPayable,quarterlyInventory,quarterlyCashAndCashEquivalents,quarterlyCurrentDeferredRevenue,quarterlyPurchaseOfInvestment,quarterlyCashDividendsPaid,annualNetPPE,quarterlyOperatingExpense,annualOperatingCashFlow,annualTotalNonCurrentLiabilitiesNetMinorityInterest,trailingOtherIncomeExpense,trailingOperatingIncome,annualAccountsPayable,annualChangeInAccountPayable,annualCurrentLiabilities,quarterlyCurrentDebt,trailingCashFlowFromContinuingFinancingActivities,quarterlyOtherIntangibleAssets,annualOtherShortTermInvestments,quarterlyInterestExpense,annualOtherIntangibleAssets,quarterlyEndCashPosition,quarterlyInvestingCashFlow,annualCommonStockIssuance,quarterlyDepreciationAndAmortization,trailingEndCashPosition,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNetOtherFinancingCharges,quarterlyOtherNonCurrentAssets,annualRepurchaseOfCapitalStock,annualInvestmentsAndAdvances,quarterlyDilutedEPS,annualOtherNonCurrentLiabilities,annualEbitda,annualOtherNonCurrentAssets,trailingNetOtherInvestingChanges,annualGainsLossesNotAffectingRetainedEarnings,quarterlyFreeCashFlow,annualNetOtherInvestingChanges,annualCashAndCashEquivalents,annualCashCashEquivalentsAndMarketableSecurities,trailingPretaxIncome,trailingBeginningCashPosition,quarterlyChangeInInventory,trailingChangesInAccountReceivables,annualInterestExpense,annualChangesInAccountReceivables,quarterlyOtherCurrentAssets,annualBasicAverageShares,annualBeginningCashPosition,trailingCapitalExpenditure,annualCurrentAssets,trailingChangeInCashSupplementalAsReported,annualGrossPPE,quarterlySaleOfInvestment,annualDeferredIncomeTax,annualNetIncomeCommonStockholders,quarterlyRepurchaseOfCapitalStock,annualSellingGeneralAndAdministration,annualAccumulatedDepreciation,quarterlyChangesInAccountReceivables,trailingRepaymentOfDebt,quarterlyCapitalStock,quarterlyAccountsPayable,trailingRepurchaseOfCapitalStock,quarterlyChangeInAccountPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,annualRepaymentOfDebt,quarterlyGrossProfit,quarterlyBeginningCashPosition,annualOtherIncomeExpense,annualOtherCurrentLiabilities,trailingNetOtherFinancingCharges,trailingGrossProfit,trailingDeferredIncomeTax,quarterlyDilutedAverageShares,trailingNetIncomeCommonStockholders,annualChangeInCashSupplementalAsReported,annualCapitalExpenditure,annualCurrentAccruedExpenses,quarterlyStockholdersEquity,quarterlyNetOtherInvestingChanges,trailingInterestExpense,annualTaxProvision,annualBasicEPS,quarterlyRepaymentOfDebt,annualCurrentDebt,annualDilutedAverageShares,annualInventory,trailingCostOfRevenue,quarterlyAccumulatedDepreciation,quarterlyNetPPE,trailingResearchAndDevelopment,quarterlyOtherNonCashItems,annualCapitalStock,quarterlyTaxProvision,annualCostOfRevenue,annualOtherCurrentAssets,annualTotalRevenue,trailingChangeInInventory,annualTotalNonCurrentAssets,annualResearchAndDevelopment,quarterlyEbitda,quarterlyStockBasedCompensation,annualGrossProfit,annualFreeCashFlow,trailingTaxProvision,trailingDepreciationAndAmortization,annualStockBasedCompensation,quarterlyBasicEPS,annualNetOtherFinancingCharges,quarterlyChangeInWorkingCapital,trailingOtherNonCashItems,quarterlyDeferredIncomeTax,trailingPurchaseOfBusiness,quarterlyCashFlowFromContinuingFinancingActivities,annualPurchaseOfBusiness,annualOperatingExpense,annualChangeInWorkingCapital,quarterlyCommonStockIssuance,quarterlyOtherShortTermInvestments,annualNetIncomeContinuousOperations,quarterlyRetainedEarnings,trailingNetIncomeContinuousOperations,trailingSellingGeneralAndAdministration,quarterlyResearchAndDevelopment,quarterlyIncomeTaxPayable,quarterlyOperatingCashFlow,trailingOperatingExpense,quarterlyPretaxIncome,quarterlyCapitalExpenditure,annualDilutedEPS,trailingNetIncome,quarterlyPurchaseOfBusiness,quarterlyCurrentAssets,annualNonCurrentDeferredTaxesLiabilities,quarterlyCurrentLiabilities,trailingFreeCashFlow,annualTotalLiabilitiesNetMinorityInterest,quarterlyTotalRevenue,quarterlyGrossPPE,quarterlyOperatingIncome,annualChangeInInventory,annualCurrentDeferredRevenue,quarterlyNonCurrentDeferredRevenue,trailingStockBasedCompensation,annualNonCurrentDeferredRevenue,trailingBasicAverageShares,trailingBasicEPS,trailingPurchaseOfInvestment,trailingDilutedEPS,trailingDilutedAverageShares
1064880000,,89000000.0,77000000.0,2308000000.0,68000000.0,220000000.0,-40000000.0,,333000000.0,516000000.0,516000000.0,16000000.0,,376000000.0,,1168000000.0,,36000000.0,,333000000.0,,,837000000.0,,1079000000.0,,106000000.0,,23000000.0,-107000000.0,25000000.0,1160000000.0,,2308000000.0,60000000.0,,135000000.0,-64000000.0,247000000.0,24000000.0,247000000.0,,,34000000.0,101000000.0,,485000000.0,247000000.0,,,-10000000.0,913000000.0,73000000.0,254000000.0,837000000.0,,,278000000.0,,352000000.0,55000000.0,,119000000.0,,7000000.0,119000000.0,247000000.0,-17000000.0,19000000.0,32000000.0,,1189000000.0,-3000000.0,119000000.0,-41000000.0,,,220000000.0,241000000.0,119000000.0,,-184000000.0,45000000.0,0.0,247000000.0,247000000.0,,,18000000.0,,28000000.0,,0.0,59000000.0,159000000.0,,1140000000.0,,2202000000.0,,-31000000.0,74000000.0,-22000000.0,251000000.0,-1289000000.0,,,94000000.0,278000000.0,,,-184000000.0,,75000000.0,179000000.0,13000000.0,16000000.0,,,,,,88000000.0,-129000000.0,,1079000000.0,36000000.0,,17000000.0,1.32,,55000000.0,70000000.0,485000000.0,,-1289000000.0,913000000.0,,,94000000.0,6000000.0,1374000000.0,0.0,1795000000.0,,1168000000.0,64000000.0,34000000.0,,421000000.0,125000000.0,,,,,0.0,62000000.0,,2000000.0,,-14000000.0,,315000000.0,26000000.0,13000000.0,,72000000.0,1160000000.0,,,13000000.0,,98000000.0,,27000000.0,-53000000.0,1.14,,,1140000000.0,101000000.0,352000000.0,,1189000000.0,451000000.0,2202000000.0,2000000.0,-25000000.0,,,,,,,,,
1072828800,,,,2371000000.0,5000000.0,243000000.0,,,,,517000000.0,13000000.0,,339000000.0,,1201000000.0,,,59000000.0,333000000.0,,,871000000.0,,,,,,30000000.0,,29000000.0,,,,51000000.0,,,,,28000000.0,252000000.0,,,1000000.0,111000000.0,,500000000.0,252000000.0,,,-10000000.0,,63000000.0,,,,,,,,61000000.0,,123000000.0,,7000000.0,,252000000.0,-21000000.0,,32000000.0,,1213000000.0,0.0,126000000.0,,,0.42,,,,,,26000000.0,,,,,,-5000000.0,,,,0.0,,,,,,,,,,-21000000.0,,,,,93000000.0,264000000.0,,,-147000000.0,,107000000.0,247000000.0,,,,,,68000000.0,,,,,1115000000.0,0.0,,,,,,,,,-1366000000.0,929000000.0,,6000000.0,,8000000.0,,,,,,,76000000.0,,,,,,,0.48,,-17000000.0,,,,-25000000.0,,,,1000000.0,,,1174000000.0,,,12000000.0,,48000000.0,,37000000.0,-22000000.0,,,,1170000000.0,,342000000.0,,,446000000.0,2295000000.0,44000000.0,,,,,,,,,,
1080691200,,,,2390000000.0,5000000.0,238000000.0,,,,,519000000.0,12000000.0,,369000000.0,,1211000000.0,,,59000000.0,375000000.0,,,861000000.0,,,,,,36000000.0,,36000000.0,,,,58000000.0,,,,,35000000.0,257000000.0,,,-2000000.0,104000000.0,,461000000.0,257000000.0,,,-16000000.0,,71000000.0,,,,,,,,55000000.0,,123000000.0,,7000000.0,,257000000.0,-22000000.0,,34000000.0,,1204000000.0,-5000000.0,159000000.0,,,0.54,,,,,,24000000.0,,,,,,8000000.0,,,,0.0,,,,,,,,,,0.0,,,,,91000000.0,274000000.0,,,-144000000.0,,131000000.0,252000000.0,,,,,,69000000.0,,,,,1147000000.0,-2000000.0,,,,,,,,,-1383000000.0,911000000.0,,,,13000000.0,,,,,,,94000000.0,,,,,,,0.62,,-39000000.0,,,,-18000000.0,,,,3000000.0,,,1205000000.0,,,13000000.0,,45000000.0,,51000000.0,-21000000.0,,,,1179000000.0,,343000000.0,,,500000000.0,2294000000.0,60000000.0,,,,,,,,,,
1088553600,,,,2380000000.0,-72000000.0,238000000.0,,,,,511000000.0,11000000.0,,363000000.0,,1235000000.0,,,60000000.0,380000000.0,,,854000000.0,,,,,,41000000.0,,42000000.0,,,,56000000.0,,,,,42000000.0,210000000.0,,,3000000.0,105000000.0,,476000000.0,185000000.0,,,-10000000.0,,69000000.0,,,,,,,,50000000.0,,120000000.0,,8000000.0,,185000000.0,-93000000.0,,32000000.0,,1194000000.0,0.0,202000000.0,,,0.62,,,,,,37000000.0,,,,,,-18000000.0,,,,0.0,,,,,,,,,,-31000000.0,,,,,89000000.0,277000000.0,,,-152000000.0,,129000000.0,257000000.0,,,,,,69000000.0,,,,,1144000000.0,-70000000.0,,,,,,,,,-1398000000.0,894000000.0,,,,13000000.0,,,,,,,92000000.0,,,,,,,0.7,,-18000000.0,,3000000.0,,-37000000.0,,,,4000000.0,25000000.0,,1212000000.0,,,13000000.0,,60000000.0,,55000000.0,-23000000.0,,,,1145000000.0,,340000000.0,,,492000000.0,2292000000.0,60000000.0,,,,,,,,,,
1096502400,,164000000.0,124000000.0,2426000000.0,-26000000.0,290000000.0,-46000000.0,-110000000.0,384000000.0,506000000.0,506000000.0,50000000.0,116000000.0,386000000.0,,1253000000.0,,5000000.0,,384000000.0,,,818000000.0,,1191000000.0,,207000000.0,,15000000.0,-226000000.0,16000000.0,1218000000.0,,2426000000.0,52000000.0,,134000000.0,-101000000.0,159000000.0,15000000.0,229000000.0,,,-15000000.0,22000000.0,,482000000.0,159000000.0,,,-10000000.0,918000000.0,66000000.0,241000000.0,818000000.0,,,174000000.0,,372000000.0,32000000.0,,118000000.0,70000000.0,7000000.0,118000000.0,159000000.0,-90000000.0,9000000.0,36000000.0,,1190000000.0,-5000000.0,182000000.0,-54000000.0,,,290000000.0,341000000.0,182000000.0,,-163000000.0,35000000.0,-6000000.0,159000000.0,229000000.0,,,-5000000.0,,30000000.0,,0.0,59000000.0,247000000.0,,1173000000.0,,2356000000.0,,,121000000.0,-2000000.0,217000000.0,-1438000000.0,,,89000000.0,174000000.0,,,-163000000.0,,110000000.0,185000000.0,-13000000.0,50000000.0,,,,,,-88000000.0,-119000000.0,116000000.0,1191000000.0,66000000.0,,39000000.0,2.07,,32000000.0,68000000.0,482000000.0,,-1438000000.0,918000000.0,,,89000000.0,5000000.0,1457000000.0,0.0,1934000000.0,,1253000000.0,53000000.0,80000000.0,,477000000.0,122000000.0,,,,,0.0,10000000.0,,,,-21000000.0,,270000000.0,-64000000.0,1000000.0,70000000.0,122000000.0,1218000000.0,,,14000000.0,,88000000.0,,22000000.0,-53000000.0,1.82,,,1173000000.0,22000000.0,372000000.0,,1190000000.0,496000000.0,2356000000.0,44000000.0,-20000000.0,,,,,,,,,
1104451200,,,,2537000000.0,-45000000.0,314000000.0,,,,,391000000.0,52000000.0,286000000.0,378000000.0,,1275000000.0,,,60000000.0,423000000.0,,,731000000.0,,,,,,35000000.0,,35000000.0,,,,54000000.0,,,,,34000000.0,214000000.0,,,5000000.0,26000000.0,,529000000.0,114000000.0,,-25000000.0,-11000000.0,,69000000.0,,,,,,,,154000000.0,,126000000.0,,8000000.0,,114000000.0,-40000000.0,,35000000.0,,1224000000.0,0.0,159000000.0,,,0.51,,,,,,-21000000.0,,,,,,-28000000.0,,,,0.0,,,,,,,15000000.0,,,-10000000.0,,,,,88000000.0,,,,-108000000.0,,117000000.0,159000000.0,,,,,,69000000.0,,,,,1260000000.0,-1000000.0,,,,,,,,,-1576000000.0,951000000.0,,12000000.0,,9000000.0,,,,,,,83000000.0,,,,,,,0.58,,-73000000.0,,,,-19000000.0,,,,1000000.0,100000000.0,,1242000000.0,,,15000000.0,,9000000.0,,45000000.0,-30000000.0,,,,1262000000.0,,493000000.0,,,495000000.0,2527000000.0,48000000.0,,,,,,,,,,
1112227200,,,,2436000000.0,42000000.0,307000000.0,,,,,388000000.0,48000000.0,,397000000.0,,1167000000.0,,,60000000.0,422000000.0,,,717000000.0,,,,,,-50000000.0,,-50000000.0,,,,56000000.0,,,,,-50000000.0,211000000.0,,,-85000000.0,22000000.0,,545000000.0,156000000.0,,-30000000.0,-18000000.0,,161000000.0,,,,,,,,149000000.0,,32000000.0,,8000000.0,,156000000.0,4000000.0,,35000000.0,,1207000000.0,-1000000.0,160000000.0,,,-0.84,,,,,,25000000.0,,,,,,-25000000.0,,,,0.0,,,,,,,75000000.0,,,-1000000.0,,,,,87000000.0,292000000.0,,,-126000000.0,,130000000.0,114000000.0,,,,,,60000000.0,,,,,1181000000.0,-2000000.0,,,,,,,,,-1515000000.0,938000000.0,,13000000.0,,13000000.0,,,,,,,4000000.0,,,,,,,-0.84,,-21000000.0,,,,-20000000.0,,,,0.0,55000000.0,,1182000000.0,,,15000000.0,,64000000.0,,-35000000.0,-39000000.0,,,,1269000000.0,,490000000.0,,,527000000.0,2453000000.0,-31000000.0,,,,,,,,,,
1120089600,,,,2374000000.0,-35000000.0,289000000.0,,,,,375000000.0,46000000.0,,427000000.0,,1144000000.0,,,60000000.0,440000000.0,,,687000000.0,,,,,,26000000.0,,26000000.0,,,,63000000.0,,,,,25000000.0,156000000.0,,,3000000.0,23000000.0,,536000000.0,121000000.0,,,-11000000.0,,77000000.0,,,,,,,,159000000.0,,30000000.0,,8000000.0,,121000000.0,-16000000.0,,36000000.0,,1167000000.0,0.0,145000000.0,,,0.39,,,,,,-20000000.0,,,,,,3000000.0,,,,0.0,,,,,,,69000000.0,,,-36000000.0,,,,,86000000.0,274000000.0,,,-131000000.0,,118000000.0,156000000.0,,,,,,69000000.0,,,,,1156000000.0,-95000000.0,,,,,,,,,-1529000000.0,929000000.0,,-32000000.0,,9000000.0,,,,,,,77000000.0,,,,,,,0.43,,-45000000.0,,4000000.0,,-45000000.0,,,,2000000.0,35000000.0,,1198000000.0,,,14000000.0,,25000000.0,,36000000.0,-45000000.0,,,,1230000000.0,,480000000.0,,,545000000.0,2458000000.0,41000000.0,,,,,,,,,,
1128038400,,-93000000.0,-48000000.0,2374000000.0,60000000.0,307000000.0,-51000000.0,-94000000.0,430000000.0,463000000.0,463000000.0,31000000.0,,490000000.0,,1126000000.0,,164000000.0,,430000000.0,,,785000000.0,,1099000000.0,,-77000000.0,,-60000000.0,-119000000.0,-60000000.0,1127000000.0,,2374000000.0,67000000.0,,142000000.0,-81000000.0,181000000.0,-61000000.0,211000000.0,,,-113000000.0,15000000.0,,495000000.0,181000000.0,,,-11000000.0,832000000.0,204000000.0,224000000.0,785000000.0,,,321000000.0,,433000000.0,81000000.0,,31000000.0,30000000.0,5000000.0,31000000.0,181000000.0,-67000000.0,5000000.0,36000000.0,,1218000000.0,-2000000.0,155000000.0,-52000000.0,,,307000000.0,65000000.0,155000000.0,,-141000000.0,54000000.0,-4000000.0,181000000.0,211000000.0,,,41000000.0,,29000000.0,,5000000.0,60000000.0,159000000.0,,1248000000.0,,2262000000.0,5000000.0,-57000000.0,-51000000.0,-5000000.0,240000000.0,-1430000000.0,,,86000000.0,321000000.0,,,-141000000.0,,68000000.0,121000000.0,-192000000.0,31000000.0,,,,,,22000000.0,-186000000.0,,1099000000.0,94000000.0,,-45000000.0,-0.84,,81000000.0,60000000.0,495000000.0,,-1430000000.0,832000000.0,,,86000000.0,-75000000.0,1692000000.0,5000000.0,2125000000.0,,1126000000.0,59000000.0,-100000000.0,,433000000.0,38000000.0,,,,,0.0,76000000.0,,-62000000.0,,3000000.0,,510000000.0,-63000000.0,2000000.0,30000000.0,-48000000.0,1127000000.0,,,16000000.0,,126000000.0,,-138000000.0,-72000000.0,-0.84,,,1248000000.0,15000000.0,433000000.0,,1218000000.0,558000000.0,2262000000.0,-136000000.0,-9000000.0,,,,,,,,,
1135987200,,,,2425000000.0,-61000000.0,307000000.0,,,,,472000000.0,39000000.0,,481000000.0,,1189000000.0,,,60000000.0,480000000.0,,,793000000.0,,,,,,22000000.0,,24000000.0,,,,58000000.0,,,,,23000000.0,135000000.0,,,-1000000.0,14000000.0,,514000000.0,120000000.0,,-23000000.0,-11000000.0,,71000000.0,,,,,,,,72000000.0,,40000000.0,,6000000.0,,120000000.0,-49000000.0,,30000000.0,,1255000000.0,0.0,155000000.0,,,0.35,,,,,,-32000000.0,,,,,,-19000000.0,,,,5000000.0,,,,,,,42000000.0,,,,,,,,85000000.0,350000000.0,,,-109000000.0,,106000000.0,181000000.0,,,,,,68000000.0,,,,,1108000000.0,0.0,,,,,,,,,-1444000000.0,888000000.0,,,,4000000.0,,,,,,,65000000.0,,,,,,,0.39,,-49000000.0,,4000000.0,,-30000000.0,,,,1000000.0,15000000.0,,1128000000.0,,,13000000.0,,17000000.0,,27000000.0,-49000000.0,,,,1236000000.0,,462000000.0,,,587000000.0,2332000000.0,35000000.0,,,,,,,,,,
1143763200,,,,2456000000.0,-17000000.0,281000000.0,,,,,451000000.0,59000000.0,,542000000.0,,1214000000.0,,,60000000.0,511000000.0,,,746000000.0,,,,,36000000.0,12000000.0,,12000000.0,,,,59000000.0,,,,,12000000.0,103000000.0,,,10000000.0,14000000.0,,495000000.0,103000000.0,,3000000.0,-10000000.0,,73000000.0,,,,,,,,110000000.0,,5000000.0,,7000000.0,,103000000.0,-29000000.0,,31000000.0,,1256000000.0,15000000.0,132000000.0,,,0.17,,,,,,-45000000.0,,,,,,20000000.0,,,,0.0,,,,,,,15000000.0,,,,,,,,83000000.0,340000000.0,,,-90000000.0,,85000000.0,120000000.0,,,,,,69000000.0,,,,,1138000000.0,-1000000.0,,,,,,,,,-1468000000.0,925000000.0,,,,1000000.0,,,,,,,43000000.0,,,,,,,0.19,,-40000000.0,,-9000000.0,,10000000.0,,,,5000000.0,,,1130000000.0,,,14000000.0,,7000000.0,,12000000.0,-52000000.0,,,,1242000000.0,,510000000.0,,,627000000.0,2393000000.0,12000000.0,,,,,,,,,,
1151625600,,,,2498000000.0,11000000.0,292000000.0,,,,,458000000.0,44000000.0,,551000000.0,,1252000000.0,,,60000000.0,541000000.0,,,763000000.0,,,,,35000000.0,25000000.0,,25000000.0,,,,59000000.0,,,,,24000000.0,115000000.0,,,-1000000.0,13000000.0,,448000000.0,114000000.0,1000000.0,0.0,-11000000.0,,73000000.0,,,,,,,,83000000.0,,5000000.0,,6000000.0,,114000000.0,-42000000.0,,31000000.0,,1260000000.0,0.0,157000000.0,,,0.37,,,,,,48000000.0,,,,,,54000000.0,,,,0.0,,,,,,,0.0,,,,,,,,82000000.0,369000000.0,,,-68000000.0,,115000000.0,103000000.0,,,,,,69000000.0,,,,,1174000000.0,-1000000.0,,,,,,,,,-1530000000.0,949000000.0,,7000000.0,,8000000.0,,,,,,,73000000.0,,,,,,,0.41,,30000000.0,,2000000.0,,-40000000.0,,,,1000000.0,1000000.0,,1144000000.0,,,14000000.0,,91000000.0,,34000000.0,-43000000.0,,,,1246000000.0,,497000000.0,,,666000000.0,2479000000.0,42000000.0,,,,,,,,,,
1159574400,,97000000.0,88000000.0,2534000000.0,75000000.0,286000000.0,-43000000.0,-39000000.0,534000000.0,459000000.0,459000000.0,27000000.0,132000000.0,550000000.0,,1279000000.0,31000000.0,56000000.0,,534000000.0,,,765000000.0,,1196000000.0,37000000.0,126000000.0,31000000.0,29000000.0,-165000000.0,27000000.0,1160000000.0,,2534000000.0,59000000.0,,131000000.0,-82000000.0,189000000.0,27000000.0,190000000.0,,,-3000000.0,20000000.0,,420000000.0,189000000.0,,-19000000.0,-11000000.0,964000000.0,76000000.0,252000000.0,765000000.0,,,252000000.0,,505000000.0,92000000.0,,5000000.0,1000000.0,8000000.0,5000000.0,189000000.0,-45000000.0,9000000.0,39000000.0,,1270000000.0,7000000.0,179000000.0,-39000000.0,,,286000000.0,257000000.0,179000000.0,,-48000000.0,93000000.0,-3000000.0,189000000.0,190000000.0,,,27000000.0,,27000000.0,,0.0,60000000.0,181000000.0,,1255000000.0,,2531000000.0,-1000000.0,2000000.0,86000000.0,-31000000.0,235000000.0,-1567000000.0,,,82000000.0,252000000.0,,,-48000000.0,,113000000.0,114000000.0,5000000.0,27000000.0,,,,,,8000000.0,-188000000.0,132000000.0,1196000000.0,-1000000.0,,9000000.0,1.42,,92000000.0,68000000.0,420000000.0,,-1567000000.0,964000000.0,,3000000.0,82000000.0,-4000000.0,2124000000.0,0.0,2543000000.0,,1279000000.0,58000000.0,76000000.0,,419000000.0,64000000.0,,,,,2000000.0,53000000.0,,5000000.0,,-22000000.0,,293000000.0,-6000000.0,2000000.0,1000000.0,88000000.0,1160000000.0,,,17000000.0,,137000000.0,,24000000.0,-44000000.0,1.28,,,1255000000.0,20000000.0,505000000.0,,1270000000.0,663000000.0,2531000000.0,37000000.0,82000000.0,,,,,,,,,
1167523200,,,,2590000000.0,-6000000.0,287000000.0,,,,,437000000.0,39000000.0,,506000000.0,,1283000000.0,,,61000000.0,538000000.0,,,744000000.0,,,,,32000000.0,54000000.0,,54000000.0,,,,54000000.0,,,,,54000000.0,214000000.0,,,5000000.0,20000000.0,,427000000.0,183000000.0,,-49000000.0,-12000000.0,,69000000.0,,,,,,,,117000000.0,,4000000.0,,9000000.0,,183000000.0,-54000000.0,,35000000.0,,1257000000.0,-3000000.0,184000000.0,,,0.79,,,,,,26000000.0,,,,,,-4000000.0,,,,0.0,,,,,,,19000000.0,,,,,,,,78000000.0,355000000.0,,,-37000000.0,,149000000.0,189000000.0,,,,,,69000000.0,,,,,1261000000.0,0.0,,,,,,,,,-1620000000.0,964000000.0,,5000000.0,,19000000.0,,,,,,,115000000.0,,,,,,,0.88,,-45000000.0,,,,-5000000.0,,,,6000000.0,31000000.0,,1202000000.0,,,15000000.0,,52000000.0,,75000000.0,-26000000.0,,,,1307000000.0,,513000000.0,,,655000000.0,2584000000.0,80000000.0,,,,,,,,,,
1175299200,,,,2623000000.0,63000000.0,291000000.0,,,,,442000000.0,34000000.0,,499000000.0,,1275000000.0,,,61000000.0,541000000.0,,,752000000.0,,,,,33000000.0,31000000.0,,31000000.0,,,,73000000.0,,,,,30000000.0,267000000.0,,,2000000.0,19000000.0,,428000000.0,246000000.0,,-10000000.0,-12000000.0,,90000000.0,,,,,,,,87000000.0,,4000000.0,,9000000.0,,246000000.0,-15000000.0,,35000000.0,,1262000000.0,-6000000.0,182000000.0,,,0.45,,,,,,98000000.0,,,,,,1000000.0,,,,0.0,,,,,,,20000000.0,,,,,,,,77000000.0,387000000.0,,,-29000000.0,,138000000.0,183000000.0,,,,,,69000000.0,,,,,1293000000.0,-2000000.0,,,,,,,,,-1657000000.0,959000000.0,,7000000.0,,11000000.0,,,,,,,83000000.0,,,,,,,0.49,,50000000.0,,,,-46000000.0,,,,2000000.0,21000000.0,,1221000000.0,,,17000000.0,,121000000.0,,41000000.0,-23000000.0,,,,1348000000.0,,510000000.0,,,637000000.0,2616000000.0,48000000.0,,,,,,,,,,
1183161600,,,,2628000000.0,-17000000.0,295000000.0,,,,,437000000.0,28000000.0,,543000000.0,,1288000000.0,,,61000000.0,560000000.0,,,750000000.0,,,,,34000000.0,21000000.0,,20000000.0,,,,56000000.0,,,,,20000000.0,240000000.0,,,6000000.0,18000000.0,,432000000.0,229000000.0,,-36000000.0,-11000000.0,,73000000.0,,,,,,,,83000000.0,,4000000.0,,8000000.0,,229000000.0,-23000000.0,,38000000.0,,1261000000.0,1000000.0,190000000.0,,,0.3,,,,,,17000000.0,,,,,,-4000000.0,,,,0.0,,,,,,,46000000.0,,,-29000000.0,,,,,75000000.0,398000000.0,,,-5000000.0,,106000000.0,246000000.0,,,,,,68000000.0,,,,,1297000000.0,-1000000.0,,,,,,,,,-1713000000.0,964000000.0,,7000000.0,,9000000.0,,,,,,,71000000.0,,,,,,,0.32,,-21000000.0,,,,-45000000.0,,,,2000000.0,11000000.0,,1230000000.0,,,17000000.0,,49000000.0,,31000000.0,-32000000.0,,,,1340000000.0,,511000000.0,,,649000000.0,2677000000.0,33000000.0,,,,,,,,,,
1191110400,,168000000.0,129000000.0,2636000000.0,-75000000.0,298000000.0,-48000000.0,-95000000.0,563000000.0,503000000.0,503000000.0,38000000.0,122000000.0,564000000.0,,1359000000.0,34000000.0,95000000.0,,563000000.0,,,817000000.0,,1194000000.0,25000000.0,187000000.0,34000000.0,21000000.0,-143000000.0,24000000.0,1119000000.0,,2636000000.0,66000000.0,,149000000.0,-211000000.0,154000000.0,24000000.0,156000000.0,,,4000000.0,16000000.0,,442000000.0,154000000.0,,0.0,-13000000.0,1016000000.0,86000000.0,309000000.0,817000000.0,,,305000000.0,,549000000.0,82000000.0,,4000000.0,2000000.0,8000000.0,4000000.0,154000000.0,-51000000.0,9000000.0,41000000.0,,1366000000.0,7000000.0,185000000.0,-202000000.0,,,298000000.0,336000000.0,185000000.0,,15000000.0,27000000.0,-3000000.0,154000000.0,156000000.0,,,-1000000.0,,34000000.0,,9000000.0,62000000.0,189000000.0,,1277000000.0,,2823000000.0,10000000.0,-27000000.0,128000000.0,-169000000.0,249000000.0,-1807000000.0,,,65000000.0,305000000.0,,,15000000.0,,111000000.0,229000000.0,17000000.0,38000000.0,,,,,,-35000000.0,-141000000.0,122000000.0,1194000000.0,0.0,,38000000.0,2.06,,82000000.0,68000000.0,442000000.0,,-1807000000.0,1016000000.0,,6000000.0,65000000.0,-2000000.0,2111000000.0,9000000.0,2616000000.0,,1359000000.0,69000000.0,66000000.0,,505000000.0,168000000.0,,,,,-1000000.0,42000000.0,,-24000000.0,,-115000000.0,,318000000.0,26000000.0,-1000000.0,2000000.0,127000000.0,1119000000.0,,,20000000.0,,87000000.0,,20000000.0,-60000000.0,1.9,,,1277000000.0,16000000.0,549000000.0,,1366000000.0,675000000.0,2823000000.0,25000000.0,-8000000.0,,,,,,,,,
