date,quarterlyPretaxIncome,annualOtherIntangibleAssets,quarterlyOtherIntangibleAssets,quarterlyPurchaseOfBusiness,annualTotalNonCurrentAssets,annualNetPPE,annualOtherIncomeExpense,trailingGrossProfit,annualCashCashEquivalentsAndMarketableSecurities,annualOperatingCashFlow,quarterlyCashAndCashEquivalents,annualGrossProfit,annualEbitda,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyDilutedEPS,trailingRepaymentOfDebt,quarterlyRepaymentOfDebt,quarterlyTaxProvision,annualChangeInInventory,trailingChangeInCashSupplementalAsReported,annualGrossPPE,quarterlyAccumulatedDepreciation,quarterlyCurrentDebt,quarterlyCapitalExpenditure,trailingCashFlowFromContinuingFinancingActivities,quarterlyInterestExpense,trailingDepreciationAndAmortization,quarterlyCashFlowFromContinuingFinancingActivities,annualDilutedAverageShares,annualOtherNonCurrentLiabilities,annualPurchaseOfBusiness,trailingOtherNonCashItems,annualBeginningCashPosition,trailingOtherIncomeExpense,quarterlyNetOtherFinancingCharges,quarterlyGainsLossesNotAffectingRetainedEarnings,annualOperatingExpense,trailingOperatingExpense,trailingSellingGeneralAndAdministration,annualIncomeTaxPayable,quarterlyGrossPPE,quarterlyIncomeTaxPayable,quarterlyOperatingCashFlow,trailingInvestingCashFlow,quarterlySaleOfInvestment,annualAccumulatedDepreciation,annualInvestingCashFlow,annualCapitalExpenditure,quarterlyChangeInCashSupplementalAsReported,trailingNetIncomeContinuousOperations,trailingPurchaseOfInvestment,quarterlyResearchAndDevelopment,trailingCapitalExpenditure,quarterlyOperatingIncome,quarterlyOtherCurrentLiabilities,trailingInterestExpense,quarterlyChangeInWorkingCapital,trailingCashDividendsPaid,quarterlyAccountsPayable,annualNonCurrentDeferredTaxesLiabilities,annualDilutedEPS,trailingPurchaseOfBusiness,trailingBeginningCashPosition,quarterlyNonCurrentDeferredRevenue,annualChangesInAccountReceivables,annualBasicEPS,annualNonCurrentDeferredRevenue,quarterlyNetPPE,quarterlyDilutedAverageShares,quarterlyEbitda,annualGoodwill,annualCashFlowFromContinuingFinancingActivities,annualNetOtherFinancingCharges,annualOtherCurrentLiabilities,trailingNetOtherFinancingCharges,annualInventory,trailingChangeInInventory,annualChangeInCashSupplementalAsReported,trailingResearchAndDevelopment,annualPurchaseOfInvestment,annualCapitalStock,annualRepaymentOfDebt,annualTotalRevenue,trailingChangesInAccountReceivables,trailingChangeInWorkingCapital,annualInterestExpense,quarterlyCurrentAssets,annualFreeCashFlow,annualCommonStockIssuance,quarterlyCashDividendsPaid,annualGainsLossesNotAffectingRetainedEarnings,quarterlyCurrentLiabilities,trailingFreeCashFlow,annualOtherShortTermInvestments,annualAccountsPayable,annualChangeInAccountPayable,annualTotalLiabilitiesNetMinorityInterest,annualResearchAndDevelopment,quarterlyOtherNonCashItems,annualTotalNonCurrentLiabilitiesNetMinorityInterest,trailingCostOfRevenue,quarterlySellingGeneralAndAdministration,trailingTotalRevenue,annualChangeInWorkingCapital,trailingNetOtherInvestingChanges,quarterlyOtherShortTermInvestments,annualOtherCurrentAssets,annualOperatingIncome,annualEndCashPosition,quarterlyRetainedEarnings,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyTotalNonCurrentAssets,trailingNetIncome,trailingEndCashPosition,annualNetOtherInvestingChanges,quarterlyTotalRevenue,trailingPretaxIncome,quarterlyPurchaseOfInvestment,trailingTaxProvision,annualCashAndCashEquivalents,annualNetIncomeContinuousOperations,annualPretaxIncome,annualCostOfRevenue,quarterlyFreeCashFlow,quarterlyTotalLiabilitiesNetMinorityInterest,annualCurrentDeferredRevenue,annualNetIncome,annualCurrentDebt,quarterlyNetIncomeCommonStockholders,trailingOperatingIncome,annualInvestmentsAndAdvances,quarterlyBasicAverageShares,quarterlyTotalAssets,quarterlyBasicEPS,annualCashDividendsPaid,trailingSaleOfInvestment,annualOtherNonCurrentAssets,annualSaleOfInvestment,annualBasicAverageShares,quarterlyOtherNonCurrentAssets,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,annualSellingGeneralAndAdministration,quarterlyOtherNonCurrentLiabilities,annualLongTermDebt,annualStockholdersEquity,annualCurrentAssets,annualOtherNonCashItems,quarterlyOtherCurrentAssets,annualRepurchaseOfCapitalStock,quarterlyNetOtherInvestingChanges,quarterlyInventory,quarterlyOtherIncomeExpense,quarterlyInvestingCashFlow,quarterlyEndCashPosition,quarterlyGoodwill,annualTotalAssets,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,annualTaxProvision,quarterlyAccountsReceivable,annualDepreciationAndAmortization,annualNetIncomeCommonStockholders,trailingNetIncomeCommonStockholders,annualCurrentLiabilities,annualCurrentAccruedExpenses,quarterlyStockholdersEquity,annualRetainedEarnings,quarterlyNonCurrentDeferredTaxesLiabilities,annualAccountsReceivable,trailingOperatingCashFlow,quarterlyInvestmentsAndAdvances,trailingChangeInAccountPayable,quarterlyCurrentDeferredRevenue,quarterlyLongTermDebt,quarterlyGrossProfit,quarterlyOperatingExpense,annualStockBasedCompensation,quarterlyCommonStockIssuance,trailingDilutedEPS,trailingDilutedAverageShares,quarterlyStockBasedCompensation,trailingCommonStockIssuance,trailingStockBasedCompensation,quarterlyRepurchaseOfCapitalStock,quarterlyChangesInAccountReceivables,annualDeferredIncomeTax,quarterlyDeferredIncomeTax,quarterlyChangeInInventory,trailingBasicEPS,quarterlyChangeInAccountPayable,trailingBasicAverageShares,quarterlyDepreciationAndAmortization,trailingDeferredIncomeTax,trailingRepurchaseOfCapitalStock
2009-09-30,111822000.0,,2393018000.0,17001000.0,,,,,,,8515459000.0,,,8515459000.0,13077148000.0,13524488000.0,,,-2844297000.0,-41269000.0,,,,,24618662000.0,-2337599000.0,,567973000.0,,,,,,,,,1189789000.0,-64012000.0,,,,,88427120000.0,,-1491999000.0,,,,,,,,,,,107552000.0,204475000.0,,,,3664802000.0,,,,,,,,,88427120000.0,,679795000.0,,,,,,,,,,,,,,,,,37156528000.0,,,-2476150000.0,,37393265000.0,,,,,,,,,,838137000.0,,,,,,,,18987513000.0,39096327000.0,96000214000.0,,,,17076185000.0,,,,,,,,-3829598000.0,76489592000.0,,,,21266000.0,,,,133156742000.0,,,,,,,168000000.0,153091000.0,21266000.0,,210852000.0,,,,,2356857000.0,,-119582000.0,19751529000.0,572243000.0,-2262404000.0,7598560000.0,2362736000.0,,15608882000.0,178601000.0,,2496238000.0,,,,,,51638240000.0,,71836000.0,,,843819000.0,,3271800000.0,38813639000.0,1467303000.0,1602631000.0,,,,,,,,,,,,,,,,,,
2009-12-31,-1055578000.0,4993022000.0,2630287000.0,-29998000.0,97641312000.0,89661081000.0,-597127000.0,,7401474000.0,-705954000.0,7401410000.0,1188559000.0,-3127633000.0,7748469000.0,7598560000.0,13524488000.0,,,-14477974000.0,2399000.0,-512804000.0,,133694724000.0,-44033643000.0,27551464000.0,-2704507000.0,,682712000.0,,,13524487892.0,525154000.0,-99354000.0,,15983923000.0,,-3273709000.0,-54926000.0,3844204000.0,,,61818000.0,133694724000.0,61818000.0,-585252000.0,,,-44033643000.0,-9477193000.0,-9872562000.0,,,,,,1175900000.0,1948955000.0,,,,6843326000.0,34535000.0,-0.3433,,,,,-0.3433,,89661081000.0,,-372866000.0,2362735000.0,1576713000.0,-3776979000.0,47855000.0,,20423227000.0,,-8606434000.0,,-34001000.0,13524488000.0,-32644308000.0,70268005000.0,,,2262964000.0,36333877000.0,-10578516000.0,,2460506000.0,-54926000.0,40029861000.0,,64000.0,14100431000.0,,78394032000.0,177756000.0,,38364171000.0,,825311000.0,,-3640736000.0,,347059000.0,4940685000.0,-2655645000.0,7401410000.0,17792998000.0,38364171000.0,97641312000.0,,,490221000.0,25207136000.0,,20000000.0,,7401410000.0,-4642894000.0,-5390597000.0,69079446000.0,-3289759000.0,78394032000.0,,-4679594000.0,25819757000.0,-1142402000.0,,882529000.0,,133975189000.0,,-59460000.0,,457440000.0,,13524487892.0,0.0,-1057977000.0,-1142402000.0,4221426000.0,525154000.0,37804482000.0,50400738000.0,36333877000.0,17129000.0,0.0,,786443000.0,20423227000.0,-1673905000.0,-1880727000.0,7401410000.0,2362735000.0,133975189000.0,23522224000.0,419085000.0,-711003000.0,1417451000.0,6001775000.0,-4679594000.0,,40029861000.0,419085000.0,50400738000.0,36876250000.0,34535000.0,1417451000.0,,938842000.0,,,37804482000.0,1733556000.0,-290898000.0,,,,,,,,,,,,,,,,,,
2010-03-31,908461000.0,,2768373000.0,0.0,,,,,,,9041569000.0,,,9043753000.0,7545303000.0,13524488000.0,,,-12056233000.0,171594000.0,,,,,26095374000.0,-2072812000.0,,644502000.0,,,,,,,,,43834000.0,-47782000.0,,,,,19200481000.0,,-105994000.0,,39547000.0,,,,,,,,,865469000.0,5624385000.0,,,,5709863000.0,,,,,,,,,89522438000.0,,1552963000.0,,,,,,,,,,,,,,,,,43618415000.0,,,-719014000.0,,47697812000.0,,,,,,,,,,985652000.0,,,,2184000.0,,,,18420247000.0,37186397000.0,97626481000.0,,,,29059024000.0,,,,,,,,-2178806000.0,84884209000.0,,,,627249000.0,,,,141244896000.0,,,,,,,168000000.0,736867000.0,627249000.0,,385525000.0,,,,,2466291000.0,,48643000.0,23120047000.0,687494000.0,-1978465000.0,8584221000.0,2362735000.0,,26647568000.0,3396661000.0,,5603798000.0,,,,,,51043096000.0,,47680000.0,,,1048388000.0,,1397624000.0,36753192000.0,2411456000.0,1545987000.0,,,,,,,,,,,,,,,,,,
2010-06-30,39408000.0,,2761324000.0,,,,,,,,10746938000.0,,,10889054000.0,8584221000.0,13524488000.0,,,-8913404000.0,-22697000.0,,,,,42161496000.0,-1999525000.0,,676680000.0,,,,,,,,,-1476034000.0,,,,,,,49228000.0,3674096000.0,,210453000.0,,,,,,,,,1091227000.0,10892000.0,,,,15217265000.0,,,,,,,,,89269927000.0,,716088000.0,,,,,,,,,,,,,,,,,43756860000.0,,,629211000.0,,57438881000.0,,,,,,,,,,1143304000.0,,,,142116000.0,,,,37384791000.0,28143557000.0,98287221000.0,,,,30719445000.0,,,,,,,,1674571000.0,85582438000.0,,,,-96654000.0,,,,142044081000.0,,,,,,,317309000.0,62105000.0,-96654000.0,,534669000.0,,,,,7267623000.0,,152218000.0,21245728000.0,-417476000.0,-2792828000.0,10746938000.0,2362735000.0,,29364082000.0,,,,,,,,,50909279000.0,,8217000.0,,,1920086000.0,,,27600671000.0,1355363000.0,662049000.0,,,,,,,,,,,,,,,,,,
2010-09-30,-103707000.0,,2760439000.0,,,,,,,,8445744000.0,,,8466748000.0,10746938000.0,13524488000.0,,,-11588982000.0,-310000.0,,,,,20331666000.0,-2010438000.0,,624282000.0,,,,,,,,,1603830000.0,-15200000.0,,,,,89919051000.0,,1847003000.0,,262346000.0,,,,,,,,,-145094000.0,20001692000.0,,,,4932752000.0,,,,,,,,,89919051000.0,,520575000.0,,,,,,,,,,,,,,,,,40871181000.0,,,-2175957000.0,,53204474000.0,,,,,,,,,,852673000.0,,,,21004000.0,,,,18233410000.0,29870277000.0,99039987000.0,,,,28794263000.0,,446331000.0,,,,,,-163435000.0,83074751000.0,,,,-117807000.0,,,,139911168000.0,,,,,,,140000000.0,-103397000.0,-117807000.0,,685017000.0,,,,,2874788000.0,,-445529000.0,20575690000.0,665669000.0,-1693944000.0,7985309000.0,2362736000.0,,27479116000.0,521373000.0,,3610710000.0,,,,,,51181866000.0,,4946000.0,,,2149135000.0,,1837990000.0,29180314000.0,1315147000.0,1460241000.0,,,,,,,,,,,,,,,,,,
2010-12-31,536192000.0,2852086000.0,2852086000.0,,99997492000.0,90778672000.0,-238601000.0,,9032710000.0,7103859000.0,9032710000.0,7644906000.0,9912985000.0,9904727000.0,7985309000.0,13524488000.0,,,-8636519000.0,262629000.0,-1356821000.0,,139177399000.0,-48398727000.0,43756911000.0,-2253208000.0,,652905000.0,,,13524487892.0,677770000.0,-23601000.0,,7401410000.0,,-2984481000.0,-14093000.0,3541399000.0,,,95708000.0,139177399000.0,95708000.0,1688754000.0,,-84136000.0,-48398727000.0,-8260317000.0,-8335983000.0,,,,,,2678623000.0,549891000.0,,,,4339300000.0,0.0,0.06,,,,,0.06,,90778672000.0,,1189097000.0,2362735000.0,2717553000.0,-2782851000.0,8559000.0,,21780047000.0,,1561095000.0,,-849809000.0,13524488000.0,-41195138000.0,120994847000.0,,,2575661000.0,41324547000.0,-1232124000.0,,2155786000.0,-14093000.0,55733547000.0,,872017000.0,13909411000.0,,84135184000.0,164235000.0,,28401637000.0,,377633000.0,,-2358911000.0,,872017000.0,6778882000.0,4103507000.0,8982710000.0,18502681000.0,28401637000.0,99997492000.0,,,-222924000.0,32422115000.0,,-68240000.0,,9032710000.0,969138000.0,1380354000.0,113349941000.0,-564454000.0,84135184000.0,,778008000.0,41719869000.0,365219000.0,,2203176000.0,,141322039000.0,,-109974000.0,,390042000.0,428210000.0,13524487892.0,40965000.0,273563000.0,365219000.0,4197041000.0,677770000.0,27723867000.0,51580792000.0,41324547000.0,1059916000.0,792453000.0,-30000000.0,34601000.0,21780047000.0,-1580635000.0,-1795080000.0,8982710000.0,2362735000.0,141322039000.0,30200574000.0,1928362000.0,411216000.0,1689469000.0,5956970000.0,778008000.0,,55733547000.0,1928362000.0,51580792000.0,18502681000.0,0.0,1689469000.0,,2248054000.0,,,27723867000.0,2265452000.0,-457082000.0,,,,,,,,,,,,,,,,,,
2011-03-31,567995000.0,,2906094000.0,,,,,,,,10640042000.0,,,10640042000.0,8982710000.0,13524488000.0,,,-16937365000.0,130195000.0,,,,,32250569000.0,-2201273000.0,,685690000.0,,,,,,,,,0.0,-20361000.0,,,,,91021903000.0,,-1278866000.0,,44635000.0,,,,,,,,,568356000.0,15947193000.0,,,,4394326000.0,,,,,,,,,91021903000.0,,1253685000.0,,,,,,,,,,,,,,,,,47517270000.0,,,-833385000.0,,62685360000.0,,,,,,,,,,947806000.0,,,,,,,,18861421000.0,27886976000.0,100699473000.0,,,,28233536000.0,,-426390000.0,,,,,,-3480139000.0,90572336000.0,,,,331174000.0,,,,148216743000.0,,,,,,,180965000.0,437800000.0,331174000.0,,617941000.0,,,,,2991070000.0,,92875000.0,23579188000.0,685329000.0,-2454677000.0,10127107000.0,2362735000.0,,26107613000.0,404054000.0,,2603782000.0,,,,,,51959647000.0,,,,,2704331000.0,,1490160000.0,27269035000.0,2125923000.0,1557567000.0,,,,,,,,,,,,,,,,,,
2011-06-30,263016000.0,,3861618000.0,,,,,,,,9598989000.0,,,9618959000.0,10127107000.0,13524488000.0,,,-18175480000.0,8985000.0,,,,,48680885000.0,-2750728000.0,,864865000.0,,,,,,,,,-1262420000.0,,,,,,,27364000.0,6103310000.0,,7496000.0,,,,,,,,,1424354000.0,0.0,,,,6098673000.0,,,,,,,,,91254120000.0,,1127881000.0,,,,,,,,,,,,,,,,,45455891000.0,,,,,61987346000.0,,,,,,,,,,1068638000.0,,,,19970000.0,,,,18761409000.0,27909826000.0,102371132000.0,,,,37736213000.0,,-182541000.0,,,,,,3352582000.0,89897172000.0,,,,81406000.0,,,,147827023000.0,,,,,,,503767000.0,254031000.0,81406000.0,,675105000.0,,,,,7988942000.0,,10484000.0,22325890000.0,-355492000.0,-2794650000.0,9598989000.0,2362735000.0,,35623159000.0,,,1693395000.0,,,,,,51848463000.0,,,,,2997516000.0,,,27234721000.0,2113054000.0,688700000.0,,,,,,,,,,,,,,,,,,
2011-09-30,980639000.0,,3872975000.0,,,,,,,,10306951000.0,,,10435224000.0,9598989000.0,13524488000.0,,,-12390283000.0,221340000.0,,,,,31387344000.0,-1979044000.0,,821934000.0,,,,,,,,,-1205950000.0,-17576000.0,,,,,19645929000.0,,-1183851000.0,,73368000.0,,,,,,,,,969141000.0,13476762000.0,,,,10310886000.0,,,,,,,,,91966342000.0,,1802573000.0,,,,,,,,,,,,,,,,,51110746000.0,,,,,62473503000.0,,,,,,,,,,1097519000.0,,,,128273000.0,,,,19343751000.0,33243602000.0,103424496000.0,,,,41644993000.0,,-540631000.0,,,,,,-3162895000.0,95717105000.0,,,,759299000.0,,,,154535242000.0,,,,,,,341190000.0,759299000.0,759299000.0,,565131000.0,,,,,3366267000.0,,232998000.0,23072417000.0,833432000.0,-2306405000.0,9940316000.0,2362735000.0,,39095618000.0,477632000.0,,6876912000.0,,,,,,52560043000.0,,,,,3287091000.0,,1384237000.0,32678471000.0,2549375000.0,1580234000.0,,,,,,,,,,,,,,,,,,
2011-12-31,-993653000.0,6707082000.0,1786035000.0,,107164449000.0,93775373000.0,245213000.0,,10597113000.0,2489756000.0,10781678000.0,7763066000.0,10110507000.0,10787485000.0,9940316000.0,13524488000.0,,,-13575003000.0,-233028000.0,-2353204000.0,,147634750000.0,-39919351000.0,48627720000.0,-1809898000.0,,1089953000.0,,,13524487892.0,646091000.0,-176889000.0,,8982710000.0,,-4136660000.0,19714708000.0,3896709000.0,,,50638000.0,136253036000.0,50638000.0,-1150837000.0,,425620000.0,-53859377000.0,-9714547000.0,-8740943000.0,,,,,,1827591000.0,71924000.0,,,,6511435000.0,4456000.0,0.02,,,,,0.02,,96333685000.0,,96300000.0,2362735000.0,8842453000.0,-4115660000.0,71924000.0,,24124379000.0,,1617662000.0,,-1493637000.0,13524488000.0,-61078131000.0,145874433000.0,,,3432352000.0,49969708000.0,-6251187000.0,,3147903000.0,19714708000.0,62360398000.0,,5807000.0,8401310000.0,,98979471000.0,218026000.0,,36619073000.0,,454903000.0,,-6558717000.0,,5807000.0,7665985000.0,3866357000.0,10591306000.0,18586803000.0,36619073000.0,107164449000.0,,,485387000.0,38259691000.0,,-344075000.0,,10591306000.0,690504000.0,817996000.0,138111367000.0,-2960735000.0,98979471000.0,,237974000.0,46740125000.0,-1213155000.0,,3994693000.0,,157134157000.0,,-153852000.0,,1169962000.0,256000.0,13524487892.0,1169962000.0,-760625000.0,-1213155000.0,4402217000.0,646091000.0,35968526000.0,51825999000.0,49969708000.0,3445804000.0,169153000.0,-21000000.0,-459200000.0,24124379000.0,-1870069000.0,-2158815000.0,10591306000.0,2362735000.0,157134157000.0,37303222000.0,363995000.0,127492000.0,1495197000.0,5860159000.0,237974000.0,,62360398000.0,363995000.0,51825999000.0,18586803000.0,4456000.0,1495197000.0,,3994693000.0,,,35968526000.0,956469000.0,-871122000.0,,,,,,,,,,,,,,,,,,
2012-03-31,-1413803000.0,,4347592000.0,,,,,,,,16176797000.0,,,16187952000.0,11644741000.0,13524488000.0,,,-17131398000.0,-252717000.0,,,,,39422719000.0,-2241422000.0,,1075913000.0,,,,,,,,,0.0,-29470000.0,,,,,17740299000.0,,-2030495000.0,,85540000.0,,,,,,,,,-1472319000.0,10383568000.0,,,,9948357000.0,,,,,,,,,94105716000.0,,-337890000.0,,,,,,,,,,,,,,,,,59916097000.0,,,-804686000.0,,70466609000.0,,,,,,,,,,996155000.0,,,,11155000.0,,,,17525719000.0,40135032000.0,107706911000.0,,,,33589657000.0,,-490000000.0,,,,,,-4271917000.0,110601641000.0,,,,-1088439000.0,,,,167623008000.0,,,,,,,685321000.0,-1161086000.0,-1088439000.0,,516557000.0,,,,,3773322000.0,,-108952000.0,27316542000.0,1134429000.0,-2749816000.0,16176797000.0,2362735000.0,,32997696000.0,4207389000.0,,5319045000.0,,,,,,50790874000.0,,4354000.0,,,4054871000.0,,1185331000.0,39614121000.0,591961000.0,2242172000.0,,,,,,,,,,,,,,,,,,
2012-06-30,-2767548000.0,,4521370000.0,,,,,,,,9807916000.0,,,9811443000.0,16176797000.0,13524488000.0,,,-10153568000.0,-503866000.0,,,,,73099751000.0,-1922614000.0,,1649593000.0,,,,,,,,,-1972725000.0,,,,,,,34533000.0,215111000.0,,,,,,,,,,,-612688000.0,211144000.0,,,,10803284000.0,,,,,,,,,94449867000.0,,-1117955000.0,,,,,,,,,,,,,,,,,60365092000.0,,,,,84148712000.0,,,,,,,,,,912943000.0,,,,3527000.0,,,,15333548000.0,41088021000.0,119723763000.0,,,,38108124000.0,,-8981194000.0,,,,,,-1707503000.0,125236733000.0,,,,-2164816000.0,,,,180088855000.0,,,,,,,2829737000.0,-2263682000.0,-2164816000.0,,508693000.0,,,,,11369025000.0,,-2618339000.0,26421876000.0,-625328000.0,-13318557000.0,9807916000.0,2362735000.0,,38477773000.0,,,2553942000.0,,,,,,48694427000.0,,,,,13203576000.0,,,40579328000.0,-369649000.0,65147000.0,,,,,,,,,,,,,,,,,,
2012-09-30,-1348137000.0,,4610248000.0,,,,,,,,11372028000.0,,,11434043000.0,9807916000.0,13524488000.0,,,-28850883000.0,-255056000.0,,,,,46617880000.0,-2252161000.0,,1195385000.0,,,,,,,,,-4933490000.0,-66256000.0,,,,,14932633000.0,,1019954000.0,,,,,,,,,,,-1419327000.0,19228103000.0,,,,8143296000.0,,,,,,,,,94825913000.0,,-152752000.0,,,,,,,,,,,,,,,,,58239540000.0,,,,,81712375000.0,,,,,,,,,,1206699000.0,,,,62015000.0,,,,14279245000.0,40869087000.0,122049903000.0,,,,37134780000.0,,-3500596000.0,,,,,,-1232207000.0,122581462000.0,,,,-1082216000.0,,,,180289443000.0,,,,,,,3062868000.0,-1093081000.0,-1082216000.0,,663542000.0,,,,,3969501000.0,,2027928000.0,26347314000.0,1266575000.0,-3826816000.0,7222427000.0,2362735000.0,,36370969000.0,531745000.0,,6992105000.0,,,,,,47631162000.0,,0.0,,,14017434000.0,,1826067000.0,40205545000.0,763811000.0,2183138000.0,,,,,,,,,,,,,,,,,,
2012-12-31,-3562574000.0,115304000.0,115304000.0,,126000866000.0,100624278000.0,246911000.0,,9072576000.0,1122352000.0,9063593000.0,-323837000.0,2138851000.0,9072576000.0,7222427000.0,13524488000.0,,,-26154699000.0,563160000.0,-1472097000.0,,158976195000.0,-58351917000.0,61969223000.0,-2789182000.0,,1425241000.0,,,13524487892.0,6000000.0,-13578409000.0,,10591306000.0,,2677412000.0,19930226000.0,4407568000.0,,,61059000.0,158976195000.0,61059000.0,1917782000.0,,-119240000.0,-58351917000.0,-23153090000.0,-9205379000.0,,,,,,1080479000.0,12662000.0,,,,6162230000.0,0.0,-0.61,,,540654000.0,3015903000.0,-0.61,540654000.0,100624278000.0,,-2137333000.0,2362735000.0,20428953000.0,3845366000.0,12662000.0,,25596476000.0,,-1601785000.0,,-135016000.0,13524488000.0,-81925148000.0,149478821000.0,,,4921747000.0,49016016000.0,-8083027000.0,,3938323000.0,19930226000.0,83853411000.0,,8983000.0,8337940000.0,-1342116000.0,121245732000.0,198946000.0,,37392321000.0,,-132588000.0,,-569114000.0,,8983000.0,771236000.0,-4731405000.0,9063593000.0,10353049000.0,37392321000.0,126000866000.0,,,-609824000.0,40646260000.0,,-634019000.0,,9063593000.0,-8643583000.0,-9092062000.0,149802658000.0,-871400000.0,121245732000.0,1278746000.0,-8233754000.0,67915181000.0,-3898283000.0,,19213415000.0,,175016882000.0,,0.0,,143621000.0,26960000.0,13524487892.0,143621000.0,-4125734000.0,-3898283000.0,3944471000.0,6000000.0,36635652000.0,43807763000.0,49016016000.0,4234709000.0,771236000.0,,222267000.0,25596476000.0,-3531991000.0,-3257901000.0,9063593000.0,2362735000.0,175016882000.0,42332702000.0,688026000.0,-448479000.0,1425219000.0,6309166000.0,-8233754000.0,,83853411000.0,688026000.0,43807763000.0,10353049000.0,0.0,1425219000.0,,19213415000.0,,1278746000.0,36635652000.0,-1686442000.0,-2766921000.0,,,,,,,,,,,,,,,,,,
2013-03-31,-947838000.0,,11519148000.0,-403187000.0,,,,,,,12260366000.0,,,12262120000.0,9063593000.0,13524488000.0,-0.07,,-18100772000.0,-28995000.0,,,,,46660575000.0,-2420930000.0,,1517509000.0,,,,,,,,,-105289000.0,-61618000.0,,,,,18879850000.0,,-1091020000.0,,286048000.0,,,,,,,,,-1899988000.0,28206644000.0,,,,13376846000.0,,,,,,,,,116172657000.0,,569671000.0,,,,,,,,,,,,,,,,,64014992000.0,,,-1569160000.0,,98576726000.0,,,,,,,,,,1102825000.0,,,,1754000.0,,,,9405364000.0,60758934000.0,152000722000.0,,,,34213296000.0,,-234412000.0,,,,,,-3511950000.0,159335660000.0,,,,-975040000.0,,,,216015714000.0,-0.07,,,,,,1108035000.0,-918843000.0,-975040000.0,,3281771000.0,,,,,5169209000.0,,-1068028000.0,29105785000.0,2235329000.0,-3637121000.0,11412456000.0,2362735000.0,,33404017000.0,968929000.0,,6289756000.0,,,,,,42838767000.0,,,,,18215016000.0,,2231083000.0,57477163000.0,809279000.0,2709267000.0,,,,,,,,,,,,,,,,,,
2013-06-30,60717000.0,,13529383000.0,,,,,,,,10407732000.0,,,10408075000.0,11412456000.0,13524488000.0,,,-25488482000.0,-4655000.0,,,,,70887958000.0,-1959126000.0,,1304845000.0,,,,,,,,,-988613000.0,19631360000.0,,,,,102824861000.0,84447000.0,2752868000.0,,,,,,,,,,,3326366000.0,12493000.0,,,,13635588000.0,,,,,,,,,102824861000.0,,1365562000.0,,,,,,,,,,,,,,,,,63287114000.0,,,,,93668708000.0,,,,,,,,,,286270000.0,,,,343000.0,,,,9756604000.0,54495521000.0,139200982000.0,,,,36899917000.0,,-1300191000.0,,,,,,793742000.0,148164229000.0,,,,378595000.0,,,,202488096000.0,,,,,,,5669569000.0,65372000.0,378595000.0,,2442579000.0,,,,,20193371000.0,,-216660000.0,25235475000.0,-1887006000.0,-2712883000.0,10407732000.0,2360772000.0,,36364363000.0,,,6907215000.0,,,,,,42912452000.0,,1115215000.0,,,17977243000.0,,,50937727000.0,535554000.0,-2790812000.0,,,,,,,,,,,,,,,,,,
2013-09-30,-1218596000.0,,11063430000.0,,,,,,,,11489064000.0,,,11499037000.0,10407732000.0,13524488000.0,-0.09,,,70678000.0,,,,,45378214000.0,-2090208000.0,,1279142000.0,,,,,,,,,-66611336000.0,-145210000.0,,,,,17149597000.0,,690971000.0,,,,,,,,,,,-1442338000.0,25584612000.0,,,,12693279000.0,,,,,,,,,100265481000.0,,60546000.0,,,,,,,,,,,,,,,,,66872482000.0,,,,,95325430000.0,,,,,,,,,,1115212000.0,,,,9973000.0,,,,8534758000.0,57799125000.0,139436864000.0,,,,45421765000.0,,872828000.0,,,,,,-1399237000.0,153124555000.0,,,,-1221846000.0,,,,206309346000.0,-0.09,,,,,,5278281000.0,-1289274000.0,-1221846000.0,,2409020000.0,,,,,5965672000.0,,-2570478000.0,22460745000.0,1502884000.0,-2424746000.0,10529381000.0,2359226000.0,,44546517000.0,940015000.0,,9149036000.0,,,,,,41751213000.0,,1109534000.0,,,18170562000.0,,3378035000.0,54280571000.0,875248000.0,2317586000.0,,,,,,,,,,,,,,,,,,
