date,trailingTaxProvision,quarterlyEndCashPosition,quarterlyInvestingCashFlow,annualNetOtherFinancingCharges,trailingEndCashPosition,annualTaxProvision,annualCurrentDebt,annualEndCashPosition,quarterlyNetIncomeCommonStockholders,trailingTotalRevenue,trailingCostOfRevenue,trailingOperatingIncome,annualResearchAndDevelopment,trailingNetIncomeContinuousOperations,annualOtherCurrentAssets,quarterlyPurchaseOfInvestment,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualAccountsPayable,quarterlyEbitda,quarterlyRetainedEarnings,annualOperatingExpense,annualFreeCashFlow,annualOtherNonCurrentAssets,annualTotalLiabilitiesNetMinorityInterest,quarterlyCurrentAssets,quarterlyCurrentLiabilities,trailingSellingGeneralAndAdministration,quarterlyTotalLiabilitiesNetMinorityInterest,trailingFreeCashFlow,quarterlyGrossPPE,trailingOperatingExpense,annualRepurchaseOfCapitalStock,quarterlyNonCurrentDeferredRevenue,quarterlyFreeCashFlow,annualCostOfRevenue,annualNetIncomeContinuousOperations,annualBeginningCashPosition,quarterlyOperatingIncome,quarterlyTotalRevenue,annualCashAndCashEquivalents,annualNetOtherInvestingChanges,annualTotalAssets,trailingPretaxIncome,quarterlyAccountsReceivable,quarterlyNetOtherInvestingChanges,quarterlyCostOfRevenue,annualLongTermDebt,quarterlyOtherCurrentAssets,annualNetIncome,annualCashDividendsPaid,annualEbitda,annualCurrentAssets,annualNetIncomeCommonStockholders,quarterlyOtherNonCurrentLiabilities,annualSellingGeneralAndAdministration,quarterlyBasicEPS,trailingSaleOfInvestment,annualCommonStockIssuance,quarterlyGrossProfit,annualOtherIntangibleAssets,annualSaleOfInvestment,annualOtherShortTermInvestments,quarterlyCashDividendsPaid,quarterlyOperatingExpense,annualStockholdersEquity,annualDilutedAverageShares,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualAccountsReceivable,trailingNetIncomeCommonStockholders,quarterlyNonCurrentDeferredTaxesLiabilities,annualDepreciationAndAmortization,quarterlyLongTermDebt,quarterlyNetIncomeContinuousOperations,quarterlyBasicAverageShares,quarterlyGoodwill,quarterlySellingGeneralAndAdministration,quarterlyNetIncome,quarterlyStockholdersEquity,annualRetainedEarnings,quarterlyNetPPE,quarterlyTaxProvision,quarterlyInventory,annualChangeInInventory,quarterlyRepaymentOfDebt,quarterlyInterestExpense,annualOtherNonCashItems,quarterlyCommonStockIssuance,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,annualOperatingCashFlow,annualNetPPE,annualTotalNonCurrentAssets,annualInventory,annualCurrentLiabilities,quarterlyCurrentDebt,annualDilutedEPS,annualGrossProfit,quarterlyOtherIntangibleAssets,quarterlyPurchaseOfBusiness,quarterlyDilutedAverageShares,annualNonCurrentDeferredTaxesLiabilities,annualCashCashEquivalentsAndMarketableSecurities,quarterlyNetOtherFinancingCharges,quarterlyResearchAndDevelopment,quarterlyPretaxIncome,quarterlyCapitalExpenditure,annualOtherNonCurrentLiabilities,annualBasicAverageShares,annualPurchaseOfBusiness,quarterlyOtherNonCurrentAssets,quarterlyAccumulatedDepreciation,trailingNetIncome,annualGoodwill,trailingCashDividendsPaid,trailingInterestExpense,trailingBeginningCashPosition,annualPretaxIncome,trailingPurchaseOfInvestment,annualNonCurrentDeferredRevenue,quarterlyTotalNonCurrentAssets,annualInterestExpense,quarterlyDilutedEPS,quarterlyTotalAssets,quarterlyOtherShortTermInvestments,annualChangeInWorkingCapital,quarterlyOtherCurrentLiabilities,quarterlyBeginningCashPosition,trailingCapitalExpenditure,quarterlySaleOfInvestment,quarterlyCapitalStock,annualGrossPPE,trailingChangeInCashSupplementalAsReported,trailingInvestingCashFlow,quarterlyChangeInCashSupplementalAsReported,annualAccumulatedDepreciation,annualBasicEPS,annualOperatingIncome,trailingRepaymentOfDebt,quarterlyAccountsPayable,annualPurchaseOfInvestment,trailingResearchAndDevelopment,annualCapitalStock,annualRepaymentOfDebt,annualTotalRevenue,annualCapitalExpenditure,annualOtherCurrentLiabilities,trailingGrossProfit,annualInvestingCashFlow,annualChangeInCashSupplementalAsReported,trailingRepurchaseOfCapitalStock,quarterlyDepreciationAndAmortization,trailingNetOtherInvestingChanges,quarterlyIncomeTaxPayable,trailingDeferredIncomeTax,annualDeferredIncomeTax,quarterlyChangeInWorkingCapital,trailingChangeInAccountPayable,annualStockBasedCompensation,quarterlyOtherIncomeExpense,trailingOtherNonCashItems,quarterlyOtherNonCashItems,trailingNetOtherFinancingCharges,quarterlyInvestmentsAndAdvances,quarterlyChangeInAccountPayable,annualCashFlowFromContinuingFinancingActivities,annualCurrentAccruedExpenses,quarterlyRepurchaseOfCapitalStock,annualChangesInAccountReceivables,trailingOperatingCashFlow,annualInvestmentsAndAdvances,quarterlyChangesInAccountReceivables,trailingBasicEPS,trailingBasicAverageShares,trailingStockBasedCompensation,quarterlyDeferredIncomeTax,annualCurrentDeferredRevenue,trailingChangeInWorkingCapital,trailingChangesInAccountReceivables,quarterlyOperatingCashFlow,annualGainsLossesNotAffectingRetainedEarnings,trailingCommonStockIssuance,trailingCashFlowFromContinuingFinancingActivities,trailingChangeInInventory,trailingPurchaseOfBusiness,quarterlyCurrentDeferredRevenue,annualOtherIncomeExpense,annualChangeInAccountPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,trailingDilutedEPS,quarterlyStockBasedCompensation,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCurrentAccruedExpenses,annualIncomeTaxPayable,trailingDepreciationAndAmortization,trailingOtherIncomeExpense,quarterlyChangeInInventory,trailingDilutedAverageShares
2016-09-30,,2202702026.0,-264534026.81,,,,,,93476253.85,,,,,,,-73584924.8,,,108987861.14,1353988077.2,,,,,7494788750.4,6162538423.33,,7894112948.21,,3359227280.72,,,180695942.43,726034108.34,,,,51766670.22,2288838590.94,,,,,821977720.83,0.0,1888723570.86,,1812900934.82,,,,,,180695942.43,,0.094,,,400115020.08,,,,-45318546.8,348348349.86,,,1731574524.88,,,36081302.71,,1514797279.74,96767668.26,994428232.0,,343172850.55,93476253.85,4873480110.65,,3359227280.72,6248266.39,1276294887.38,,-631019000.0,5971926.49,,,2396316855.5,2792099444.28,,,,,,1695330655.36,,,902101849.39,,994428232.0,,,-9166758.48,,103015934.65,-50656658.52,,,,1049228577.82,,,,,,,,,,5954267024.12,,0.094,13449055774.52,395782588.78,,512992537.03,1636134328.48,,-140758661.07,995900000.0,,,,566567697.52,,,,,3660137931.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-31,,2894305807.48,-78755137.21,-19140912.0,,54210189.22,1579448510.67,2894305807.48,-28456108.36,,,,404592452.39,,1767778993.36,180953911.67,1716655456.17,2801282227.13,68516067.3,1289413464.37,1399968814.59,1875337883.22,748364409.66,7706874992.26,7611653175.14,5990219536.09,,7706874992.26,,3347678689.13,,,176628594.78,752747991.92,7088783071.84,225885239.05,1690285427.32,-83815360.16,1357403454.34,3261735812.98,-187946000.0,13210513281.43,,674313323.03,-190646000.0,1090925126.74,1505828496.06,1767778993.36,223369729.35,-159453176.41,787124221.51,7611653175.14,223369729.35,176628594.78,1355443050.91,,,,266478327.6,896641004.79,78432178.72,62657466.94,-18390959.28,350293687.76,4829340535.85,994965387.0,1716655456.17,674313323.03,,34198365.33,332605187.18,1505828496.06,-36580340.52,,0.0,323048855.41,-28456108.36,4829340535.85,1289413464.37,3347678689.13,-10795339.54,1014713967.01,164160287.2,-891506410.0,115891747.36,106231107.21,,3261735812.98,3324393279.92,2093174716.44,3347678689.13,5598860106.29,1014713967.01,5990219536.09,1579448510.67,0.2245,1598719155.57,896641004.79,,,34198365.33,3324393279.92,-9974153.52,,-47375680.06,-76594320.05,176628594.78,994965387.0,,748364409.66,-3169498533.28,,0.0,,,,280095428.27,,176628594.78,5598860106.29,174423606.06,,13210513281.43,62657466.94,1429539093.45,966078717.88,2202702026.0,,6199037.02,995900000.0,3347678689.13,,,691603781.48,-3169498533.28,0.2245,198750340.98,,2801282227.13,-355369025.13,,995900000.0,-1663110370.0,8687502227.41,-217836833.22,966078717.88,,-679988523.01,1204020380.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-03-31,,2382913214.73,-161138099.6,,,,,,64037860.01,,,,,,,-118000895.64,,,92760287.91,1353451324.38,,,,,8143964172.21,7347958521.14,,8274225111.4,,3312631140.24,,,184230518.93,-371400005.23,,,,88942992.11,2661668231.55,,,,,1273326911.44,11900000.0,2226956041.45,,1781642013.2,,,,,,184230518.93,,0.0647,,,434712190.1,,,,-54199997.25,345769197.99,,,926266590.26,,,34407153.2,,707628918.13,67252606.74,989765997.0,,333882110.44,64037860.01,4893371509.19,,3312631140.24,23460026.29,1540739320.03,,-14688900.0,2047654.88,,,2529379407.29,2605774830.81,,,,,,1598882413.43,,,889596431.73,,989765997.0,,,-3578184.74,,90712633.03,-56333414.79,,,,886343258.96,,,,,,,,,,5701209765.99,,0.0647,13845173938.2,76395423.52,,1532940647.46,2894305807.48,,251250.0,995900000.0,,,,-511392592.75,,,,,3652355621.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-30,,2250438476.71,626648243.77,,,,,,-31772215.15,,,,,,,67000895.64,,,37695454.44,1265485659.23,,,,,6953956598.21,6885503907.5,,7103666013.51,,3353832187.69,,,184295520.2,-739841607.17,,,,-111381944.35,1541651993.51,,,,,1349249833.15,0.0,1346730520.65,,1498026223.42,,,,,,184295520.2,,,,,194921472.86,,,,-41999454.23,306303417.21,,,218162106.01,,,33866585.81,,0.0,-32534722.36,,0.0,292574665.47,-31772215.15,4792058162.1,,3353832187.69,6865355.83,1103041049.43,,-70368461.52,63364820.97,,,2433951595.34,2509240079.17,,,,,,1531432918.74,,,883510259.58,,,,,-14331954.6,,-25669366.53,-105654170.65,,,,778862152.34,-3292035726.75,,,,,,,,,5619016946.73,,,12572973544.94,75288483.83,,2237663595.57,2382913214.73,,664318003.27,985850000.0,,,,-132474738.02,,,,,2504709003.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-09-30,,2624128131.78,-823321006.1,,,,,,41140539.9,,,,,,,-301000000.0,,,50897571.54,1306626199.13,,,,,8611833687.32,7897342628.87,,8790342924.76,,3362569956.55,,,198834954.81,191870399.97,,,,-72814421.09,1832632941.77,,,,,1351804228.59,7000000.0,1566235208.64,,2371556883.85,,,,,,13699471.42,,0.0417,,,266397733.13,,,,-75714277.95,339212154.22,,,893000295.89,,,30465869.66,,650000000.0,36635644.35,986583691.0,,329507456.42,41140539.9,4820641569.52,,3362569956.55,10363205.03,1236765770.81,,-748982280.0,3898722.16,,,2782101130.76,2851288983.51,,,,,,1844228862.64,,,861859086.99,,986583691.0,,,0.0,,46998849.38,-115049803.87,,,,882724490.96,,,,,,,,,,5671418531.72,,0.0417,14283252219.04,69187852.75,,2533995137.16,2250438476.71,,-445967169.73,985850000.0,,,,373689655.07,,,,,2973479088.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-31,,2946734827.85,49387143.88,-17925712.05,,18345015.8,2033879689.22,2946734827.85,-16891961.79,,,,,,1774902697.7,26000000.0,916112928.98,2285832053.25,93385374.22,1273219846.84,1315500273.17,-849466399.48,934741824.37,8663791049.62,8417140843.74,7747678120.64,,8663791049.62,,3320971761.12,,,184660141.13,69904812.95,6036004631.87,37711338.94,2894305807.48,-36941145.6,1183357219.28,3292984287.5,18900000.0,14102773527.68,,1238285603.95,0.0,896082861.13,689011500.0,1774902697.7,56514222.97,-198184561.39,543353656.69,8417140843.74,56514222.97,899471.42,1325672502.73,,,,287274358.15,859721089.66,263117582.83,40478838.5,-26270831.96,324215503.75,4797305395.91,988010891.0,916112928.98,1238285603.95,,28741816.43,327993377.17,689011500.0,-33642189.79,,,369708270.4,-16891961.79,4797305395.91,1273219846.84,3320971761.12,-22343571.35,1167681087.61,-154031734.39,-949815351.53,149371135.36,102625996.44,,3292984287.5,3333463126.0,-556313931.89,3320971761.12,5685632683.94,1167681087.61,7747678120.64,2033879689.22,0.0572,1183305754.24,859721089.66,,,28741816.43,3333463126.0,-15572.71,,-55985761.14,-16115078.28,899471.42,988010891.0,-5283896.52,934741824.37,,,,,,,56056354.74,,184660141.13,5685632683.94,159303924.78,,14102773527.68,40478838.5,-923162619.25,2712878172.8,2624128131.78,,44515499.29,985850000.0,3320971761.12,,,322606696.07,,0.0572,-132194518.93,,2285832053.25,-326000000.0,,985850000.0,-1783854993.05,7219310386.11,-293152467.59,2712878172.8,,-308423718.05,52429020.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-31,,2275876721.56,672659303.1,,,,,,47951154.7,,,,,,,-115620000.0,,,43801596.15,1321171001.54,,,,,8249457531.0,7585823239.77,,8489531908.18,,3307006318.48,,,183444120.26,-710712817.94,,,,33542439.5,2322580812.33,,,,,2083106242.6,2750000.0,1983823564.86,,1217145061.59,,,,,,-35678843.76,,0.0486,,,338757247.47,,,,-63272439.99,305214807.97,,,903708668.41,,,28254391.91,,688689000.0,30279309.46,986649274.0,0.0,298536927.64,47951154.7,4841124195.02,,3307006318.48,7634197.52,1380241946.67,,-800000000.0,5888089.17,,,2603880290.2,2695906347.29,,,,,,2159287283.31,,,852702210.97,,986649274.0,,,,,37913506.98,-84043722.16,,,,976445047.56,,,,,,,,,,5704931990.85,,0.0486,13954389521.85,92026057.09,,1766297153.28,2946734827.85,,868364303.41,985850000.0,,,,-670858106.29,,,,,3075451216.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-30,,2070957331.5,30533190.75,,,,,,-192931036.35,,,,,,,9116274.43,,,-78815060.55,1581053891.2,,,,,7894795831.57,6645755695.76,,7857481706.16,,3303175190.73,,,181059307.06,99215871.4,,,,-225592543.56,1186837153.16,,,,,1403463319.54,0.0,1149858613.35,,1267852735.72,,,,,,-1678843.76,,,,,36978539.81,,,,-61343531.34,262571083.37,,,1211726010.4,,,130631547.1,,896714000.0,-183234038.74,,0.0,258547449.93,-192931036.35,5108293379.0,,3303175190.73,30568272.61,1354554020.83,,-709581308.56,73850705.58,,,2386981353.66,3275915368.03,,,,,,2340917357.13,,,846769727.76,,,,,,,-152665766.13,-45033995.44,,,,1024840245.91,,,,,,,,,,5777558683.16,,,13672354514.73,888934014.37,,1107250612.96,2275876721.56,,65862926.84,985850000.0,,,,-204919390.06,,,,,2619576103.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-09-30,,1722180655.49,-1033317694.73,,,,,,-251985491.02,,,,,,,-842734341.26,,,-239277788.09,1331763605.26,,,,,8375532043.5,7376046688.37,,8591038093.13,,3250767522.43,,,181020781.78,34537654.47,,,,-262835142.45,1324273514.96,,,,,1077915046.58,0.0,1275252666.23,,1891042592.59,,,,,,3321156.24,,-0.2556,,,49020848.73,,,,-37154693.17,311855991.18,,,1214991404.76,,,133935466.74,,896714000.0,-261441010.69,985858729.0,,216089888.76,-251985491.02,4863571215.36,,3250767522.43,10390386.85,1582076393.34,,-977811610.0,11772835.75,,,2035716037.63,2948824343.24,,,,,,2993081265.9,,,850603158.2,,985858729.0,,,,88766351.43,-251050623.84,-59368274.34,,,,1042841039.68,,,,,,,,,,5776670663.44,,-0.2556,14152202706.94,913108305.61,,800472628.62,2070957331.5,,-132754403.21,985850000.0,,,,-348776676.01,,,,,2973529987.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-31,,1279587830.24,-216144347.76,,,50221900.25,2777516101.13,1279587830.24,-903143401.25,,,,378394140.28,,2551629737.93,49238066.83,1301486055.29,2153446714.91,-797325965.9,493080403.24,1613843392.85,-652829886.51,-350203731.4,8484665985.63,7532432255.8,7183179930.34,,8484665985.63,,3175673939.91,,,169360596.63,-75870594.44,5098425607.81,-1364972156.27,2946734827.85,-716385360.89,707306912.81,1549845341.18,,13140741755.99,,405771306.07,,689490763.37,868473000.0,2551629737.93,-1300108773.92,-192616455.28,-810498544.18,7532432255.8,-1300108773.92,1254033.01,1226064226.79,,,,17816149.44,842336991.0,618287130.3,897235968.16,-30845790.78,734201510.33,4007081663.62,985827096.0,1301486055.29,405771306.07,,130983510.46,334173879.49,868473000.0,-950576416.3,,,614561185.58,-903143401.25,4007081663.62,493080403.24,3175673939.91,1629043.27,1430349787.42,-386310148.38,-1070000000.0,151621407.13,156440468.2,,1549845341.18,2447081309.34,-384397747.85,3175673939.91,5608309500.19,1430349787.42,7183179930.34,2777516101.13,-1.3188,442572785.45,842336991.0,,,130983510.46,2447081309.34,,127956563.73,-948947373.03,-79986146.72,1254033.01,985827096.0,,-350203731.4,,,,,,,-1314750256.02,,169360596.63,5608309500.19,170077832.35,,13140741755.99,897235968.16,278957097.76,1725546606.85,1722180655.49,,-183185696.74,985850000.0,3175673939.91,,,-442592825.25,,-1.3188,-1171270607.4,,2153446714.91,-900000000.0,,985850000.0,-3557392918.56,5540998393.26,-268432138.66,1725546606.85,,-546269548.64,-1667146997.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-31,,1540363384.58,-86369148.25,,,,,,44955415.92,,,,,,,-353057147.47,,,54847313.42,538035819.16,,,,,8521818473.96,7970938553.5,,9266135553.4,,3118206489.18,,,163875292.76,164163391.02,,,,18327941.92,2115080714.0,,,,,691258318.1,8321200.0,1839766486.36,,2774714802.41,,,,,,-2847955.7,,0.0456,,,275314227.64,,,,-36224749.89,256986285.72,,,1295196999.9,,,130479807.01,,868473000.0,40643475.59,985864384.0,,185005586.17,44955415.92,4046709321.43,,3118206489.18,4394700.81,1397785787.72,,-210000000.0,9809137.02,,,1766005243.79,2660044934.7,,,,,,3015356547.19,,,829982980.31,,985864384.0,,,,71799584.34,45038176.4,-33746310.89,,,,-490083505.08,,,,,,,,,,5436200532.94,,0.0456,13958019006.9,894039690.91,,1732549723.31,1279587830.24,,291177468.95,985850000.0,,,,260775554.34,,,,,2726534826.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-30,,1472387089.88,41832014.33,,,,,,-25342890.22,,,,,,,-100814090.93,,,81192056.05,487588777.44,,,,,7663561402.09,7047920338.74,,8346046766.62,,3102499548.31,,,178663426.66,210983160.14,,,,-18931024.48,1261203528.98,,,,,854300648.63,-8329481.27,1066261907.46,,2398396345.75,,,,,,2256078.98,,,,,194941621.52,,,,-38931696.45,213872646.0,,,1298126427.88,,,136684227.05,,868170000.0,-30826905.43,,,125126305.34,-25342890.22,4029470790.21,,3102499548.31,21709201.63,1115849440.24,,-419000000.0,90309759.85,,,1745076747.84,2683103561.85,,,,,,2716261536.23,,,822557960.06,,,,,,84730451.45,-9117703.8,-29629334.87,,,,-97000000.0,,,,,,,,,,5351697840.43,,,13015259242.52,938026814.01,,1559589852.28,1540363384.58,,179265336.38,985850000.0,,,,-67976294.7,,,,,2301182046.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-30,,645426221.13,1021647944.72,,,,,,50564301.95,,,,,,,450000000.0,,,79501932.98,538153079.39,,,,,6654009597.82,6555022145.76,,7055063394.12,,3115330740.01,,,171306036.18,-351773403.22,,,,42078041.42,1748174384.09,,,,,1042021353.12,0.0,1464117344.39,,2183218593.62,,,,,,3772542.65,,0.0513,,,284057039.7,,,,-36210520.59,241978998.28,,,500041248.36,,,136180523.61,,78170000.0,65076178.67,985658907.0,,153853339.46,50564301.95,4077587444.47,,3115330740.01,6384177.07,992148399.2,,-2238456500.0,8041577.24,,,936365762.9,1873004307.5,,,,,,1419436098.69,,,819530441.8,,985658907.0,,,,86408629.64,71460355.74,-35367415.73,,,,-877775310.87,,,,,,,,,,5133164800.01,,0.0513,11787174397.83,936638544.6,,2106614052.82,1472387089.88,,606985964.58,985850000.0,,,,-826960868.75,,,,,2563598755.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
