,quarterlyOperatingCashFlow,annualPurchaseOfInvestment,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherNonCurrentLiabilities,trailingInvestingCashFlow,quarterlyNetIncome,annualInvestingCashFlow,annualPretaxIncome,quarterlyNetIncomeContinuousOperations,trailingPretaxIncome,annualNonCurrentDeferredTaxesLiabilities,annualNonCurrentDeferredRevenue,annualTotalAssets,trailingCashDividendsPaid,trailingNetIncome,trailingPurchaseOfBusiness,annualStockholdersEquity,annualLongTermDebt,annualOtherNonCashItems,quarterlyDilutedEPS,quarterlyOtherCurrentLiabilities,quarterlyCommonStockIssuance,quarterlyOtherShortTermInvestments,trailingNetOtherInvestingChanges,quarterlyAccountsReceivable,annualCurrentLiabilities,trailingStockBasedCompensation,annualRetainedEarnings,trailingChangeInInventory,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,annualDepreciationAndAmortization,quarterlyGoodwill,annualCommonStockIssuance,annualGoodwill,annualStockBasedCompensation,annualDilutedAverageShares,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyLongTermDebt,trailingChangeInWorkingCapital,annualCapitalStock,quarterlyInventory,quarterlyInvestmentsAndAdvances,trailingOperatingCashFlow,quarterlyOtherIncomeExpense,annualAccountsReceivable,annualOperatingCashFlow,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualTotalRevenue,quarterlyCashAndCashEquivalents,annualChangeInAccountPayable,trailingOtherIncomeExpense,quarterlyCashCashEquivalentsAndMarketableSecurities,trailingGrossProfit,annualAccountsPayable,trailingOperatingIncome,quarterlyCashDividendsPaid,annualOtherShortTermInvestments,annualCashCashEquivalentsAndMarketableSecurities,annualOtherIntangibleAssets,quarterlyDepreciationAndAmortization,annualBasicAverageShares,annualCashFlowFromContinuingFinancingActivities,annualEndCashPosition,annualNetPPE,annualOtherIncomeExpense,annualEbitda,trailingTotalRevenue,trailingRepaymentOfDebt,quarterlyCapitalStock,annualOperatingIncome,quarterlyBeginningCashPosition,annualCashAndCashEquivalents,annualNetOtherInvestingChanges,trailingChangeInCashSupplementalAsReported,quarterlyInterestExpense,quarterlyCurrentDebt,annualGrossPPE,quarterlyChangesInAccountReceivables,quarterlyPurchaseOfInvestment,trailingCashFlowFromContinuingFinancingActivities,trailingEndCashPosition,annualInvestmentsAndAdvances,annualIncomeTaxPayable,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyTotalAssets,quarterlyNetIncomeCommonStockholders,quarterlyOtherNonCurrentAssets,quarterlyOtherIntangibleAssets,quarterlyTotalNonCurrentAssets,annualGainsLossesNotAffectingRetainedEarnings,quarterlyNetOtherFinancingCharges,annualOtherNonCurrentLiabilities,quarterlyFreeCashFlow,trailingCapitalExpenditure,annualCapitalExpenditure,trailingDeferredIncomeTax,quarterlyRepurchaseOfCapitalStock,quarterlyGrossPPE,quarterlyIncomeTaxPayable,annualDeferredIncomeTax,quarterlyDeferredIncomeTax,quarterlyAccountsPayable,trailingInterestExpense,quarterlyOtherCurrentAssets,annualAccumulatedDepreciation,quarterlyNonCurrentDeferredRevenue,trailingBeginningCashPosition,annualSellingGeneralAndAdministration,quarterlyChangeInWorkingCapital,annualOtherNonCurrentAssets,quarterlyGainsLossesNotAffectingRetainedEarnings,annualChangesInAccountReceivables,annualCurrentAssets,trailingOperatingExpense,annualRepurchaseOfCapitalStock,trailingNetIncomeContinuousOperations,quarterlyStockBasedCompensation,quarterlyBasicEPS,trailingNetIncomeCommonStockholders,quarterlyEbitda,annualChangeInCashSupplementalAsReported,annualCurrentAccruedExpenses,annualNetOtherFinancingCharges,quarterlyStockholdersEquity,annualOtherCurrentLiabilities,trailingNetOtherFinancingCharges,annualNetIncomeCommonStockholders,quarterlyNetOtherInvestingChanges,quarterlyGrossProfit,trailingChangesInAccountReceivables,quarterlyChangeInAccountPayable,trailingRepurchaseOfCapitalStock,quarterlyEndCashPosition,quarterlyInvestingCashFlow,annualInterestExpense,annualRepaymentOfDebt,quarterlyBasicAverageShares,quarterlyOperatingExpense,quarterlyChangeInInventory,annualDilutedEPS,quarterlyCurrentDeferredRevenue,annualOtherCurrentAssets,annualTotalNonCurrentAssets,quarterlyOtherNonCashItems,trailingFreeCashFlow,annualGrossProfit,quarterlyCurrentAssets,quarterlySellingGeneralAndAdministration,quarterlyCurrentLiabilities,annualTotalLiabilitiesNetMinorityInterest,annualTaxProvision,quarterlyTaxProvision,annualInventory,quarterlyRepaymentOfDebt,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyPurchaseOfBusiness,trailingCostOfRevenue,annualChangeInWorkingCapital,quarterlyPretaxIncome,quarterlyNetPPE,quarterlyRetainedEarnings,annualBasicEPS,trailingDepreciationAndAmortization,quarterlyCapitalExpenditure,annualNetIncomeContinuousOperations,quarterlyCashFlowFromContinuingFinancingActivities,annualChangeInInventory,trailingTaxProvision,quarterlyOperatingIncome,quarterlyTotalRevenue,quarterlyDilutedAverageShares,annualNetIncome,annualFreeCashFlow,annualCurrentDebt,quarterlyAccumulatedDepreciation,annualCurrentDeferredRevenue,trailingOtherNonCashItems,annualCashDividendsPaid,annualOperatingExpense,trailingSellingGeneralAndAdministration,annualBeginningCashPosition,annualPurchaseOfBusiness,annualCostOfRevenue,annualResearchAndDevelopment,trailingBasicAverageShares,quarterlySaleOfInvestment,annualSaleOfInvestment,trailingDilutedEPS,trailingBasicEPS,trailingResearchAndDevelopment,trailingCommonStockIssuance,trailingSaleOfInvestment,trailingPurchaseOfInvestment,trailingChangeInAccountPayable,quarterlyResearchAndDevelopment,trailingDilutedAverageShares
1128038400,693500060.0,,180999999.0,1642700348.0,,190099884.0,,,190099884.0,,,,,,,,,,,0.26481,596800231.0,56299407.0,,,893500581.0,,,,,1221500581.0,,,,,,,,1139000000.0,4497299652.0,,,102099884.0,,,-8700349.0,,,,,1322099884.0,,,1322099884.0,,,,-63801030.0,,,,405300600.0,,,,,,,,,0.0,,1141099791.0,,,,157200000.0,1581600465.0,,,,,,,,10928700348.0,18050099884.0,190099884.0,845799071.0,6750700348.0,14974099884.0,,-7898215.0,,430500030.0,,,,-233100434.0,21522400697.0,,,89199154.0,1471299652.0,,0.0,,,,,34401615.0,,147400697.0,,,,,,,0.26481,,845001394.0,,,,7098199768.0,,,,8298825.0,841299651.0,,,,1322099884.0,-263300753.0,,,713600000.0,409198606.0,26900026.0,,,,,,,,3076000000.0,,3649700348.0,,,86900116.0,,,7279000000.0,,,,278600465.0,7377600465.0,1013900116.0,,,-263000030.0,,-249200471.0,,,432101045.0,2062800232.0,723400000.0,,,,-14144800232.0,,,,,,,,,,,,,,,,,,,,,
1135987200,804999535.0,-11300000.0,-1313500465.0,1635300000.0,,78499768.0,-1355200000.0,1030100000.0,86299768.0,,1023900000.0,,16222300000.0,,,,6870000000.0,4639900000.0,1100000.0,,571800000.0,19100348.0,,,610300000.0,2027600000.0,,849700000.0,,-823800348.0,956200000.0,1623700000.0,3156900000.0,219400000.0,3156900000.0,24300000.0,722000000.0,1023900000.0,4639900000.0,,0.0,138800000.0,31200000.0,,-82900581.0,610300000.0,2914600000.0,7299100000.0,8142700000.0,,,,,,394400000.0,,-96599535.0,,,3602100000.0,417099535.0,714200000.0,-2447300000.0,8600000.0,7339400000.0,-110400000.0,3297500000.0,,,0.0,1725500000.0,1322099884.0,,0.0,,149000000.0,5000000.0,21783300000.0,,-2599652.0,,,31200000.0,,9326700000.0,16222300000.0,78499768.0,0.0,3602100000.0,14979800000.0,-7300000.0,399884.0,1635300000.0,430899651.0,,-1319000000.0,,-228599419.0,21783300000.0,,340000000.0,55800232.0,394400000.0,,8600000.0,-14443900000.0,,,2140600000.0,269898606.0,0.0,-7300000.0,262700000.0,1242500000.0,,-892100000.0,,,,,706299419.0,-887900000.0,956200000.0,-8700000.0,6870000000.0,571800000.0,,700300000.0,-1318998837.0,2910500348.0,,,,8600000.0,-375699419.0,643700000.0,-1601100000.0,,2553799419.0,-36699768.0,0.97,,8600000.0,14979800000.0,1101162.0,,5489800000.0,1242500000.0,,2027600000.0,9326700000.0,322000000.0,58800232.0,138800000.0,,7299100000.0,,,353700000.0,140199884.0,7339400000.0,849700000.0,0.98,,-374099884.0,708100000.0,-1742799419.0,-5500000.0,,356700929.0,2086700000.0,,700300000.0,1595600000.0,5000000.0,-14443900000.0,,,-312200000.0,3764300000.0,,896500000.0,-29400000.0,2652900000.0,,,,,,,,,,,,,
1143763200,673100187.0,,-9699907.0,1636899813.0,,210100420.0,,,210100420.0,,,,,,,,,,,0.299725,626700141.0,33199440.0,,,610300093.0,,,,,660400000.0,,,3155000000.0,,,,,997300327.0,4513400280.0,,,150999533.0,,,-22100654.0,,,,,,,,,,,,-95900280.0,,,,419000467.0,,,,,,,,,0.0,,8599953.0,,,,127000000.0,75499766.0,,,,,,,,9195799860.0,16017800093.0,210100420.0,27900514.0,3555699440.0,14926400047.0,,0.0,,352600420.0,,,,-231599720.0,21916199206.0,,,113100187.0,1345999533.0,,1168.0,,,,,-29800327.0,,-1599720.0,,,,,,,0.299725,,874300327.0,,,,6794300560.0,,,,-2999766.0,1420099766.0,,,,-1099953.0,-316099953.0,,,698600000.0,943800140.0,-12199907.0,,,,,,,,1091400047.0,540700000.0,2048199440.0,,,116099953.0,,,7147600420.0,,,,328299860.0,7303499533.0,828900047.0,,,-320499767.0,,-366700140.0,,,476299626.0,2080499766.0,705800000.0,,,,-14612699673.0,,,,,,,,,,,,,,,,,,,,,
1151625600,813000203.0,,-17500316.0,1310300057.0,,356600112.0,,,356600112.0,,,,,,,,,,,0.506005,88799776.0,12500505.0,,,514100390.0,,,,,668200000.0,,,3172300056.0,,,,,878199665.0,3354100390.0,,,115800335.0,,,-40300056.0,,,,,,,,,,,,-94800222.0,,,,374799868.0,,,,,,,,,0.0,,-1099953.0,,,,125500000.0,1376400446.0,,,,,,,,9142799777.0,16007200223.0,356600112.0,960099274.0,3542300056.0,15058499721.0,,-312398216.0,,354200472.0,,,,-249400838.0,22198100391.0,,,25399534.0,1509099833.0,,106399331.0,,,,,70800885.0,,-1499163.0,,,,,,,0.511565,,885500000.0,,,,6839100948.0,,,,-8400122.0,1467000223.0,,,,-18600112.0,-486099712.0,,,689800000.0,921299163.0,35200465.0,,582600112.0,,,,,,948700502.0,539200000.0,3600199665.0,,,18700502.0,,,5542600112.0,,,,377899610.0,7383800335.0,949200223.0,,,-458799731.0,,-344399693.0,,,545701060.0,2135200223.0,697000000.0,,,,-14814300056.0,,,,,,,,,,,,,,,,,,,,,
1159574400,570400113.0,,-6800001.0,1330499609.0,,319599866.0,,,319599866.0,,,,,,,,,,,0.459145,1432199620.0,37200469.0,98799598.0,,739700458.0,,,,,683900000.0,464400358.0,,3192300212.0,,,,,948500056.0,3407600313.0,,,144000224.0,,,-16500503.0,,,,,0.0,,,98799598.0,,,,-93799330.0,,,,387200000.0,,,,,,,,,0.0,,-18600112.0,,,,125600000.0,1378399464.0,,,,,,,,9444299766.0,16454499832.0,319599866.0,1012499161.0,3518200515.0,15180200067.0,,-1472.0,,146499656.0,,,,-119699118.0,22562799821.0,,,146300771.0,363400022.0,,5599641.0,,,,,-265400916.0,,-5300101.0,,,,,,,0.46913,,961300056.0,,,,6987899855.0,,,,-9000246.0,1526799676.0,,,,-25399575.0,-451000290.0,,,682800000.0,945199139.0,-28200066.0,,,,,13000001.0,,,1274299765.0,561899709.0,3757699788.0,,,126500503.0,,,5686599978.0,,,,448500056.0,7457200179.0,1093199955.0,,,-423900457.0,,-126199821.0,,,581600537.0,2210699676.0,692000000.0,,,,-15105599642.0,,,,,,,,,,,,,,,,,,,,,
1167523200,747199497.0,-22700000.0,13900224.0,1257300000.0,,236199564.0,-1675200000.0,1482000000.0,244699564.0,,1067300000.0,,16508200000.0,,,,6928100000.0,3493700000.0,51700000.0,,617800000.0,21599586.0,110200000.0,,707200000.0,3738200000.0,,1080100000.0,,729500000.0,885300000.0,1575600000.0,3169500000.0,104500000.0,3169500000.0,25100000.0,694800000.0,1067300000.0,3493700000.0,,0.0,196400000.0,35200000.0,,-24399620.0,707200000.0,2803700000.0,5818300000.0,8681000000.0,0.0,,,110200000.0,,427300000.0,,-130200168.0,110200000.0,110200000.0,3515600000.0,394599665.0,687600000.0,-1148600000.0,-11500000.0,7466500000.0,-102200000.0,3568200000.0,,,0.0,2082500000.0,-25399575.0,0.0,0.0,,132500000.0,1434400000.0,22885200000.0,,,,,35200000.0,10300000.0,9556500000.0,16508200000.0,236199564.0,0.0,3515600000.0,15163300000.0,-1500000.0,2999688.0,1257300000.0,331999452.0,,-1618400000.0,,-199500324.0,22885200000.0,10300000.0,409200000.0,124399508.0,427300000.0,,40400000.0,-15418700000.0,,,2280900000.0,-23299642.0,0.0,-1500000.0,-95600000.0,1344900000.0,,-800200000.0,,,,,866900045.0,-20100000.0,885300000.0,-309400000.0,6928100000.0,617800000.0,,1122500000.0,-1620699866.0,1525100089.0,,,,-11500000.0,-422000045.0,510600000.0,-1314700000.0,,1046200179.0,-52400492.0,1.615,,40400000.0,15163300000.0,14200279.0,,5939000000.0,1344900000.0,639100000.0,3738200000.0,9556500000.0,351000000.0,89700123.0,196400000.0,,5818300000.0,,,-247700000.0,327300101.0,7466500000.0,1080100000.0,1.635,,-415200045.0,1131000000.0,-311300346.0,-57600000.0,,478899910.0,2254600089.0,,1122500000.0,1185300000.0,1434400000.0,-15418700000.0,,,-414700000.0,3856500000.0,,8600000.0,-49000000.0,2742000000.0,,,,,,,,,,,,,
1175299200,460599631.0,,545500461.0,1498399446.0,,225100323.0,,,194800507.0,,,,,,,,,,,0.285125,790998616.0,400139.0,110699954.0,,959300046.0,,,,,723600000.0,,,3169599862.0,,,,,934499539.0,4312500000.0,,,159400369.0,,,-8499770.0,,,,,534000231.0,,,644700185.0,,,,-125899446.0,,,,358199954.0,,,,,,,,,0.0,,-11500231.0,,,,119300000.0,1351600554.0,,,,,,,,10747898985.0,17403399446.0,225100323.0,1063499769.0,3798600092.0,15227399677.0,,-900600.0,,78699262.0,,,,-200699954.0,22913000461.0,,,78199954.0,1621200415.0,,62599169.0,,,,,-234301199.0,,-147400830.0,,,,,,,0.29013,,762198985.0,,,,6630400138.0,,,,-10400138.0,1481999631.0,,,,534000231.0,-392300507.0,,,674200000.0,1080299908.0,36999539.0,,,,,80699954.0,,,2175999769.0,713000000.0,4002500000.0,,,79300046.0,,,6745398985.0,,,,275599631.0,7195699954.0,1009800507.0,,,-381900369.0,,477200185.0,,,401699723.0,2205599631.0,681000000.0,,,,-15717300507.0,,,,,,,,,,,,,,,,,,,,,
1183161600,1061900900.0,,-531800142.0,1644399575.0,,468700319.0,,,253099894.0,,,,,,,,,,,0.37537,626199787.0,200286.0,54800213.0,,571800213.0,,,,,753700000.0,,,3168800213.0,,,,,1018600425.0,4800500531.0,,,158800213.0,,,-21700318.0,,,,,2199787.0,,,57000000.0,,,,-125000660.0,,,,395099727.0,,,,,,,,,0.0,,534000231.0,,,,126800000.0,6399575.0,,,,,,,,9930900106.0,16567800213.0,468700319.0,1095199787.0,3779900106.0,15340600425.0,,-4300251.0,,580100950.0,,,,-169499833.0,23287099894.0,,,92500365.0,1576700319.0,,48699255.0,,,,,373100349.0,,-125800213.0,,,,,,,0.380375,,869999621.0,,,,6614800213.0,,,,2700882.0,1474399894.0,,,,2199787.0,-477799387.0,,,667000000.0,977400213.0,600886.0,,,,,-44598998.0,,,1227199787.0,586600000.0,2467399575.0,,,93700319.0,,,7463500531.0,,,,348099894.0,7296700319.0,1023399575.0,,,-481799950.0,,-1115900504.0,,,496999681.0,2228099894.0,673800000.0,,,,-15990399575.0,,,,,,,,,,,,,,,,,,,,,
1191110400,831799380.0,,-1200071.0,1760799960.0,,409899632.0,,,409899632.0,,,,,,,,,,,0.614975,976800159.0,99168.0,44100169.0,,484499652.0,,,,,764799762.0,913499950.0,,3168500447.0,,,,,1076800159.0,4496600417.0,,,170600219.0,,,-17899235.0,,,,,999702.0,,,45099871.0,,,,-222.0,,,,408499981.0,,,,,,,,,0.0,,2199787.0,,,,108800000.0,6000199.0,,,,,,,,9993900427.0,16697300010.0,409899632.0,1128499454.0,3745500348.0,15396500050.0,,1606.0,,397699838.0,,,,-232200094.0,23666000198.0,,,222699264.0,336899533.0,,94600019.0,,,,,-166399269.0,,-118599821.0,,,,,,,0.619975,,1007499723.0,,,,6679599523.0,,,,-1231.0,1545099870.0,,,,999702.0,-430000474.0,,,656040740.0,954299911.0,-11799968.0,,,,,69300018.0,,,1300799960.0,551700288.0,2659699891.0,,,78599821.0,,,7334200536.0,,,,490199742.0,7353999801.0,1167300010.0,,,-434099542.0,,-402999969.0,,,590799959.0,2309899632.0,661406720.0,,,,-16312000397.0,,,,,,,,,,,,,,,,,,,,,
1199059200,817400089.0,-8800000.0,18899752.0,1717900000.0,,400100139.0,-1771600000.0,1498100000.0,406700139.0,,1048100000.0,,16987600000.0,,,,6926200000.0,4583500000.0,-14100000.0,,662300000.0,200407.0,46200000.0,,710900000.0,2686000000.0,,1457500000.0,,806400229.0,1002700000.0,1615000000.0,3168000000.0,900000.0,3168000000.0,95800000.0,668400000.0,1048100000.0,4583500000.0,,0.0,243300000.0,38900000.0,,-13799910.0,710900000.0,3171700000.0,7349500000.0,9074400000.0,0.0,,,46200000.0,,406000000.0,,-274199672.0,46200000.0,46200000.0,3944700000.0,453200338.0,663400000.0,-1368700000.0,19900000.0,7177300000.0,-69500000.0,3577600000.0,,,0.0,1994700000.0,999702.0,0.0,0.0,,109600000.0,5400000.0,23808900000.0,,,,,38900000.0,7300000.0,10035500000.0,16987600000.0,400100139.0,0.0,3944700000.0,15646900000.0,-103500000.0,4299245.0,1717900000.0,344899950.0,,-1770300000.0,,-147500119.0,23808900000.0,7300000.0,376900000.0,-16499583.0,406000000.0,,19900000.0,-16631600000.0,,,2416200000.0,52700119.0,0.0,-103500000.0,-31600000.0,1340700000.0,,-749900000.0,,,,,948098987.0,31400000.0,1002700000.0,-900000.0,6926200000.0,662300000.0,,1257900000.0,-1771399513.0,1524399453.0,,,,19900000.0,-471499632.0,464500000.0,-7857000000.0,,1019199603.0,-44800457.0,1.88,,19900000.0,15646900000.0,-119500974.0,,6025900000.0,1340700000.0,564900189.0,2686000000.0,10035500000.0,233600000.0,-17999921.0,243300000.0,,7349500000.0,,,25100000.0,384199573.0,7177300000.0,1457500000.0,1.895,,-472500139.0,1264500000.0,-326999712.0,-19000000.0,,505199850.0,2330799682.0,,1257900000.0,1401400000.0,5400000.0,-16631600000.0,,,-525100000.0,4031200000.0,,-11500000.0,,3048500000.0,,,,,,,,,,,,,
1206921600,633500000.0,,29200000.0,1647500000.0,,291000000.0,,,291800000.0,,,,,,,,,,,0.45,43400000.0,100000.0,116000000.0,,687900000.0,,,,,795300000.0,677900000.0,,3541200000.0,,,,,1090500000.0,5187400000.0,,,228600000.0,30000000.0,,-23800000.0,,,,,49100000.0,,,165100000.0,,,,0.0,,,,429300000.0,,,,,,,,,0.0,,19900000.0,,,,110500000.0,7800000.0,,60700000.0,,,,,,10709900000.0,17686700000.0,291000000.0,0.0,4270600000.0,16310600000.0,,-4600000.0,,313800000.0,,,,-122500000.0,24049500000.0,29300000.0,,-2300000.0,335300000.0,,4200000.0,,,,,-35700000.0,,-102700000.0,,,,,,6300000.0,0.45,,941000000.0,,,,6954700000.0,,,,-2100000.0,1555300000.0,,,,49100000.0,-1008700000.0,,,647400000.0,1021200000.0,14700000.0,,634600000.0,,,-3200000.0,,,1376100000.0,599100000.0,2784500000.0,,,109400000.0,,-3180900000.0,7925400000.0,,,,401200000.0,7094200000.0,1534800000.0,,,-319700000.0,,404400000.0,,,534100000.0,2350600000.0,649200000.0,,,,-16955300000.0,,,,,,,,,,,,,,,,,,,,,
1214784000,452700000.0,,-3400000.0,165500000.0,,267000000.0,,,267900000.0,,,,,,,,,,,0.415,737600000.0,200000.0,5100000.0,,1007400000.0,,,,,803400000.0,997400000.0,,3540400000.0,,,,,1100800000.0,5512300000.0,,,262500000.0,32400000.0,,-7100000.0,,,,,0.0,,,5100000.0,,,,-294100000.0,,,,412300000.0,,,,,,,,,0.0,,49100000.0,,,,117900000.0,6500000.0,,-319500000.0,,,,,,11050000000.0,18066400000.0,267000000.0,0.0,4255400000.0,16370300000.0,,4600000.0,,17100000.0,,,,-76700000.0,24382300000.0,11800000.0,,179200000.0,334400000.0,,85400000.0,,57900000.0,,,-359900000.0,,-114200000.0,,,,,,10100000.0,0.415,,918800000.0,,,,6994400000.0,,,,11600000.0,1595300000.0,,,,45700000.0,-428400000.0,,,642000000.0,1092700611.0,-33900000.0,,,,,-1500000.0,,,1696100000.0,673200000.0,2756200000.0,,,113500000.0,,-2523700000.0,8293800000.0,,,,381400000.0,7124000000.0,1617900000.0,,,-435600000.0,,-27700000.0,,,502599389.0,2398700000.0,644000000.0,,,,-17258300000.0,,,,,,,,,,,,,,,,,,,,,
1222732800,986100000.0,,-9800000.0,1588000000.0,,285100000.0,,,286100000.0,,,,,,,,,,,0.445,61500000.0,100000.0,0.0,,954200000.0,,,,,822100000.0,,,3543800000.0,,,,,1128800000.0,6033400000.0,,,276000000.0,21000000.0,,-13600000.0,,,,,35900000.0,,,35900000.0,,,,4600000.0,,,,430800000.0,,,,,,,,,0.0,,45700000.0,,,,124400000.0,4600000.0,,53200000.0,,,,,,11832300000.0,18920500000.0,285100000.0,0.0,4247100000.0,17337900000.0,,-4600000.0,,-367800000.0,,,,-75100000.0,24794800000.0,12500000.0,,113500000.0,1470200000.0,,8600000.0,,,,,204000000.0,,-112900000.0,,,,,,8400000.0,0.445,,971700000.0,,,,7066300000.0,,,,-885200000.0,1627200000.0,,,,35900000.0,-1352700000.0,,,638600000.0,1079400000.0,-13500000.0,,643300000.0,,,-9400000.0,,,1582600000.0,643300000.0,3082100000.0,,,125100000.0,,-2538700000.0,8750200000.0,,,,411200000.0,7171200000.0,1726600000.0,,,-1353900000.0,,356800000.0,,,547800000.0,2449300000.0,640600000.0,,,,-17623600000.0,,,,,,,,,,,,,,,,,,,,,
1230681600,746700000.0,-9000000.0,-32000000.0,1295000000.0,,284900000.0,-4177961000.0,1907039000.0,285200000.0,,1527335000.0,,23317720000.0,,,,8740494000.0,7725516000.0,1072177000.0,,0.0,-400000.0,0.0,,966000000.0,3720369000.0,,1859000000.0,,841600000.0,,2088372000.0,3564000000.0,0.0,4337388000.0,6085000.0,644000000.0,1255000000.0,6348000000.0,,0.0,333000000.0,42000000.0,,-50500000.0,1175622000.0,3430723000.0,10828866000.0,11747701000.0,0.0,,,0.0,,1782905000.0,,-148500000.0,0.0,0.0,6287022000.0,443600000.0,640000000.0,727766000.0,4868000.0,8904789000.0,-103445000.0,4558882000.0,,,0.0,3149596000.0,35900000.0,0.0,0.0,,126800000.0,768000000.0,8904789000.0,-11400000.0,,,,51114000.0,,11955000000.0,19160000000.0,284900000.0,0.0,5166000000.0,17602000000.0,-130000000.0,4600000.0,1576015000.0,114900000.0,,-3335797000.0,,-5700000.0,24949000000.0,,161000000.0,-129400000.0,1679000000.0,,14000000.0,-17632000000.0,,,2580000000.0,190600000.0,0.0,-130000000.0,-217000000.0,1896086000.0,,-340760000.0,,-19800000.0,,,943600000.0,-19472000.0,,0.0,7182000000.0,929788000.0,,1372776000.0,-11600000.0,1612800000.0,,,,4000000.0,-643200000.0,563471000.0,-14198739000.0,,1072300000.0,-57300000.0,0.021358,,17038000.0,21421634000.0,-19800000.0,,4670846000.0,1558000000.0,637000000.0,3057000000.0,14549235000.0,530612000.0,88000000.0,405261000.0,-3423700000.0,8898000000.0,,,-857985000.0,373200000.0,7317000000.0,1859000000.0,0.021419,,-631800000.0,1376427000.0,-135500000.0,-90000000.0,,540500000.0,2454400000.0,,1372776000.0,94926000.0,4868000.0,-17632000000.0,,,-533046000.0,1521250000.0,,24340000.0,-696000000.0,7076855000.0,,,,,,,,,,,,,
1238457600,614000000.0,,61000000.0,1190000000.0,,321000000.0,,,322000000.0,,,,,,,,,,,0.505,78000000.0,1000000.0,0.0,,842000000.0,,,,,797000000.0,,,3564000000.0,,,,,1255000000.0,6509000000.0,,,264000000.0,43000000.0,,-26000000.0,,,,,65000000.0,,,65000000.0,,,,-151000000.0,,,,447000000.0,,,,,,,,,0.0,,4000000.0,,,,115000000.0,3000000.0,,124000000.0,,,,,,11737000000.0,19051000000.0,321000000.0,1461000000.0,5161000000.0,17604000000.0,,0.0,,140000000.0,,,,,25317000000.0,12000000.0,,-11000000.0,1460000000.0,,8000000.0,,,,,-103000000.0,,-100000000.0,,,,,,9000000.0,0.505,,941000000.0,,,,7290000000.0,,,,-4000000.0,1578000000.0,,,,65000000.0,-478000000.0,,,636000000.0,1071000000.0,69000000.0,,660000000.0,,,-1000000.0,,,1447000000.0,644000000.0,2783000000.0,,,57000000.0,,-3499000000.0,8954000000.0,,,,379000000.0,7375000000.0,1932000000.0,,,-474000000.0,,-75000000.0,,,507000000.0,2375000000.0,636000000.0,,,,-17942000000.0,,,,,,,,,,,,,,,,,,,,,
1246320000,852000000.0,,-39000000.0,1403000000.0,,243000000.0,,,244000000.0,,,,,,,,,,,0.385,0.0,0.0,,,725000000.0,,,,,799000000.0,61000000.0,,3564000000.0,,,,,1278000000.0,6085000000.0,,,200000000.0,43000000.0,,-64000000.0,,,,,,,,26000000.0,,,,-155000000.0,,,,427000000.0,,,,,,,,,0.0,,65000000.0,,,,120000000.0,795000000.0,,117000000.0,,,,,,11655000000.0,19054000000.0,243000000.0,1527000000.0,5153000000.0,17795000000.0,,0.0,,295000000.0,,,,,25629000000.0,,,132000000.0,409000000.0,,26000000.0,,,,,53000000.0,,-110000000.0,,,,,,11000000.0,0.385,,879000000.0,,,,7378000000.0,,,,5000000.0,1578000000.0,,,,26000000.0,-552000000.0,,,636000000.0,1076000000.0,64000000.0,,,,,11000000.0,,,1259000000.0,652000000.0,2889000000.0,,,88000000.0,,-2783000000.0,8766000000.0,,,,332000000.0,7508000000.0,2026000000.0,,,-557000000.0,,-339000000.0,,,502000000.0,2377000000.0,636000000.0,,,,-18121000000.0,,,,,,,,,,,,,,,,,,,,,
1254268800,814000000.0,,8000000.0,214000000.0,,279000000.0,,,280000000.0,,,,,,,,,,,0.435,82000000.0,0.0,0.0,,781000000.0,,,,,810000000.0,631000000.0,,3572000000.0,,,,,,5809000000.0,,,192000000.0,43000000.0,,-38000000.0,,,,,34000000.0,,,34000000.0,,,,-145000000.0,,,,416000000.0,,,,,,,,,0.0,,26000000.0,,,,121000000.0,82000000.0,,-56000000.0,,,,,,11759000000.0,19292000000.0,279000000.0,1556000000.0,5138000000.0,17973000000.0,,-6000000.0,,256000000.0,,,,0.0,26057000000.0,14000000.0,,110000000.0,429000000.0,,52000000.0,,84000000.0,,,36000000.0,,-105000000.0,,,,,,-3000000.0,0.44,,937000000.0,,,,7513000000.0,,,,-1000000.0,1601000000.0,,,,34000000.0,-585000000.0,,,636000000.0,1076000000.0,24000000.0,,646000000.0,,,-3000000.0,,,1319000000.0,646000000.0,3062000000.0,,,106000000.0,,-1006000000.0,8697000000.0,,,,386000000.0,7664000000.0,2154000000.0,,,-558000000.0,,-221000000.0,,,525000000.0,2411000000.0,636000000.0,,,,-18393000000.0,,,,,,,,,,,,,,,,,,,,,
