,annualSaleOfInvestment,annualNonCurrentDeferredTaxesLiabilities,quarterlyNetOtherFinancingCharges,quarterlyOtherNonCurrentAssets,quarterlyInvestmentsAndAdvances,trailingOtherNonCashItems,quarterlyCapitalExpenditure,annualPurchaseOfInvestment,annualBasicEPS,quarterlyOperatingCashFlow,quarterlyCashFlowFromContinuingFinancingActivities,annualStockholdersEquity,annualLongTermDebt,trailingPurchaseOfBusiness,quarterlyNetIncomeContinuousOperations,quarterlyDilutedAverageShares,quarterlyNetIncome,annualInvestingCashFlow,annualChangeInInventory,annualDepreciationAndAmortization,trailingPretaxIncome,trailingCashDividendsPaid,annualInventory,quarterlyOtherIncomeExpense,quarterlyTaxProvision,trailingNetIncome,quarterlyInventory,annualGoodwill,quarterlyNetPPE,annualCurrentLiabilities,annualRetainedEarnings,quarterlyNonCurrentDeferredTaxesLiabilities,annualAccountsReceivable,trailingOperatingCashFlow,quarterlyLongTermDebt,quarterlyOtherCurrentLiabilities,trailingNetOtherInvestingChanges,quarterlyOtherShortTermInvestments,quarterlyCommonStockIssuance,annualCapitalStock,annualOperatingCashFlow,quarterlyBasicEPS,quarterlyChangeInCashSupplementalAsReported,quarterlyCostOfRevenue,annualOtherIntangibleAssets,quarterlyAccountsReceivable,quarterlyCurrentAccruedExpenses,quarterlyOtherIntangibleAssets,quarterlyDepreciationAndAmortization,quarterlyBeginningCashPosition,annualNetPPE,annualGainsLossesNotAffectingRetainedEarnings,trailingGrossProfit,trailingRepaymentOfDebt,annualOperatingIncome,trailingChangeInWorkingCapital,quarterlyBasicAverageShares,annualRepaymentOfDebt,annualEbitda,quarterlyCapitalStock,annualTotalRevenue,quarterlyFreeCashFlow,annualOtherIncomeExpense,annualDilutedEPS,annualNetOtherInvestingChanges,trailingTotalRevenue,annualDilutedAverageShares,annualOtherCurrentLiabilities,annualEndCashPosition,annualCashCashEquivalentsAndMarketableSecurities,annualCashFlowFromContinuingFinancingActivities,trailingEndCashPosition,trailingCashFlowFromContinuingFinancingActivities,quarterlyTotalAssets,quarterlyTotalNonCurrentAssets,quarterlyNetIncomeCommonStockholders,annualNonCurrentDeferredRevenue,trailingChangeInCashSupplementalAsReported,quarterlyCurrentDebt,quarterlyInterestExpense,trailingOperatingIncome,annualOtherNonCurrentLiabilities,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,annualAccountsPayable,trailingOtherIncomeExpense,annualGrossPPE,trailingInvestingCashFlow,annualPretaxIncome,quarterlySaleOfInvestment,quarterlyPurchaseOfInvestment,annualIncomeTaxPayable,quarterlyChangesInAccountReceivables,trailingRepurchaseOfCapitalStock,annualAccumulatedDepreciation,quarterlyGrossProfit,annualInvestmentsAndAdvances,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyRepurchaseOfCapitalStock,quarterlyAccountsPayable,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,annualSellingGeneralAndAdministration,quarterlyChangeInAccountPayable,quarterlyNonCurrentDeferredRevenue,annualCapitalExpenditure,trailingOperatingExpense,trailingSellingGeneralAndAdministration,annualRepurchaseOfCapitalStock,annualOtherNonCurrentAssets,annualOperatingExpense,trailingNetIncomeContinuousOperations,quarterlyTotalLiabilitiesNetMinorityInterest,trailingCapitalExpenditure,annualNetIncomeContinuousOperations,trailingDeferredIncomeTax,annualCashAndCashEquivalents,annualChangesInAccountReceivables,trailingBeginningCashPosition,trailingNetOtherFinancingCharges,quarterlyTotalRevenue,trailingInterestExpense,quarterlyOperatingIncome,quarterlyIncomeTaxPayable,quarterlyGrossPPE,quarterlyInvestingCashFlow,quarterlyEndCashPosition,annualCurrentAccruedExpenses,annualChangeInCashSupplementalAsReported,quarterlyChangeInInventory,annualCurrentAssets,quarterlyOtherNonCashItems,annualChangeInAccountPayable,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyCashDividendsPaid,annualDeferredIncomeTax,annualInterestExpense,quarterlyEbitda,annualNetIncomeCommonStockholders,annualNetOtherFinancingCharges,annualOtherShortTermInvestments,quarterlyRetainedEarnings,annualCommonStockIssuance,annualFreeCashFlow,quarterlyPurchaseOfBusiness,quarterlyPretaxIncome,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualGrossProfit,quarterlyOperatingExpense,annualTotalNonCurrentAssets,annualChangeInWorkingCapital,trailingNetIncomeCommonStockholders,quarterlyCurrentDeferredRevenue,quarterlySellingGeneralAndAdministration,quarterlyStockholdersEquity,trailingCostOfRevenue,quarterlyCurrentLiabilities,quarterlyRepaymentOfDebt,quarterlyGoodwill,quarterlyNetOtherInvestingChanges,annualTotalLiabilitiesNetMinorityInterest,quarterlyCurrentAssets,trailingFreeCashFlow,annualTaxProvision,trailingTaxProvision,annualTotalAssets,annualNetIncome,quarterlyOtherCurrentAssets,annualCurrentDebt,quarterlyAccumulatedDepreciation,annualBeginningCashPosition,annualOtherCurrentAssets,trailingDepreciationAndAmortization,annualCostOfRevenue,annualOtherNonCashItems,annualPurchaseOfBusiness,quarterlyDilutedEPS,annualCashDividendsPaid,quarterlyOtherNonCurrentLiabilities,annualBasicAverageShares,trailingBasicAverageShares,quarterlyStockBasedCompensation,trailingCommonStockIssuance,annualResearchAndDevelopment,trailingBasicEPS,trailingDilutedEPS,quarterlyResearchAndDevelopment,trailingStockBasedCompensation,trailingPurchaseOfInvestment,annualCurrentDeferredRevenue,trailingChangesInAccountReceivables,annualStockBasedCompensation,trailingChangeInInventory,trailingChangeInAccountPayable,trailingSaleOfInvestment,trailingResearchAndDevelopment,trailingDilutedAverageShares
1348963200,,,0.0,162000000.0,178000000.0,,-182000000.0,,,14000000.0,478000000.0,,,,71000000.0,234000000.0,64000000.0,,,,,,,59000000.0,14000000.0,,98000000.0,,6966000000.0,,,437000000.0,,,3863000000.0,211000000.0,,,,,,0.24,10000000.0,208000000.0,,562000000.0,,279000000.0,129000000.0,61000000.0,,,,,,,234000000.0,,,3458000000.0,,-168000000.0,,,,,,,,,,,,9423000000.0,8434000000.0,56000000.0,,,304000000.0,58000000.0,,,71000000.0,71000000.0,,,,,,,,,-67000000.0,,,330000000.0,,-142000000.0,,426000000.0,1000000.0,-218000000.0,,,,,,,,,,,6086000000.0,,,,,,,,538000000.0,,83000000.0,7000000.0,11331000000.0,-483000000.0,71000000.0,,,-1000000.0,,-25000000.0,,,-25000000.0,,,272000000.0,,,,-323000000.0,,,,85000000.0,5016000000.0,,247000000.0,,,,,,3002000000.0,,1070000000.0,-307000000.0,447000000.0,-301000000.0,,989000000.0,,,,,,235000000.0,,-4365000000.0,,,,,,,0.24,,126000000.0,,,,,,,,,,,,,,,,,,
1356912000,0.0,430000000.0,-59000000.0,50000000.0,172000000.0,,-230000000.0,-13000000.0,-2.61,245000000.0,-64000000.0,3010000000.0,3610000000.0,,60000000.0,,48000000.0,-1048000000.0,1000000.0,564000000.0,,,82000000.0,-56000000.0,11000000.0,,82000000.0,447000000.0,7044000000.0,1385000000.0,-358000000.0,430000000.0,597000000.0,,3610000000.0,169000000.0,,,,781000000.0,520000000.0,,-44000000.0,263000000.0,284000000.0,597000000.0,,284000000.0,145000000.0,71000000.0,7044000000.0,-148000000.0,,,423000000.0,,,-314000000.0,344000000.0,781000000.0,2262000000.0,15000000.0,-661000000.0,-2.61,-299000000.0,,235000000.0,169000000.0,27000000.0,27000000.0,504000000.0,,,9451000000.0,8513000000.0,38000000.0,51000000.0,,607000000.0,41000000.0,,15000000.0,27000000.0,27000000.0,495000000.0,,11481000000.0,,-443000000.0,,,6000000.0,-34000000.0,,-4437000000.0,398000000.0,172000000.0,-148000000.0,,495000000.0,7000000.0,40000000.0,493000000.0,,51000000.0,-742000000.0,,,,50000000.0,1030000000.0,,6111000000.0,,-546000000.0,,27000000.0,-23000000.0,,,661000000.0,,155000000.0,6000000.0,11481000000.0,-226000000.0,27000000.0,,-22000000.0,17000000.0,938000000.0,-8000000.0,34000000.0,4726000000.0,-29000000.0,90000000.0,223000000.0,257000000.0,-614000000.0,-96000000.0,,-358000000.0,293000000.0,-222000000.0,,71000000.0,4726000000.0,1453000000.0,243000000.0,8513000000.0,-52000000.0,,,,3010000000.0,,1385000000.0,-2000000.0,447000000.0,11000000.0,6111000000.0,938000000.0,,103000000.0,,9451000000.0,-583000000.0,19000000.0,607000000.0,-4437000000.0,49000000.0,19000000.0,,809000000.0,-46000000.0,0.0,,-136000000.0,15000000.0,235000000.0,,,,,,,,,,,,,,,,,
1364688000,,,-20000000.0,44000000.0,170000000.0,,-132000000.0,,,256000000.0,-84000000.0,,,,8000000.0,258000000.0,-2000000.0,,,,,,,-52000000.0,-17000000.0,,95000000.0,,7078000000.0,,,424000000.0,,,3611000000.0,111000000.0,,17000000.0,,,,-0.04,23000000.0,201000000.0,,457000000.0,,283000000.0,139000000.0,27000000.0,,,,,,,258000000.0,,,781000000.0,,124000000.0,,,,,,,,,,,,9357000000.0,8582000000.0,-11000000.0,,,620000000.0,58000000.0,,,50000000.0,50000000.0,,,,,,-2000000.0,-2000000.0,,142000000.0,,,339000000.0,,-138000000.0,,450000000.0,-25000000.0,77000000.0,,-37000000.0,51000000.0,,,,,,,,6045000000.0,,,,,,,,540000000.0,,90000000.0,5000000.0,11641000000.0,-150000000.0,50000000.0,,,-1000000.0,,11000000.0,,,-29000000.0,,,188000000.0,,,,-448000000.0,,,,-9000000.0,4749000000.0,,249000000.0,,,,,115000000.0,2984000000.0,,1296000000.0,-35000000.0,447000000.0,-16000000.0,,775000000.0,,,,,,17000000.0,,-4563000000.0,,,,,,,-0.04,,18000000.0,,,,,,,,,,,,,,,,,,
1372550400,,,-16000000.0,43000000.0,185000000.0,,-163000000.0,,,92000000.0,86000000.0,,,,34000000.0,262000000.0,25000000.0,,,,,,,7000000.0,10000000.0,,122000000.0,,7116000000.0,,,412000000.0,,,3936000000.0,103000000.0,,18000000.0,0.0,,,0.06,17000000.0,187000000.0,,449000000.0,,281000000.0,145000000.0,50000000.0,,,,,,,262000000.0,,,781000000.0,,-71000000.0,,,,,,,,,,,,9456000000.0,8635000000.0,15000000.0,,,524000000.0,58000000.0,,,67000000.0,67000000.0,,,,,,14000000.0,-10000000.0,,17000000.0,,,355000000.0,,-141000000.0,,374000000.0,-8000000.0,-93000000.0,,-75000000.0,51000000.0,,,,,,,,6162000000.0,,,,,,,,542000000.0,,83000000.0,12000000.0,11770000000.0,-160000000.0,67000000.0,,,-29000000.0,,-16000000.0,,,-53000000.0,,,247000000.0,,,,-509000000.0,,,-10000000.0,44000000.0,5060000000.0,,272000000.0,,,,,133000000.0,2972000000.0,,1102000000.0,-7000000.0,447000000.0,-2000000.0,,821000000.0,,,,,,18000000.0,,-4654000000.0,,,,,,,0.06,,20000000.0,,,,,,,,,,,,,,,,,,
1380499200,,,200000000.0,97000000.0,183000000.0,,-168000000.0,,,253000000.0,-115000000.0,,,,-3000000.0,266000000.0,0.0,,,,,,,-9000000.0,48000000.0,,103000000.0,,7138000000.0,,,418000000.0,,,3599000000.0,79000000.0,,19000000.0,0.0,,,-0.03,-12000000.0,260000000.0,,457000000.0,,280000000.0,141000000.0,67000000.0,,,,,,,266000000.0,,,781000000.0,,85000000.0,,,,,,,,,,,,9535000000.0,8764000000.0,-9000000.0,,,518000000.0,61000000.0,,,55000000.0,55000000.0,,,,,,4000000.0,4000000.0,,-19000000.0,,,363000000.0,,-136000000.0,,453000000.0,38000000.0,77000000.0,,62000000.0,,,,,,,,,6071000000.0,,,,,,,,623000000.0,,104000000.0,12000000.0,11878000000.0,-150000000.0,55000000.0,,,20000000.0,,17000000.0,,,-10000000.0,,,247000000.0,,,,-591000000.0,,,0.0,45000000.0,4900000000.0,,259000000.0,,,,,128000000.0,2950000000.0,,1171000000.0,-305000000.0,447000000.0,4000000.0,,771000000.0,,,,,,19000000.0,,-4740000000.0,,,,,,,-0.03,,280000000.0,,,,,,,,,,,,,,,,,,
1388448000,14000000.0,459000000.0,1000000.0,43000000.0,192000000.0,,-130000000.0,-17000000.0,-0.27,164000000.0,66000000.0,2906000000.0,4113000000.0,,-43000000.0,,-56000000.0,-703000000.0,15000000.0,585000000.0,,,77000000.0,-64000000.0,-49000000.0,,77000000.0,460000000.0,7193000000.0,852000000.0,-735000000.0,459000000.0,473000000.0,,4113000000.0,84000000.0,,20000000.0,0.0,781000000.0,765000000.0,,-13000000.0,278000000.0,323000000.0,473000000.0,,323000000.0,160000000.0,55000000.0,7193000000.0,-62000000.0,,,298000000.0,,,-337000000.0,811000000.0,781000000.0,2292000000.0,34000000.0,-118000000.0,-0.27,-12000000.0,,264000000.0,84000000.0,42000000.0,42000000.0,-47000000.0,,,9783000000.0,9036000000.0,-66000000.0,52000000.0,,209000000.0,61000000.0,,72000000.0,42000000.0,42000000.0,447000000.0,,12024000000.0,,-12000000.0,-2000000.0,-2000000.0,3000000.0,-14000000.0,,-4831000000.0,309000000.0,192000000.0,-62000000.0,,447000000.0,-52000000.0,13000000.0,516000000.0,-1000000.0,52000000.0,-593000000.0,,,,43000000.0,1068000000.0,,6360000000.0,,-4000000.0,,42000000.0,125000000.0,,,587000000.0,,21000000.0,3000000.0,12024000000.0,-243000000.0,42000000.0,,15000000.0,25000000.0,747000000.0,61000000.0,-51000000.0,5508000000.0,-62000000.0,-47000000.0,238000000.0,129000000.0,-71000000.0,165000000.0,20000000.0,-735000000.0,0.0,172000000.0,-116000000.0,-92000000.0,5508000000.0,1366000000.0,288000000.0,9036000000.0,74000000.0,,,140000000.0,2906000000.0,,852000000.0,-152000000.0,460000000.0,2000000.0,6360000000.0,747000000.0,,-8000000.0,,9783000000.0,-33000000.0,20000000.0,209000000.0,-4831000000.0,27000000.0,20000000.0,,926000000.0,73000000.0,-126000000.0,,-154000000.0,72000000.0,264000000.0,,,,,,,,,,,,,,,,,
1396224000,,,-1000000.0,89000000.0,0.0,,-77000000.0,,,279000000.0,-180000000.0,,,,73000000.0,270000000.0,58000000.0,,,,,,,-14000000.0,18000000.0,,85000000.0,,7171000000.0,,,454000000.0,,,3493000000.0,69000000.0,,26000000.0,,,,0.18,-5000000.0,335000000.0,,392000000.0,,323000000.0,150000000.0,42000000.0,,,,,,,270000000.0,,,781000000.0,,202000000.0,,,,,,,,,,,,9565000000.0,8643000000.0,49000000.0,,,796000000.0,61000000.0,,,37000000.0,37000000.0,,,,,,,-16000000.0,,,,,440000000.0,,-75000000.0,,450000000.0,10000000.0,42000000.0,,,,,,,,,,,6129000000.0,,,,,,,,775000000.0,,154000000.0,1000000.0,12143000000.0,-105000000.0,37000000.0,,,,,-6000000.0,,,-59000000.0,,,302000000.0,,,,-734000000.0,,,,91000000.0,4735000000.0,,286000000.0,,,,,144000000.0,2922000000.0,,1394000000.0,-120000000.0,461000000.0,-12000000.0,,922000000.0,,,,,,26000000.0,,-4972000000.0,,,,,,,0.18,,772000000.0,,,,,,,,,,,,,,,,,,
1404086400,,,110000000.0,,,,-116000000.0,,,51000000.0,-120000000.0,,,,-29000000.0,272000000.0,-40000000.0,,,,,,,-4000000.0,-3000000.0,,,,,,,,,,,,,,,,,-0.18,,212000000.0,,,,,145000000.0,37000000.0,,,,,,,272000000.0,,,,,51000000.0,,,,,,,,,,,,,,-50000000.0,,,,58000000.0,,,,,,,,,,218000000.0,,,,,,279000000.0,,,,,,-68000000.0,,,,,,,,,,,,,,,,,,,491000000.0,,18000000.0,,,126000000.0,37000000.0,,,,,-56000000.0,,,-41000000.0,,,158000000.0,,,,,,,,-32000000.0,,,261000000.0,,,,,122000000.0,,,,-203000000.0,,24000000.0,,,,,,,,,,,,,,,,,-0.18,,,,,,,,,,,,,,,,,,,,
1412035200,,,-26000000.0,91000000.0,0.0,,-150000000.0,,,216000000.0,94000000.0,,,,13000000.0,273000000.0,3000000.0,,,,,,,-4000000.0,18000000.0,,86000000.0,,7162000000.0,,,428000000.0,,,3410000000.0,69000000.0,,17000000.0,,,,-0.03,151000000.0,277000000.0,,345000000.0,,322000000.0,148000000.0,94000000.0,,,,,,,273000000.0,,,943000000.0,,66000000.0,,,,,,,,,,,,9568000000.0,8702000000.0,-6000000.0,,,716000000.0,59000000.0,,,245000000.0,245000000.0,,,,,,3000000.0,0.0,,,,,362000000.0,,5000000.0,,410000000.0,11000000.0,76000000.0,,,,,,,,,,,5894000000.0,,,,,,,,639000000.0,,82000000.0,0.0,12351000000.0,-158000000.0,245000000.0,,,,,1000000.0,,,-38000000.0,,,238000000.0,,,,-869000000.0,,,0.0,31000000.0,4613000000.0,,280000000.0,,,,,138000000.0,3067000000.0,,1281000000.0,-4000000.0,461000000.0,-13000000.0,,866000000.0,,,,,,17000000.0,,-5189000000.0,,,,,,,-0.03,,751000000.0,,,,,,,,,,,,,,,,,,
1419984000,224000000.0,434000000.0,-3000000.0,35000000.0,0.0,,-178000000.0,-2000000.0,0.52,250000000.0,-297000000.0,3284000000.0,3305000000.0,,175000000.0,,161000000.0,-292000000.0,7000000.0,595000000.0,,,71000000.0,12000000.0,-26000000.0,,71000000.0,462000000.0,7238000000.0,1451000000.0,-770000000.0,434000000.0,415000000.0,,3305000000.0,128000000.0,,,,942000000.0,796000000.0,,-202000000.0,268000000.0,331000000.0,450000000.0,,331000000.0,152000000.0,245000000.0,7238000000.0,104000000.0,,,436000000.0,,,-561000000.0,1070000000.0,942000000.0,2623000000.0,72000000.0,-10000000.0,0.52,1000000.0,,273000000.0,128000000.0,43000000.0,43000000.0,-503000000.0,,,9833000000.0,8979000000.0,148000000.0,,,751000000.0,58000000.0,,94000000.0,43000000.0,43000000.0,481000000.0,,12532000000.0,,239000000.0,6000000.0,8000000.0,2000000.0,,,-5294000000.0,450000000.0,0.0,104000000.0,,481000000.0,-35000000.0,23000000.0,542000000.0,,,-521000000.0,,,,35000000.0,1095000000.0,,5955000000.0,,232000000.0,,43000000.0,59000000.0,,,718000000.0,,182000000.0,2000000.0,12532000000.0,-155000000.0,43000000.0,,1000000.0,,854000000.0,-11000000.0,8000000.0,4504000000.0,-43000000.0,-26000000.0,236000000.0,359000000.0,141000000.0,80000000.0,,-770000000.0,0.0,275000000.0,13000000.0,149000000.0,4504000000.0,1531000000.0,268000000.0,8979000000.0,73000000.0,,,138000000.0,3284000000.0,,1451000000.0,-251000000.0,462000000.0,-8000000.0,5955000000.0,854000000.0,,7000000.0,,9833000000.0,182000000.0,273000000.0,738000000.0,-5294000000.0,42000000.0,273000000.0,,1092000000.0,-49000000.0,0.0,,-181000000.0,94000000.0,273000000.0,,,,,,,,,,,,,,,,,
1427760000,,,57000000.0,98000000.0,0.0,,-130000000.0,,,153000000.0,7000000.0,,,,33000000.0,277000000.0,19000000.0,,,,,,,-11000000.0,-4000000.0,,102000000.0,,7290000000.0,,,429000000.0,,,4110000000.0,129000000.0,,0.0,,,,0.03,18000000.0,237000000.0,,374000000.0,,333000000.0,147000000.0,43000000.0,,,,,,,277000000.0,,,942000000.0,,23000000.0,,,,,,,,,,,,10050000000.0,9254000000.0,7000000.0,,,135000000.0,55000000.0,,,61000000.0,61000000.0,,,,,,,-6000000.0,,,,,356000000.0,,212000000.0,,394000000.0,-10000000.0,-49000000.0,,,,,,,,,,,6090000000.0,,,,,,,,593000000.0,,82000000.0,1000000.0,12776000000.0,-143000000.0,61000000.0,,,,,-7000000.0,,,-42000000.0,,,231000000.0,,,,-813000000.0,,,,29000000.0,5341000000.0,,274000000.0,,,,,134000000.0,3369000000.0,,749000000.0,-636000000.0,463000000.0,-8000000.0,,796000000.0,,,,,,215000000.0,,-5486000000.0,,,,,,,0.03,,-591000000.0,,,,,,,,,,,,,,,,,,
1435622400,,,190000000.0,99000000.0,580000000.0,,-130000000.0,,,-39000000.0,165000000.0,,,,-108000000.0,279000000.0,-120000000.0,,,,,,,-6000000.0,35000000.0,,131000000.0,,7226000000.0,,,497000000.0,,,4050000000.0,164000000.0,,148000000.0,,,,-0.47,10000000.0,200000000.0,,511000000.0,,330000000.0,152000000.0,61000000.0,,,,,,,279000000.0,,,942000000.0,,-169000000.0,,,,,,,,,,,,10116000000.0,9201000000.0,-131000000.0,,,163000000.0,54000000.0,,,71000000.0,71000000.0,,,,,,8000000.0,,,,,,238000000.0,,170000000.0,,379000000.0,30000000.0,-198000000.0,,,,,,,,,,,6153000000.0,,,,,,,,438000000.0,,-26000000.0,2000000.0,12785000000.0,-116000000.0,71000000.0,,,,,-4000000.0,,,-42000000.0,,,133000000.0,,,,-1008000000.0,,,,-73000000.0,5354000000.0,,264000000.0,,,,,119000000.0,3150000000.0,,799000000.0,-5000000.0,463000000.0,5000000.0,,915000000.0,,,,,,0.0,,-5559000000.0,,,,,,,-0.47,,-813000000.0,,,,,,,,,,,,,,,,,,
1443571200,,,-31000000.0,117000000.0,0.0,,-135000000.0,,,200000000.0,-68000000.0,,,,188000000.0,281000000.0,166000000.0,,,,,,,249000000.0,31000000.0,,122000000.0,,7208000000.0,,,588000000.0,,,4403000000.0,164000000.0,,0.0,,,,0.55,-34000000.0,299000000.0,,494000000.0,,367000000.0,153000000.0,71000000.0,,,,,,,281000000.0,,,942000000.0,,65000000.0,,,,,,,,,,,,10756000000.0,9798000000.0,154000000.0,,,32000000.0,58000000.0,,,37000000.0,37000000.0,,,,,,5000000.0,,,,,,342000000.0,,351000000.0,,386000000.0,30000000.0,81000000.0,,,,,,,,,,,6498000000.0,,,,,,,,641000000.0,,13000000.0,2000000.0,12734000000.0,-166000000.0,37000000.0,,,,,-7000000.0,,,-44000000.0,,,430000000.0,,,,-905000000.0,,,-52000000.0,219000000.0,5766000000.0,,329000000.0,,,,,130000000.0,3453000000.0,,732000000.0,-123000000.0,464000000.0,15000000.0,,958000000.0,,,,,,264000000.0,,-5526000000.0,,,,,,,0.55,,-805000000.0,,,,,,,,,,,,,,,,,,
1451520000,0.0,647000000.0,169000000.0,48000000.0,,,-107000000.0,-12000000.0,-0.09,118000000.0,45000000.0,3361000000.0,4408000000.0,,3000000.0,,-43000000.0,-573000000.0,-9000000.0,605000000.0,,,219000000.0,-7000000.0,43000000.0,,219000000.0,465000000.0,7173000000.0,853000000.0,-1018000000.0,647000000.0,433000000.0,,4408000000.0,200000000.0,,,,942000000.0,432000000.0,,17000000.0,272000000.0,369000000.0,433000000.0,,369000000.0,153000000.0,37000000.0,7173000000.0,353000000.0,,,168000000.0,,,-771000000.0,1246000000.0,942000000.0,2267000000.0,11000000.0,225000000.0,-0.09,35000000.0,,280000000.0,200000000.0,54000000.0,54000000.0,149000000.0,,,10947000000.0,9783000000.0,-54000000.0,,,72000000.0,63000000.0,,-1029000000.0,54000000.0,54000000.0,334000000.0,,12854000000.0,,221000000.0,-7000000.0,,3000000.0,,,-5681000000.0,323000000.0,,353000000.0,,334000000.0,36000000.0,-76000000.0,242000000.0,,,-502000000.0,,,,48000000.0,1091000000.0,,6557000000.0,,116000000.0,,54000000.0,-77000000.0,,,595000000.0,,99000000.0,3000000.0,12854000000.0,-148000000.0,54000000.0,,11000000.0,,1164000000.0,-47000000.0,-152000000.0,5704000000.0,-42000000.0,86000000.0,230000000.0,495000000.0,-24000000.0,385000000.0,,-1018000000.0,,-70000000.0,-49000000.0,46000000.0,5704000000.0,1259000000.0,224000000.0,9783000000.0,-242000000.0,,,-141000000.0,3361000000.0,,853000000.0,-7000000.0,465000000.0,23000000.0,6557000000.0,1164000000.0,,105000000.0,,10947000000.0,22000000.0,298000000.0,72000000.0,-5681000000.0,43000000.0,298000000.0,,1008000000.0,-65000000.0,-101000000.0,,-170000000.0,-1029000000.0,280000000.0,,,,,,,,,,,,,,,,,
1459382400,,,124000000.0,136000000.0,0.0,,-89000000.0,,,275000000.0,-230000000.0,,,,71000000.0,288000000.0,74000000.0,,,,,,,-12000000.0,-18000000.0,,219000000.0,,7030000000.0,,,654000000.0,,,3927000000.0,153000000.0,,0.0,,,,0.22,-24000000.0,208000000.0,,457000000.0,,363000000.0,136000000.0,54000000.0,,,,,,,288000000.0,,,942000000.0,,186000000.0,,,,,,,,,,,,10554000000.0,9569000000.0,62000000.0,,,87000000.0,58000000.0,,,30000000.0,30000000.0,,,,,,2000000.0,,,,,,360000000.0,,314000000.0,,336000000.0,-23000000.0,94000000.0,,,,,,,,,,,6012000000.0,,,,,,,,568000000.0,,107000000.0,1000000.0,12765000000.0,-67000000.0,30000000.0,,,,,-13000000.0,,,-46000000.0,,,247000000.0,,,,-980000000.0,,,,53000000.0,5227000000.0,,253000000.0,,,,,123000000.0,3378000000.0,,785000000.0,-325000000.0,464000000.0,19000000.0,,985000000.0,,,,,,250000000.0,,-5735000000.0,,,,,,,0.22,,85000000.0,,,,,,,,,,,,,,,,,,
1467244800,,,-38000000.0,140000000.0,0.0,,-81000000.0,,,119000000.0,20000000.0,,,,20000000.0,288000000.0,16000000.0,,,,,,,-6000000.0,-24000000.0,,238000000.0,,6948000000.0,,,652000000.0,,,3528000000.0,107000000.0,,0.0,,,,0.02,63000000.0,174000000.0,,452000000.0,,358000000.0,161000000.0,30000000.0,,,,,,,288000000.0,,,942000000.0,,38000000.0,,,,,,,,,,,,10544000000.0,9466000000.0,6000000.0,,,570000000.0,56000000.0,,,93000000.0,93000000.0,,,,,,15000000.0,,,,,,318000000.0,,366000000.0,,299000000.0,-30000000.0,-40000000.0,,,,,,,,,,,5994000000.0,,,,,,,,492000000.0,,41000000.0,1000000.0,12784000000.0,-76000000.0,93000000.0,,,,,-9000000.0,,,-22000000.0,,,213000000.0,,,,-985000000.0,,,,-4000000.0,4817000000.0,,277000000.0,,,,,122000000.0,3425000000.0,,1177000000.0,-79000000.0,464000000.0,-10000000.0,,1078000000.0,,,,,,249000000.0,,-5836000000.0,,,,,,,0.02,,-1125000000.0,,,,,,,,,,,,,,,,,,
1475193600,,,-38000000.0,128000000.0,0.0,,-100000000.0,,,228000000.0,-65000000.0,,,,14000000.0,288000000.0,-2000000.0,,,,,,,5000000.0,-2000000.0,,213000000.0,,6970000000.0,,,647000000.0,,,3533000000.0,99000000.0,,0.0,,,,-0.04,64000000.0,301000000.0,,499000000.0,,357000000.0,161000000.0,93000000.0,,,,,,,288000000.0,,,942000000.0,,128000000.0,,,,,,,,,,,,10648000000.0,9483000000.0,-12000000.0,,,589000000.0,52000000.0,,,157000000.0,157000000.0,,,,,,,-22000000.0,,,,,319000000.0,,373000000.0,,369000000.0,-8000000.0,80000000.0,,,,,,,,,,,6111000000.0,,,,,,,,620000000.0,,48000000.0,2000000.0,12941000000.0,-99000000.0,157000000.0,,,,,-19000000.0,,,-21000000.0,,,225000000.0,,,,-1009000000.0,,,0.0,12000000.0,4868000000.0,,271000000.0,,,,,119000000.0,3408000000.0,,1243000000.0,-6000000.0,464000000.0,20000000.0,,1165000000.0,,,,,,270000000.0,,-5971000000.0,,,,,,,-0.04,,-1129000000.0,,,,,,,,,,,,,,,,,,
