date,quarterlyOperatingCashFlow,trailingInvestingCashFlow,annualPurchaseOfInvestment,quarterlyChangeInCashSupplementalAsReported,trailingSaleOfInvestment,quarterlyOtherNonCurrentLiabilities,annualInvestingCashFlow,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,annualNonCurrentDeferredRevenue,trailingPurchaseOfBusiness,annualTotalAssets,trailingNetIncome,annualNonCurrentDeferredTaxesLiabilities,quarterlyOtherCurrentLiabilities,annualOtherNonCashItems,annualStockholdersEquity,trailingPurchaseOfInvestment,quarterlyResearchAndDevelopment,annualLongTermDebt,annualBasicAverageShares,trailingStockBasedCompensation,annualDepreciationAndAmortization,quarterlyCurrentAccruedExpenses,annualCurrentLiabilities,quarterlyCommonStockIssuance,quarterlyAccountsReceivable,quarterlyCostOfRevenue,quarterlyOtherShortTermInvestments,annualRetainedEarnings,annualInventory,quarterlyGoodwill,annualDilutedEPS,quarterlyInvestmentsAndAdvances,annualSaleOfInvestment,quarterlyLongTermDebt,quarterlyNonCurrentDeferredTaxesLiabilities,annualGoodwill,annualCommonStockIssuance,annualStockBasedCompensation,annualAccountsReceivable,trailingOperatingCashFlow,quarterlyOtherIncomeExpense,annualCapitalStock,trailingChangeInWorkingCapital,quarterlyInventory,annualAccountsPayable,annualChangeInAccountPayable,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualOtherIncomeExpense,annualTotalRevenue,quarterlyCashAndCashEquivalents,annualGainsLossesNotAffectingRetainedEarnings,trailingOperatingIncome,trailingGrossProfit,annualOperatingCashFlow,quarterlyCashCashEquivalentsAndMarketableSecurities,annualNetPPE,annualDilutedAverageShares,annualOtherIntangibleAssets,annualOtherShortTermInvestments,annualCashCashEquivalentsAndMarketableSecurities,quarterlyDepreciationAndAmortization,annualEndCashPosition,quarterlyCapitalStock,annualCashFlowFromContinuingFinancingActivities,quarterlyDilutedEPS,quarterlyBeginningCashPosition,annualEbitda,quarterlyBasicEPS,trailingTotalRevenue,annualOperatingIncome,annualGrossPPE,annualNetOtherInvestingChanges,annualCashAndCashEquivalents,quarterlyChangesInAccountReceivables,trailingChangeInCashSupplementalAsReported,quarterlyInterestExpense,quarterlyCurrentDebt,trailingEndCashPosition,trailingPretaxIncome,quarterlyPurchaseOfInvestment,trailingCashFlowFromContinuingFinancingActivities,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherNonCurrentAssets,annualIncomeTaxPayable,quarterlyTotalAssets,quarterlyNetIncomeCommonStockholders,annualInvestmentsAndAdvances,annualPretaxIncome,quarterlyOtherIntangibleAssets,quarterlyFreeCashFlow,quarterlyTotalNonCurrentAssets,quarterlyNetOtherFinancingCharges,annualOtherNonCurrentLiabilities,quarterlySaleOfInvestment,annualCapitalExpenditure,trailingDeferredIncomeTax,quarterlyIncomeTaxPayable,trailingSellingGeneralAndAdministration,quarterlyGrossPPE,trailingCapitalExpenditure,annualOtherNonCurrentAssets,annualSellingGeneralAndAdministration,annualAccumulatedDepreciation,quarterlyRepurchaseOfCapitalStock,annualDeferredIncomeTax,quarterlyChangeInWorkingCapital,annualRepurchaseOfCapitalStock,quarterlyAccountsPayable,trailingInterestExpense,trailingBeginningCashPosition,quarterlyDeferredIncomeTax,quarterlyNonCurrentDeferredRevenue,quarterlyBasicAverageShares,annualCurrentAssets,trailingNetIncomeContinuousOperations,trailingOperatingExpense,annualChangesInAccountReceivables,quarterlyOtherCurrentAssets,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyStockBasedCompensation,trailingNetIncomeCommonStockholders,quarterlyStockholdersEquity,annualNetOtherFinancingCharges,annualChangeInCashSupplementalAsReported,quarterlyNetOtherInvestingChanges,annualCurrentAccruedExpenses,annualOtherCurrentLiabilities,quarterlyEbitda,annualNetIncomeCommonStockholders,trailingNetOtherFinancingCharges,quarterlyChangeInAccountPayable,annualInterestExpense,annualRepaymentOfDebt,quarterlyInvestingCashFlow,trailingChangesInAccountReceivables,quarterlyEndCashPosition,trailingRepurchaseOfCapitalStock,quarterlyOperatingExpense,quarterlyChangeInInventory,quarterlyGrossProfit,quarterlyCurrentLiabilities,annualTotalNonCurrentAssets,quarterlyOtherNonCashItems,quarterlyCurrentDeferredRevenue,trailingChangeInAccountPayable,quarterlyCurrentAssets,quarterlySellingGeneralAndAdministration,annualGrossProfit,trailingFreeCashFlow,quarterlyRepaymentOfDebt,annualTotalLiabilitiesNetMinorityInterest,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualTaxProvision,annualChangeInWorkingCapital,quarterlyPurchaseOfBusiness,quarterlyNetPPE,quarterlyPretaxIncome,annualOtherCurrentAssets,trailingCostOfRevenue,quarterlyTaxProvision,quarterlyRetainedEarnings,quarterlyTotalRevenue,annualNetIncomeContinuousOperations,quarterlyOperatingIncome,trailingDepreciationAndAmortization,quarterlyCapitalExpenditure,quarterlyCashFlowFromContinuingFinancingActivities,annualChangeInInventory,trailingTaxProvision,annualBasicEPS,annualCurrentDebt,annualCurrentDeferredRevenue,quarterlyAccumulatedDepreciation,annualOperatingExpense,annualPurchaseOfBusiness,annualFreeCashFlow,trailingOtherNonCashItems,annualCostOfRevenue,annualBeginningCashPosition,annualNetIncome,quarterlyDilutedAverageShares,trailingBasicAverageShares,trailingOtherIncomeExpense,trailingCommonStockIssuance,annualResearchAndDevelopment,annualCashDividendsPaid,trailingBasicEPS,trailingDilutedEPS,trailingRepaymentOfDebt,quarterlyCashDividendsPaid,trailingNetOtherInvestingChanges,trailingChangeInInventory,trailingCashDividendsPaid,trailingResearchAndDevelopment,trailingDilutedAverageShares
2003-05-31,4922000.0,,,-3551000.0,,,-35278000.0,5294000.0,5294000.0,,,235014000.0,,,52400000.0,,136910000.0,,,,11813788.0,,7269000.0,26037000.0,96655000.0,252000.0,74645000.0,34866000.0,,67071000.0,,,1.5,,18551000.0,,,,693000.0,,74645000.0,,0.0,841000.0,,,11092000.0,,1449000.0,0.0,225725000.0,18311000.0,7834000.0,,,21485000.0,18311000.0,39503000.0,12181094.0,45029000.0,,18311000.0,2272000.0,18311000.0,841000.0,-4626000.0,,21862000.0,32234000.0,,,24929000.0,66211000.0,-1168000.0,18311000.0,,,64000.0,7126000.0,,,,,98104000.0,0.0,,235014000.0,5294000.0,,25283000.0,45029000.0,-36582000.0,84532000.0,136000.0,,-4639000.0,-52661000.0,,,,66211000.0,,0.0,71118000.0,-26708000.0,,376000.0,-3015000.0,,11092000.0,,,,,,150482000.0,,,,44783000.0,7834000.0,,,136910000.0,0.0,-17980000.0,1910000.0,26037000.0,52400000.0,9517000.0,18283000.0,,,279000.0,,-5783000.0,,18311000.0,,23925000.0,,31154000.0,96655000.0,84532000.0,,,,150482000.0,21637000.0,103352000.0,,,98104000.0,1449000.0,7000000.0,-4443000.0,,39503000.0,7204000.0,44783000.0,,1910000.0,67071000.0,66020000.0,18283000.0,7229000.0,,-41504000.0,-2990000.0,,,1.55,7126000.0,,-26708000.0,78423000.0,,-31176000.0,,122373000.0,36291000.0,18283000.0,,,,,,,,,,,,,,,
2003-08-31,-208000.0,,,39104000.0,,,,5604000.0,5604000.0,,,,,,82074000.0,,,,,,,,,,,47524000.0,69087000.0,37699000.0,,,,,,,,,,,,,,,0.0,,,,,,,,,57415000.0,,,,,57415000.0,,,,,,2580000.0,,959000.0,,0.22,18311000.0,,0.23,,,,,,,,26000.0,6046000.0,,,,,94783000.0,0.0,,275733000.0,5604000.0,,,44175000.0,-3636000.0,82886000.0,-405000.0,,,,,,,65419000.0,,,,,,,-8392000.0,,5317000.0,,,,,24307544.0,,,,,0.0,135000.0,,,180950000.0,,,-102000.0,,,10211000.0,,,,,,-3530000.0,,57415000.0,,23614000.0,,31236000.0,93437000.0,,,,,192847000.0,21025000.0,,,,,1346000.0,,,,38711000.0,7669000.0,,,2065000.0,72675000.0,68935000.0,,7622000.0,,-3428000.0,46039000.0,,,,,,-26708000.0,,,,,,,,25213942.0,,,,,,,,,,,,,,
2003-11-30,6551000.0,,,4048000.0,,,,6265000.0,6265000.0,,,,,,82821000.0,,,,,,,,,,,1462000.0,77611000.0,40070000.0,,,,,,,,,,,,,,,0.0,,,,,,,,,61463000.0,,,,,61463000.0,,,,,,2724000.0,,964000.0,,0.225,57415000.0,,0.23,,,,,,,,21000.0,17436000.0,,,,,113082000.0,0.0,,308675000.0,6265000.0,,,59803000.0,2268000.0,102581000.0,-792000.0,,,,,,,69486000.0,,,,,,,-2441000.0,,10064000.0,,,,,27157718.0,,,,,0.0,7070000.0,,,195593000.0,,,-434000.0,,,11096000.0,,,,,,-15814000.0,,61463000.0,,24773000.0,,33137000.0,110321000.0,,,,,206094000.0,22041000.0,,,,,2761000.0,,,,42778000.0,8439000.0,,,2174000.0,78940000.0,73207000.0,,8364000.0,,-4283000.0,12060000.0,,,,,,-26708000.0,,,,,,,,28080838.0,,,,,,,,,,,,,,
2004-02-29,24468000.0,,,5651000.0,,,,6651000.0,6651000.0,,,,,,100920000.0,,,,,,,,,,,415000.0,73888000.0,42502000.0,,,,,,,,,,,,,,,0.0,,,,,,,,,67114000.0,,,,,67114000.0,,,,,,2885000.0,,966000.0,,0.235,61463000.0,,0.245,,,,,,,,88000.0,,,,,,113080000.0,0.0,,320116000.0,6651000.0,,,62158000.0,22482000.0,105340000.0,1035000.0,,,,,,,69890000.0,,,,,,,14935000.0,,9338000.0,,,,,27245028.0,,,,,0.0,11462000.0,,,207036000.0,,,1427000.0,,,11652000.0,,,,,,-2230000.0,,67114000.0,,25602000.0,,34360000.0,110258000.0,,,,,214776000.0,22708000.0,,,,,2822000.0,,,,43182000.0,8833000.0,,,2182000.0,85591000.0,76862000.0,,8758000.0,,-1986000.0,-17164000.0,,,,,,-26708000.0,,,,,,,,28140388.0,,,,,,,,,,,,,,
2004-05-31,12831000.0,,-23085000.0,-11436000.0,,1578000.0,-47337000.0,7222000.0,7222000.0,,,335323000.0,,2637000.0,72337000.0,,216760000.0,,,,13267531.0,,10602000.0,29210000.0,114348000.0,1662000.0,74079000.0,42291000.0,23085000.0,92813000.0,,,1.88,,,,2637000.0,,51063000.0,,74079000.0,,0.0,980000.0,,,12801000.0,,4215000.0,0.0,296923000.0,55678000.0,10031000.0,,,43642000.0,78763000.0,42936000.0,13703163.0,64226000.0,23085000.0,78763000.0,2413000.0,55678000.0,980000.0,42525000.0,,67114000.0,45554000.0,,,34383000.0,80952000.0,103000.0,55678000.0,,,66000.0,,,,,,118563000.0,0.0,,335323000.0,7222000.0,,34671000.0,64226000.0,9431000.0,107162000.0,-1250000.0,1578000.0,,-13097000.0,,,,80952000.0,,0.0,88807000.0,-38016000.0,,985000.0,1989000.0,,12801000.0,,,,,,228161000.0,,,,59861000.0,10031000.0,,,216760000.0,-1412000.0,37367000.0,-788000.0,29210000.0,72337000.0,12595000.0,25742000.0,,,202000.0,,-25763000.0,,55678000.0,,25989000.0,,35628000.0,114348000.0,107162000.0,,,,228161000.0,23033000.0,134361000.0,,,118563000.0,4215000.0,8929000.0,6091000.0,,42936000.0,9730000.0,59861000.0,,2508000.0,92813000.0,77919000.0,25742000.0,9639000.0,,-3400000.0,1590000.0,,,1.94,,,-38016000.0,99978000.0,,30545000.0,,162562000.0,18311000.0,25742000.0,,,,,,,,,,,,,,,
2004-08-31,11000.0,,,-6186000.0,,1739000.0,,7305000.0,7305000.0,,,,,,99271000.0,,,,,,,,,,,75000.0,70125000.0,42453000.0,23081000.0,,,,,,,,2637000.0,,,,,,0.0,,,,,,,,,49492000.0,,,,,72573000.0,,,,,,3014000.0,,980000.0,,0.26,55678000.0,,0.265,,,,,,,,33000.0,7000000.0,,,,,117972000.0,0.0,,341016000.0,7305000.0,,,72277000.0,-4535000.0,117009000.0,-221000.0,,,,,,,82748000.0,,,,,,,-10330000.0,,7325000.0,,,,,27675972.0,,,,,0.0,8345000.0,,,222454000.0,,,-6000.0,,,12547000.0,,,,,,-12807000.0,,49492000.0,,26401000.0,,35886000.0,113596000.0,,,,,224007000.0,23339000.0,,,,,4376000.0,,,,44732000.0,9649000.0,,,2322000.0,100118000.0,78339000.0,,9485000.0,,-4546000.0,6854000.0,,,,,,-38016000.0,,,,,,,,28210576.0,,,,,,,,,,,,,,
2004-11-30,-2014000.0,,,-7517000.0,,1811000.0,,5819000.0,5819000.0,,,,,,113433000.0,,,,,,,,,,,413000.0,91324000.0,43671000.0,29045000.0,,,,,,,,2637000.0,,,,,,0.0,,,,,,,,,41975000.0,,,,,71020000.0,,,,,,3247000.0,,981000.0,,0.205,49492000.0,,0.21,,,,,,,,91000.0,10000000.0,,,,,133467000.0,0.0,,370369000.0,5819000.0,,,74397000.0,-4959000.0,121330000.0,-99000.0,,,,,,,84949000.0,,,,,,,-11184000.0,,5586000.0,,,,,27695378.0,,,,,0.0,15944000.0,,,236254000.0,,,-966000.0,,,10304000.0,,,,,,-9968000.0,,41975000.0,,28816000.0,,35824000.0,129019000.0,,,,,249039000.0,25520000.0,,,,,4448000.0,,,,46933000.0,7187000.0,,,1310000.0,105937000.0,79495000.0,,7008000.0,,-2945000.0,3314000.0,,,,,,-38016000.0,,,,,,,,28134158.0,,,,,,,,,,,,,,
2005-02-28,12610000.0,,,-78000.0,,1755000.0,,-5528000.0,-5528000.0,,,,,,41940000.0,,,,,,,,,81266000.0,,411000.0,81816000.0,46008000.0,29045000.0,,,,,,,,2637000.0,,,,,,-11275000.0,,,,,,,,,41897000.0,,,,,70942000.0,,,,,,3371000.0,,983000.0,,-0.2,41975000.0,,-0.2,,,,,,,,54000.0,,,,0.0,,134070000.0,0.0,,365921000.0,-5528000.0,,,67659000.0,9817000.0,112497000.0,-27000.0,,,,,,,82854000.0,,,,,,,3392000.0,,6472000.0,,,,,27732472.0,,,,,0.0,15886000.0,,,231051000.0,,,722000.0,,,-1813000.0,,,,,,-3247000.0,,41897000.0,,42084000.0,,36847000.0,129678000.0,,,,,253424000.0,27385000.0,,,,,4392000.0,,,,44838000.0,-4982000.0,,,521000.0,100409000.0,82855000.0,,-5237000.0,,-2793000.0,-9616000.0,,,,,,-38016000.0,,,,,,,,28155820.0,,,,,,,,,,,,,,
2005-05-31,14602000.0,,-10971000.0,14444000.0,,1257000.0,-25702000.0,5949000.0,5949000.0,,,347553000.0,,2747000.0,67946000.0,,233066000.0,,,248000.0,13860203.0,,13132000.0,30514000.0,109351000.0,508000.0,80486000.0,47529000.0,22034000.0,106358000.0,,,0.96,,12022000.0,248000.0,2747000.0,,1407000.0,,80486000.0,,0.0,985000.0,,,10379000.0,,4252000.0,-11275000.0,326658000.0,56341000.0,11276000.0,,,25209000.0,78375000.0,45286000.0,14153445.0,67628000.0,22034000.0,78375000.0,3500000.0,56341000.0,985000.0,938000.0,,41897000.0,31938000.0,,,18607000.0,95297000.0,-1106000.0,56341000.0,,,51000.0,202000.0,,,-5011000.0,,113603000.0,0.0,,347553000.0,5949000.0,,19586000.0,67628000.0,9291000.0,112914000.0,75000.0,1257000.0,,-15595000.0,,,,95297000.0,,0.0,103784000.0,-50011000.0,,-532000.0,5656000.0,-197000.0,10379000.0,,,,,,234639000.0,,,,56762000.0,11276000.0,,,233066000.0,-272000.0,663000.0,-856000.0,30514000.0,67946000.0,10900000.0,13545000.0,,,229000.0,,320000.0,,56341000.0,,31089000.0,,38440000.0,109351000.0,112914000.0,,,,234639000.0,27540000.0,146997000.0,,,113603000.0,4252000.0,5852000.0,-12466000.0,,45286000.0,7732000.0,56762000.0,,1699000.0,106358000.0,85969000.0,13545000.0,7351000.0,,-5311000.0,386000.0,,,0.98,202000.0,,-50011000.0,128390000.0,,9614000.0,,179661000.0,55678000.0,13545000.0,,,,,,,,,,,,,,,
2005-08-31,2826000.0,,,1980000.0,,1175000.0,,6383000.0,6383000.0,,,,,,95255000.0,,,,,,,,,,,1217000.0,68224000.0,47310000.0,17030000.0,,,,,,,204000.0,2747000.0,,,,,,0.0,,,,,,,,,58321000.0,,,,,75351000.0,,,,,,3386000.0,,991000.0,,0.225,56341000.0,,0.23,,,,,,,,12000.0,,,,,,107015000.0,0.0,,346600000.0,6383000.0,,,67190000.0,-388000.0,111691000.0,-44000.0,,5004000.0,,,,,94512000.0,,,,,,,-6883000.0,,7324000.0,,,,,27839212.0,,,,,0.0,9371000.0,,,238761000.0,,,0.0,,,11802000.0,,,,,,-1584000.0,,58321000.0,,30243000.0,,38611000.0,102889000.0,,,,,234909000.0,26809000.0,,,,,4126000.0,,,,44501000.0,8783000.0,,,2459000.0,112741000.0,85921000.0,,8368000.0,,-3214000.0,1173000.0,,,,,,-50011000.0,,,,,,,,28300424.0,,,,,,,,,,,,,,
2005-11-30,11675000.0,,,-1891000.0,,1073000.0,,6953000.0,6953000.0,,,,,,96689000.0,,,,,,,,,,,662000.0,63727000.0,48721000.0,25812000.0,,,,,,,165000.0,2840000.0,,,,,,0.0,,,,,,,,,56430000.0,,,,,82242000.0,,,,,,3461000.0,,993000.0,,0.245,58321000.0,,0.25,,,,,,,,19000.0,3000000.0,,,,,112039000.0,0.0,,354872000.0,6953000.0,,,65889000.0,3856000.0,113505000.0,-39000.0,,3005000.0,,,,,97627000.0,,,,,,,1208000.0,,7962000.0,,,,,28010908.0,,,,,0.0,4976000.0,,,241959000.0,,,0.0,,,12527000.0,,,,,,-16601000.0,,56430000.0,,30333000.0,,39351000.0,107961000.0,,,,,241367000.0,26824000.0,,,,,4078000.0,,,,47616000.0,9621000.0,,,2618000.0,119694000.0,88072000.0,,9018000.0,,-7819000.0,3601000.0,,,,,,-50011000.0,,,,,,,,28523468.0,,,,,,,,,,,,,,
2005-12-31,,,,,,,,,,,,349067000.0,,2499000.0,,,241558000.0,,,152000.0,,,,,102804000.0,,,,,113776000.0,,,0.0,,,,,,,,71450000.0,,,993000.0,,,7575000.0,,3811000.0,,,,3456000.0,,,,,47652000.0,,65847000.0,22809000.0,82318000.0,,,,,,,,,,,102331000.0,,59509000.0,,,,,,,,,,,,,,,,,,,,1160000.0,,,,,,,,0.0,,-54679000.0,,,,,,,,,,,235116000.0,,,,,,,,,,,,,89691000.0,,,,,,,,,,,,,,,113951000.0,,,,,,,,,106615000.0,,,,,,,62270000.0,,,,,,,,,,,,0.0,4856000.0,,,,,,,,,,,,,,,,,,,,,,,,
2006-03-31,10544000.0,,,2960000.0,,1157000.0,,7541000.0,7541000.0,,,,,,95161000.0,,,,,,,,,,,1882000.0,78648000.0,54704000.0,22809000.0,,,66050000.0,,,,123000.0,2627000.0,,,,,,0.0,,,,,,,,,62469000.0,,,,,85278000.0,,,,,,3417000.0,,998000.0,,0.265,59509000.0,,0.27,,,,,,,,11000.0,,,,,,110002000.0,0.0,,364458000.0,7541000.0,,,85000.0,6028000.0,115964000.0,-34000.0,,,,,,,103958000.0,,,,,,,-1051000.0,,10252000.0,,,-335000.0,,28084034.0,,,,,0.0,5070000.0,,,253520000.0,,,0.0,,,13511000.0,,,,,,-4516000.0,,62469000.0,,33725000.0,,43791000.0,106095000.0,,930000.0,,,248494000.0,30280000.0,,,,,3907000.0,,,,49279000.0,10713000.0,,,3130000.0,121317000.0,98495000.0,,10066000.0,,-4516000.0,-3040000.0,,,,,,-54679000.0,,,,,,,,28219068.0,,,,,,,,,,,,,,
2006-06-30,19840000.0,,,717000.0,,1179000.0,,9297000.0,9297000.0,,,,,,108607000.0,,,,,,,,,,,2297000.0,150612000.0,60014000.0,37827000.0,,,67395000.0,,,,100000.0,2526000.0,,,,,,0.0,,,,,,,,,63186000.0,,,,,101013000.0,,,,,,3661000.0,,1005000.0,,0.328,62469000.0,,0.33,,,,,,,,55000.0,,,,,,122267000.0,0.0,,392566000.0,9297000.0,,,52000.0,13529000.0,120843000.0,-44000.0,,,,,,,107653000.0,,,,,,,5356000.0,,9262000.0,,,359000.0,,28265490.0,,,,,0.0,8267000.0,,,269329000.0,,,-15114000.0,,,15025000.0,,,,,,-21425000.0,,63186000.0,,36086000.0,,47422000.0,118462000.0,,1038000.0,,,271723000.0,32397000.0,,,,,3805000.0,,,,52974000.0,12274000.0,,,2943000.0,130614000.0,107436000.0,,11336000.0,,-6311000.0,2253000.0,,,,,,-54679000.0,,,,,,,,28695530.0,,,,,,,,,,,,,,
2006-09-30,2609000.0,,,-8298000.0,,1166000.0,,10094000.0,10094000.0,,,,,,129586000.0,,,,,,,,,,,1836000.0,177950000.0,68428000.0,39822000.0,,,77285000.0,,,,,2632000.0,,,,,,0.0,,,,,,,,,54888000.0,,,,,94710000.0,,,,,,3849000.0,,2097000.0,,0.35,63186000.0,,0.36,,,,,,,,44000.0,4000000.0,,,-5003000.0,,145796000.0,0.0,,431137000.0,10094000.0,,,21000.0,-5824000.0,135800000.0,-34000.0,,,,,,,113076000.0,,,,,,,-12172000.0,,7661000.0,,,-334000.0,,28351525.0,,,,,0.0,10265000.0,,,284326000.0,,,0.0,,,16486000.0,,,,,,-16924000.0,,54888000.0,,39675000.0,,52286000.0,141805000.0,,1025000.0,,,295337000.0,35800000.0,,,,,3991000.0,,,,58397000.0,13562000.0,,,3423000.0,140755000.0,120714000.0,,12611000.0,,-8433000.0,5802000.0,,,,,,-54679000.0,,,,,,,,29085080.0,,,,,,,,,,,,,,
2006-12-31,17459000.0,,-20021000.0,8151000.0,,1170000.0,-55301000.0,11372000.0,11372000.0,,,476341000.0,,2586000.0,153335000.0,4066000.0,302738000.0,,,163000.0,28314985.0,,14835000.0,,168564000.0,664000.0,108216000.0,73117000.0,39822000.0,152127000.0,,78717000.0,1.33,,3008000.0,163000.0,2586000.0,78717000.0,6679000.0,,108216000.0,,0.0,2100000.0,,,9691000.0,,3919000.0,0.0,455597000.0,63039000.0,14515000.0,,,50452000.0,102861000.0,68208000.0,28863334.0,,39822000.0,102861000.0,3908000.0,63039000.0,2100000.0,7702000.0,,54888000.0,62765000.0,,,47816000.0,139203000.0,0.0,63039000.0,,,15000.0,5000000.0,,,0.0,,172483000.0,0.0,,476341000.0,11372000.0,,51456000.0,,5203000.0,147456000.0,1023000.0,1170000.0,0.0,-31516000.0,,,,139203000.0,,0.0,136569000.0,-70995000.0,,-1887000.0,2587000.0,,9691000.0,,,-1577000.0,,,328885000.0,,,,89977000.0,14515000.0,,,302738000.0,911000.0,3530000.0,96000.0,,153335000.0,17743000.0,38304000.0,,,125000.0,,-12436000.0,,63039000.0,,42032000.0,,55835000.0,168564000.0,147456000.0,1073000.0,,,328885000.0,38092000.0,199334000.0,,,172483000.0,3919000.0,12924000.0,-5280000.0,,68208000.0,14907000.0,89977000.0,,3428000.0,152127000.0,128952000.0,38304000.0,13803000.0,,-12256000.0,2687000.0,,,1.35,5000000.0,,-70995000.0,151518000.0,,18936000.0,,256263000.0,59509000.0,38304000.0,,,,,,,,,,,,,,,
2007-03-31,-2794000.0,,,-13427000.0,,1160000.0,,12266000.0,12266000.0,,,,,,134927000.0,,,,,,,,,,,1974000.0,200276000.0,78557000.0,39822000.0,,,78795000.0,,,,138000.0,1541000.0,,,,,,0.0,,,,,,,,,49612000.0,,,,,89434000.0,,,,,,4128000.0,,2110000.0,,0.42,63039000.0,,0.43,,,,,,,,85000.0,5000000.0,,,,,155118000.0,0.0,,476131000.0,12266000.0,,,,-15328000.0,156136000.0,-87000.0,,,,,,,148226000.0,,,,,,,-21402000.0,,11967000.0,,,907000.0,,28564498.0,,,,,0.0,15606000.0,,,319851000.0,,,0.0,,,18848000.0,,,,,,-12534000.0,,49612000.0,,42840000.0,,57532000.0,152279000.0,,1180000.0,,,319995000.0,38684000.0,,,,,2839000.0,,,,77231000.0,15736000.0,,,3428000.0,164393000.0,136089000.0,,14692000.0,,-12534000.0,1887000.0,,,,,,-70995000.0,,,,,,,,29508662.0,,,,,,,,,,,,,,
2007-06-30,22151000.0,,,28723000.0,,1144000.0,,13315000.0,13315000.0,,,,,,149488000.0,,,,,,,,,,,1082000.0,105983000.0,83875000.0,28707000.0,,,79402000.0,,,,110000.0,4625000.0,,,,,,0.0,,,,,,,,,78335000.0,,,,,107042000.0,,,,,,4421000.0,,2117000.0,,0.45,49612000.0,,0.46,,,,,,,,81000.0,15947000.0,,,,,183282000.0,0.0,,521929000.0,13315000.0,,,,4292000.0,174782000.0,920000.0,,,,,,,162235000.0,,,,,,,3795000.0,,11283000.0,,,-856000.0,,28684201.0,,,,,104740000.0,16838000.0,,,337479000.0,,,11115000.0,,,20481000.0,,,,,,-6744000.0,,78335000.0,,47112000.0,,63172000.0,177403000.0,,1379000.0,,,347147000.0,47112000.0,,,,,5879000.0,,,,91240000.0,17079000.0,,,3758000.0,177708000.0,147047000.0,,16060000.0,,-17859000.0,12949000.0,,,,,,-70995000.0,,,,,,,,29685489.0,,,,,,,,,,,,,,
2007-09-30,561000.0,,,-8836000.0,,1177000.0,,14501000.0,14501000.0,,,,,,179451000.0,,,,,,,,,,,1132000.0,272072000.0,91675000.0,28707000.0,,,124353000.0,,,,,5388000.0,,,,,,0.0,,,,,,,,,69499000.0,,,,,98206000.0,,,,,,4990000.0,,2118000.0,,0.49,78335000.0,,0.5,,,,,,,,911000.0,70487000.0,,,,,270566000.0,0.0,,631780000.0,14501000.0,,,,-18706000.0,239904000.0,33000.0,,-1907000.0,,,,,180947000.0,,,,,,,-20283000.0,,13560000.0,,,-329000.0,,28760726.0,,,,,0.0,22600000.0,,,359986000.0,,,-42992000.0,,,23723000.0,,,,,,-62258000.0,,69499000.0,,56538000.0,,75241000.0,263931000.0,,1381000.0,,,391876000.0,51518000.0,,,,,6635000.0,,,,109952000.0,18719000.0,,,4158000.0,192209000.0,166916000.0,,18703000.0,,-19267000.0,55705000.0,,,,,,-70995000.0,,,,,,,,29826457.0,,,,,,,,,,,,,,
2007-12-31,23048000.0,,-16753000.0,7382000.0,,16479000.0,-118470000.0,15881000.0,15881000.0,,,693138000.0,,5966000.0,101754000.0,5748000.0,388400000.0,,,51111000.0,28705272.0,,18891000.0,70497000.0,229875000.0,1110000.0,129865000.0,100372000.0,41752000.0,208090000.0,,123879000.0,1.88,,14824000.0,51111000.0,5966000.0,123879000.0,5298000.0,,129865000.0,,351142000.0,2127000.0,,,13459000.0,,73556000.0,0.0,630722000.0,76881000.0,31828000.0,,,42966000.0,118633000.0,133426000.0,29747964.0,1795000.0,41752000.0,118633000.0,5352000.0,76881000.0,2127000.0,93958000.0,,69499000.0,88250000.0,,,69242000.0,228202000.0,0.0,76881000.0,,,455000.0,43767000.0,,,,,303431000.0,5189000.0,,693138000.0,15881000.0,,71980000.0,1795000.0,-2683000.0,269992000.0,365000.0,16479000.0,3708000.0,-75391000.0,,,,228202000.0,,5189000.0,187993000.0,-94776000.0,,-1177000.0,848000.0,,13459000.0,,,-899000.0,,,423146000.0,,,,144661000.0,31828000.0,,,388400000.0,1231000.0,13842000.0,0.0,70497000.0,101754000.0,-325973000.0,55963000.0,,,1403000.0,,-36934000.0,,76881000.0,,411653000.0,,80298000.0,229875000.0,269992000.0,1808000.0,,,423146000.0,55129000.0,276243000.0,,,303431000.0,73556000.0,15830000.0,-37042000.0,,133426000.0,20446000.0,144661000.0,,4486000.0,208090000.0,180670000.0,55963000.0,-331355000.0,,-25731000.0,23417000.0,,,1.95,43767000.0,,-94776000.0,207001000.0,,-32425000.0,,354479000.0,63039000.0,55963000.0,,,,,,,,,,,,,,,
