,trailingInvestingCashFlow,quarterlyOperatingCashFlow,annualPurchaseOfInvestment,quarterlyOtherNonCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,annualInvestingCashFlow,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,trailingCashDividendsPaid,trailingPretaxIncome,annualNonCurrentDeferredRevenue,annualTotalAssets,trailingNetIncome,annualNonCurrentDeferredTaxesLiabilities,quarterlyOtherCurrentLiabilities,annualOtherNonCashItems,annualStockholdersEquity,annualLongTermDebt,quarterlyCurrentAccruedExpenses,annualDepreciationAndAmortization,quarterlyAccountsReceivable,quarterlyCostOfRevenue,quarterlyCommonStockIssuance,quarterlyOtherShortTermInvestments,annualRetainedEarnings,annualInventory,annualCurrentLiabilities,quarterlyGoodwill,quarterlyInvestmentsAndAdvances,annualGoodwill,quarterlyLongTermDebt,annualSaleOfInvestment,annualCommonStockIssuance,quarterlyNonCurrentDeferredTaxesLiabilities,annualStockBasedCompensation,quarterlyInventory,annualAccountsReceivable,trailingOperatingCashFlow,quarterlyOtherIncomeExpense,trailingChangeInWorkingCapital,annualCapitalStock,annualAccountsPayable,annualChangeInAccountPayable,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualTotalRevenue,annualGainsLossesNotAffectingRetainedEarnings,quarterlyCashAndCashEquivalents,annualOtherIncomeExpense,quarterlyCashDividendsPaid,trailingOperatingIncome,quarterlyCashCashEquivalentsAndMarketableSecurities,annualOperatingCashFlow,trailingGrossProfit,annualNetPPE,annualOtherShortTermInvestments,annualOtherIntangibleAssets,annualCashCashEquivalentsAndMarketableSecurities,quarterlyDepreciationAndAmortization,annualEndCashPosition,quarterlyCapitalStock,trailingRepaymentOfDebt,annualCashFlowFromContinuingFinancingActivities,quarterlyBeginningCashPosition,annualEbitda,trailingTotalRevenue,annualOperatingIncome,annualNetOtherInvestingChanges,annualGrossPPE,annualCashAndCashEquivalents,quarterlyChangesInAccountReceivables,trailingChangeInCashSupplementalAsReported,quarterlyInterestExpense,trailingEndCashPosition,quarterlyCurrentDebt,quarterlyPurchaseOfInvestment,trailingCashFlowFromContinuingFinancingActivities,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherNonCurrentAssets,annualIncomeTaxPayable,quarterlyTotalAssets,quarterlyNetIncomeCommonStockholders,annualInvestmentsAndAdvances,annualPretaxIncome,quarterlyOtherIntangibleAssets,quarterlyFreeCashFlow,quarterlyTotalNonCurrentAssets,quarterlyNetOtherFinancingCharges,annualOtherNonCurrentLiabilities,quarterlySaleOfInvestment,annualCapitalExpenditure,quarterlyIncomeTaxPayable,trailingDeferredIncomeTax,trailingSellingGeneralAndAdministration,quarterlyGrossPPE,annualOtherNonCurrentAssets,annualSellingGeneralAndAdministration,annualAccumulatedDepreciation,quarterlyRepurchaseOfCapitalStock,annualDeferredIncomeTax,trailingInterestExpense,quarterlyChangeInWorkingCapital,quarterlyAccountsPayable,annualRepurchaseOfCapitalStock,quarterlyDeferredIncomeTax,trailingBeginningCashPosition,quarterlyNonCurrentDeferredRevenue,annualCurrentAssets,trailingNetIncomeContinuousOperations,annualChangesInAccountReceivables,trailingOperatingExpense,quarterlyOtherCurrentAssets,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyStockBasedCompensation,trailingNetIncomeCommonStockholders,quarterlyStockholdersEquity,annualNetOtherFinancingCharges,annualChangeInCashSupplementalAsReported,annualCurrentAccruedExpenses,quarterlyNetOtherInvestingChanges,quarterlyEbitda,annualNetIncomeCommonStockholders,trailingNetOtherFinancingCharges,annualOtherCurrentLiabilities,trailingChangesInAccountReceivables,quarterlyChangeInAccountPayable,annualInterestExpense,annualRepaymentOfDebt,quarterlyInvestingCashFlow,quarterlyEndCashPosition,trailingRepurchaseOfCapitalStock,quarterlyGrossProfit,quarterlyOperatingExpense,quarterlyChangeInInventory,annualTotalNonCurrentAssets,quarterlyOtherNonCashItems,quarterlyCurrentLiabilities,annualOtherCurrentAssets,quarterlyCurrentDeferredRevenue,trailingChangeInAccountPayable,quarterlySellingGeneralAndAdministration,quarterlyCurrentAssets,annualGrossProfit,trailingFreeCashFlow,trailingCommonStockIssuance,quarterlyRepaymentOfDebt,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualTaxProvision,annualTotalLiabilitiesNetMinorityInterest,annualChangeInWorkingCapital,trailingCostOfRevenue,quarterlyNetPPE,quarterlyPretaxIncome,quarterlyPurchaseOfBusiness,quarterlyTaxProvision,quarterlyRetainedEarnings,quarterlyTotalRevenue,annualNetIncomeContinuousOperations,quarterlyOperatingIncome,quarterlyCapitalExpenditure,annualChangeInInventory,quarterlyCashFlowFromContinuingFinancingActivities,trailingDepreciationAndAmortization,trailingTaxProvision,annualCurrentDebt,annualCurrentDeferredRevenue,quarterlyAccumulatedDepreciation,annualOperatingExpense,annualFreeCashFlow,annualBeginningCashPosition,annualPurchaseOfBusiness,annualCashDividendsPaid,annualCostOfRevenue,trailingOtherNonCashItems,annualNetIncome,annualDilutedEPS,trailingBasicAverageShares,quarterlyResearchAndDevelopment,quarterlyBasicAverageShares,trailingPurchaseOfBusiness,quarterlyDilutedEPS,annualDilutedAverageShares,trailingResearchAndDevelopment,quarterlyBasicEPS,trailingSaleOfInvestment,trailingDilutedEPS,trailingNetOtherInvestingChanges,trailingOtherIncomeExpense,trailingPurchaseOfInvestment,annualResearchAndDevelopment,annualBasicEPS,trailingDilutedAverageShares,trailingCapitalExpenditure,quarterlyDilutedAverageShares,annualBasicAverageShares,trailingStockBasedCompensation,trailingChangeInInventory,trailingBasicEPS
1412035200,,82438000.0,,2621000.0,-225275000.0,,33643000.0,31848000.0,,,,,,,4012000.0,,,,34953000.0,,48149000.0,143219000.0,0.0,,,,,9405000.0,0.0,,1226796000.0,,,,,1339000.0,,,-370000.0,,,,,,,,135427000.0,,-12370000.0,,135427000.0,,,,,,,41066000.0,,117035000.0,,,360702000.0,,,,,,,-2002000.0,,17540000.0,,159696000.0,,,1556685000.0,3322000.0,,3869330000.0,29548000.0,,,6827000.0,82438000.0,3578820000.0,-4946000.0,,,,389000.0,,,11614000.0,,,,-45000.0,,,5192000.0,32491000.0,,,,27922000.0,,,,,0.0,,,,2258746000.0,,,,-6338000.0,91836000.0,,,,,2346000.0,,,-284397000.0,135427000.0,,164564000.0,113732000.0,11000.0,,673000.0,279379000.0,,13594000.0,,56533000.0,290510000.0,,,,-18455000.0,1277306000.0,,,,,2422000.0,33230000.0,,-413000.0,-255485000.0,307783000.0,,50832000.0,-293086000.0,,-23316000.0,,,,,-9192000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1419984000,,78321000.0,,2667000.0,86669000.0,-406734000.0,14607000.0,13261000.0,,,28865000.0,3924965000.0,,,4183000.0,2777000.0,2216697000.0,1307964000.0,35208000.0,160124000.0,34227000.0,140904000.0,20198000.0,,-318918000.0,1439000.0,298984000.0,9405000.0,,9405000.0,1307964000.0,,284390000.0,,6221000.0,1439000.0,34227000.0,,-3973000.0,,117048000.0,32577000.0,7273000.0,1357147000.0,1141998000.0,,222096000.0,-4109000.0,-12570000.0,,222096000.0,278595000.0,,2315000.0,,6677000.0,222096000.0,41320000.0,222096000.0,117048000.0,,245872000.0,135427000.0,313460000.0,,156743000.0,-4311000.0,11761000.0,222096000.0,13770000.0,,17151000.0,,121328000.0,,,1656131000.0,3399000.0,295000.0,3924965000.0,10961000.0,,83269000.0,6677000.0,78321000.0,3570220000.0,-3772000.0,2667000.0,,-402533000.0,295000.0,,,11761000.0,3399000.0,215870000.0,-9446000.0,-386000.0,,,16546000.0,32577000.0,-1000000.0,,,28865000.0,354745000.0,,-1532000.0,,50575000.0,,,,2216697000.0,-10834000.0,117733000.0,35208000.0,-1296000.0,73336000.0,72063000.0,,4183000.0,,-8202000.0,70067000.0,-157084000.0,-33896000.0,222096000.0,,148976000.0,113246000.0,-100000.0,3570220000.0,632000.0,298984000.0,50575000.0,10742000.0,,55749000.0,354745000.0,595468000.0,,,-116226000.0,1357147000.0,179000.0,1656131000.0,22349000.0,,2315000.0,14865000.0,,258000.0,-318918000.0,289880000.0,83090000.0,35730000.0,-32611000.0,100000.0,42244000.0,,,121328000.0,10742000.0,-9446000.0,438725000.0,278595000.0,104363000.0,,-47850000.0,546530000.0,,81263000.0,,,,,,,,,,,,,,,,,,,,,,,
1427760000,,28982000.0,,2747000.0,-65124000.0,,1203000.0,-978000.0,,,,,,,5319000.0,,,,27604000.0,,50907000.0,144363000.0,,,,,,9405000.0,,,1187447000.0,,,,,1371000.0,,,0.0,,,,,,,,156972000.0,,-39345000.0,,156972000.0,,,,,,,41514000.0,,117075000.0,,,222096000.0,,,,,,,-16818000.0,,16687000.0,,235970000.0,,,1589331000.0,2043000.0,,3881357000.0,-3278000.0,,,6527000.0,28982000.0,3568957000.0,-1467000.0,,,,463000.0,,,11871000.0,,,,,,,-17407000.0,35811000.0,,,,29655000.0,,,,,68168000.0,,2895000.0,,2239041000.0,,,,-11299000.0,59489000.0,,,,,8182000.0,,,-47419000.0,156972000.0,,140022000.0,122354000.0,68000.0,,639000.0,351638000.0,,14388000.0,,58794000.0,312400000.0,,,,-5875000.0,1237693000.0,,,,,2178000.0,1288000.0,,85000.0,-332754000.0,284385000.0,,17668000.0,-36120000.0,,-46687000.0,,,,,-9693000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1435622400,,99185000.0,,2502000.0,-58212000.0,,53657000.0,51177000.0,,,,,,,4735000.0,,,,29806000.0,,52174000.0,150249000.0,,,,,,9405000.0,,,1182832000.0,,,,,1350000.0,,,-12000.0,,,,,,,,98760000.0,,-12734000.0,,98760000.0,,,,,,,41944000.0,,117076000.0,,,156972000.0,,,,,,,-1369000.0,,16138000.0,,135825000.0,,,1488099000.0,1907000.0,,3820798000.0,48877000.0,,,6378000.0,99185000.0,3568442000.0,-6255000.0,,,,151000.0,,,12146000.0,,,,,,,1669000.0,35806000.0,,,,30261000.0,,,,,0.0,,1786000.0,,2279368000.0,,,,3218000.0,111972000.0,,,,,1038000.0,,,-33646000.0,98760000.0,,189018000.0,119665000.0,21000.0,,202000.0,254426000.0,,14765000.0,,61051000.0,252356000.0,,,,-142762000.0,1233673000.0,,,,,2206000.0,53890000.0,,233000.0,-294312000.0,339267000.0,,69353000.0,-36869000.0,,-123751000.0,,,,,-9940000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1443571200,,91614000.0,,2483000.0,77430000.0,,47189000.0,61102000.0,,,,,,,5341000.0,,,,34706000.0,,47818000.0,151826000.0,,,,,,990000.0,,,1106341000.0,,,,,1363000.0,,,11680000.0,,,,,,,,176190000.0,,-12735000.0,,176190000.0,,,,,,,42401000.0,,117076000.0,,,98760000.0,,,,,,,4295000.0,,15711000.0,,206822000.0,0.0,,1490963000.0,1946000.0,,3871783000.0,58802000.0,,,,91614000.0,3542994000.0,-3972000.0,,0.0,,1056000.0,,,10879000.0,,,,,,,12257000.0,33401000.0,,,,30088000.0,,,,,61058000.0,,824000.0,,2328702000.0,,,,-824000.0,106239000.0,,,,,4855000.0,,,8017000.0,176190000.0,,172769000.0,120495000.0,-13000.0,,692000.0,333789000.0,,14704000.0,,62527000.0,328789000.0,,,,-5494000.0,1157174000.0,,,,,1588000.0,48127000.0,,938000.0,-245940000.0,324595000.0,,52274000.0,-33586000.0,,-22201000.0,,,,,-9291000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1451520000,,80280000.0,-13000.0,2639000.0,322877000.0,399353000.0,237575000.0,236054000.0,,,30072000.0,3863251000.0,,,4679000.0,2209000.0,2300801000.0,1010819000.0,31035000.0,166884000.0,32024000.0,145388000.0,,,-275010000.0,1395000.0,450993000.0,990000.0,0.0,990000.0,1010819000.0,,,,6536000.0,1395000.0,32024000.0,,211894000.0,,117076000.0,30193000.0,4619000.0,1061138000.0,1249180000.0,,499067000.0,223562000.0,-12730000.0,,499067000.0,300061000.0,,1529000.0,,,499067000.0,41025000.0,499067000.0,117076000.0,,-422443000.0,176190000.0,571619000.0,,180436000.0,-1530000.0,10973000.0,499067000.0,15667000.0,,15141000.0,,85776000.0,0.0,,1512131000.0,1570000.0,470000.0,3863251000.0,233754000.0,0.0,341058000.0,,80280000.0,3243706000.0,-4148000.0,2639000.0,,-164232000.0,470000.0,,,10973000.0,1570000.0,238767000.0,-9444000.0,,,,11735000.0,30193000.0,,,,30072000.0,619545000.0,,1775000.0,,44298000.0,,1031000.0,,2300801000.0,-15842000.0,276971000.0,31035000.0,7375000.0,294699000.0,338155000.0,,4679000.0,,-9456000.0,63677000.0,-452057000.0,472401000.0,499067000.0,,155545000.0,114404000.0,-32000.0,3243706000.0,676000.0,450993000.0,44298000.0,12727000.0,,56395000.0,619545000.0,657354000.0,,,-297926000.0,1061138000.0,1434000.0,1512131000.0,8254000.0,,1529000.0,237753000.0,,178000.0,-275010000.0,300933000.0,339624000.0,41141000.0,-57657000.0,44000.0,-229804000.0,,,85776000.0,12727000.0,-9444000.0,476918000.0,300061000.0,222096000.0,,-77544000.0,591826000.0,,347355000.0,,,,,,,,,,,,,,,,,,,,,,,
1459382400,,43091000.0,,2593000.0,-102398000.0,,1216000.0,-434000.0,,,,,,,5215000.0,,,,22448000.0,,46311000.0,141133000.0,,,,,,990000.0,0.0,,929390000.0,,,,,1356000.0,,,-6507000.0,,,,,,,,396669000.0,,-186301000.0,,396669000.0,,,,,,,40106000.0,,232165000.0,,,499067000.0,,,,,,,-14396000.0,,13053000.0,,149021000.0,,,1252480000.0,1645000.0,,3781790000.0,-3200000.0,,,,43091000.0,3256363000.0,-853000.0,,,,489000.0,,,10970000.0,,,,-6657000.0,,,-7009000.0,39460000.0,,,,30588000.0,,,,,0.0,,1614000.0,,2478116000.0,,,,-309000.0,54612000.0,,,,,7691000.0,,,-49120000.0,396669000.0,,133159000.0,112080000.0,39000.0,,555000.0,266463000.0,,14905000.0,,57220000.0,525427000.0,,,,-117558000.0,986017000.0,,,,,1373000.0,1453000.0,,237000.0,652270000.0,274292000.0,,21079000.0,-48818000.0,,-96369000.0,,,,,-9597000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1467244800,,106060000.0,,2568000.0,-41987000.0,,65736000.0,64081000.0,,,,,,,4462000.0,,,,23556000.0,,46528000.0,140744000.0,,,,,,990000.0,0.0,,751096000.0,,,,,1307000.0,,,15287000.0,,,,,,,,354682000.0,,-13254000.0,,354682000.0,,,,,,,40763000.0,,192166000.0,,,396669000.0,,,,,,,-435000.0,,12541000.0,,251719000.0,,,1177593000.0,1631000.0,,3717140000.0,57298000.0,,,,106060000.0,3243969000.0,-2024000.0,,,,208000.0,,,11039000.0,,,,-117624000.0,,,11640000.0,35017000.0,,,,31507000.0,,,,,0.0,-959072000.0,2463000.0,,2488723000.0,,,,-1605000.0,119278000.0,,,,,-1675000.0,,,-14104000.0,354682000.0,,181416000.0,117994000.0,45000.0,,549000.0,365977000.0,,15880000.0,,60607000.0,473171000.0,,,,-76041000.0,811616000.0,,,,,1288000.0,65974000.0,,238000.0,716351000.0,322160000.0,,63422000.0,-53663000.0,,-133943000.0,,,,,-9751000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1475193600,,79368000.0,,2612000.0,12435000.0,,39427000.0,37374000.0,,,,,,,5091000.0,,,,25214000.0,,46260000.0,139946000.0,,,,,,990000.0,0.0,,748767000.0,,,,,1365000.0,,,1374000.0,,,,,,,,367117000.0,,-13898000.0,,367117000.0,,,,,,,40831000.0,,192165000.0,,,354682000.0,,,,,,,84000.0,,11966000.0,,251276000.0,,,1176205000.0,1485000.0,,3739461000.0,34167000.0,,,,79368000.0,3246498000.0,-3196000.0,,,,204000.0,,,10995000.0,,,,0.0,,,-1791000.0,37020000.0,,,,32031000.0,,,,,58598000.0,-973105000.0,,,2513567000.0,,,,-7000000.0,90790000.0,,,,,-3014000.0,,,-46781000.0,367117000.0,,163358000.0,114512000.0,-58000.0,,544000.0,369187000.0,,14553000.0,,58270000.0,492963000.0,,,,-3058000.0,807018000.0,,,,,1097000.0,37993000.0,,-1434000.0,753725000.0,303304000.0,,48846000.0,-39812000.0,,-20152000.0,,,,,-9898000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1483142400,,76894000.0,,3798000.0,2420000.0,-152163000.0,34298000.0,33176000.0,,,32852000.0,3739234000.0,,,7700000.0,2200000.0,2482770000.0,746374000.0,26892000.0,163662000.0,39337000.0,280938000.0,,,786901000.0,1225000.0,408804000.0,990000.0,,990000.0,746374000.0,,55133000.0,,,1225000.0,39337000.0,,9401000.0,,192201000.0,36110000.0,476000.0,798598000.0,1189340000.0,-1092952000.0,369537000.0,19555000.0,-14033000.0,,369537000.0,305413000.0,,779000.0,,,369537000.0,41962000.0,369537000.0,192201000.0,,-282780000.0,367117000.0,353232000.0,,170415000.0,-9118000.0,10807000.0,369537000.0,6346000.0,,11949000.0,,184929000.0,,,1207402000.0,1322000.0,211000.0,3739234000.0,29968000.0,,140061000.0,,76894000.0,3171610000.0,-3423000.0,3798000.0,,-184632000.0,211000.0,,,10807000.0,1322000.0,90510000.0,-10028000.0,-941000.0,,,7823000.0,36110000.0,-125222000.0,,,32852000.0,567624000.0,,-8401000.0,,51051000.0,-1092952000.0,,,2482770000.0,-9496000.0,-129530000.0,26892000.0,-204000.0,88552000.0,118233000.0,,7700000.0,,-2526000.0,49509000.0,-265709000.0,-42158000.0,369537000.0,,8646000.0,-28422000.0,14000.0,3171610000.0,552000.0,408804000.0,51051000.0,14505000.0,,-85587000.0,567624000.0,486579000.0,,,-69052000.0,798598000.0,-616000.0,1207402000.0,10663000.0,,779000.0,34641000.0,,343000.0,786901000.0,289584000.0,140677000.0,37068000.0,-42339000.0,40000.0,-32316000.0,,,184929000.0,14505000.0,-10028000.0,316164000.0,305413000.0,499067000.0,,-227486000.0,702761000.0,,134197000.0,,,,,,,,,,,,,,,,,,,,,,,
1490918400,,44148000.0,,3819000.0,72293000.0,,63827000.0,61835000.0,,,,,,,4440000.0,,,,20646000.0,,50229000.0,172652000.0,,,,,,990000.0,0.0,,982460000.0,,,,,1252000.0,,,44938000.0,,,,,,,,441830000.0,,-119847000.0,,441830000.0,,,,,,,40969000.0,,192204000.0,,,369537000.0,,,,,,,-10575000.0,,11328000.0,,8898000.0,-19000.0,,1155268000.0,1487000.0,,3732481000.0,58628000.0,,,,44148000.0,3161504000.0,-2338000.0,,,,382000.0,,,10843000.0,,,,-3793000.0,,,-17883000.0,36327000.0,,,,32897000.0,,,,,64733000.0,-1107180000.0,,,2528484000.0,,,,-523000.0,116332000.0,,,,,-370000.0,,,92722000.0,441830000.0,,108091000.0,77809000.0,5000.0,,578000.0,120317000.0,,17820000.0,,22168000.0,570977000.0,,,,-178599000.0,1034951000.0,,,,,699000.0,64035000.0,,208000.0,848736000.0,280743000.0,,30282000.0,-29872000.0,,-64577000.0,,,,,-10144000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1498780800,,110135000.0,,3499000.0,155488000.0,,51415000.0,49232000.0,,,,,,,4754000.0,,,,27120000.0,,46319000.0,176912000.0,,,,,,990000.0,0.0,,980066000.0,,,,,1235000.0,,,183000.0,,,,,,,,597318000.0,,-14228000.0,,597318000.0,,,,,,,39684000.0,,192252000.0,,,441830000.0,,,,,,,3731000.0,,11499000.0,,9023000.0,0.0,,1151283000.0,1093000.0,,3841949000.0,46025000.0,,,,110135000.0,3121845000.0,-1037000.0,,,,180000.0,,,10875000.0,,,,-1427000.0,,,15861000.0,29182000.0,,,,32699000.0,,,,,56371000.0,-1121645000.0,,,2640791000.0,,,,-1997000.0,102840000.0,,,,,3773000.0,,,-11586000.0,597318000.0,,141884000.0,79181000.0,17000.0,,579000.0,119012000.0,,13994000.0,,22202000.0,720104000.0,,,,-2587000.0,1032271000.0,,,,,607000.0,51657000.0,,242000.0,897968000.0,318796000.0,,62703000.0,-29627000.0,,56939000.0,,,,,-10268000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1506729600,,79966000.0,,3570000.0,-130799000.0,,10082000.0,14913000.0,,,,,,,4647000.0,,,,26773000.0,,44838000.0,176743000.0,3189000.0,,,,,990000.0,0.0,,977634000.0,,,349000.0,,1236000.0,,,-34427000.0,,,,,,,,466519000.0,,-14465000.0,,466519000.0,,,,,,,39802000.0,,192253000.0,,,597318000.0,,,,,,,1303000.0,,16431000.0,,9161000.0,0.0,,1159150000.0,1412000.0,,3854497000.0,11705000.0,,,,79966000.0,3259840000.0,-2963000.0,,,,421000.0,,,515000.0,,,,-48000.0,,,1916000.0,30730000.0,,,,25281000.0,,,,,56592000.0,-1136119000.0,,,2646266000.0,,,,-4995000.0,53324000.0,,,,,984000.0,,,-193867000.0,466519000.0,,127166000.0,79667000.0,49000.0,,5661000.0,124986000.0,,17385000.0,,23284000.0,594657000.0,,,,-2611000.0,1034164000.0,,,,,515000.0,-2909000.0,,-12991000.0,912881000.0,303909000.0,,47499000.0,-195888000.0,,-16898000.0,,,,,-1175962000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1514678400,,76540000.0,-125000.0,3561000.0,21483000.0,-146119000.0,20680000.0,19396000.0,,,25171000.0,3857812000.0,,257000.0,4537000.0,5716000.0,2533738000.0,977282000.0,33433000.0,159103000.0,34219000.0,173150000.0,0.0,,932277000.0,1323000.0,242559000.0,990000.0,0.0,990000.0,977282000.0,,79407000.0,257000.0,,1323000.0,34219000.0,,-6446000.0,,192253000.0,31810000.0,-822000.0,1033075000.0,1193638000.0,-1270013000.0,488002000.0,4597000.0,-14474000.0,,488002000.0,310789000.0,,584000.0,,,488002000.0,38648000.0,488002000.0,192253000.0,,-46205000.0,466519000.0,349098000.0,,181058000.0,-7509000.0,584000.0,488002000.0,8716000.0,,12159000.0,,5477000.0,-106000.0,,1275634000.0,1370000.0,160000.0,3857812000.0,16188000.0,0.0,138229000.0,,76540000.0,3129688000.0,-5449000.0,3561000.0,,,160000.0,,,584000.0,1370000.0,88991000.0,-1136937000.0,0.0,-9235000.0,,5405000.0,31810000.0,-5268000.0,4393000.0,,25171000.0,728124000.0,,3175000.0,,46006000.0,-1270013000.0,,,2533738000.0,-11787000.0,118465000.0,33433000.0,6000.0,76253000.0,132546000.0,,4537000.0,,-5209000.0,51766000.0,-405543000.0,-33388000.0,488002000.0,,117040000.0,76466000.0,-87000.0,3129688000.0,-1102000.0,242559000.0,46006000.0,13454000.0,,21337000.0,728124000.0,494181000.0,,,-221746000.0,1033075000.0,-7775000.0,1275634000.0,5299000.0,,584000.0,25446000.0,,4766000.0,932277000.0,290190000.0,146004000.0,40574000.0,-33438000.0,-16000.0,-21669000.0,,,5477000.0,13454000.0,-1136937000.0,313123000.0,310789000.0,369537000.0,,-163014000.0,699457000.0,,145376000.0,,,,,,,,,,,,,,,,,,,,,,,
1522454400,,30596000.0,,3874000.0,-12925000.0,,38455000.0,36016000.0,,,,,,,4420000.0,,,,22430000.0,,48589000.0,171981000.0,,,,,,990000.0,,,975779000.0,,,230000.0,,1375000.0,,,15659000.0,,,,,,,,467050000.0,,-133894000.0,,467050000.0,,,,,,,36754000.0,,192256000.0,,,559311000.0,,,,,,,-13096000.0,,8129000.0,,5569000.0,0.0,,1149928000.0,1217000.0,,3752785000.0,32809000.0,,,,30596000.0,3143903000.0,-1174000.0,,,,351000.0,,,1869000.0,,,,-4232000.0,,,-24670000.0,34950000.0,,-3966000.0,,26937000.0,,,,,,,,,2553147000.0,,,,136993000.0,79598000.0,,,,,514000.0,,,97672000.0,546386000.0,,99465000.0,73024000.0,-52000.0,,-2390000.0,116254000.0,,15197000.0,,21381000.0,608882000.0,,,,-1893000.0,1033674000.0,,,,,1869000.0,34715000.0,,-3740000.0,968293000.0,271446000.0,,26441000.0,,,-141193000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1530316800,,112657000.0,,3413000.0,73503000.0,,51262000.0,48888000.0,,,,,,,8220000.0,,,,26841000.0,,46540000.0,178019000.0,,,,,,990000.0,,,974309000.0,,,259000.0,,1223000.0,,,-1394000.0,,,,,,,,544900000.0,,-14488000.0,,544900000.0,,,,,,,37399000.0,,192283000.0,,,546386000.0,,,,,,,810000.0,,10439000.0,,5653000.0,0.0,,1160282000.0,943000.0,,3845613000.0,45681000.0,,,,94173000.0,3124283000.0,-1475000.0,,,,372000.0,,,6971000.0,,,,-784000.0,,,18572000.0,37495000.0,,2147000.0,,27130000.0,,,,,59052000.0,,,,2634722000.0,,,,,101475000.0,,,,,11732000.0,,,-65661000.0,619889000.0,,139428000.0,76179000.0,-1000.0,,-1395000.0,128267000.0,,13738000.0,,21290000.0,721330000.0,,,,-1871000.0,1032015000.0,,,,,6971000.0,53637000.0,,2375000.0,1017181000.0,317447000.0,,63249000.0,,,26507000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1538265600,,76283000.0,,3326000.0,99596000.0,,91586000.0,89210000.0,,,,,,,8000000.0,,,,25482000.0,,44330000.0,166857000.0,0.0,,,,,990000.0,,,972814000.0,,,265000.0,,1055000.0,,,53128000.0,,,,,,,,650691000.0,,-14620000.0,,650691000.0,,,,,,,36059000.0,,192282000.0,,,619889000.0,,,,,,,1836000.0,,10801000.0,,5913000.0,0.0,,1158173000.0,1012000.0,,3918613000.0,86002000.0,,,,76251000.0,3108641000.0,-4000000.0,,,,104000.0,,,8591000.0,,,,0.0,,,-1200000.0,34844000.0,,719000.0,,27390000.0,,,,,57175000.0,,,,2711455000.0,,,,3000000.0,139219000.0,,,,,-5318000.0,,,43655000.0,719485000.0,,122451000.0,74363000.0,126000.0,,-70000.0,127422000.0,,18700000.0,,21677000.0,809972000.0,,,,-1722000.0,1030751000.0,,,,,8591000.0,92259000.0,,673000.0,1106391000.0,289308000.0,,48088000.0,-32000.0,,-20342000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1546214400,,85755000.0,,3112000.0,142884000.0,156366000.0,77756000.0,76331000.0,,,27287000.0,3972833000.0,,304000.0,3994000.0,657000.0,2663486000.0,971225000.0,32345000.0,146540000.0,33844000.0,161946000.0,0.0,,1182722000.0,1078000.0,232725000.0,990000.0,,990000.0,971225000.0,,45125000.0,304000.0,,1078000.0,33844000.0,,47339000.0,,192282000.0,30425000.0,3322000.0,1028937000.0,1159053000.0,,809316000.0,114732000.0,-14620000.0,,809316000.0,305291000.0,,8426000.0,,,809316000.0,36328000.0,862369000.0,192282000.0,,-158599000.0,719485000.0,452109000.0,,183284000.0,1100000.0,8426000.0,809316000.0,11355000.0,,15374000.0,,5838000.0,,,1261662000.0,819000.0,125000.0,3972833000.0,73123000.0,,260826000.0,,85728000.0,3064359000.0,-6732000.0,3112000.0,,-18543000.0,125000.0,,,8426000.0,819000.0,84847000.0,,0.0,1132000.0,,10066000.0,30425000.0,-5016000.0,2232000.0,,27287000.0,908474000.0,,905000.0,,46105000.0,,,,2663486000.0,-13381000.0,303058000.0,32345000.0,-3000000.0,131917000.0,237615000.0,,3994000.0,,-3606000.0,44743000.0,-72705000.0,80700000.0,862369000.0,,118906000.0,73400000.0,44000.0,3064359000.0,4512000.0,232725000.0,46105000.0,16711000.0,,20499000.0,908474000.0,480250000.0,,,-67219000.0,1028937000.0,1767000.0,1261662000.0,2768000.0,,8426000.0,80215000.0,,2459000.0,1182722000.0,280852000.0,259059000.0,45506000.0,-27000.0,117000.0,-23571000.0,,,5838000.0,16711000.0,,296966000.0,286748000.0,559311000.0,,-177622000.0,678803000.0,,250445000.0,,,,,,,,,,,,,,,,,,,,,,,
