date,annualOperatingIncome,annualGainsLossesNotAffectingRetainedEarnings,quarterlyCashDividendsPaid,quarterlyCurrentLiabilities,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,annualResearchAndDevelopment,quarterlyOtherNonCashItems,trailingOperatingIncome,annualAccountsPayable,annualFreeCashFlow,annualCommonStockIssuance,quarterlyCurrentAssets,annualOtherShortTermInvestments,quarterlySellingGeneralAndAdministration,annualTotalLiabilitiesNetMinorityInterest,trailingFreeCashFlow,quarterlyDepreciationAndAmortization,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,trailingCostOfRevenue,annualEndCashPosition,quarterlyOtherShortTermInvestments,annualOtherCurrentAssets,trailingNetOtherInvestingChanges,quarterlyRetainedEarnings,trailingTotalRevenue,annualChangeInWorkingCapital,quarterlyPurchaseOfInvestment,annualNetOtherInvestingChanges,quarterlyTotalNonCurrentAssets,annualCashAndCashEquivalents,trailingNetIncome,trailingTaxProvision,trailingPretaxIncome,quarterlyOperatingIncome,quarterlyTotalRevenue,trailingEndCashPosition,quarterlyTotalLiabilitiesNetMinorityInterest,annualPretaxIncome,annualNetIncome,quarterlyNetIncomeCommonStockholders,annualCashDividendsPaid,annualInvestmentsAndAdvances,quarterlyTotalAssets,annualCurrentDebt,annualNetIncomeContinuousOperations,quarterlyFreeCashFlow,annualOperatingExpense,annualCurrentDeferredRevenue,annualCostOfRevenue,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyDilutedEPS,annualOtherNonCurrentAssets,annualSellingGeneralAndAdministration,annualSaleOfInvestment,quarterlyOtherCurrentAssets,annualStockholdersEquity,quarterlyDilutedAverageShares,quarterlyOtherNonCurrentLiabilities,annualOtherNonCashItems,annualLongTermDebt,annualRepurchaseOfCapitalStock,annualBasicEPS,annualCurrentAssets,quarterlyCostOfRevenue,annualNetIncomeCommonStockholders,quarterlyCurrentAccruedExpenses,quarterlyGoodwill,annualCurrentAccruedExpenses,annualRetainedEarnings,annualCurrentLiabilities,quarterlyEndCashPosition,trailingNetIncomeCommonStockholders,quarterlyInvestingCashFlow,quarterlyStockholdersEquity,annualTotalAssets,annualTaxProvision,quarterlyAccountsReceivable,quarterlyNetOtherInvestingChanges,annualDepreciationAndAmortization,quarterlyChangeInInventory,quarterlyLongTermDebt,quarterlyInventory,quarterlyGrossProfit,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCurrentDeferredRevenue,quarterlyOtherIncomeExpense,quarterlyInvestmentsAndAdvances,trailingOperatingCashFlow,annualAccountsReceivable,annualOtherIncomeExpense,annualNetPPE,trailingGrossProfit,quarterlyOperatingExpense,trailingOtherIncomeExpense,quarterlyPretaxIncome,annualOperatingCashFlow,annualGrossProfit,annualTotalNonCurrentAssets,quarterlyPurchaseOfBusiness,quarterlyOtherIntangibleAssets,annualCashCashEquivalentsAndMarketableSecurities,annualOtherIntangibleAssets,quarterlyRepaymentOfDebt,quarterlyCapitalStock,annualDilutedEPS,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyTaxProvision,annualEbitda,quarterlyNetPPE,quarterlyBeginningCashPosition,trailingRepaymentOfDebt,quarterlyChangesInAccountReceivables,trailingChangeInCashSupplementalAsReported,quarterlyCurrentDebt,annualGrossPPE,quarterlyCapitalExpenditure,quarterlyInterestExpense,trailingDepreciationAndAmortization,annualBasicAverageShares,trailingCashFlowFromContinuingFinancingActivities,annualChangeInInventory,quarterlyOtherNonCurrentAssets,quarterlyNetOtherFinancingCharges,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyAccumulatedDepreciation,annualOtherNonCurrentLiabilities,annualBeginningCashPosition,trailingOtherNonCashItems,annualPurchaseOfBusiness,annualCapitalExpenditure,quarterlySaleOfInvestment,quarterlyIncomeTaxPayable,annualInvestingCashFlow,quarterlyOperatingCashFlow,trailingInvestingCashFlow,annualAccumulatedDepreciation,quarterlyRepurchaseOfCapitalStock,annualIncomeTaxPayable,quarterlyGrossPPE,trailingBeginningCashPosition,quarterlyNonCurrentDeferredRevenue,trailingInterestExpense,annualChangesInAccountReceivables,quarterlyAccountsPayable,trailingCashDividendsPaid,annualNonCurrentDeferredRevenue,annualNonCurrentDeferredTaxesLiabilities,quarterlyChangeInCashSupplementalAsReported,trailingPurchaseOfBusiness,quarterlyChangeInWorkingCapital,quarterlyCommonStockIssuance,quarterlyGainsLossesNotAffectingRetainedEarnings,trailingCapitalExpenditure,quarterlyOtherCurrentLiabilities,trailingOperatingExpense,trailingNetIncomeContinuousOperations,trailingChangeInInventory,annualOtherCurrentLiabilities,trailingNetOtherFinancingCharges,trailingStockBasedCompensation,annualDilutedAverageShares,quarterlyEbitda,annualChangeInCashSupplementalAsReported,annualStockBasedCompensation,quarterlyStockBasedCompensation,annualGoodwill,annualInventory,annualNetOtherFinancingCharges,annualCashFlowFromContinuingFinancingActivities,trailingChangeInWorkingCapital,annualRepaymentOfDebt,annualInterestExpense,quarterlyBasicEPS,annualCapitalStock,annualPurchaseOfInvestment,quarterlyBasicAverageShares,annualTotalRevenue,trailingBasicAverageShares,trailingDeferredIncomeTax,trailingRepurchaseOfCapitalStock,trailingSellingGeneralAndAdministration,trailingChangesInAccountReceivables,trailingDilutedEPS,trailingBasicEPS,trailingResearchAndDevelopment,quarterlyDeferredIncomeTax,trailingCommonStockIssuance,quarterlyChangeInAccountPayable,trailingSaleOfInvestment,trailingPurchaseOfInvestment,trailingChangeInAccountPayable,quarterlyResearchAndDevelopment,annualDeferredIncomeTax,trailingDilutedAverageShares
1970-01-01 00:00:01.388448000,781000000.0,-922000000.0,0.0,3006000000.0,4060000000.0,,,115000000.0,,277000000.0,50000000.0,0.0,2922000000.0,,592000000.0,7066000000.0,,236000000.0,4060000000.0,,941000000.0,,22000000.0,,2383000000.0,,38000000.0,,-116000000.0,6225000000.0,941000000.0,,,,147000000,1365000000,,7066000000.0,387000000.0,229000000.0,55000000,-264000000.0,122000000.0,9147000000.0,455000000.0,205000000.0,80000000.0,2337000000.0,248000000.0,2041000000.0,43000000,55000000,,85000000.0,2175000000.0,0.0,22000000.0,1929000000.0,,44000000.0,385000000.0,3424000000.0,0.0,2.3,2922000000.0,578000000.0,229000000.0,393000000.0,1422000000.0,393000000.0,2383000000.0,3006000000.0,941000000.0,,-1248000000.0,1929000000.0,9147000000.0,182000000.0,320000000.0,-79000000.0,875000000.0,-23000000.0,3424000000.0,140000000.0,787000000.0,188000000.0,248000000.0,-39000000.0,122000000.0,,320000000.0,-141000000.0,3162000000.0,,640000000.0,,41000000.0,1210000000.0,3118000000.0,6225000000.0,3000000.0,1121000000.0,941000000.0,1121000000.0,-203000000.0,640000000.0,2.3,941000000.0,941000000.0,-2000000.0,1538000000.0,3162000000.0,1024000000.0,,84000000.0,,455000000.0,6676000000.0,-372000000.0,73000000.0,,99801000.0,,-55000000.0,85000000.0,1000000.0,709000000.0,-3514000000.0,44000000.0,1174000000.0,,-4000000.0,-1160000000.0,,153000000.0,-2020000000.0,452000000.0,,-3514000000.0,0.0,153000000.0,6676000000.0,,41000000.0,,38000000.0,277000000.0,,41000000.0,188000000.0,-83000000.0,,164000000.0,,-922000000.0,,832000000.0,,,,832000000.0,,,99855000.0,350000000,-233000000.0,17000000.0,3000000.0,1422000000.0,140000000.0,29000000.0,576000000.0,,-1168000000.0,276000000.0,,640000000.0,-800000000.0,,5159000000.0,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.396224000,,,,4617000000.0,,,,-2106000000.0,,,,,3184000000.0,,604000000.0,,,250000000.0,4537000000.0,,,,,,4628000000.0,,,,,9291000000.0,,,,,236000000,1405000000,,9154000000.0,,,2280000000,,,12475000000.0,,,39000000.0,,,,2259000000,2280000000,22.44,,,,85000000.0,,100016000.0,168000000.0,,,,,,518000000.0,,431000000.0,,,,,977000000.0,,-441000000.0,2387000000.0,,,339000000.0,-175000000.0,,-3000000.0,4166000000.0,141000000.0,887000000.0,179000000.0,,2197000000.0,293000000.0,,,,,,651000000.0,,2330000000.0,,,,-27000000.0,,,,-716000000.0,640000000.0,,977000000.0,977000000.0,71000000.0,,3344000000.0,941000000.0,,5000000.0,,355000000.0,,-283000000.0,104000000.0,,,,,112000000.0,-34000000.0,157000000.0,,,,,,,34000000.0,161000000.0,,322000000.0,,,,,3344000000.0,,,,,231000000.0,,,,36000000.0,,-48000000.0,,-2721000000.0,,2591000000.0,,,,,,,,2684000000,,,6000000.0,,,,,,,,22.45,,,99981000.0,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.404086400,,,,4576000000.0,,,,-91000000.0,,,,,2824000000.0,,622000000.0,,,253000000.0,4635000000.0,,,,,,4550000000.0,,,,,9547000000.0,,,,,224000000,1447000000,,9211000000.0,,,186000000,,,12371000000.0,,,14000000.0,,,,243000000,186000000,1.86,,,,92000000.0,,100018000.0,192000000.0,,,,,,537000000.0,,466000000.0,,,,,496000000.0,,-462000000.0,2301000000.0,,,361000000.0,-95000000.0,,,4204000000.0,142000000.0,910000000.0,167000000.0,,175000000.0,362000000.0,,,,,,686000000.0,,310000000.0,,,,-32000000.0,,,,-240000000.0,640000000.0,,496000000.0,496000000.0,67000000.0,,3407000000.0,977000000.0,,,,280000000.0,,-322000000.0,96000000.0,,,,,126000000.0,-22000000.0,-352000000.0,,,,,,,,126000000.0,,336000000.0,,,,,3407000000.0,,,,,211000000.0,,,,-481000000.0,,56000000.0,,-2729000000.0,,2464000000.0,,,,,,,,659000000,,,,,,,,,,,1.86,,,99983000.0,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.412035200,,,,4682000000.0,,,,,,,,,2400000000.0,,,,,,5058000000.0,,,,,,,,,,,11505000000.0,,,,,239000000,1674000000,,9740000000.0,,,165000000,,,13905000000.0,,,475000000.0,,,,216000000,165000000,1.65,,,,2358000000.0,,100000000.0,5058000000.0,,,,,,449000000.0,,,,,,,672000000.0,,-308000000.0,3306000000.0,,,,,,,,,1225000000.0,,,108000000.0,,,,,,,986000000.0,,246000000.0,,,,,,,,,,,,,30000000.0,,,496000000.0,,,,,,,101000000.0,,,,,11505000000.0,,,,,,,,,,,,475000000.0,,,,,,,,,,,,,,176000000.0,,,,,,4682000000.0,,,,,,,,656000000,,,,,,,,,,,1.65,,,100000000.0,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.419984000,924000000.0,-2901000000.0,,4574000000.0,4976000000.0,,,,,386000000.0,146000000.0,,2406000000.0,,,9550000000.0,,,4976000000.0,,694000000.0,,103000000.0,,4764000000.0,,57000000.0,,795000000.0,10891000000.0,694000000.0,,,,223000000,1859000000,,9550000000.0,3036000000.0,2643000000.0,48000000,-264000000.0,274000000.0,13297000000.0,352000000.0,2780000000.0,-987000000.0,2940000000.0,203000000.0,2522000000.0,62000000,48000000,,115000000.0,2712000000.0,,103000000.0,2342000000.0,,44000000.0,-2081000000.0,4205000000.0,0.0,26.43,2406000000.0,1367000000.0,2643000000.0,501000000.0,3066000000.0,501000000.0,4764000000.0,4574000000.0,694000000.0,,935000000.0,2342000000.0,13297000000.0,256000000.0,492000000.0,,1158000000.0,,4205000000.0,152000000.0,492000000.0,176000000.0,203000000.0,37000000.0,274000000.0,,492000000.0,2516000000.0,4631000000.0,,269000000.0,,151000000.0,1458000000.0,3864000000.0,10891000000.0,,2437000000.0,694000000.0,2437000000.0,,639000000.0,26.42,694000000.0,694000000.0,88000000.0,4620000000.0,4631000000.0,672000000.0,,,,352000000.0,9164000000.0,,133000000.0,,99983000.0,,-2000000.0,115000000.0,,,-4533000000.0,44000000.0,909000000.0,,,-1312000000.0,,143000000.0,-276000000.0,325000000.0,,-4533000000.0,,143000000.0,9164000000.0,,30000000.0,,59000000.0,386000000.0,,30000000.0,176000000.0,54000000.0,,,,-2901000000.0,,2513000000.0,,,,2513000000.0,,,100017000.0,284000000,-215000000.0,22000000.0,,3066000000.0,152000000.0,-410000000.0,-1368000000.0,,-2042000000.0,426000000.0,,639000000.0,,,6386000000.0,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.427760000,,,,4826000000.0,,,,198000000.0,,,,,2822000000.0,,721000000.0,,,340000000.0,4956000000.0,,,,,,4678000000.0,,,,,10385000000.0,,,,,227000000,1709000000,,9782000000.0,,,-46000000,,,13207000000.0,,,54000000.0,,,,-18000000,-46000000,-0.46,,,,135000000.0,,100155000.0,251000000.0,,,,,,710000000.0,,536000000.0,,,,,1131000000.0,,-218000000.0,2172000000.0,,,507000000.0,48000000.0,,,4520000000.0,172000000.0,999000000.0,149000000.0,,-85000000.0,253000000.0,,,,,,772000000.0,,21000000.0,,,,-23000000.0,,,,-98000000.0,639000000.0,,1131000000.0,1131000000.0,39000000.0,,4354000000.0,694000000.0,,,,707000000.0,,-246000000.0,125000000.0,,,,,159000000.0,-74000000.0,385000000.0,,,,,,,,167000000.0,,300000000.0,,,,,4354000000.0,,,,,319000000.0,,,,437000000.0,,-144000000.0,,-2997000000.0,,2262000000.0,,,,,,,,486000000,,,,,,,,,,,-0.46,,,100112000.0,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.435622400,,,,4431000000.0,,,,191000000.0,,,,,2436000000.0,,717000000.0,,,337000000.0,5208000000.0,,,37000000.0,,,4312000000.0,,,,,10233000000.0,,,,,223000000,1704000000,,9639000000.0,,,-99000000,,,12669000000.0,,,87000000.0,,,,-63000000,-99000000,-0.99,,,,96000000.0,,100154000.0,247000000.0,,,,,,717000000.0,,527000000.0,,,,,681000000.0,,-287000000.0,1751000000.0,,,499000000.0,-32000000.0,,,4750000000.0,186000000.0,987000000.0,150000000.0,,-106000000.0,201000000.0,,,,,,764000000.0,,28000000.0,,,,-10000000.0,,,,-622000000.0,639000000.0,,681000000.0,681000000.0,91000000.0,,4286000000.0,1131000000.0,,,,336000000.0,,-251000000.0,97000000.0,,,,,134000000.0,-48000000.0,-484000000.0,,,,,,,,169000000.0,,338000000.0,,,,,4286000000.0,,,,,323000000.0,,,,-450000000.0,,-37000000.0,,-3057000000.0,,2261000000.0,,,,,,,,462000000,,,,,,,,,,,-0.99,,,100142000.0,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.443571200,,,-400000.0,4115300000.0,,,,171900000.0,,,,,2447700000.0,,,,,323200000.0,5397800000.0,,,15400000.0,,,4316800000.0,,,,,9869800000.0,,,,,227000000,1640700000,,9513100000.0,,,12400000,,,12317500000.0,,,161100000.0,,,,24200000,12400000,0.12,,,,133100000.0,,100142000.0,264200000.0,,,,,,435100000.0,,542900000.0,,,,,724400000.0,,-364200000.0,1594600000.0,,,474500000.0,-14900000.0,,,4930800000.0,133000000.0,1205600000.0,137200000.0,,-57100000.0,200700000.0,,,,,,978600000.0,,62700000.0,,,,-18200000.0,,,,-522000000.0,638800000.0,,724400000.0,724400000.0,38500000.0,,4112400000.0,681000000.0,,,,191400000.0,,-332100000.0,111500000.0,,,,,80600000.0,-109400000.0,-59500000.0,,,,,,,,164800000.0,,493200000.0,,,,,4112400000.0,,,,,267600000.0,,,,43000000.0,,61500000.0,,-3217600000.0,,2178500000.0,,,,,,,,497400000,,,,,,,,,,,0.12,,,100142000.0,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.451520000,791000000.0,-531000000.0,400000.0,2458000000.0,4214000000.0,,193000000.0,481100000.0,,334000000.0,446000000.0,,1872000000.0,0.0,,6672000000.0,,320800000.0,4214000000.0,,769000000.0,0.0,98000000.0,,3512000000.0,,62000000.0,,-171000000.0,8491000000.0,769000000.0,,,,114100000,1676500000,,6672000000.0,-153000000.0,-559000000.0,-426200000,-264000000.0,3583000000.0,10363000000.0,212000000.0,-444000000.0,143900000.0,4085000000.0,259000000.0,1854000000.0,-387200000,-426200000,,75000000.0,1680000000.0,,98000000.0,3477000000.0,,73000000.0,1042000000.0,3462000000.0,,-5.59,1872000000.0,490400000.0,-559000000.0,425000000.0,644000000.0,425000000.0,3512000000.0,2458000000.0,769000000.0,,-541800000.0,3477000000.0,10363000000.0,291000000.0,402000000.0,-172100000.0,1321000000.0,,3462000000.0,80000000.0,1186100000.0,50000000.0,259000000.0,-275900000.0,3583000000.0,,402000000.0,-524000000.0,3206000000.0,,1072000000.0,,-264700000.0,1651000000.0,4876000000.0,8491000000.0,-2800000.0,769000000.0,769000000.0,769000000.0,-150000000.0,639000000.0,-5.59,769000000.0,769000000.0,122500000.0,1610000000.0,3206000000.0,724400000.0,,,,212000000.0,6761000000.0,-375900000.0,108400000.0,,100144000.0,,17000000.0,75000000.0,-76600000.0,74500000.0,-3555000000.0,73000000.0,694000000.0,,-54000000.0,-1205000000.0,,124000000.0,-1411000000.0,519800000.0,,-3555000000.0,,124000000.0,6761000000.0,,24000000.0,,162000000.0,334000000.0,,24000000.0,50000000.0,45000000.0,,181500000.0,,-531000000.0,,151000000.0,,,,151000000.0,,,100154000.0,164500000,75000000.0,19000000.0,,644000000.0,80000000.0,-308000000.0,-84000000.0,,-1392000000.0,442000000.0,,639000000.0,,,6730000000.0,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.459382400,,,,2433000000.0,,,,57000000.0,,,,,2036000000.0,,,,,217000000.0,4186000000.0,,,,,,3555000000.0,,,,,8384000000.0,,,,,105000000,1056000000,,6619000000.0,,,43000000,,,10420000000.0,,,-133000000.0,,,,33000000,43000000,0.42,,,,127000000.0,,100330000.0,220000000.0,,,,,,306000000.0,,434000000.0,,,,,634000000.0,,-306000000.0,3546000000.0,,,391000000.0,0.0,,2000000.0,3791000000.0,80000000.0,750000000.0,51000000.0,,43000000.0,3622000000.0,,,,,,645000000.0,,67000000.0,,,,0.0,,,,-13000000.0,638000000.0,,634000000.0,634000000.0,34000000.0,,3079000000.0,769000000.0,,-59000000.0,,246000000.0,,-307000000.0,85000000.0,,,,,60000000.0,0.0,7000000.0,,,,,,,,80000000.0,,174000000.0,,,,,3079000000.0,,,,,245000000.0,,,,-125000000.0,,-82000000.0,,-522000000.0,,137000000.0,,,,,,,,369000000,,,3000000.0,,,,,,,,0.42,,,100330000.0,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.467244800,,,,2034000000.0,,,,76000000.0,,,,,1798000000.0,,,,,239000000.0,4444000000.0,,,,,,3336000000.0,,,,,8275000000.0,,,,,97000000,1100000000,,6478000000.0,,,44000000,,,10073000000.0,,,56000000.0,,,,32000000,44000000,0.44,,,,114000000.0,,100336000.0,-1000000.0,,,,,,323000000.0,,419000000.0,,,,,684000000.0,,-27000000.0,3335000000.0,,,390000000.0,1000000.0,,5000000.0,4046000000.0,77000000.0,777000000.0,60000000.0,,79000000.0,3491000000.0,,,,,,680000000.0,,82000000.0,,,,0.0,,,,-444000000.0,638000000.0,,684000000.0,684000000.0,50000000.0,,3070000000.0,634000000.0,,24000000.0,,266000000.0,,-169000000.0,98000000.0,,,,,75000000.0,-272000000.0,-156000000.0,,,,,,,,79000000.0,,225000000.0,,,,,3070000000.0,,,,,238000000.0,,,,41000000.0,,25000000.0,,-513000000.0,,11000000.0,,,,,,,,419000000,,,4000000.0,,,,,,,,0.44,,,100336000.0,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.475193600,,,0.0,1847000000.0,,,,82000000.0,,,,,1953000000.0,,,,,235000000.0,4562000000.0,,,,,,3360000000.0,,,,,8091000000.0,,,,,107000000,1099000000,,6409000000.0,,,24000000,,,10044000000.0,,,58000000.0,,,,25000000,24000000,0.24,,,,106000000.0,,100336000.0,-2000000.0,,,,,,320000000.0,,449000000.0,,,,,816000000.0,,-188000000.0,3367000000.0,,,403000000.0,-1000000.0,,4000000.0,4139000000.0,71000000.0,779000000.0,68000000.0,,35000000.0,3343000000.0,,,,,,672000000.0,,52000000.0,,,,0.0,,,,-70000000.0,638000000.0,,816000000.0,816000000.0,27000000.0,,3062000000.0,684000000.0,,78000000.0,,253000000.0,,-192000000.0,98000000.0,,,,,79000000.0,0.0,65000000.0,,,,,,,,94000000.0,,250000000.0,,,,,3062000000.0,,,,,224000000.0,,,,131000000.0,,11000000.0,,-504000000.0,,454000000.0,,,,,,,,385000000,,,5000000.0,,,,,,,,0.24,,,100336000.0,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.483142400,367000000.0,-562000000.0,0.0,1897000000.0,4362000000.0,,,136000000.0,,297000000.0,16000000.0,,1667000000.0,,,6259000000.0,,241000000.0,4362000000.0,,646000000.0,,110000000.0,,3215000000.0,,12000000.0,,8000000.0,7961000000.0,646000000.0,,,,57000000,1119000000,,6259000000.0,71000000.0,-32000000.0,-143000000,-265000000.0,3276000000.0,9627000000.0,75000000.0,-109000000.0,35000000.0,2729000000.0,260000000.0,1279000000.0,-199000000,-143000000,,71000000.0,1146000000.0,,110000000.0,3167000000.0,,87000000.0,351000000.0,3531000000.0,,-0.32,1667000000.0,330000000.0,-32000000.0,376000000.0,615000000.0,376000000.0,3215000000.0,1897000000.0,646000000.0,,-31000000.0,3167000000.0,9627000000.0,180000000.0,390000000.0,8000000.0,932000000.0,8000000.0,3531000000.0,62000000.0,790000000.0,57000000.0,260000000.0,-80000000.0,3276000000.0,,390000000.0,77000000.0,3057000000.0,,733000000.0,,-130000000.0,878000000.0,3096000000.0,7961000000.0,0.0,744000000.0,646000000.0,744000000.0,-294000000.0,638000000.0,-0.32,646000000.0,646000000.0,69000000.0,1397000000.0,3057000000.0,816000000.0,,59000000.0,,75000000.0,7047000000.0,-194000000.0,114000000.0,,100337000.0,,19000000.0,71000000.0,-61000000.0,-357000000.0,-3990000000.0,87000000.0,769000000.0,,0.0,-862000000.0,,68000000.0,-552000000.0,229000000.0,,-3990000000.0,,68000000.0,7047000000.0,,18000000.0,,102000000.0,297000000.0,,18000000.0,57000000.0,-170000000.0,,58000000.0,,-562000000.0,,134000000.0,,,,134000000.0,,,100337000.0,225000000,-123000000.0,14000000.0,2000000.0,615000000.0,62000000.0,-68000000.0,-441000000.0,,-821000000.0,394000000.0,,638000000.0,,,4374000000.0,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.490918400,,,,1864000000.0,,,,82000000.0,,,,,1998000000.0,,,,,221000000.0,4366000000.0,,,,,,3241000000.0,,,,,7657000000.0,,,,,121000000,1043000000,,6230000000.0,,,24000000,,,9654000000.0,,,-18000000.0,,,,19000000,24000000,0.24,,,,113000000.0,,100380000.0,1000000.0,,,,,,300000000.0,,379000000.0,,,,,605000000.0,,-220000000.0,3217000000.0,,,362000000.0,0.0,,-15000000.0,3833000000.0,78000000.0,743000000.0,58000000.0,,34000000.0,3139000000.0,,,,,,622000000.0,,61000000.0,,,,-18000000.0,,,,-16000000.0,637000000.0,,605000000.0,605000000.0,42000000.0,,2950000000.0,646000000.0,,-21000000.0,,83000000.0,,-216000000.0,99000000.0,,,,,57000000.0,0.0,-16000000.0,,,,,,,,81000000.0,,198000000.0,,,,,2950000000.0,,,,,287000000.0,,,,-34000000.0,,-52000000.0,,-553000000.0,,77000000.0,,,,,,,,381000000,,,6000000.0,,,,,,,,0.24,,,100380000.0,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.498780800,,,,2282000000.0,,,,117000000.0,,,,,1959000000.0,,,,,223000000.0,4121000000.0,,,,,,2946000000.0,,,,,7534000000.0,,,,,92000000,1048000000,,6403000000.0,,,-28000000,,,9495000000.0,,,-9000000.0,,,,-59000000,-28000000,-0.28,,,,120000000.0,,100543000.0,3000000.0,,,,,,310000000.0,,384000000.0,,,,,721000000.0,,-81000000.0,2915000000.0,,,364000000.0,9000000.0,,5000000.0,3756000000.0,71000000.0,738000000.0,57000000.0,,-9000000.0,3157000000.0,,,,,,646000000.0,,-19000000.0,,,,-2000000.0,,,,-48000000.0,637000000.0,,721000000.0,721000000.0,40000000.0,,2858000000.0,605000000.0,,-3000000.0,,453000000.0,,-178000000.0,108000000.0,,,,,61000000.0,-265000000.0,37000000.0,,,,,,,,65000000.0,,169000000.0,,,,,2858000000.0,,,,,242000000.0,,,,122000000.0,,-41000000.0,,-562000000.0,,149000000.0,,,,,,,,313000000,,,6000000.0,,,,,,,,-0.28,,,100543000.0,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.506729600,,,0.0,2586000000.0,,,,115000000.0,,,,,2237000000.0,,,,,222000000.0,3999000000.0,,,,,,2966000000.0,,,,,7479000000.0,,,,,125000000,1037000000,,6585000000.0,,,20000000,,,9716000000.0,,,11000000.0,,,,1000000,20000000,0.2,,,,119000000.0,,100548000.0,1000000.0,,,,,,304000000.0,,380000000.0,,,,,888000000.0,,-33000000.0,2956000000.0,,,382000000.0,17000000.0,,17000000.0,3560000000.0,54000000.0,733000000.0,66000000.0,,31000000.0,3188000000.0,,,,,,608000000.0,,44000000.0,,,,0.0,,,,-557000000.0,637000000.0,,888000000.0,888000000.0,43000000.0,,2790000000.0,721000000.0,,-12000000.0,,685000000.0,,-180000000.0,114000000.0,,,,,61000000.0,-1000000.0,10000000.0,,,,,,,,72000000.0,,191000000.0,,,,,2790000000.0,,,,,237000000.0,,,,169000000.0,,-12000000.0,,-542000000.0,,242000000.0,,,,,,,,380000000,,,6000000.0,,,,,,,,0.2,,,100548000.0,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.514678400,448000000.0,-470000000.0,0.0,2067000000.0,4117000000.0,,,82000000.0,,288000000.0,37000000.0,,1817000000.0,,,6184000000.0,,213000000.0,4117000000.0,,619000000.0,,90000000.0,,3035000000.0,,-61000000.0,,30000000.0,7647000000.0,619000000.0,,,,116000000,1069000000,,6184000000.0,155000000.0,85000000.0,69000000,-265000000.0,3208000000.0,9465000000.0,182000000.0,-3000000.0,53000000.0,2467000000.0,243000000.0,1218000000.0,35000000,69000000,,74000000.0,1046000000.0,,90000000.0,3096000000.0,,74000000.0,396000000.0,3237000000.0,,0.85,1817000000.0,325000000.0,85000000.0,353000000.0,599000000.0,353000000.0,3035000000.0,2067000000.0,619000000.0,,-33000000.0,3096000000.0,9465000000.0,158000000.0,387000000.0,4000000.0,879000000.0,9000000.0,3237000000.0,45000000.0,744000000.0,56000000.0,243000000.0,35000000.0,3208000000.0,,387000000.0,93000000.0,2880000000.0,,628000000.0,,68000000.0,820000000.0,2915000000.0,7647000000.0,-2000000.0,666000000.0,619000000.0,666000000.0,-574000000.0,637000000.0,0.85,619000000.0,619000000.0,33000000.0,1350000000.0,2880000000.0,888000000.0,,42000000.0,,182000000.0,7038000000.0,-209000000.0,75000000.0,,100384000.0,,16000000.0,74000000.0,1000000.0,-495000000.0,-4158000000.0,74000000.0,646000000.0,,-22000000.0,-783000000.0,,81000000.0,-367000000.0,262000000.0,,-4158000000.0,,81000000.0,7038000000.0,,73000000.0,,6000000.0,288000000.0,,73000000.0,56000000.0,-265000000.0,,44000000.0,,-470000000.0,,218000000.0,,,,218000000.0,,,100384000.0,356000000,-8000000.0,24000000.0,6000000.0,599000000.0,45000000.0,,-464000000.0,,-1195000000.0,316000000.0,,637000000.0,,,4133000000.0,,,,,,,,,,,,,,,,,
