date,annualOperatingIncome,annualGainsLossesNotAffectingRetainedEarnings,quarterlyCashDividendsPaid,quarterlyCurrentLiabilities,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,annualResearchAndDevelopment,quarterlyOtherNonCashItems,trailingOperatingIncome,annualAccountsPayable,annualFreeCashFlow,annualCommonStockIssuance,quarterlyCurrentAssets,annualOtherShortTermInvestments,quarterlySellingGeneralAndAdministration,annualTotalLiabilitiesNetMinorityInterest,trailingFreeCashFlow,quarterlyDepreciationAndAmortization,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,trailingCostOfRevenue,annualEndCashPosition,quarterlyOtherShortTermInvestments,annualOtherCurrentAssets,trailingNetOtherInvestingChanges,quarterlyRetainedEarnings,trailingTotalRevenue,annualChangeInWorkingCapital,quarterlyPurchaseOfInvestment,annualNetOtherInvestingChanges,quarterlyTotalNonCurrentAssets,annualCashAndCashEquivalents,trailingNetIncome,trailingTaxProvision,trailingPretaxIncome,quarterlyOperatingIncome,quarterlyTotalRevenue,trailingEndCashPosition,quarterlyTotalLiabilitiesNetMinorityInterest,annualPretaxIncome,annualNetIncome,quarterlyNetIncomeCommonStockholders,annualCashDividendsPaid,annualInvestmentsAndAdvances,quarterlyTotalAssets,annualCurrentDebt,annualNetIncomeContinuousOperations,quarterlyFreeCashFlow,annualOperatingExpense,annualCurrentDeferredRevenue,annualCostOfRevenue,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyDilutedEPS,annualOtherNonCurrentAssets,annualSellingGeneralAndAdministration,annualSaleOfInvestment,quarterlyOtherCurrentAssets,annualStockholdersEquity,quarterlyDilutedAverageShares,quarterlyOtherNonCurrentLiabilities,annualOtherNonCashItems,annualLongTermDebt,annualRepurchaseOfCapitalStock,annualBasicEPS,annualCurrentAssets,quarterlyCostOfRevenue,annualNetIncomeCommonStockholders,quarterlyCurrentAccruedExpenses,quarterlyGoodwill,annualCurrentAccruedExpenses,annualRetainedEarnings,annualCurrentLiabilities,quarterlyEndCashPosition,trailingNetIncomeCommonStockholders,quarterlyInvestingCashFlow,quarterlyStockholdersEquity,annualTotalAssets,annualTaxProvision,quarterlyAccountsReceivable,quarterlyNetOtherInvestingChanges,annualDepreciationAndAmortization,quarterlyChangeInInventory,quarterlyLongTermDebt,quarterlyInventory,quarterlyGrossProfit,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCurrentDeferredRevenue,quarterlyOtherIncomeExpense,quarterlyInvestmentsAndAdvances,trailingOperatingCashFlow,annualAccountsReceivable,annualOtherIncomeExpense,annualNetPPE,trailingGrossProfit,quarterlyOperatingExpense,trailingOtherIncomeExpense,quarterlyPretaxIncome,annualOperatingCashFlow,annualGrossProfit,annualTotalNonCurrentAssets,quarterlyPurchaseOfBusiness,quarterlyOtherIntangibleAssets,annualCashCashEquivalentsAndMarketableSecurities,annualOtherIntangibleAssets,quarterlyRepaymentOfDebt,quarterlyCapitalStock,annualDilutedEPS,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyTaxProvision,annualEbitda,quarterlyNetPPE,quarterlyBeginningCashPosition,trailingRepaymentOfDebt,quarterlyChangesInAccountReceivables,trailingChangeInCashSupplementalAsReported,quarterlyCurrentDebt,annualGrossPPE,quarterlyCapitalExpenditure,quarterlyInterestExpense,trailingDepreciationAndAmortization,annualBasicAverageShares,trailingCashFlowFromContinuingFinancingActivities,annualChangeInInventory,quarterlyOtherNonCurrentAssets,quarterlyNetOtherFinancingCharges,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyAccumulatedDepreciation,annualOtherNonCurrentLiabilities,annualBeginningCashPosition,trailingOtherNonCashItems,annualPurchaseOfBusiness,annualCapitalExpenditure,quarterlySaleOfInvestment,quarterlyIncomeTaxPayable,annualInvestingCashFlow,quarterlyOperatingCashFlow,trailingInvestingCashFlow,annualAccumulatedDepreciation,quarterlyRepurchaseOfCapitalStock,annualIncomeTaxPayable,quarterlyGrossPPE,trailingBeginningCashPosition,quarterlyNonCurrentDeferredRevenue,trailingInterestExpense,annualChangesInAccountReceivables,quarterlyAccountsPayable,trailingCashDividendsPaid,annualNonCurrentDeferredRevenue,annualNonCurrentDeferredTaxesLiabilities,quarterlyChangeInCashSupplementalAsReported,trailingPurchaseOfBusiness,quarterlyChangeInWorkingCapital,quarterlyCommonStockIssuance,quarterlyGainsLossesNotAffectingRetainedEarnings,trailingCapitalExpenditure,quarterlyOtherCurrentLiabilities,trailingOperatingExpense,trailingNetIncomeContinuousOperations,trailingChangeInInventory,annualOtherCurrentLiabilities,trailingNetOtherFinancingCharges,trailingStockBasedCompensation,annualDilutedAverageShares,quarterlyEbitda,annualChangeInCashSupplementalAsReported,annualStockBasedCompensation,quarterlyStockBasedCompensation,annualGoodwill,annualInventory,annualNetOtherFinancingCharges,annualCashFlowFromContinuingFinancingActivities,trailingChangeInWorkingCapital,annualRepaymentOfDebt,annualInterestExpense,quarterlyBasicEPS,annualCapitalStock,annualPurchaseOfInvestment,quarterlyBasicAverageShares,annualTotalRevenue,trailingBasicAverageShares,trailingDeferredIncomeTax,trailingRepurchaseOfCapitalStock,trailingSellingGeneralAndAdministration,trailingChangesInAccountReceivables,trailingDilutedEPS,trailingBasicEPS,trailingResearchAndDevelopment,quarterlyDeferredIncomeTax,trailingCommonStockIssuance,quarterlyChangeInAccountPayable,trailingSaleOfInvestment,trailingPurchaseOfInvestment,trailingChangeInAccountPayable,quarterlyResearchAndDevelopment,annualDeferredIncomeTax,trailingDilutedAverageShares
1970-01-01 00:00:00.915062400,47700000.0,,,354200000.0,965300000.0,,,,,80000000.0,-123300000.0,6700000.0,453600000.0,,,1319500000.0,,,965300000.0,,53100000.0,,238700000.0,,-180600000.0,,126900000.0,,-38300000.0,1153600000.0,53100000.0,,,,-270000000,130200000,,1319500000.0,74700000.0,54200000.0,125200000,,,1607200000.0,150700000.0,54200000.0,,240900000.0,,159300000.0,125200000,125200000,,324900000.0,160900000.0,29300000.0,238700000.0,287700000.0,,0.0,-192800000.0,931200000.0,,0.8325,453600000.0,,54200000.0,,,,-180600000.0,354200000.0,,,,287700000.0,1607200000.0,20500000.0,,,80000000.0,,931200000.0,12700000.0,,34100000.0,,,,,,,476600000.0,,,,,68400000.0,288600000.0,1153600000.0,,352100000.0,53100000.0,352100000.0,,,0.8325,53100000.0,53100000.0,,127700000.0,476600000.0,,,,,150700000.0,622200000.0,,,,65105105.0,,4600000.0,324900000.0,,,-145600000.0,0.0,55800000.0,,,-191700000.0,,,-114100000.0,,,-145600000.0,,,622200000.0,,,,,80000000.0,,,34100000.0,,,,,,,123500000.0,,,,123500000.0,,,65105105.0,-270000000,-2700000.0,,,,12700000.0,0.0,,,,,,,-57500000.0,,447900000.0,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.922838400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118900000,118900000,,,,,-33900000,,,,,,,,,,-33900000,-33900000,-0.5175,,,,,,65507246.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118900000,,,,,,,,,,,-0.5175,,,65507246.0,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.930700800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131400000,131400000,,,,,-44800000,,,,,,,,,,-44800000,-44800000,-0.69,,,,,,64927536.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131400000,,,,,,,,,,,-0.69,,,64927536.0,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.938649600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149000000,149000000,,,,,-47000000,,,,,,,,,,-47000000,-47000000,-0.7275,,,,,,64604811.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149000000,,,,,,,,,,,-0.7275,,,64604811.0,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.946598400,6071000.0,,,357045000.0,983292000.0,,,,,77707000.0,-159771000.0,6671000.0,288847000.0,,,1340337000.0,,,983292000.0,,38083000.0,,108400000.0,,-152682000.0,,36311000.0,,-20004000.0,1423760000.0,38083000.0,,,,-395729000,150601000,,1340337000.0,-7516000.0,-26089000.0,101011000,,,1712607000.0,178124000.0,-26089000.0,,348972000.0,,197358000.0,101011000,101011000,,578165000.0,246055000.0,34730000.0,108400000.0,367975000.0,,4295000.0,-137219000.0,950422000.0,-7840000.0,-0.405,288847000.0,,-26089000.0,,,,-152682000.0,357045000.0,,,,367975000.0,1712607000.0,18573000.0,,,102917000.0,,950422000.0,12983000.0,,32870000.0,,,,,,,499579000.0,,,,,-24080000.0,355043000.0,1423760000.0,,346016000.0,38083000.0,346016000.0,,278216000.0,-0.405,38083000.0,38083000.0,,108988000.0,499579000.0,,,,,178124000.0,714870000.0,,,,64860000.0,,-3446000.0,578165000.0,,,-215291000.0,4295000.0,54177000.0,,,-135691000.0,,,-136559000.0,,,-215291000.0,,,714870000.0,,,,,77707000.0,,,32870000.0,,,,,,,101214000.0,,,,101214000.0,,,64860000.0,-395729000,-16094000.0,,,,12983000.0,142968000.0,,,,,,278216000.0,,,552401000.0,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.954460800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126499000,126499000,,,,,-447000,,,,,,,,,,-447000,-447000,-0.0075,,,,,,59600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126499000,,,,,,,,,,,-0.0075,,,59600000.0,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.962323200,,,,568232000.0,,,,,,,,,401512000.0,,50611000.0,,,,1051530000.0,,,,,,-295025000.0,,,,,1435526000.0,,,,,10238000,137091000,,1619762000.0,,,-68750000,,,1837038000.0,,,,,,,-68750000,-68750000,-1.0575,,,,177648000.0,,65096000.0,1023937000.0,,,,,,39134000.0,,,,,,,,,,211188000.0,,,,,,,1017849000.0,12760000.0,97957000.0,33681000.0,,-31748000.0,,,,,,,87719000.0,,-63440000.0,,,,,347032000.0,,,,278649000.0,,54310000.0,54310000.0,5310000.0,,576737000.0,,,,,310386000.0,,,47280000.0,,,,,511757000.0,,,-215291000.0,,,,,,,,,,,,,,792028000.0,,,,,123546000.0,,,,,,,,279823000.0,,134300000.0,,,,,,,,47346000,,,,,,,,,,,-1.0575,,,65096000.0,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.970272000,,,,564826000.0,,,,-512218000.0,,,,,390267000.0,,58483000.0,,,142005000.0,1082945000.0,,,,,,168222000.0,,,,,1836860000.0,,,,,-94147000,147226000,,1647771000.0,,,463247000,,,2227127000.0,,,93034000.0,,,,463247000,463247000,7.1175,,,,156696000.0,,65096000.0,1052335000.0,,,,,,40885000.0,,,,,,,64611000.0,,-91956000.0,573343000.0,,,,-91956000.0,,,1046322000.0,12973000.0,106341000.0,36623000.0,,603396000.0,,,,,,,200488000.0,,470384000.0,,,,,293779000.0,,,,278649000.0,,64611000.0,64611000.0,7137000.0,,474549000.0,54310000.0,,,,315374000.0,,,50703000.0,,,,,1068532000.0,9692000.0,,-215291000.0,,,,,,,,,93034000.0,,,,,689840000.0,,,,,125776000.0,,,,10301000.0,,,,178172000.0,,123676000.0,,,,,,,,47858000,,,,,,,,,,,7.1175,,,65096000.0,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.978220800,-19685000.0,,,651034000.0,1122670000.0,,,-56348000.0,,126349000.0,-61702000.0,774000.0,1211598000.0,800070000.0,27040000.0,1773704000.0,,-62821000.0,1122670000.0,,94921000.0,800070000.0,30947000.0,,-226441000.0,,128964000.0,,-34175000.0,910969000.0,94921000.0,,,,46947000,160024000,,1773704000.0,378084000.0,355388000.0,-38662000,,,2122567000.0,370484000.0,355388000.0,-211640000.0,432493000.0,,158032000.0,-38662000,-38662000,,41793000.0,183675000.0,65434000.0,30947000.0,341191000.0,,7672000.0,-506610000.0,1081355000.0,,5.460546,1211598000.0,43369000.0,355388000.0,,,,-226441000.0,651034000.0,94921000.0,,-11186000.0,341191000.0,2122567000.0,26264000.0,136682000.0,142752000.0,143329000.0,,1081355000.0,18507000.0,116655000.0,41315000.0,,,,,136682000.0,,577501000.0,,69708000.0,,-34152000.0,121069000.0,412808000.0,910969000.0,,290963000.0,894991000.0,290963000.0,,278990000.0,5.385539,894991000.0,94921000.0,8078000.0,123644000.0,577501000.0,64611000.0,,,,370484000.0,998941000.0,,,,65086824.0,,-5532000.0,41793000.0,-33697000.0,,-421440000.0,7672000.0,38083000.0,,,-182771000.0,,,-188113000.0,-28869000.0,,-421440000.0,,,998941000.0,,,,,126349000.0,,,41315000.0,30310000.0,,,,,,8347000.0,,,,8347000.0,,,65994733.0,-15874000,56838000.0,,,,18507000.0,20668000.0,,,,,,278990000.0,-11646000.0,,570840000.0,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.985996800,,,,703081000.0,,,,164872000.0,,,,,977354000.0,,53039000.0,,,38897000.0,1114316000.0,,,561101000.0,,,83683000.0,,,,,922190000.0,,,,,29186000,169794000,,1817397000.0,,,-198282000,,,1899544000.0,,,5487000.0,,,,-198282000,-198282000,-3.045,,,,129406000.0,,65153332.0,130555000.0,,,,,,48672000.0,,,,,,,83613000.0,,16442000.0,74217000.0,,,,16442000.0,,,941731000.0,17163000.0,121122000.0,42030000.0,,,,,,,,,91936000.0,,-192484000.0,,,,,291195000.0,,,,907000.0,,644714000.0,83613000.0,5798000.0,,587423000.0,94921000.0,,,,376435000.0,,,,,,,,43572000.0,-32499000.0,,,,,,,,,,,5487000.0,,,,,,,,,,136675000.0,,,,-11308000.0,,,,,,189971000.0,,,,,,,,68083000,,,,,,,,,,,-3.045,,,65153332.0,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.993859200,,,,690790000.0,,,,91498000.0,,,,,981818000.0,,60154000.0,,,,1176452000.0,,,582929000.0,,,-124886000.0,,,,,956240000.0,,,,,25057000,173856000,,1867242000.0,,,-6938000,,,1938058000.0,,,45663000.0,,,,-6938000,-6938000,-0.105,,,,71192000.0,,65153332.0,1141047000.0,,,,,,51182000.0,,106439000.0,,,,,63442000.0,,-58324000.0,62804000.0,,,156811000.0,-58324000.0,,,1133035000.0,16969000.0,122674000.0,43417000.0,,17311000.0,,,,,,,97617000.0,,-898000.0,,,,,311597000.0,,,,278990000.0,,646371000.0,63442000.0,6040000.0,,598858000.0,83613000.0,,,,341759000.0,,,51446000.0,,,,,45143000.0,-6648000.0,,-421440000.0,,,,,,,,,45663000.0,,,,,1020298000.0,,,,,138856000.0,,,,-20171000.0,,,,-39259000.0,,103736000.0,,,,,,,,63105000,,,,,,,,,,,-0.105,,,65153332.0,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.001808000,,,,686285000.0,,,,160318000.0,,,,,414401000.0,,53617000.0,,,,1171908000.0,,,,,,80334000.0,,,,,1360156000.0,,,,,28610000,175020000,,1858193000.0,,,-145821000,,,1774557000.0,,,14497000.0,,,,-145821000,-145821000,-2.235,,,,58774000.0,,65153332.0,184823000.0,,,,,,50704000.0,,130131000.0,,,,,80201000.0,,-6796000.0,-92180000.0,,,159455000.0,-6796000.0,,,962000000.0,18018000.0,124316000.0,25085000.0,,-136437000.0,,,,,,,95706000.0,,-155209000.0,,,,,291594000.0,,,,278990000.0,,94240000.0,94240000.0,-9388000.0,,580711000.0,63442000.0,,,,325055000.0,,,53388000.0,,,,,487160000.0,9102000.0,,,,,,,,,,,14497000.0,,,,,580711000.0,,,,,121222000.0,,,,16759000.0,,,,-399471000.0,,109877000.0,,,,,,,,70699000,,,,,,,,,,,-2.235,,,65153332.0,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.009756800,57739000.0,,,469191000.0,1322583000.0,,,-358887000.0,,109739000.0,-88209000.0,913000.0,345017000.0,,39524000.0,1791774000.0,,,1322583000.0,,56276000.0,,57244000.0,,80334000.0,,30030000.0,,-82297000.0,1525913000.0,56276000.0,,,,-30798000,125900000,,1791774000.0,-129836000.0,-138053000.0,212988000,,,1870930000.0,153898000.0,-138053000.0,-153856000.0,401578000.0,,185253000.0,212988000,212988000,,772064000.0,200065000.0,125196000.0,57244000.0,68894000.0,,10262000.0,57801000.0,1302076000.0,,-2.115212,345017000.0,34695000.0,-138053000.0,,,,80334000.0,469191000.0,56276000.0,,-118396000.0,68894000.0,1870930000.0,8217000.0,136078000.0,-33619000.0,154191000.0,,1302076000.0,12932000.0,91205000.0,20507000.0,,,,,136078000.0,,512236000.0,,122003000.0,,218755000.0,103969000.0,459317000.0,1525913000.0,,237828000.0,56276000.0,237828000.0,,281989000.0,-2.115212,56276000.0,56276000.0,5767000.0,211930000.0,512236000.0,80201000.0,,,,153898000.0,872475000.0,,,,65250807.0,,3277000.0,772064000.0,,,-360239000.0,10262000.0,94921000.0,,,-192178000.0,,,-167074000.0,38322000.0,,-360239000.0,,,872475000.0,,,,,109739000.0,,,20507000.0,-23925000.0,,,,,,85250000.0,,,,85250000.0,,,65250807.0,3342000,-38645000.0,,,,12932000.0,0.0,,,,,,281989000.0,-30941000.0,,644570000.0,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.017532800,,,,500807000.0,,,,,,,,,355212000.0,,41191000.0,,,,1276485000.0,,,,,,-57719000.0,,,,,1370550000.0,,,,,22459000,145066000,,1777292000.0,,,-26340000,,,1725762000.0,,,34517000.0,,,,-26340000,-26340000,-0.405,,,,46755000.0,,65588000.0,11466000.0,,,,,,40208000.0,,,,,,,71524000.0,,-8391000.0,-62996000.0,,,130795000.0,-8391000.0,,,1255495000.0,12991000.0,104858000.0,20990000.0,,,,,,,,,82399000.0,,-20223000.0,,,,,212056000.0,,,,281989000.0,,71524000.0,71524000.0,6117000.0,,497844000.0,56276000.0,,,,170747000.0,,,,,,,,656865000.0,-10531000.0,,,,,,,,,,,34517000.0,,,,,497844000.0,,,,,113836000.0,,,,15248000.0,,60857000.0,,,,135052000.0,,,,,,,,57580000,,,,,,,,,,,-0.405,,,65588000.0,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.025395200,,,,464798000.0,,,,,,,,,319438000.0,,41395000.0,,,,1276628000.0,,,,,,-57719000.0,,,,,1150154000.0,,,,,22142000,149015000,,1741426000.0,,,-14038000,,,1469592000.0,,,-23037000.0,,,,-14038000,-14038000,-0.2175,,,,52657000.0,,65221332.0,1272699000.0,,,,,,43280000.0,,50424000.0,,,,,43529000.0,,37738000.0,-287789000.0,,,124221000.0,37738000.0,,,1256744000.0,11836000.0,105735000.0,19884000.0,,8509000.0,,,,,,,83593000.0,,-6450000.0,,,,,207185000.0,,,,281989000.0,,43529000.0,43529000.0,7588000.0,,483905000.0,71524000.0,,,,155457000.0,,,46482000.0,,,,,456648000.0,-42393000.0,,,,,,,,,,,-23037000.0,,,,,483905000.0,,,,,117022000.0,,,,-27995000.0,,,,-457547000.0,,141895000.0,,,,,,,,55556000,,,,,,,,,,,-0.2175,,,65221332.0,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.033344000,,,,504387000.0,,,,115571000.0,,,,,322974000.0,,44327000.0,,,,1213090000.0,,,,,,-57719000.0,,,,,1034240000.0,,,,,22309000,155826000,,1717477000.0,,,-72358000,,,1357214000.0,,,43213000.0,,,,-72358000,-72358000,-1.11,,,,49387000.0,,65148000.0,1220862000.0,,,,,,40410000.0,,117177000.0,,,,,48358000.0,,-12141000.0,-385825000.0,,,128389000.0,-12141000.0,,,1195300000.0,10717000.0,115416000.0,17790000.0,,-51285000.0,,,,,,,93107000.0,,-66514000.0,,,,,187822000.0,,,,281989000.0,,48358000.0,48358000.0,5844000.0,,472377000.0,43529000.0,,,,201726000.0,,,49709000.0,,,,,372866000.0,-26592000.0,,,,,,,,,,,43213000.0,,,,,472377000.0,,,,,106101000.0,,,,4829000.0,,,,-555574000.0,,79383000.0,,,,,,,,59689000,,,,,,,,,,,-1.11,,,65148000.0,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.041292800,8728000.0,,,375862000.0,1098783000.0,,,,,91294000.0,74669000.0,,381834000.0,101540000.0,63617000.0,1474645000.0,,,1098783000.0,,70451000.0,101540000.0,52008000.0,,-57719000.0,,352868000.0,,139577000.0,810663000.0,70451000.0,,,,-58182000,155279000,,1474645000.0,-232971000.0,-278199000.0,-165463000,,,1192497000.0,156666000.0,-278199000.0,19976000.0,431751000.0,,164707000.0,-165463000,-165463000,,259239000.0,190530000.0,,52008000.0,-307453000.0,,25305000.0,,1071909000.0,,-5.9,381834000.0,40809000.0,-278199000.0,,,,-57719000.0,375862000.0,70451000.0,,122371000.0,-307453000.0,1192497000.0,22734000.0,113221000.0,122371000.0,,,1071909000.0,6962000.0,114470000.0,26874000.0,,,,,113221000.0,,458933000.0,,172652000.0,,-139784000.0,74669000.0,440479000.0,810663000.0,,84021000.0,171991000.0,84021000.0,,281989000.0,-5.9,171991000.0,70451000.0,3185000.0,148046000.0,458933000.0,48358000.0,,,,156666000.0,819172000.0,,,,65272000.0,,,259239000.0,-120264000.0,,-360239000.0,25305000.0,56276000.0,,,,,,139577000.0,19976000.0,,-360239000.0,,,819172000.0,,,,,91294000.0,,,26874000.0,22093000.0,,,,,,85157000.0,,,,85157000.0,,,65272000.0,-24779000,14175000.0,,,,6962000.0,-199780000.0,,,,,,281989000.0,,,605186000.0,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.049068800,,,,340174000.0,,,,,,,,,427765000.0,,42602000.0,,,,1072175000.0,,,115942000.0,,,-442862000.0,,,,,739510000.0,,,,,34684000,144719000,,1412349000.0,,,26226000,,,1167275000.0,,,61984000.0,,,,26226000,26226000,0.4025,,,,84422000.0,,65136000.0,27704000.0,,,,,,36546000.0,,,,,,,77558000.0,,-38134000.0,-272778000.0,,,103222000.0,-38134000.0,,,1043843000.0,6836000.0,108173000.0,28332000.0,,,,,,,,,73489000.0,,36424000.0,,,,,45656000.0,,,,281989000.0,,193500000.0,77558000.0,10198000.0,,419518000.0,70451000.0,,,,94123000.0,,,,,,,,266457000.0,-16916000.0,,-360239000.0,,,,,,,,,61984000.0,,,,,779757000.0,,,,,88538000.0,,,,7107000.0,,35758000.0,,,,86522000.0,,,,,,,,65187000,,,,,,,,,,,0.4025,,,65136000.0,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.056931200,,,,291769000.0,,,,,,,,,375490000.0,,41450000.0,,,,907846000.0,,,103682000.0,,,202261000.0,,,,,770089000.0,,,,,40320000,143862000,,1199615000.0,,,176035000,,,1145579000.0,,,11686000.0,,,,176035000,176035000,2.7025,,,,44019000.0,,65136000.0,913505000.0,,,,,,34125000.0,,42143000.0,,,,,76817000.0,,51326000.0,-86570000.0,,,105950000.0,51326000.0,,,880971000.0,7076000.0,109737000.0,26875000.0,,164826000.0,,,,,,,69417000.0,,188861000.0,,,,,36809000.0,,,,-295259000.0,,180499000.0,76817000.0,8154000.0,,412503000.0,77558000.0,,,,82685000.0,,,16818000.0,,,,,313733000.0,-63977000.0,,-360239000.0,,,,,,,,,11686000.0,,,,,772742000.0,,,,,86485000.0,,,,-741000.0,,-164349000.0,,6428000.0,,80456000.0,,,,,,,,68205000,,,,,,,,,,,2.7025,,,65136000.0,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.064880000,,,,353165000.0,,,,,,,,,343576000.0,,42735000.0,,,,1072683000.0,,,,,,-264507000.0,,,,,1001674000.0,,,,,44767000,156668000,,1425848000.0,,,-13205000,,,1345250000.0,,,54652000.0,,,,-13205000,-13205000,-0.2025,,,,48353000.0,,65300000.0,1060093000.0,,,,,,36900000.0,,55241000.0,,,,,134631000.0,,-27365000.0,-104582000.0,,,106932000.0,-27365000.0,,,1036109000.0,10403000.0,119768000.0,36574000.0,,-10613000.0,,,,,,,75001000.0,,1506000.0,,,,,94576000.0,,,,239633000.0,,134631000.0,134631000.0,10749000.0,,481691000.0,76817000.0,,,,105616000.0,,,36044000.0,,,,,419228000.0,30429000.0,,-360239000.0,,,,,,,,,54652000.0,,,,,841930000.0,,,,,93688000.0,,,,57814000.0,,67857000.0,,-71003000.0,,98620000.0,,,,,,,,77033000,,,,,,,,,,,-0.2025,,,65300000.0,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.072828800,160302000.0,,,403413000.0,1178145000.0,,,,,112764000.0,97908000.0,,407055000.0,,69081000.0,1581558000.0,,,1178145000.0,,148829000.0,,97754000.0,,-446110000.0,,61129000.0,,-10272000.0,1115894000.0,148829000.0,,,,40531000,201855000,,1581558000.0,245887000.0,178823000.0,-10233000,-12541000.0,,1522949000.0,132664000.0,178823000.0,-30414000.0,228800000.0,,258002000.0,-10233000,-10233000,,537307000.0,196024000.0,33291000.0,97754000.0,-85180000.0,,26571000.0,-184161000.0,1144201000.0,-1628000.0,2.74,407055000.0,150431000.0,178823000.0,,,,-446110000.0,403413000.0,148829000.0,,-81416000.0,-85180000.0,1522949000.0,52369000.0,113750000.0,3901000.0,128569000.0,,1144201000.0,10941000.0,51424000.0,33944000.0,,,,,113750000.0,,487746000.0,,10893000.0,,15392000.0,184360000.0,389102000.0,1115894000.0,,85615000.0,148829000.0,85615000.0,,239876000.0,2.26,148829000.0,148829000.0,23268000.0,288871000.0,487746000.0,134631000.0,,,,132664000.0,1033610000.0,,,,65312000.0,,-1387000.0,537307000.0,,,-545864000.0,26571000.0,70451000.0,,,-86452000.0,,,-95589000.0,56038000.0,,-545864000.0,,,1033610000.0,,,,,112764000.0,,,33944000.0,14198000.0,,121863000.0,,,,113312000.0,,,,113312000.0,,,80500000.0,40531000,78378000.0,,,,10941000.0,0.0,,,,,,239876000.0,-45328000.0,,647104000.0,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.080691200,,,,468381000.0,,,,,,,,,459123000.0,,58309000.0,,,,1082640000.0,,,,,,-267287000.0,,,,,1072528000.0,,,,,62067000,213859000,,1551021000.0,,,14730000,,,1531651000.0,,,75405000.0,,,,14730000,14730000,0.2,,,,173229000.0,,79930000.0,30456000.0,,,,,,56074000.0,,,,,,,96889000.0,,-97043000.0,-49826000.0,,,135690000.0,-97043000.0,,,1046180000.0,12474000.0,157785000.0,36460000.0,,,,,,,,,95718000.0,,31432000.0,,,,,80885000.0,,,,268044000.0,,96889000.0,96889000.0,16702000.0,,522042000.0,148829000.0,,,,123743000.0,,,,,,,,464455000.0,-30360000.0,,-545864000.0,,,,,,,,,75405000.0,,,,,1067906000.0,,,,,147129000.0,,,,-51940000.0,,60675000.0,,,,140889000.0,,,,,,,,99071000,,,,,,,,,,,0.22,,,65963000.0,,,,,,,,,,,,,,,,,,
