date,trailingPretaxIncome,quarterlyTotalAssets,annualRetainedEarnings,annualNetIncome,quarterlyLongTermDebt,quarterlyOtherNonCurrentLiabilities,annualAccountsReceivable,annualPurchaseOfInvestment,quarterlyOtherCurrentLiabilities,trailingInvestingCashFlow,quarterlyChangeInCashSupplementalAsReported,annualCashDividendsPaid,quarterlyAccountsReceivable,quarterlyTotalNonCurrentAssets,quarterlyCurrentAccruedExpenses,annualGoodwill,annualPretaxIncome,quarterlyCostOfRevenue,annualSaleOfInvestment,quarterlyDepreciationAndAmortization,trailingChangeInWorkingCapital,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyInvestmentsAndAdvances,annualOtherNonCashItems,annualDepreciationAndAmortization,annualOperatingIncome,quarterlySellingGeneralAndAdministration,trailingTotalRevenue,annualLongTermDebt,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,annualInvestingCashFlow,quarterlyGoodwill,trailingStockBasedCompensation,trailingCommonStockIssuance,annualStockholdersEquity,annualEndCashPosition,annualTotalAssets,quarterlyNetIncomeCommonStockholders,annualTaxProvision,trailingEndCashPosition,quarterlyOtherIncomeExpense,quarterlyInventory,trailingCashFlowFromContinuingFinancingActivities,annualCurrentAccruedExpenses,annualCurrentLiabilities,trailingOperatingCashFlow,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyNonCurrentDeferredTaxesLiabilities,trailingChangeInAccountPayable,annualOperatingCashFlow,trailingOperatingIncome,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyCashAndCashEquivalents,annualAccountsPayable,quarterlyCurrentDebt,quarterlyInterestExpense,annualChangeInAccountPayable,quarterlyPurchaseOfInvestment,quarterlyOperatingExpense,trailingOtherIncomeExpense,annualOtherIntangibleAssets,annualCommonStockIssuance,annualOtherShortTermInvestments,quarterlyOtherIntangibleAssets,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyCashDividendsPaid,annualInvestmentsAndAdvances,annualRepurchaseOfCapitalStock,quarterlyNetOtherFinancingCharges,annualOtherNonCurrentAssets,quarterlyOtherNonCurrentAssets,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyFreeCashFlow,trailingNetOtherInvestingChanges,annualNetPPE,annualGainsLossesNotAffectingRetainedEarnings,annualEbitda,quarterlyDilutedEPS,annualCashAndCashEquivalents,annualNetOtherInvestingChanges,annualCashCashEquivalentsAndMarketableSecurities,annualBasicAverageShares,quarterlyChangeInInventory,quarterlyOtherCurrentAssets,annualChangeInCashSupplementalAsReported,annualBeginningCashPosition,annualCurrentAssets,trailingChangeInCashSupplementalAsReported,annualGrossPPE,annualOtherNonCurrentLiabilities,annualNetIncomeCommonStockholders,quarterlySaleOfInvestment,annualDeferredIncomeTax,quarterlyChangesInAccountReceivables,annualInterestExpense,trailingChangesInAccountReceivables,quarterlyChangeInAccountPayable,trailingRepurchaseOfCapitalStock,annualSellingGeneralAndAdministration,quarterlyGrossProfit,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyAccountsPayable,annualRepaymentOfDebt,annualTotalNonCurrentAssets,annualOtherIncomeExpense,quarterlyBeginningCashPosition,annualCapitalExpenditure,trailingRepaymentOfDebt,quarterlyCapitalStock,trailingGrossProfit,trailingCapitalExpenditure,trailingNetIncomeCommonStockholders,quarterlyDilutedAverageShares,trailingDeferredIncomeTax,annualBasicEPS,annualOtherCurrentLiabilities,quarterlyStockholdersEquity,trailingNetOtherFinancingCharges,quarterlyNetOtherInvestingChanges,quarterlyRepaymentOfDebt,trailingInterestExpense,quarterlyTaxProvision,annualCashFlowFromContinuingFinancingActivities,annualDilutedAverageShares,annualCurrentDebt,annualInventory,trailingTaxProvision,quarterlyNetPPE,quarterlyAccumulatedDepreciation,quarterlyStockBasedCompensation,annualOtherCurrentAssets,annualTotalRevenue,quarterlyOtherNonCashItems,quarterlyBasicEPS,annualCostOfRevenue,annualPurchaseOfBusiness,trailingDepreciationAndAmortization,annualCapitalStock,trailingChangeInInventory,quarterlyEbitda,annualNetOtherFinancingCharges,annualStockBasedCompensation,annualFreeCashFlow,annualNonCurrentDeferredTaxesLiabilities,annualTotalLiabilitiesNetMinorityInterest,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,quarterlyPretaxIncome,annualAccumulatedDepreciation,quarterlyRetainedEarnings,quarterlyBasicAverageShares,quarterlyRepurchaseOfCapitalStock,annualGrossProfit,quarterlyCashFlowFromContinuingFinancingActivities,trailingOperatingExpense,trailingNetIncomeContinuousOperations,annualNetIncomeContinuousOperations,annualOperatingExpense,trailingSellingGeneralAndAdministration,quarterlyCommonStockIssuance,quarterlyOtherShortTermInvestments,annualChangeInWorkingCapital,quarterlyCapitalExpenditure,quarterlyTotalRevenue,quarterlyOperatingCashFlow,annualChangesInAccountReceivables,quarterlyGrossPPE,trailingCostOfRevenue,annualChangeInInventory,trailingPurchaseOfBusiness,trailingFreeCashFlow,trailingBeginningCashPosition,annualDilutedEPS,trailingNetIncome,quarterlyOperatingIncome,quarterlyPurchaseOfBusiness,quarterlyCurrentAssets,trailingCashDividendsPaid,quarterlyCurrentLiabilities,trailingOtherNonCashItems,quarterlyCurrentDeferredRevenue,quarterlyIncomeTaxPayable,trailingBasicAverageShares,quarterlyResearchAndDevelopment,annualNonCurrentDeferredRevenue,annualIncomeTaxPayable,trailingResearchAndDevelopment,trailingSaleOfInvestment,trailingDilutedEPS,trailingPurchaseOfInvestment,annualResearchAndDevelopment,trailingDilutedAverageShares,annualCurrentDeferredRevenue,quarterlyNonCurrentDeferredRevenue,trailingBasicEPS
2009-12-31,,2446356000.0,853358000.0,52995000.0,515400000.0,49790000.0,339796000.0,0.0,0.0,,-7281000.0,-14510000.0,339796000.0,1457978000.0,107436000.0,29990000.0,78753000.0,583172000.0,,31889000.0,,874808000.0,33925000.0,1970000.0,123199000.0,107257000.0,23902000.0,,515400000.0,12453000.0,12453000.0,-103186000.0,29990000.0,,,1284982000.0,245592000.0,2446356000.0,12453000.0,25758000.0,,394000.0,369417000.0,,107436000.0,286566000.0,,245592000.0,309618000.0,,235522000.0,,874808000.0,245592000.0,179130000.0,,8794000.0,67044000.0,,23902000.0,,26547000.0,,,26547000.0,245592000.0,-36754000.0,-3794000.0,33925000.0,,8998000.0,167676000.0,167676000.0,1161374000.0,-12672000.0,,1194311000.0,-11505000.0,236909000.0,,245592000.0,2880000.0,245592000.0,131828808.0,-57388000.0,0.0,155353000.0,90239000.0,988378000.0,,2200274000.0,49790000.0,52995000.0,,31207000.0,2145000.0,34957000.0,,17047000.0,,87871000.0,46864000.0,-11505000.0,179130000.0,0.0,1457978000.0,5630000.0,252873000.0,-99769000.0,,660000.0,,,,,,0.4,0.0,1284982000.0,,2396000.0,2096000.0,,2932000.0,23017000.0,132025386.0,,369417000.0,,1194311000.0,-1005963000.0,1488000.0,33573000.0,2325723000.0,1465000.0,,2130595000.0,-6297000.0,,660000.0,,56068000.0,36648000.0,5638000.0,135753000.0,309618000.0,1161374000.0,3421000.0,-25821000.0,15385000.0,-1005963000.0,853358000.0,,,195128000.0,7407000.0,,,52995000.0,87871000.0,,,,20614000.0,-34738000.0,630036000.0,22066000.0,5667000.0,2200274000.0,,-41450000.0,,,,0.4,,22962000.0,0.0,988378000.0,,286566000.0,,,,,,,,,,,,,,,,
2010-03-31,,2466955000.0,,,515420000.0,47953000.0,,,0.0,,-60329000.0,,405288000.0,1439322000.0,94251000.0,,,720654000.0,,32028000.0,,873906000.0,34330000.0,,,,23251000.0,,,17647000.0,17647000.0,,,,,,,,17647000.0,,,1094000.0,398412000.0,,,,,185263000.0,310533000.0,,,,,185263000.0,,,8788000.0,,,23251000.0,,,,,,185263000.0,-6767000.0,-3802000.0,,,4974000.0,,221647000.0,1163570000.0,-69797000.0,,,,,0.135,,,,,-28995000.0,38670000.0,,,,,,,,7785000.0,,-65657000.0,,,16283000.0,,,57680000.0,-8793000.0,195413000.0,,,,245592000.0,,,661000.0,,,,132334306.0,,,,1303385000.0,,167000.0,0.0,,9088000.0,,,,,,1183345000.0,,1390000.0,,,165000.0,0.135,,,,,,67551000.0,,,,,,664000.0,-107148000.0,26735000.0,,867203000.0,132076090.0,,,1516000.0,,,,,,,,,-14719000.0,778334000.0,-55078000.0,,,,,,,,,,34429000.0,0.0,1027633000.0,,289664000.0,,,,,,,,,,,,,,,,
2010-06-30,,2544137000.0,,,515441000.0,49513000.0,,,0.0,,103542000.0,,427919000.0,1413044000.0,122617000.0,,,692365000.0,,32093000.0,,881106000.0,34130000.0,,,,26487000.0,,,56942000.0,56942000.0,,,,,,,,56942000.0,,,-180000.0,370025000.0,,,,,288805000.0,316152000.0,,,,,288805000.0,,,8784000.0,,,26487000.0,,,,,,288805000.0,-15598000.0,-3804000.0,,,12000000.0,,206282000.0,1186030000.0,94305000.0,,,,,0.43,,,,,28387000.0,44344000.0,,,,,,,,331000.0,,-31128000.0,,,-13106000.0,,,126024000.0,-9202000.0,182307000.0,,,,185263000.0,,,661000.0,,,,132579516.0,,,,1358107000.0,,0.0,-86000.0,,33631000.0,,,,,,1172632000.0,,1589000.0,,,381000.0,0.43,,,,,,131450000.0,,,,,,5401000.0,13910000.0,90573000.0,,920341000.0,132283420.0,,,8468000.0,,,,,,,,,-16367000.0,818389000.0,110672000.0,,,,,,,,,,99537000.0,0.0,1131093000.0,,304924000.0,,,,,,,,,,,,,,,,
2010-09-30,,2667935000.0,,,610461000.0,49121000.0,,,0.0,,139528000.0,,362438000.0,1486985000.0,124796000.0,,,644822000.0,,32201000.0,,974648000.0,33883000.0,,,,27509000.0,,,62731000.0,62731000.0,,,,,,,,62731000.0,,,622000.0,355803000.0,,,,,428333000.0,315066000.0,,,,,428333000.0,,,11002000.0,,,27509000.0,,,,,,428333000.0,-20554000.0,-4201000.0,,,5651000.0,,287692000.0,1248352000.0,139236000.0,,,,,0.475,,,,,14222000.0,0.0,,,,,,,,-980000.0,,66190000.0,,,-33399000.0,,,134855000.0,4542000.0,148908000.0,,,,288805000.0,,,662000.0,,,,132702718.0,,,,1419583000.0,,166000.0,-1333000.0,,34235000.0,,,,,,1165410000.0,,1587000.0,,,147000.0,0.475,,,,,,140169000.0,,,,,,7227000.0,53666000.0,96966000.0,,978871000.0,132309090.0,,,695000.0,,,,,,,,,-20151000.0,779677000.0,159387000.0,,,,,,,,,,107346000.0,0.0,1180950000.0,,273704000.0,,,,,,,,,,,,,,,,
2010-12-31,,2954144000.0,1058737000.0,221393000.0,764482000.0,45496000.0,362863000.0,-10177000.0,0.0,,201966000.0,-16014000.0,362863000.0,1478184000.0,118804000.0,29990000.0,342960000.0,631263000.0,9494000.0,32410000.0,,1125496000.0,46314000.0,917000.0,128732000.0,378364000.0,27072000.0,,764482000.0,84073000.0,84073000.0,-80275000.0,29990000.0,,,1505070000.0,630299000.0,2954144000.0,84073000.0,121567000.0,,1425000.0,450028000.0,,118804000.0,323578000.0,,630299000.0,315518000.0,,283284000.0,,1125496000.0,630299000.0,204774000.0,,11301000.0,25644000.0,,27072000.0,,22113000.0,,,22113000.0,630299000.0,-37356000.0,-4207000.0,46314000.0,,171342000.0,205858000.0,205858000.0,1449074000.0,38271000.0,,1170334000.0,-7033000.0,511567000.0,,630299000.0,11171000.0,630299000.0,132278412.0,-94225000.0,0.0,384707000.0,245592000.0,1475960000.0,,2269126000.0,45496000.0,221393000.0,,14153000.0,-2883000.0,39875000.0,,55866000.0,,104319000.0,164124000.0,-7033000.0,204774000.0,0.0,1478184000.0,2961000.0,428333000.0,-81269000.0,,663000.0,,,,,,1.675,0.0,1505070000.0,,10838000.0,1419000.0,,44613000.0,181698000.0,132685990.0,,450028000.0,,1170334000.0,-1098792000.0,1598000.0,32770000.0,3171787000.0,224000.0,,2689104000.0,0.0,,663000.0,,172397000.0,193967000.0,6164000.0,202015000.0,315518000.0,1449074000.0,861000.0,-49026000.0,128686000.0,-1098792000.0,1058737000.0,,,482683000.0,171019000.0,,,221393000.0,104319000.0,,,,-88598000.0,-30032000.0,795387000.0,68303000.0,-33478000.0,2269126000.0,,-80611000.0,,,,1.67,,137052000.0,0.0,1475960000.0,,323578000.0,,,,,,,,,,,,,,,,
2011-03-31,,3006868000.0,,,764502000.0,47347000.0,,,0.0,,24204000.0,,409420000.0,1465517000.0,92097000.0,,,699668000.0,,32578000.0,,1134990000.0,46799000.0,,,,26947000.0,,,83544000.0,83544000.0,,,,,,,,83544000.0,,,1207000.0,446257000.0,,,,,654503000.0,323141000.0,,,,,654503000.0,,,12920000.0,,,26947000.0,,,,,,654503000.0,-28233000.0,-4218000.0,,,11175000.0,,245533000.0,1412361000.0,11852000.0,,,,,0.625,,,,,3771000.0,0.0,,,,,,,,,,-47340000.0,,,-22481000.0,,,167584000.0,-6225000.0,185274000.0,,,,630299000.0,,,666000.0,,,,132225716.0,,,,1594507000.0,,167000.0,,,45380000.0,,,,,,1173185000.0,,1503000.0,,,1941000.0,0.63,,,,,,174422000.0,,,,,,7416000.0,-85161000.0,128924000.0,,1138063000.0,131491110.0,,,11777000.0,,,,,,,,,-28808000.0,867252000.0,40660000.0,,,,,,,,,,140637000.0,,1541351000.0,,277371000.0,,,,,,,,,,,,,,,,
2011-06-30,,3147800000.0,,,764522000.0,47965000.0,,,0.0,,57819000.0,,430301000.0,1459271000.0,105966000.0,,,757954000.0,,32805000.0,,1144340000.0,47113000.0,,,,28726000.0,,,81049000.0,81049000.0,,,,,,,,81049000.0,,,1632000.0,508198000.0,,,,,712322000.0,331853000.0,,,,,712322000.0,,,12802000.0,,,28726000.0,,,,,,712322000.0,-38115000.0,-4228000.0,,,15014000.0,,232460000.0,1473972000.0,44275000.0,,,,,0.605,,,,,-61941000.0,37708000.0,,,,,,,,,,-20909000.0,,,41843000.0,,,167095000.0,-6148000.0,223666000.0,,,,654503000.0,,,666000.0,,,,133965289.0,,,,1673828000.0,,2885000.0,,,46150000.0,,,,,,1179698000.0,,1624000.0,,,2049000.0,0.61,,,,,,172806000.0,,,,,,8533000.0,-40825000.0,127199000.0,,1214884000.0,132867213.0,,,11289000.0,,,,,,,,,-40370000.0,925049000.0,84645000.0,,,,,,,,,,138369000.0,,1688529000.0,,329632000.0,,,,,,,,,,,,,,,,
2011-09-30,,3207179000.0,,,764543000.0,46604000.0,,,0.0,,46617000.0,,432293000.0,1490926000.0,135169000.0,,,821305000.0,,32861000.0,,1146494000.0,47280000.0,,,,29736000.0,,,67930000.0,67930000.0,,,,,,,,67930000.0,,,1457000.0,466248000.0,,,,,758939000.0,335347000.0,,,,,758939000.0,,,12727000.0,,,29736000.0,,,,,,758939000.0,-72464000.0,-4913000.0,,,4965000.0,,248138000.0,1478056000.0,76403000.0,,,,,0.505,,,,,41950000.0,28596000.0,,,,,,,,,,-32275000.0,,,-28920000.0,,,147067000.0,-13575000.0,196393000.0,,,,712322000.0,,,666000.0,,,,134514851.0,,,,1729123000.0,,-30041000.0,,,38131000.0,,,,,,1195508000.0,,1635000.0,,,67930000.0,0.51,,,,,,151649000.0,,,,,,3486000.0,12615000.0,106061000.0,,1277901000.0,133196078.0,,,33000.0,,,,,,,,,-42645000.0,968372000.0,119048000.0,,,,,,,,,,117331000.0,,1716253000.0,,331562000.0,,,,,,,,,,,,,,,,
2011-12-31,,3266821000.0,1299438000.0,258966000.0,764563000.0,50560000.0,380432000.0,-30265000.0,0.0,,66962000.0,-18265000.0,380432000.0,1510665000.0,137561000.0,29990000.0,401432000.0,781915000.0,251000.0,33153000.0,,1145914000.0,76854000.0,-10067000.0,131397000.0,446796000.0,26801000.0,,764563000.0,26443000.0,26443000.0,-202785000.0,29990000.0,,,1756312000.0,825901000.0,3266821000.0,26443000.0,142466000.0,,-1533000.0,490777000.0,,137561000.0,364595000.0,,825901000.0,330791000.0,,362296000.0,,1145914000.0,825901000.0,227034000.0,,12543000.0,20311000.0,,26801000.0,,19073000.0,,,19073000.0,825901000.0,-63973000.0,-4906000.0,76854000.0,-2518000.0,20376000.0,109107000.0,109107000.0,1510509000.0,52923000.0,,1232066000.0,-9070000.0,583821000.0,,825901000.0,1443000.0,825901000.0,133144473.0,-24529000.0,0.0,195602000.0,630299000.0,1756156000.0,,2428911000.0,50560000.0,258966000.0,,14114000.0,54758000.0,50992000.0,,29869000.0,,112210000.0,77260000.0,-9070000.0,227034000.0,,1510665000.0,2763000.0,758939000.0,-176843000.0,,666000.0,,,,,,1.945,0.0,1756312000.0,,28432000.0,,,12805000.0,36091000.0,133832558.0,,490777000.0,,1232066000.0,-1196845000.0,1629000.0,32106000.0,3619848000.0,-242590000.0,,3060842000.0,0.0,,666000.0,,84944000.0,51530000.0,6391000.0,185453000.0,330791000.0,1510509000.0,-5321000.0,68939000.0,39248000.0,-1196845000.0,1299438000.0,,-2499000.0,559006000.0,12992000.0,,,258966000.0,112210000.0,,,,-44432000.0,-65020000.0,859175000.0,117943000.0,-45766000.0,2428911000.0,,-40749000.0,,,,1.935,,50459000.0,,1756156000.0,,364595000.0,,,,,,,,,,,,,,,,
2012-03-31,,3330047000.0,,,764583000.0,49518000.0,,,0.0,,69241000.0,,422243000.0,1534171000.0,114514000.0,,,862230000.0,,35394000.0,,1155054000.0,46039000.0,,,,27012000.0,,,87813000.0,87813000.0,,,,,,,,87813000.0,,,1347000.0,422405000.0,,,,,895142000.0,340953000.0,,,,,895142000.0,,,12177000.0,,-2961000.0,27012000.0,,,,,,895142000.0,-67182000.0,-4914000.0,,,30800000.0,,224576000.0,1467017000.0,45155000.0,,,,,0.655,,,,,68372000.0,33720000.0,,,,,,,,511000.0,,-37720000.0,,,-28138000.0,,,172637000.0,8136000.0,197449000.0,,,,825901000.0,,,667000.0,,,,134065649.0,,,,1863030000.0,,167000.0,,,46982000.0,,,,,,1263556000.0,,1651000.0,,,87813000.0,0.66,,,,,,182366000.0,,,,,,791000.0,-17020000.0,134795000.0,,1382337000.0,133050000.0,,,26366000.0,,,,,,,,,-64902000.0,1034867000.0,110057000.0,,,,,,,,,,145625000.0,,1795876000.0,,311963000.0,,,,,,,,,,,,,,,,
2012-06-30,,3441938000.0,,,764604000.0,49784000.0,,,0.0,,215396000.0,,399270000.0,1471168000.0,129768000.0,,,712062000.0,,35783000.0,,1151550000.0,44815000.0,,,,30918000.0,,,115501000.0,115501000.0,,,,,,,,115501000.0,,,17059000.0,407124000.0,,,,,1110538000.0,337162000.0,,,,,1110538000.0,,,11571000.0,,0.0,30918000.0,,,,,,1110538000.0,-30558000.0,-4924000.0,,,45077000.0,,116601000.0,1489627000.0,136891000.0,,,,,0.86,,,,,15281000.0,35108000.0,,,,,,,,46027000.0,,26615000.0,,,11095000.0,,,201896000.0,-9865000.0,208309000.0,,,,895142000.0,,,669000.0,,,,134303488.0,,,,1952311000.0,,-1331000.0,,,60965000.0,,,,,,1309752000.0,,1474000.0,,,115501000.0,0.865,,,,,,223820000.0,,,,,,5929000.0,67996000.0,176466000.0,,1492914000.0,133527168.0,,,33397000.0,,,,,,,,,-75666000.0,913958000.0,212557000.0,,,,,,,,,,170978000.0,,1970770000.0,,338077000.0,,,,,,,,,,,,,,,,
2012-09-30,,3544174000.0,,,763731000.0,48814000.0,,,0.0,,87930000.0,,365128000.0,1546369000.0,163369000.0,,,648996000.0,,38424000.0,,1147939000.0,44174000.0,,,,29662000.0,,,86964000.0,86964000.0,,,,,,,,86964000.0,,,-5383000.0,371537000.0,,,,,1198468000.0,335394000.0,,,,,1198468000.0,,,11934000.0,,0.0,29662000.0,,,,,,1198468000.0,-96844000.0,-12507000.0,,,18335000.0,,107997000.0,1510746000.0,83114000.0,,,,,0.65,,,,,35587000.0,0.0,,,,,,,,1588000.0,,24837000.0,,,-18608000.0,,,172179000.0,-8163000.0,199438000.0,,,,1110538000.0,,,670000.0,,,,133313520.0,,,,2033428000.0,,-3557000.0,,,38236000.0,,,,,,1394198000.0,,1515000.0,,,88241000.0,0.65,,,,,,175558000.0,,,,,,-2335000.0,50770000.0,125200000.0,,1567371000.0,132623916.0,0.0,,6765000.0,,,,,,,,,-94895000.0,821175000.0,178009000.0,,,,,,,,,,142517000.0,,1997805000.0,,362807000.0,,,,,,,,,,,,,,,,
2012-12-31,,3412196000.0,1399472000.0,385555000.0,763761000.0,51379000.0,378035000.0,-127834000.0,0.0,,-408390000.0,-285521000.0,378035000.0,1660783000.0,181460000.0,29990000.0,585169000.0,610793000.0,48086000.0,34940000.0,,1141430000.0,43736000.0,1514000.0,144541000.0,614687000.0,34017000.0,,763761000.0,95277000.0,95277000.0,-466971000.0,29990000.0,,,1872256000.0,790078000.0,3412196000.0,93117000.0,199614000.0,,-3502000.0,399298000.0,,181460000.0,398510000.0,,914951000.0,326290000.0,,624054000.0,,1141430000.0,790078000.0,217050000.0,,7367000.0,-12725000.0,-124873000.0,34681000.0,,18302000.0,,124873000.0,18302000.0,790078000.0,-272387000.0,-263176000.0,43736000.0,-10784000.0,0.0,17385000.0,17385000.0,1539940000.0,-32296000.0,,1510048000.0,-10840000.0,772759000.0,0.71,790078000.0,1663000.0,914951000.0,133410035.0,-27761000.0,37005000.0,-35823000.0,825901000.0,1751413000.0,,2797098000.0,51379000.0,383395000.0,-40000.0,-5793000.0,-7282000.0,43049000.0,,22926000.0,,121609000.0,190248000.0,-10840000.0,217050000.0,-250000000.0,1660783000.0,9521000.0,1198468000.0,-391190000.0,,672000.0,,,,134192958.0,,2.89,0.0,1872256000.0,,6384000.0,0.0,,53431000.0,-192906000.0,134106087.0,,399298000.0,,1510048000.0,-1287050000.0,1487000.0,37005000.0,3571041000.0,-290041000.0,0.715,2834081000.0,0.0,,672000.0,,191015000.0,94212000.0,6127000.0,232864000.0,326290000.0,1539940000.0,-10178000.0,-1604000.0,148708000.0,-1287050000.0,1399472000.0,133254545.0,0.0,736960000.0,-259434000.0,,,385555000.0,122273000.0,,,124873000.0,100142000.0,-155727000.0,801041000.0,123431000.0,6450000.0,2797098000.0,,91479000.0,,,,2.875,,155567000.0,,1751413000.0,,398510000.0,,,,,,,,,,,,,,,,
2013-03-31,,3559225000.0,,,763790000.0,49854000.0,,,0.0,,-12191000.0,,373148000.0,1833947000.0,167754000.0,,,636838000.0,,35356000.0,,1169619000.0,43914000.0,,,,33754000.0,,,123347000.0,123347000.0,,,,,,,,122779000.0,,,3519000.0,408074000.0,,,,,872790000.0,355975000.0,,,,,777887000.0,,,6281000.0,,-94903000.0,33754000.0,,,,,48108000.0,777887000.0,-121324000.0,-12553000.0,,,3844000.0,,204638000.0,1569434000.0,-34532000.0,,,,,0.92,,,,,-8776000.0,36834000.0,,,,,,,,124194000.0,,-7917000.0,,,14733000.0,,,227809000.0,-11032000.0,232061000.0,,,,790078000.0,,,672000.0,,,,134072826.0,,,,1989791000.0,,169000.0,,,67946000.0,,,,,,1629309000.0,,1499000.0,,,365000.0,0.92,,,,,,232930000.0,,,,,,25622000.0,-72539000.0,191293000.0,,1510266000.0,134072826.0,,,-7119000.0,,,,,,,94903000.0,,-150784000.0,864647000.0,116252000.0,,1629309000.0,,,,,,,,194055000.0,,1725278000.0,,399815000.0,,,,,,,,,,,,,,,,
2013-06-30,,3708335000.0,,,763820000.0,50784000.0,,,0.0,,-152386000.0,,432316000.0,2107212000.0,147449000.0,,,665560000.0,,40210000.0,,1201393000.0,48480000.0,,,,38260000.0,,,145816000.0,145816000.0,,,,,,,,145304000.0,,,-95000.0,427139000.0,,,,,655470000.0,386789000.0,,,,,625501000.0,,,5343000.0,,-19978000.0,38260000.0,,,,,161324000.0,625501000.0,-267562000.0,-12567000.0,,,732000.0,,321638000.0,1595849000.0,-7997000.0,,,,,1.085,,,,,6883000.0,42876000.0,,,,,,,,84003000.0,,-53577000.0,,,-9516000.0,,,273487000.0,-11726000.0,247007000.0,,,,777887000.0,,,673000.0,,,,134392627.0,,,,2112486000.0,,60000.0,,,83973000.0,,,,,,1785574000.0,,1625000.0,,,364000.0,1.09,,,,,,275342000.0,,,,,,30227000.0,-85513000.0,229789000.0,,1643515000.0,133776147.0,,,-24052000.0,,,,,,,29969000.0,,-147225000.0,939047000.0,139228000.0,,1785574000.0,,,,,,,,235227000.0,,1601123000.0,,394456000.0,,,,,,,,,,,,,,,,
2013-09-30,,3923449000.0,,,763849000.0,51691000.0,,,0.0,,-33945000.0,,395179000.0,2280598000.0,174619000.0,,,699694000.0,,40728000.0,,1225706000.0,65488000.0,,,,37869000.0,,,170290000.0,170290000.0,,,,,,,,169703000.0,,,-287000.0,451571000.0,,,,,717153000.0,410166000.0,,,,,591556000.0,,,3297000.0,,-117405000.0,37869000.0,,,,,159376000.0,591556000.0,-305761000.0,-15084000.0,,,480000.0,,0.0,1658392000.0,91603000.0,,,,,1.27,,,,,-24432000.0,0.0,,,,,,,,29270000.0,,42620000.0,,,14301000.0,,,304471000.0,-10921000.0,258067000.0,,,,625501000.0,,,673000.0,,,,133811108.0,,,,2265057000.0,,16000.0,,,92728000.0,,,,,,1952918000.0,,1680000.0,,,364000.0,1.275,,,,,,307043000.0,,,,,,22538000.0,55656000.0,263018000.0,,1798721000.0,133257494.0,-6126000.0,,-20204000.0,,,,,,,125597000.0,,-200417000.0,1004165000.0,292020000.0,,1952918000.0,,,,,,,,266602000.0,-17225000.0,1642851000.0,,432686000.0,,,,,,,,,,,,,,,,
2013-12-31,,4060909000.0,1954661000.0,610425000.0,763879000.0,35593000.0,398876000.0,-374070000.0,0.0,,-130255000.0,-55236000.0,398876000.0,2411827000.0,155245000.0,62016000.0,942172000.0,655954000.0,252519000.0,41514000.0,,1237448000.0,66875000.0,1459000.0,157808000.0,952576000.0,38091000.0,,763879000.0,170972000.0,170972000.0,-1002238000.0,62016000.0,,,2418603000.0,461301000.0,4060909000.0,170101000.0,331747000.0,,1455000.0,471879000.0,,155245000.0,404858000.0,,700689000.0,437976000.0,,752729000.0,,1237448000.0,461301000.0,249613000.0,,3161000.0,13820000.0,-141784000.0,38979000.0,,97030000.0,,239388000.0,97030000.0,461301000.0,-307591000.0,-15032000.0,66875000.0,-32918000.0,393000.0,16799000.0,16799000.0,1642306000.0,24297000.0,,2088014000.0,-2616000.0,1118062000.0,1.27,461301000.0,318000.0,700689000.0,133718510.0,-20308000.0,48057000.0,-328777000.0,790078000.0,1649082000.0,,3467269000.0,35593000.0,607863000.0,15052000.0,88283000.0,4044000.0,18082000.0,,-5698000.0,,147974000.0,295671000.0,-2616000.0,249613000.0,0.0,2411827000.0,4592000.0,591556000.0,-679358000.0,,673000.0,,,,134623622.0,,4.565,0.0,2418603000.0,,73000.0,0.0,,87100000.0,-79268000.0,134306931.0,,471879000.0,,2088014000.0,-1379255000.0,2162000.0,48057000.0,3759484000.0,366000.0,1.28,2658046000.0,-201647000.0,,673000.0,,302747000.0,5449000.0,6966000.0,73371000.0,437976000.0,1642306000.0,9896000.0,-20959000.0,258072000.0,-1379255000.0,1954661000.0,133571875.0,-13509000.0,1101438000.0,-27893000.0,,,610425000.0,148862000.0,,,239388000.0,-123355000.0,-180932000.0,951625000.0,205229000.0,-14830000.0,3467269000.0,,-46633000.0,,,,4.545,,256692000.0,0.0,1649082000.0,,404858000.0,,,,,,,,,,,,,,,,
