,quarterlyTotalRevenue,annualCashAndCashEquivalents,annualNetIncomeContinuousOperations,annualNetOtherFinancingCharges,annualCurrentAccruedExpenses,quarterlyStockBasedCompensation,quarterlyOperatingIncome,trailingTaxProvision,quarterlyPurchaseOfInvestment,quarterlyEbitda,trailingNetOtherFinancingCharges,annualInvestmentsAndAdvances,quarterlyNetIncomeCommonStockholders,quarterlyTotalLiabilitiesNetMinorityInterest,annualCurrentDebt,quarterlyChangeInAccountPayable,trailingEndCashPosition,trailingRepurchaseOfCapitalStock,quarterlyInvestingCashFlow,annualOperatingExpense,quarterlyEndCashPosition,annualCurrentDeferredRevenue,quarterlyBasicEPS,annualCostOfRevenue,quarterlyBasicAverageShares,quarterlyGrossProfit,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,quarterlyIncomeTaxPayable,annualGainsLossesNotAffectingRetainedEarnings,trailingSellingGeneralAndAdministration,quarterlyCurrentLiabilities,quarterlyOtherNonCashItems,annualOtherNonCurrentAssets,quarterlyRepurchaseOfCapitalStock,quarterlyCurrentAssets,annualOtherShortTermInvestments,trailingFreeCashFlow,quarterlyGrossPPE,annualAccumulatedDepreciation,annualDeferredIncomeTax,annualTotalLiabilitiesNetMinorityInterest,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,quarterlyNonCurrentDeferredRevenue,trailingBeginningCashPosition,annualChangeInWorkingCapital,annualCurrentAssets,trailingNetIncomeContinuousOperations,annualChangesInAccountReceivables,trailingCostOfRevenue,quarterlyRetainedEarnings,trailingOperatingExpense,annualRepurchaseOfCapitalStock,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,trailingNetIncomeCommonStockholders,quarterlyStockholdersEquity,quarterlyDilutedAverageShares,annualRetainedEarnings,quarterlyNetOtherInvestingChanges,quarterlyAccountsReceivable,annualNetIncomeCommonStockholders,quarterlyGoodwill,annualNetIncome,annualCommonStockIssuance,annualFreeCashFlow,annualBeginningCashPosition,annualAccountsReceivable,quarterlyChangeInInventory,quarterlyOperatingExpense,annualOtherCurrentAssets,trailingChangeInAccountPayable,quarterlyCurrentDeferredRevenue,annualTotalNonCurrentAssets,quarterlySellingGeneralAndAdministration,quarterlyOtherNonCurrentLiabilities,annualSellingGeneralAndAdministration,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,trailingSaleOfInvestment,annualTaxProvision,quarterlyOtherCurrentAssets,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyRepaymentOfDebt,annualTotalAssets,annualStockholdersEquity,annualBasicEPS,annualDepreciationAndAmortization,quarterlyCurrentDebt,quarterlyCapitalExpenditure,annualOtherNonCashItems,quarterlyCommonStockIssuance,annualChangeInInventory,quarterlyCashFlowFromContinuingFinancingActivities,annualDilutedAverageShares,annualCurrentLiabilities,trailingStockBasedCompensation,trailingDepreciationAndAmortization,trailingCashFlowFromContinuingFinancingActivities,quarterlyInterestExpense,trailingChangeInInventory,annualInventory,annualIncomeTaxPayable,quarterlyOtherNonCurrentAssets,quarterlyAccumulatedDepreciation,annualSaleOfInvestment,quarterlyNonCurrentDeferredTaxesLiabilities,annualStockBasedCompensation,trailingOperatingCashFlow,annualCapitalStock,quarterlyNetOtherFinancingCharges,quarterlyInvestmentsAndAdvances,quarterlyOtherIncomeExpense,annualPurchaseOfBusiness,quarterlyInventory,trailingOtherNonCashItems,quarterlyDilutedEPS,quarterlyOperatingCashFlow,annualNetPPE,annualOperatingCashFlow,annualDilutedEPS,annualGrossProfit,annualOtherIntangibleAssets,annualCashCashEquivalentsAndMarketableSecurities,quarterlyChangeInCashSupplementalAsReported,trailingPretaxIncome,trailingNetIncome,annualNonCurrentDeferredTaxesLiabilities,annualEbitda,quarterlyPretaxIncome,quarterlyOtherCurrentLiabilities,quarterlyNetPPE,quarterlyTaxProvision,annualNetOtherInvestingChanges,annualGrossPPE,quarterlyOtherShortTermInvestments,trailingChangeInCashSupplementalAsReported,quarterlyChangesInAccountReceivables,annualChangeInCashSupplementalAsReported,annualBasicAverageShares,annualOtherCurrentLiabilities,quarterlyDepreciationAndAmortization,quarterlyTotalAssets,annualPretaxIncome,quarterlyOtherIntangibleAssets,trailingChangesInAccountReceivables,annualGoodwill,annualRepaymentOfDebt,quarterlyTotalNonCurrentAssets,annualInterestExpense,quarterlyFreeCashFlow,trailingChangeInWorkingCapital,annualOtherNonCurrentLiabilities,trailingOtherIncomeExpense,trailingDeferredIncomeTax,trailingInvestingCashFlow,annualAccountsPayable,annualTotalRevenue,trailingCapitalExpenditure,annualCapitalExpenditure,trailingGrossProfit,trailingOperatingIncome,annualPurchaseOfInvestment,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlySaleOfInvestment,annualInvestingCashFlow,annualCashFlowFromContinuingFinancingActivities,annualNonCurrentDeferredRevenue,quarterlyAccountsPayable,quarterlyCapitalStock,annualEndCashPosition,trailingTotalRevenue,quarterlyBeginningCashPosition,annualOtherIncomeExpense,trailingPurchaseOfInvestment,annualOperatingIncome,quarterlyGainsLossesNotAffectingRetainedEarnings,trailingPurchaseOfBusiness,annualResearchAndDevelopment,trailingCashDividendsPaid,quarterlyResearchAndDevelopment,annualLongTermDebt,trailingRepaymentOfDebt,trailingBasicAverageShares,quarterlyLongTermDebt,trailingBasicEPS,trailingNetOtherInvestingChanges,trailingDilutedEPS,annualCashDividendsPaid,quarterlyCashDividendsPaid,trailingDilutedAverageShares,trailingInterestExpense,quarterlyPurchaseOfBusiness,trailingResearchAndDevelopment,trailingCommonStockIssuance
1451520000,997507000.0,248005000.0,475602000.0,74442000.0,194233000.0,-1814000.0,109063000.0,,-125543000.0,143203000.0,,622939000.0,67874000.0,597092000.0,,12424000.0,,,-135921000.0,397504000.0,248005000.0,51055000.0,2.19,3326936000.0,31027000.0,195530000.0,317150000.0,19525000.0,,-8273000.0,,279942000.0,309000.0,48321000.0,-313553000.0,814647000.0,415199000.0,,1217220000.0,-720875000.0,11666000.0,597092000.0,24208000.0,-35837000.0,,,68458000.0,814647000.0,,-3504000.0,,2197873000.0,,-460675000.0,194233000.0,801977000.0,,2127974000.0,31312000.0,2197873000.0,0.0,38283000.0,475602000.0,21939000.0,475602000.0,,425898000.0,419465000.0,38283000.0,2474000.0,86467000.0,0.0,,51055000.0,1910419000.0,46875000.0,32883000.0,250214000.0,67874000.0,67874000.0,,294265000.0,0.0,317150000.0,,2725066000.0,2127974000.0,15.3,130368000.0,,-75578000.0,582000.0,,262000.0,-313955000.0,31494000.0,279942000.0,,,,,,15043000.0,,48321000.0,-720875000.0,352650000.0,32305000.0,57911000.0,,358000.0,-420000.0,622939000.0,-5450000.0,,15043000.0,,2.17,94753000.0,1217220000.0,683316000.0,15.1,1174287000.0,,663204000.0,-356157000.0,,,32305000.0,907151000.0,105408000.0,0.0,1217220000.0,37534000.0,0.0,1217220000.0,415199000.0,,-14141000.0,-171460000.0,31092000.0,0.0,34140000.0,2725066000.0,769867000.0,,,21939000.0,,1910419000.0,,19175000.0,,32883000.0,,,,85709000.0,4501223000.0,,-257418000.0,,,-559372000.0,248005000.0,663204000.0,65200000.0,-464140000.0,-386440000.0,,85709000.0,358000.0,248005000.0,,604162000.0,-13194000.0,,776783000.0,-8273000.0,,,,,,,,,,,,,,,,,,
1459382400,834459000.0,,,,,10505000.0,-44388000.0,,,-9600000.0,,,-26432000.0,600566000.0,,-8852000.0,,,522727000.0,,250805000.0,,-0.88,,29893000.0,56831000.0,,,,,,271963000.0,-174000.0,,-583802000.0,374740000.0,,,1241602000.0,,,,2259000.0,39237000.0,,,,,,,,2171441000.0,,,195357000.0,777628000.0,,1540254000.0,29893000.0,,0.0,23692000.0,,21939000.0,,,,,,-1833000.0,101219000.0,,,,,62010000.0,32216000.0,,-26432000.0,-26432000.0,,,0.0,328603000.0,,,,,,,-62921000.0,,,,-583132000.0,,,,,,,,,,46860000.0,,,35735000.0,,,,680000.0,455679000.0,-2216000.0,,16885000.0,,-0.88,61679000.0,,,,,,,2800000.0,,,,,-44478000.0,0.0,1241602000.0,-18046000.0,,,0.0,,14642000.0,,,,34788000.0,2140820000.0,,,,,,1766080000.0,,-1242000.0,,,,,,,,,,,,,250805000.0,250805000.0,585648000.0,,,,76606000.0,358000.0,,,248005000.0,,,,-4451000.0,,,,,,,,,,,,,,,,,,
1467244800,998383000.0,,,,,19533000.0,44082000.0,,,80156000.0,,,25596000.0,615757000.0,,-4823000.0,,,-63791000.0,,189960000.0,,0.88,,29207000.0,155045000.0,,,,,,276528000.0,-178000.0,,-116234000.0,387707000.0,,,1269335000.0,,,,1530000.0,33626000.0,,,,,,,,2197037000.0,,,201273000.0,843338000.0,,1486043000.0,29340000.0,,0.0,23208000.0,,21939000.0,,,,,,-88000.0,110963000.0,,,,,70756000.0,32630000.0,,25596000.0,25596000.0,,,0.0,339229000.0,,,,,,,-63791000.0,,,,-114910000.0,,,,,,,,,,46455000.0,,,37614000.0,,,,1302000.0,376364000.0,-3187000.0,,16966000.0,,0.87,117986000.0,,,,,,,-60845000.0,,,,,41681000.0,0.0,1269335000.0,16085000.0,,,80184000.0,,559000.0,,,,36074000.0,2101800000.0,,,,,,1714093000.0,,54195000.0,,,,,,,,,,,,,189960000.0,270144000.0,0.0,,,,75255000.0,358000.0,,,250805000.0,,,,-4707000.0,,,,,,,,,,,,,,,,,,
1475193600,1036982000.0,,,,,18351000.0,26363000.0,,,63797000.0,,,7799000.0,626013000.0,,1737000.0,,,-65540000.0,,154128000.0,,0.27,,29063000.0,146692000.0,,,,,,279499000.0,128000.0,,-71318000.0,468897000.0,,,1278672000.0,,,,-3409000.0,24154000.0,,,,,,,,2204836000.0,,,204817000.0,890290000.0,,1441020000.0,29171000.0,,0.0,22103000.0,,21939000.0,,,,,,-1521000.0,120329000.0,,,,,78405000.0,33293000.0,,7799000.0,7799000.0,,,0.0,346514000.0,,,,,,,-65540000.0,,,,-71401000.0,,,,,,,,,,46866000.0,,,33862000.0,,,,-94000.0,250659000.0,-16637000.0,,18382000.0,,0.27,101407000.0,,,,,,,-35832000.0,,,,,10398000.0,0.0,1278672000.0,2599000.0,,,205021000.0,,883000.0,,,,37434000.0,2067033000.0,,,,,,1598136000.0,,35867000.0,,,,,,,,,,,,,154128000.0,359149000.0,0.0,,,,74682000.0,358000.0,,,189960000.0,,,,-5446000.0,,,,,,,,,,,,,,,,,,
1483142400,1034560000.0,87880000.0,22938000.0,1320000.0,203430000.0,15777000.0,32387000.0,,,70459000.0,,125055000.0,15975000.0,623610000.0,,5204000.0,,,-66590000.0,439770000.0,87880000.0,59438000.0,0.55,3406170000.0,28903000.0,139646000.0,341817000.0,-6734000.0,,-8162000.0,,281793000.0,-380000.0,53177000.0,-66301000.0,522374000.0,329836000.0,,1303558000.0,-845469000.0,-14207000.0,623610000.0,-14587000.0,11269000.0,,,108286000.0,522374000.0,,-1923000.0,,2220811000.0,,-837655000.0,203430000.0,894914000.0,,1402493000.0,29003000.0,2220811000.0,0.0,40451000.0,22938000.0,21939000.0,22938000.0,,90400000.0,248005000.0,40451000.0,3351000.0,107259000.0,0.0,,59438000.0,1503729000.0,65069000.0,33946000.0,276240000.0,15975000.0,15975000.0,,15801000.0,0.0,341817000.0,,2026103000.0,1402493000.0,0.78,146368000.0,,-66590000.0,-604000.0,,-91000.0,-66840000.0,29770000.0,281793000.0,,,,,,15019000.0,,53177000.0,-845469000.0,585648000.0,18944000.0,64166000.0,,358000.0,-568000.0,125055000.0,-1837000.0,,15019000.0,,0.55,68170000.0,1303558000.0,349242000.0,0.77,498214000.0,,417716000.0,-66248000.0,,,18944000.0,204812000.0,31138000.0,0.0,1303558000.0,15163000.0,0.0,1303558000.0,329836000.0,,-18007000.0,-160125000.0,29265000.0,0.0,38072000.0,2026103000.0,38739000.0,,,21939000.0,,1503729000.0,,1580000.0,,33946000.0,,,,78363000.0,3904384000.0,,-258842000.0,,,0.0,87880000.0,417716000.0,0.0,326806000.0,-836283000.0,,78363000.0,358000.0,87880000.0,,154128000.0,-23877000.0,,58444000.0,-8162000.0,,,,,,,,,,,,,,,,,,
1490918400,1068829000.0,,,,,16456000.0,76823000.0,,,116102000.0,,,46120000.0,654540000.0,,708000.0,,,-57088000.0,,122413000.0,,1.6,,28750000.0,189612000.0,,,24639000.0,,,306323000.0,-8000.0,,-59137000.0,663964000.0,,,1322622000.0,,,,-3107000.0,48009000.0,,,,,,,,2266931000.0,,,197844000.0,879217000.0,,1407722000.0,28850000.0,,0.0,21582000.0,,21939000.0,,,,,,-3737000.0,112789000.0,,,,,69441000.0,34633000.0,,46120000.0,46120000.0,,,0.0,348217000.0,,,,,,,-57088000.0,,,,-59131000.0,,,,,,,,,,53737000.0,,,15741000.0,,,,6000.0,0.0,-3650000.0,,18319000.0,,1.6,150579000.0,,,,,,,34533000.0,,,,,74361000.0,0.0,1322622000.0,28241000.0,,,454627000.0,,18693000.0,,,,39279000.0,2062262000.0,,,,,,1398298000.0,,93491000.0,,,,,,,,,,,,,122413000.0,577040000.0,0.0,,,,83840000.0,358000.0,,,87880000.0,,,,-7669000.0,,,,,,,,,,,,,,,,,,
1498780800,1169409000.0,,,,,20390000.0,106341000.0,,,147422000.0,,,66730000.0,618355000.0,,7563000.0,,,3451000.0,,175137000.0,,2.33,,28649000.0,220400000.0,,,3329000.0,,,267785000.0,-99000.0,,-44690000.0,663965000.0,,,1328280000.0,,,,-2832000.0,-31884000.0,,,,,,,,2333661000.0,,,183480000.0,949009000.0,,1450196000.0,28800000.0,,0.0,24940000.0,,21939000.0,,,,,,-793000.0,114059000.0,,,,,70075000.0,35879000.0,,66730000.0,66730000.0,,,0.0,350570000.0,,,,,,,-56627000.0,,,,-44687000.0,,,,,,,,,,54367000.0,,,12866000.0,,,,3000.0,0.0,384000.0,,19126000.0,,2.32,93003000.0,,,,,,,52724000.0,,,,,107774000.0,0.0,1328280000.0,41044000.0,,,394466000.0,,-3321000.0,,,,41081000.0,2068551000.0,,,,,,1404586000.0,,36376000.0,,,,,,,,,,,,,175137000.0,569603000.0,80000000.0,,,,80976000.0,358000.0,,,122413000.0,,,,-5591000.0,,,,,,,,,,,,,,,,,,
1506729600,1128074000.0,,,,,17750000.0,37614000.0,,-100162000.0,79160000.0,,,19610000.0,677251000.0,,6500000.0,,,-91953000.0,,113480000.0,,0.69,,28415000.0,181134000.0,,,,,,323402000.0,-19000.0,,-105758000.0,655936000.0,,,1331786000.0,,,,-5384000.0,55002000.0,,,,,,,,2353271000.0,,,236697000.0,946940000.0,,1387126000.0,28439000.0,,0.0,23870000.0,,21939000.0,,,,,,-2493000.0,143520000.0,,,,,99182000.0,36826000.0,,19610000.0,19610000.0,,,0.0,353849000.0,,,,,,,-51791000.0,,,,-105757000.0,,,,,,,,,,54716000.0,,,7577000.0,,,,1000.0,0.0,-6747000.0,,21634000.0,,0.69,135252000.0,,,,,,,-61657000.0,,,,,32142000.0,0.0,1331786000.0,12532000.0,,,434877000.0,,1105000.0,,,,41546000.0,2064377000.0,,,,,,1408441000.0,,83461000.0,,,,,,,,,,,,,113480000.0,548357000.0,60000000.0,,,,86705000.0,359000.0,,,175137000.0,,,,-3645000.0,,,,,,,,,,,,,,,,,,
1514678400,1110100000.0,184569000.0,176253000.0,,241865000.0,10659000.0,63361000.0,,-79717000.0,104803000.0,,0.0,43793000.0,681247000.0,,-3863000.0,,,59012000.0,472077000.0,184569000.0,63645000.0,,3720196000.0,,165070000.0,357354000.0,10908000.0,,-3659000.0,,323893000.0,-92000.0,55852000.0,-76335000.0,629535000.0,324382000.0,,2317290000.0,-978924000.0,-18026000.0,681247000.0,-6703000.0,-4193000.0,,,66934000.0,629535000.0,,-140000.0,,2397064000.0,,-285920000.0,159300000.0,945030000.0,,1364445000.0,,2397064000.0,0.0,40453000.0,176253000.0,21939000.0,176253000.0,,250328000.0,87880000.0,40453000.0,1773000.0,101709000.0,0.0,,63645000.0,1416157000.0,57690000.0,40042000.0,296388000.0,43793000.0,43793000.0,,99490000.0,0.0,357354000.0,,2045692000.0,1364445000.0,6.19,163348000.0,,-51271000.0,-218000.0,,-5250000.0,-76319000.0,28561000.0,323893000.0,,,,,,19860000.0,,55852000.0,-978924000.0,330000000.0,814000.0,65255000.0,,359000.0,16000.0,0.0,-3332000.0,,19860000.0,,,88271000.0,1338366000.0,467105000.0,6.17,756216000.0,,508951000.0,71089000.0,,,814000.0,447487000.0,61466000.0,0.0,1338366000.0,17673000.0,,1338366000.0,324382000.0,,-16617000.0,96689000.0,28491000.0,0.0,41442000.0,2045692000.0,275743000.0,,,21939000.0,,1416157000.0,,37000000.0,,40042000.0,,,,82028000.0,4476412000.0,,-216777000.0,,,-199801000.0,184569000.0,508951000.0,190000000.0,-86578000.0,-285894000.0,,82028000.0,359000.0,184569000.0,,113480000.0,-13345000.0,,284139000.0,-3659000.0,,,,,,,,,,,,,,,,,,
1522454400,1148397000.0,,,,,12097000.0,97667000.0,,-168749000.0,144582000.0,,,59446000.0,733399000.0,,17242000.0,,,-81273000.0,,261341000.0,,2.13,,27911000.0,224294000.0,,,8642000.0,,,367320000.0,-320000.0,,-72626000.0,630439000.0,,,1343717000.0,,,,5683000.0,72436000.0,,,,,,,,2456510000.0,,,259677000.0,924103000.0,,1364045000.0,27950000.0,,,26691000.0,,21939000.0,,,,,,2451000.0,126627000.0,,,,,77063000.0,37630000.0,,59446000.0,59446000.0,,,,366079000.0,,,,,,,-57524000.0,,,,-72648000.0,,,,,,,,,,51974000.0,,,6549000.0,,,,,49375000.0,-4859000.0,,17404000.0,,2.13,201116000.0,,,,,,,47171000.0,,,,,94202000.0,,1343717000.0,34756000.0,,,298764000.0,,13767000.0,,,,46915000.0,2097444000.0,,,,,,1467005000.0,,143592000.0,,,,,,,,,,,,,231838000.0,530602000.0,145000000.0,,,,99001000.0,359000.0,,,214170000.0,,,,-3628000.0,,,,,,,,,,,,,,,,,,
1530316800,1266520000.0,,,,,11548000.0,113279000.0,,-39545000.0,162472000.0,,,46884000.0,736615000.0,,-2791000.0,,,-70526000.0,,255218000.0,,1.69,,27819000.0,249639000.0,,,,,,355161000.0,-908000.0,,-29175000.0,720674000.0,,,1333949000.0,,,,11265000.0,-69108000.0,,,,,,,,2503394000.0,,,259564000.0,1016881000.0,,1392007000.0,27935000.0,,,23702000.0,,21939000.0,,,,,,-3458000.0,136360000.0,,,,,85153000.0,36457000.0,,46884000.0,46884000.0,,,,381454000.0,,,,,,,-70981000.0,,,,-29208000.0,,,,,,,,,,52060000.0,,,17845000.0,,,,,,-45322000.0,,20851000.0,,1.68,94302000.0,,,,,,,-6123000.0,,,,,70280000.0,,1333949000.0,23396000.0,,,348269000.0,,2854000.0,,,,49193000.0,2128622000.0,,,,,,1407948000.0,,23321000.0,,,,,,,,,,,,,225658000.0,573927000.0,40000000.0,,,,95597000.0,359000.0,,,261341000.0,,,,-5126000.0,,,,,,,,,,,,,,,,,,
1538265600,1225007000.0,,,,,24574000.0,64445000.0,,-88923000.0,117099000.0,,,38204000.0,795035000.0,,3732000.0,,,-60417000.0,,372608000.0,,1.37,,27802000.0,228750000.0,,,,,,402786000.0,-705000.0,,-14600000.0,793071000.0,,,1361440000.0,,,,9476000.0,66412000.0,,,,,,,,2541598000.0,,,299300000.0,996257000.0,,1435837000.0,28017000.0,,,26868000.0,,21939000.0,,,,,,2569000.0,164305000.0,,,,,109524000.0,37123000.0,,38204000.0,38204000.0,,,,392249000.0,,,,,,,-81494000.0,,,,-19322000.0,,,,,,,,,,54422000.0,,,27322000.0,,,,,,-6454000.0,,18285000.0,,1.36,197079000.0,,,,,,,117390000.0,,,,,60484000.0,,1361440000.0,22280000.0,,,327787000.0,,-3179000.0,,,,52654000.0,2230872000.0,,,,,,1437801000.0,,115585000.0,,,,,,,,,,,,,343028000.0,670815000.0,110000000.0,,,,103486000.0,360000.0,,,255218000.0,,,,-4855000.0,,,,,,,,,,,,,,,,,,
1546214400,1225061000.0,249953000.0,176553000.0,-5411000.0,261316000.0,20945000.0,49616000.0,,-187971000.0,102833000.0,,,32019000.0,824179000.0,,13897000.0,,,-175362000.0,585985000.0,280152000.0,70474000.0,1.15,3953993000.0,27763000.0,208309000.0,374189000.0,32080000.0,5129000.0,-6236000.0,,449990000.0,-985000.0,49531000.0,-44536000.0,814794000.0,426845000.0,,1379254000.0,-1083507000.0,10585000.0,824179000.0,-15839000.0,34337000.0,,,104077000.0,814794000.0,,-8298000.0,,2573617000.0,,-160937000.0,261316000.0,1016752000.0,,1441339000.0,27946000.0,2573617000.0,,62312000.0,176553000.0,21939000.0,176553000.0,,334162000.0,214170000.0,62312000.0,-3284000.0,158693000.0,,,70474000.0,1450724000.0,103720000.0,31638000.0,375460000.0,32019000.0,32019000.0,,91883000.0,,374189000.0,,2265518000.0,1441339000.0,6.35,201979000.0,,-77391000.0,-2918000.0,,-1722000.0,-45357000.0,27962000.0,449990000.0,,,,,,21555000.0,5129000.0,49531000.0,-1083507000.0,385000000.0,11566000.0,69164000.0,,360000.0,-784000.0,,-10004000.0,,21555000.0,,1.15,129055000.0,1379254000.0,621552000.0,6.31,910992000.0,,676798000.0,-92456000.0,,,11566000.0,526986000.0,43470000.0,,1379254000.0,11451000.0,,1379254000.0,426845000.0,,-21740000.0,65982000.0,27823000.0,,53217000.0,2265518000.0,268436000.0,,,21939000.0,,1450724000.0,,51664000.0,,31638000.0,,,,113071000.0,4864985000.0,,-287390000.0,,,-485188000.0,249953000.0,676798000.0,90000000.0,-387578000.0,-166535000.0,,113071000.0,360000.0,280152000.0,,372608000.0,-66639000.0,,325007000.0,-6236000.0,,,,,,,,,,,,,,,,,,
1553990400,1308217000.0,,,,,19154000.0,117103000.0,,-89111000.0,208989000.0,,,88132000.0,3141683000.0,,-4256000.0,,,-93337000.0,,306043000.0,,3.18,,27696000.0,274495000.0,,,21198000.0,,,581667000.0,-1269000.0,,-52886000.0,837746000.0,,,3716677000.0,,,,1772000.0,-21385000.0,,,,,,,,2659422000.0,,,239502000.0,1033722000.0,,1483799000.0,28118000.0,,,49725000.0,,21939000.0,,,,,,2781000.0,157392000.0,,,57088000.0,,102671000.0,33587000.0,,88132000.0,88132000.0,,,,2560016000.0,,,,,,,-64226000.0,,,,-63531000.0,,,,,,,,,,49120000.0,,,12528000.0,,,,-10368000.0,,-6942000.0,,18780000.0,,3.13,182581000.0,,,,,,,25891000.0,,,,,113290000.0,157665000.0,3716677000.0,25158000.0,,,457363000.0,,15946000.0,,,,91886000.0,4625482000.0,,,,,,3787736000.0,,118355000.0,,,,,,,,,,,,,277661000.0,735024000.0,60000000.0,,,,106214000.0,361000.0,,,280152000.0,,,,-5858000.0,,,,,,,,,,,,,,,,,,
1561852800,1434231000.0,,,,,21167000.0,124507000.0,,-119142000.0,215482000.0,,,91028000.0,3121258000.0,,-6063000.0,,,-36918000.0,,328456000.0,,3.28,,27720000.0,299662000.0,,,535000.0,,,548268000.0,-1319000.0,,-58656000.0,832402000.0,,,3758606000.0,,,,-8121000.0,-76534000.0,,,,,,,,2750450000.0,,,225679000.0,1134569000.0,,1538049000.0,28300000.0,,,49362000.0,,21939000.0,,,,,,-2360000.0,175155000.0,,,61794000.0,,121395000.0,33814000.0,,91028000.0,91028000.0,,,,2572990000.0,,,,,,,-77776000.0,,,,-58919000.0,,,,,,,,,,46360000.0,,,4407000.0,,,,-30000.0,,-4487000.0,,21144000.0,,3.22,117934000.0,,,,,,,22413000.0,,,,,123967000.0,,3758606000.0,32939000.0,,,417867000.0,,2329000.0,,,,90975000.0,4659307000.0,,,,,,3826905000.0,,40158000.0,,,,,,,,,,,,,299913000.0,717780000.0,160000000.0,,,,99007000.0,362000.0,,,306043000.0,,,,-5261000.0,,,,,,,,,,,,,,,,,,
1569801600,1403697000.0,,,,,25336000.0,121548000.0,90998000.0,-119854000.0,213938000.0,-11204000.0,,98582000.0,3315490000.0,,6157000.0,415657000.0,-196157000.0,-107369000.0,,415262000.0,,3.55,,27775000.0,291888000.0,,,0.0,,442856000.0,634019000.0,-456000.0,,-40079000.0,954756000.0,,348742000.0,3904910000.0,,,,-8797000.0,22201000.0,,372608000.0,,,309761000.0,,4296852000.0,2849032000.0,661580000.0,,286925000.0,1111809000.0,309761000.0,1622447000.0,28388000.0,,,49489000.0,,21939000.0,,,,,,-2733000.0,170340000.0,,9735000.0,61809000.0,,115070000.0,38734000.0,,98582000.0,98582000.0,418448000.0,,,2681471000.0,,,,,,,-95963000.0,,,,-40256000.0,,,86602000.0,328468000.0,-208063000.0,,-5596000.0,,,46698000.0,,,0.0,,664098000.0,,-22000.0,,-5927000.0,,23871000.0,-4029000.0,3.47,234528000.0,,,,,,,86806000.0,400759000.0,309761000.0,,,120032000.0,,3904910000.0,21450000.0,,,428796000.0,42654000.0,764000.0,,,,92390000.0,4937937000.0,,,-2701000.0,,,3983181000.0,,138565000.0,-41381000.0,,-27360000.0,-30985000.0,-412986000.0,,,-315356000.0,,1074354000.0,412774000.0,,386565000.0,815361000.0,108448000.0,,,,118483000.0,363000.0,,5371206000.0,328456000.0,,-516078000.0,,-5887000.0,,,,,,,,,,,,,,,,,,
