,trailingFreeCashFlow,annualOperatingIncome,quarterlyCurrentLiabilities,annualGainsLossesNotAffectingRetainedEarnings,quarterlyCashDividendsPaid,quarterlyCurrentAssets,annualChangeInAccountPayable,annualCommonStockIssuance,annualFreeCashFlow,trailingOperatingIncome,annualAccountsPayable,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlySellingGeneralAndAdministration,annualTotalLiabilitiesNetMinorityInterest,quarterlyBasicEPS,quarterlyDepreciationAndAmortization,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,trailingCostOfRevenue,annualChangeInWorkingCapital,annualEndCashPosition,quarterlyOtherNonCashItems,annualOtherCurrentAssets,trailingNetOtherInvestingChanges,quarterlyRetainedEarnings,trailingTotalRevenue,annualNetOtherInvestingChanges,quarterlyTotalNonCurrentAssets,trailingNetIncome,annualCashAndCashEquivalents,trailingEndCashPosition,trailingTaxProvision,quarterlyTotalRevenue,quarterlyOperatingIncome,trailingPretaxIncome,quarterlyBasicAverageShares,annualPretaxIncome,annualCurrentDeferredRevenue,annualCashDividendsPaid,annualInvestmentsAndAdvances,annualCurrentDebt,quarterlyNetIncomeCommonStockholders,quarterlyTotalAssets,quarterlyFreeCashFlow,annualNetIncomeContinuousOperations,quarterlyTotalLiabilitiesNetMinorityInterest,annualNetIncome,annualCostOfRevenue,trailingOperatingExpense,quarterlyGrossPPE,quarterlyDilutedAverageShares,annualDeferredIncomeTax,annualInvestingCashFlow,quarterlyIncomeTaxPayable,quarterlyRepurchaseOfCapitalStock,trailingSellingGeneralAndAdministration,annualOperatingExpense,annualCapitalExpenditure,trailingDeferredIncomeTax,trailingInvestingCashFlow,annualBasicEPS,annualIncomeTaxPayable,annualNonCurrentDeferredTaxesLiabilities,annualAccumulatedDepreciation,quarterlyOperatingCashFlow,trailingPurchaseOfBusiness,annualChangesInAccountReceivables,trailingCashDividendsPaid,quarterlyChangeInCashSupplementalAsReported,quarterlyDeferredIncomeTax,trailingBeginningCashPosition,quarterlyChangeInWorkingCapital,quarterlyCommonStockIssuance,trailingCapitalExpenditure,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyOtherCurrentLiabilities,trailingNetIncomeContinuousOperations,quarterlyStockBasedCompensation,trailingStockBasedCompensation,annualOtherCurrentLiabilities,trailingNetOtherFinancingCharges,quarterlyEbitda,annualNetOtherFinancingCharges,trailingChangeInInventory,annualChangeInCashSupplementalAsReported,annualStockBasedCompensation,annualGoodwill,annualInventory,trailingInterestExpense,annualCashFlowFromContinuingFinancingActivities,annualRepaymentOfDebt,trailingChangesInAccountReceivables,annualInterestExpense,annualTotalRevenue,annualCapitalStock,trailingChangeInWorkingCapital,annualOtherIncomeExpense,annualNetPPE,quarterlyOperatingExpense,annualTotalNonCurrentAssets,trailingGrossProfit,quarterlyPretaxIncome,annualGrossProfit,annualOperatingCashFlow,quarterlyPurchaseOfBusiness,quarterlyOtherIntangibleAssets,annualCashCashEquivalentsAndMarketableSecurities,annualOtherIntangibleAssets,quarterlyBeginningCashPosition,quarterlyCapitalStock,annualEbitda,quarterlyRepaymentOfDebt,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyTaxProvision,quarterlyNetPPE,trailingRepaymentOfDebt,quarterlyChangesInAccountReceivables,trailingChangeInCashSupplementalAsReported,annualGrossPPE,quarterlyCurrentDebt,annualDilutedEPS,quarterlyInterestExpense,trailingCashFlowFromContinuingFinancingActivities,trailingDepreciationAndAmortization,annualChangeInInventory,annualDilutedAverageShares,trailingOtherNonCashItems,quarterlyNetOtherFinancingCharges,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCapitalExpenditure,quarterlyOtherNonCurrentAssets,quarterlyAccumulatedDepreciation,annualOtherNonCurrentLiabilities,trailingOtherIncomeExpense,annualBeginningCashPosition,annualPurchaseOfBusiness,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,annualOtherNonCurrentAssets,annualSellingGeneralAndAdministration,annualLongTermDebt,quarterlyDilutedEPS,quarterlyOtherNonCurrentLiabilities,annualStockholdersEquity,quarterlyOtherCurrentAssets,annualBasicAverageShares,annualOtherNonCashItems,annualCurrentAssets,annualRepurchaseOfCapitalStock,quarterlyGoodwill,quarterlyAccountsReceivable,annualCurrentLiabilities,annualCurrentAccruedExpenses,quarterlyCurrentAccruedExpenses,annualNetIncomeCommonStockholders,quarterlyCostOfRevenue,annualRetainedEarnings,quarterlyEndCashPosition,trailingNetIncomeCommonStockholders,annualTotalAssets,quarterlyInvestingCashFlow,quarterlyStockholdersEquity,quarterlyNetOtherInvestingChanges,annualDepreciationAndAmortization,annualTaxProvision,quarterlyChangeInInventory,quarterlyLongTermDebt,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyChangeInAccountPayable,trailingRepurchaseOfCapitalStock,trailingChangeInAccountPayable,quarterlyGrossProfit,quarterlyCurrentDeferredRevenue,quarterlyInventory,annualAccountsReceivable,quarterlyOtherIncomeExpense,quarterlyInvestmentsAndAdvances,trailingOperatingCashFlow,annualResearchAndDevelopment,quarterlyNonCurrentDeferredRevenue,quarterlyResearchAndDevelopment,annualSaleOfInvestment,annualNonCurrentDeferredRevenue,trailingBasicAverageShares,quarterlyPurchaseOfInvestment,trailingSaleOfInvestment,quarterlySaleOfInvestment,trailingBasicEPS,annualOtherShortTermInvestments,annualPurchaseOfInvestment,trailingPurchaseOfInvestment,quarterlyOtherShortTermInvestments,trailingDilutedEPS,trailingDilutedAverageShares,trailingResearchAndDevelopment,trailingCommonStockIssuance
1490918400,,,456400000.0,,-3400000.0,2525100000.0,,,,,,,187300000.0,,-0.11,78000000.0,6381000000.0,,,,6700000.0,,,-330700000.0,,,7300500000.0,,,,,1255400000.0,137500000.0,,68200000.0,,,,,,-7400000.0,9825600000.0,-35000000.0,,6837400000.0,,,,1964400000.0,68200000.0,,,,0.0,,,,,,,,,,-2900000.0,,,,615800000.0,6700000.0,,-151500000.0,,,210300000.0,-62400000.0,241600000.0,,6500000.0,,,,154000000.0,,,,,,,,,,,,,,,,,226600000.0,,,-4200000.0,,,1200000.0,2807200000.0,,,869100000.0,700000.0,,-1012300000.0,1484900000.0,1484900000.0,-200000.0,1345800000.0,,-67500000.0,,,4500000.0,,80200000.0,,,,,,-96100000.0,638200000.0,-32100000.0,21600000.0,-618600000.0,,,,,-4000000.0,-4000000.0,,,,-0.11,301000000.0,,0.0,,,,,3125900000.0,484300000.0,,,,,891300000.0,,1484900000.0,,,-19800000.0,2988200000.0,6800000.0,,,600000.0,5266000000.0,814000000.0,-88900000.0,,,364100000.0,,513000000.0,,-61500000.0,,,,,,,,,,,,,,,,,,,,
1498780800,,,547300000.0,,-3400000.0,3520200000.0,,,,,,,164200000.0,,-0.93,77800000.0,7505800000.0,,,,800000.0,,,-390200000.0,,,7284000000.0,,,,,1272100000.0,190500000.0,,67500000.0,,,,,,-62900000.0,10804200000.0,173600000.0,,8053100000.0,,,,2024000000.0,67500000.0,,,,-180700000.0,,,,,,,,,,234700000.0,,,,987800000.0,-19200000.0,,58500000.0,,,214800000.0,-62000000.0,309800000.0,,6000000.0,,,,62700000.0,,,,,,,,,,,,,,,,,203200000.0,,,-91600000.0,,,0.0,2768300000.0,,,1484900000.0,700000.0,,-1066300000.0,2472700000.0,2472700000.0,-32100000.0,1366900000.0,,-1500000.0,,,22700000.0,,76500000.0,,,,,,-175200000.0,778400000.0,-61100000.0,22800000.0,-657100000.0,,,,,-59500000.0,-59500000.0,,,,-0.93,344200000.0,,0.0,,,,,3126000000.0,480300000.0,,,,,878400000.0,,2472700000.0,,,-60600000.0,2751100000.0,300000.0,,,-12900000.0,6368500000.0,793100000.0,73000000.0,,,393700000.0,,526600000.0,,-205600000.0,,,,,,,,,,,,,,,,,,,,
1506729600,,546800000.0,704400000.0,-40000000.0,-3300000.0,2615900000.0,-109000000.0,0.0,196300000.0,,306500000.0,8382700000.0,251800000.0,9087100000.0,,90200000.0,8382700000.0,,-154900000.0,1525900000.0,3100000.0,0.0,,-376000000.0,,4200000.0,9260900000.0,,1525900000.0,,,1448500000.0,142600000.0,,,74400000.0,,-13500000.0,,22100000.0,10900000.0,11876800000.0,113100000.0,48300000.0,9087100000.0,48300000.0,3651700000.0,,2394100000.0,,17400000.0,-2090800000.0,,-4000000.0,,1027300000.0,-190400000.0,,,0.51,,905800000.0,-703400000.0,178500000.0,,-52100000.0,,-946800000.0,-32200000.0,,58200000.0,,,306500000.0,-40000000.0,211300000.0,,6200000.0,,211300000.0,,197800000.0,-281800000.0,,382300000.0,23600000.0,4032000000.0,573500000.0,,2053100000.0,-2088400000.0,,314800000.0,5225800000.0,700000.0,,-157600000.0,1690700000.0,294500000.0,9260900000.0,,22400000.0,1574100000.0,386700000.0,-1825000000.0,3353900000.0,1525900000.0,3353900000.0,2472700000.0,700000.0,712300000.0,-6200000.0,1525900000.0,1525900000.0,8200000.0,1690700000.0,,34900000.0,,2394100000.0,22100000.0,0.5,85200000.0,,,-2500000.0,69900000.0,,-12800000.0,764900000.0,-65400000.0,29700000.0,-703400000.0,26200000.0,,1143600000.0,-1915200000.0,14200000.0,14200000.0,29700000.0,867400000.0,7149100000.0,,26200000.0,2780000000.0,0.0,67800000.0,4400000.0,2615900000.0,-317800000.0,4032000000.0,421600000.0,704400000.0,45100000.0,45100000.0,34800000.0,1011400000.0,-376000000.0,1525900000.0,,11876800000.0,-1888600000.0,2780000000.0,1700000.0,323100000.0,26100000.0,18500000.0,7149100000.0,905800000.0,-2900000.0,,,437100000.0,,573500000.0,421600000.0,-35000000.0,,,,,,,,,,,,,,,,,,,,
1514678400,,,752200000.0,,-3400000.0,3049600000.0,,,,,,,245700000.0,,4.42,90500000.0,8487200000.0,,,,-3100000.0,,,-81100000.0,,,9230200000.0,,,,,1433100000.0,164500000.0,,66000000.0,,,,,,291500000.0,12279800000.0,157800000.0,,9239400000.0,,,,2430100000.0,77300000.0,,,,-56000000.0,,,,,,,,,,204500000.0,,,,418600000.0,-262700000.0,,43600000.0,,,351200000.0,-27600000.0,378900000.0,,6800000.0,,,,220400000.0,,,,,,,,,,,,,,,,,287200000.0,,,39400000.0,,,0.0,3316600000.0,,,1525900000.0,700000.0,,-635500000.0,1944500000.0,1944500000.0,-255800000.0,1678400000.0,,11600000.0,,,22100000.0,,90500000.0,,,,,,-45500000.0,259600000.0,-46700000.0,196000000.0,-751700000.0,,,,,294900000.0,295200000.0,,,,3.82,331000000.0,,0.0,,,,,4039200000.0,468300000.0,,,,,981400000.0,,1944500000.0,,,-46200000.0,3030400000.0,400000.0,,,-13400000.0,7512600000.0,643600000.0,61900000.0,,,451700000.0,,587200000.0,,-34600000.0,,,,,,,,,,,,,,,,,,,,
1522454400,,,693300000.0,,-3400000.0,1551500000.0,,,,,,,264300000.0,,1.33,104600000.0,8850200000.0,,,,-3100000.0,,,11800000.0,,,11121700000.0,,,,,1586100000.0,164300000.0,,66800000.0,,,,,,88900000.0,12673200000.0,19700000.0,,9543500000.0,,,,2656600000.0,76000000.0,,,,-82800000.0,,,,,,,,,,59100000.0,,,,-1635300000.0,16600000.0,,-109200000.0,,,323200000.0,42800000.0,345000000.0,,9000000.0,,,,319100000.0,,,,,,,,,,,,,,,,,311400000.0,,,115700000.0,,,,4067800000.0,,,1944500000.0,800000.0,,-116200000.0,309200000.0,309200000.0,23900000.0,1848800000.0,,-42400000.0,,,25100000.0,,98800000.0,,,,,,-4300000.0,-202700000.0,-39400000.0,225200000.0,-807800000.0,,,,,91500000.0,91800000.0,,,,1.2,597100000.0,,,,,,,4979900000.0,569000000.0,,,,,1110400000.0,,309200000.0,,,-1493000000.0,3119400000.0,300000.0,,,24000000.0,7392600000.0,860500000.0,-100900000.0,,,475700000.0,,591400000.0,,50200000.0,,,,,,,,,,,,,,,,,,,,
1530316800,,,787900000.0,,-2000000.0,1529100000.0,,,,,,,225600000.0,,1.41,105700000.0,8655200000.0,,,,15400000.0,,,106300000.0,,,10993000000.0,,,,,1608100000.0,187800000.0,,67000000.0,,,,,,94500000.0,12522100000.0,271500000.0,,9443100000.0,,,,2697800000.0,75000000.0,,,,-79900000.0,,,,,,,,,,327500000.0,,,,33400000.0,5000000.0,,119400000.0,,,346600000.0,-30200000.0,412700000.0,,7400000.0,,,,258300000.0,,,,,,,,,,,,,,,,,273600000.0,,,112200000.0,,,0.0,3984700000.0,,,309200000.0,800000.0,,-148800000.0,342600000.0,342600000.0,15400000.0,1834500000.0,,36500000.0,,,28600000.0,,98900000.0,,,,,,-100000.0,-230800000.0,-56000000.0,246000000.0,-863300000.0,,,,,96500000.0,96800000.0,,,,1.29,549600000.0,,,,,,,4927800000.0,530400000.0,,,,,1146700000.0,,342600000.0,,,-59600000.0,3068400000.0,-3700000.0,,,9900000.0,7235800000.0,869800000.0,99200000.0,,,461400000.0,,579100000.0,,23300000.0,,,,,,,,,,,,,,,,,,,,
1538265600,,712400000.0,792100000.0,-39400000.0,-2000000.0,2200300000.0,29400000.0,,494300000.0,,365100000.0,9204900000.0,239600000.0,9997000000.0,-0.26,97600000.0,9204900000.0,,9300000.0,989700000.0,-400000.0,,,88000000.0,,-1451900000.0,10857200000.0,,989700000.0,,,1629900000.0,195800000.0,,66600000.0,264700000.0,,-10800000.0,,22100000.0,-17600000.0,13057500000.0,45300000.0,468400000.0,9997000000.0,467300000.0,4390400000.0,,2543000000.0,66600000.0,-256500000.0,-1676900000.0,,0.0,,1154400000.0,-225000000.0,,,6.87,,778400000.0,-833300000.0,128200000.0,,-6000000.0,,647100000.0,-15400000.0,,-44500000.0,,,365100000.0,-39400000.0,404900000.0,,7700000.0,,404900000.0,,138800000.0,-65700000.0,,-536200000.0,30900000.0,4499600000.0,484200000.0,,423400000.0,-912100000.0,,387300000.0,6257200000.0,800000.0,,-60400000.0,1709700000.0,282200000.0,10857200000.0,,-2600000.0,1866800000.0,719300000.0,-400000.0,3539300000.0,989700000.0,3539300000.0,342600000.0,800000.0,829400000.0,-11600000.0,989700000.0,989700000.0,12500000.0,1709700000.0,,-11700000.0,,2543000000.0,22100000.0,6.16,99100000.0,,,3600000.0,75900000.0,,-15800000.0,597300000.0,-82900000.0,1108600000.0,-833300000.0,499300000.0,,1525900000.0,-1454400000.0,-15600000.0,-15400000.0,1108600000.0,975200000.0,7232100000.0,-0.26,499300000.0,3050400000.0,,66600000.0,8800000.0,2200300000.0,-218700000.0,4499600000.0,462300000.0,792100000.0,62400000.0,62400000.0,457300000.0,1151900000.0,88000000.0,989700000.0,,13057500000.0,-78100000.0,3050400000.0,4800000.0,398400000.0,-204000000.0,-16900000.0,7232100000.0,778400000.0,-30800000.0,,,478000000.0,,484200000.0,462300000.0,-99300000.0,,,,,,,,,,,,,,,,,,,,
1546214400,,,797100000.0,,-2000000.0,1242400000.0,,,,,,,217100000.0,,1.85,93600000.0,7331300000.0,,,,600000.0,,,210700000.0,,,10042400000.0,,,,,1411300000.0,169200000.0,,66700000.0,,,,,,123600000.0,11284800000.0,159900000.0,,8128400000.0,,,,2595900000.0,75100000.0,,,,-25300000.0,,,,,,,,,,238700000.0,,,,-761000000.0,8100000.0,,58200000.0,,,331600000.0,-42700000.0,462100000.0,,8700000.0,,,,280100000.0,,,,,,,,,,,,,,,,,257300000.0,,,180400000.0,,,,3488800000.0,,,994500000.0,800000.0,,-919000000.0,222900000.0,222900000.0,43800000.0,1715000000.0,,30800000.0,,,3400000.0,,59400000.0,,,,,,-253300000.0,-1199600000.0,-78800000.0,192000000.0,-880900000.0,,,,,125600000.0,125900000.0,,,,1.67,213600000.0,,,,,,,4478500000.0,452500000.0,,,,,984800000.0,,233500000.0,,,201500000.0,3146000000.0,280300000.0,,,-16100000.0,6336500000.0,781200000.0,46700000.0,,,426500000.0,,498900000.0,,70600000.0,168100000.0,,,,,,,,,,,,,,,,,,,
1553990400,,,649400000.0,,-2000000.0,1253800000.0,,,,,,,225800000.0,,0.61,97800000.0,7388500000.0,,,,2300000.0,,,252700000.0,,,10029000000.0,,,,,1387800000.0,183700000.0,,70600000.0,,,,,,43000000.0,11282800000.0,-90600000.0,,8037900000.0,,,,2647400000.0,75300000.0,,,,-40500000.0,,,,,,,,,,-33900000.0,,,,-81600000.0,-20700000.0,,-236100000.0,,,325500000.0,-7000000.0,317200000.0,,9400000.0,,,,167400000.0,,,,,,,,,,,,,,,,,267600000.0,,,41500000.0,,,,3458600000.0,,,233500000.0,800000.0,,-100000.0,149700000.0,149700000.0,-11600000.0,1718700000.0,,,,,6700000.0,,85500000.0,,,,,,-8700000.0,-9800000.0,-56700000.0,189700000.0,-928700000.0,,,,,44000000.0,44300000.0,,,,0.58,310700000.0,,,,,,,4498900000.0,500400000.0,,,,,936500000.0,,151900000.0,,,-38600000.0,3233900000.0,18100000.0,,,-55500000.0,6326200000.0,751600000.0,-137900000.0,,,451300000.0,,555100000.0,,-56700000.0,163100000.0,,,,,,,,,,,,,,,,,,,
1561852800,347400000.0,,715700000.0,,0.0,1443000000.0,,,,757500000.0,,,223200000.0,,0.22,96700000.0,7464900000.0,4040600000.0,,,500000.0,,34000000.0,268900000.0,5868200000.0,,9954900000.0,170200000.0,,367400000.0,52100000.0,1439200000.0,198200000.0,249400000.0,73300000.0,,,,,,16200000.0,11397900000.0,232800000.0,,8180600000.0,,,1070100000.0,2700600000.0,75400000.0,,,,-18900000.0,904800000.0,,,-55100000.0,16800000.0,,,,,300000000.0,-400000.0,,-6000000.0,214600000.0,-27100000.0,348600000.0,110800000.0,,-285600000.0,325400000.0,-38400000.0,380200000.0,171300000.0,10300000.0,36100000.0,,-277800000.0,156000000.0,,-94300000.0,,,,,329600000.0,,,-19800000.0,,,,-111600000.0,,,263900000.0,,1827600000.0,30100000.0,,,0.0,3406900000.0,,,151900000.0,800000.0,,0.0,364700000.0,364700000.0,7400000.0,1722000000.0,-930700000.0,,17300000.0,,10100000.0,,85600000.0,-631000000.0,385700000.0,,,1700000.0,0.0,-18900000.0,-67200000.0,192900000.0,-978600000.0,,-178500000.0,,,16200000.0,16500000.0,,,,0.21,416500000.0,,,,,,,4476000000.0,473400000.0,,,,,977100000.0,,366500000.0,165200000.0,,-66200000.0,3206100000.0,1000000.0,,,-5800000.0,6324500000.0,723900000.0,90100000.0,-84700000.0,-31900000.0,462100000.0,,560600000.0,,-82500000.0,157100000.0,633000000.0,,,,,,,,,,,,,,,,,,
1569801600,,717700000.0,802900000.0,-96800000.0,0.0,2126300000.0,4400000.0,,688000000.0,,395600000.0,8211400000.0,245500000.0,9014300000.0,-0.84,91500000.0,8211400000.0,,-57800000.0,1050700000.0,5600000.0,,,207800000.0,,31700000.0,9825300000.0,,1050700000.0,,,1442800000.0,166600000.0,,72900000.0,159100000.0,,-4000000.0,145500000.0,13500000.0,-61100000.0,11951600000.0,385900000.0,126000000.0,9014300000.0,124700000.0,3889000000.0,,2736900000.0,72900000.0,-80300000.0,26700000.0,,-237400000.0,,1074400000.0,-273900000.0,,,1.72,,688500000.0,-1000900000.0,183200000.0,,,,688000000.0,-40600000.0,,9300000.0,,,395600000.0,-96800000.0,393800000.0,,10500000.0,,393800000.0,,39300000.0,-269800000.0,,60000000.0,38900000.0,4399800000.0,579800000.0,,-652400000.0,-919100000.0,,322400000.0,5681100000.0,800000.0,,-236200000.0,1736000000.0,285600000.0,9825300000.0,,-92900000.0,1792100000.0,688000000.0,,3338500000.0,1050700000.0,3338500000.0,366500000.0,800000.0,642800000.0,0.0,1050700000.0,1050700000.0,-43500000.0,1736000000.0,,,,2736900000.0,13500000.0,1.66,91900000.0,,,-97900000.0,75100000.0,,-7800000.0,575900000.0,-71200000.0,205500000.0,-1000900000.0,456900000.0,,990700000.0,,-61100000.0,-60700000.0,205500000.0,911600000.0,7066000000.0,-0.84,456900000.0,2925900000.0,,70800000.0,9000000.0,2126300000.0,-322100000.0,4399800000.0,445100000.0,802900000.0,81200000.0,81200000.0,121700000.0,990600000.0,207800000.0,1054500000.0,,11951600000.0,-70000000.0,2925900000.0,1200000.0,379600000.0,-3900000.0,-20500000.0,7066000000.0,688500000.0,5500000.0,,,452200000.0,,579800000.0,445100000.0,-167600000.0,145500000.0,,,,,,,,,,,,,,,,,,,
